text,category,label,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
弄啥的？说看看,回问身份,107,1,0,0,1,1,1
这个号码显示骚扰啦？,回问身份,107,1,0,0,1,1,1
你们公司叫什么名字,回问身份,107,1,0,0,1,1,1
你是谁，我为什么要告诉你我是谁？,回问身份,107,1,0,0,1,1,1
你是催收员,回问身份,107,1,0,0,1,1,1
你是谁？你从哪里得到我的电话的,回问身份,107,1,0,0,1,1,1
我怎么知道你是不是骗子,回问身份,107,0,0,0,0,0,0
你咋个会有我的电话，你是谁？,回问身份,107,1,0,0,1,1,1
你哪家公司的,回问身份,107,1,0,0,1,1,1
嗯嗯，你谁啊,回问身份,107,0,0,0,0,0,0
为啥给你说哦,回问身份,107,1,0,0,1,1,1
先告诉我你是谁,回问身份,107,1,0,0,1,1,1
兄弟，你是谁？,回问身份,107,0,0,0,0,0,0
鬼大爷晓得你不是债务公司的人啊,回问身份,107,1,0,0,1,1,1
你工号好多,回问身份,107,1,0,0,1,1,1
大哥，你哪个,回问身份,107,0,0,0,0,0,0
我的电话从来都是保密的，你从哪里弄到的，你是谁？,回问身份,107,1,0,0,1,1,1
你哪位？你哪们晓得我的电话,回问身份,107,1,0,0,1,1,1
"兄die,我为撒子要给你说，你谁啊",回问身份,107,1,0,0,1,1,1
你是不是催债的啊,回问身份,107,1,0,0,1,1,1
你哪来我的电话,回问身份,107,1,0,0,1,1,1
你是催款公司的么,回问身份,107,1,0,0,1,1,1
你谁，别打我电话,回问身份,107,1,0,0,1,1,1
你是哪家银行的,回问身份,107,1,0,0,1,1,1
你怎么有我号码的,回问身份,107,1,0,0,1,1,1
你是哪个哦,回问身份,107,0,0,0,0,0,0
不知道，你哪里,回问身份,107,0,0,0,0,0,0
你是哪个呢,回问身份,107,0,0,0,0,0,0
你怎么找到我电话的,回问身份,107,1,0,0,1,1,1
你哪里的？,回问身份,107,0,0,0,0,0,0
你是谁你让拍拍贷联系我,回问身份,107,1,0,0,1,1,1
你哪个？,回问身份,107,0,0,0,0,0,0
你是360贷款公司的吧,回问身份,107,1,0,0,1,1,1
你是催收公司的工作人员么,回问身份,107,1,0,0,1,1,1
请报上你的大名,回问身份,107,1,0,0,1,1,1
你怎么知道我号码,回问身份,107,1,0,0,1,1,1
你是谁怎么会有我的电话,回问身份,107,1,0,0,1,1,1
哪来我的号码的,回问身份,107,1,0,0,1,1,1
我认识你吗打我电话,回问身份,107,1,0,0,1,1,1
你是哪里的,回问身份,107,0,0,0,0,0,0
你什么地方的？怎么有我电话,回问身份,107,1,0,0,1,1,1
嗯你谁啊,回问身份,107,0,0,0,0,0,0
哪个哟,回问身份,107,0,0,0,0,0,0
嗯你是做什么的为什么打电话给我,回问身份,107,1,0,0,1,1,1
你干嘛的？,回问身份,107,1,0,0,1,1,1
你说哪个？吧,回问身份,107,1,0,0,1,1,1
哪个呀？哈哈哈,回问身份,107,1,0,0,1,1,1
你们通过什么渠道知道我的电话，是谁卖给你们的？,回问身份,107,1,0,0,1,1,1
你是哪家公司,回问身份,107,1,0,0,1,1,1
去你的滚你谁啊,回问身份,107,0,0,0,0,0,0
不是，你怎么有我电话的？,回问身份,107,1,0,0,1,1,1
你从哪里拿到我电话的,回问身份,107,1,0,0,1,1,1
就是，你是哪个幺儿,回问身份,107,1,0,0,1,1,1
你哪里的？找我做什么,回问身份,107,1,0,0,1,1,1
哪个哟哈哈哈,回问身份,107,0,0,0,0,0,0
不认识填你名字电话,回问身份,107,1,0,0,1,1,1
我不认识你吧,回问身份,107,1,0,0,1,1,1
你哪里拿的电话,回问身份,107,1,0,0,1,1,1
你是催债公司的吧，太多电话....！,回问身份,107,1,0,0,1,1,1
知道呀，你是谁？,回问身份,107,1,0,0,1,1,1
你是谁，我不认识他。,回问身份,107,1,0,0,1,1,1
啊你是哪位,回问身份,107,0,0,0,0,0,0
啊什么事,回问身份,107,1,0,0,1,1,1
对，你是谁？,回问身份,107,1,0,0,1,1,1
嗯，你是哪里？,回问身份,107,1,0,0,1,1,1
嗯，说,回问身份,107,1,0,0,1,1,1
干嘛,回问身份,107,1,0,0,1,1,1
干嘛？,回问身份,107,1,0,0,1,1,1
干嘛呀,回问身份,107,1,0,0,1,1,1
好的，好的，你说,回问身份,107,1,0,0,1,1,1
哪个找他？,回问身份,107,1,0,0,1,1,1
哪位,回问身份,107,0,0,0,0,0,0
你好,回问身份,107,1,0,0,1,1,1
你们哪里啊，怎么总骚扰我啊,回问身份,107,0,0,0,0,0,0
你是哪位！,回问身份,107,0,0,0,0,0,0
请说,回问身份,107,1,0,0,1,1,1
请说，没意思,回问身份,107,1,0,0,1,1,1
请说吧,回问身份,107,1,0,0,1,1,1
请说嗯,回问身份,107,1,0,0,1,1,1
请说没意思,回问身份,107,1,0,0,1,1,1
什么事,回问身份,107,1,0,0,1,1,1
什么事，没意思,回问身份,107,1,0,0,1,1,1
什么事？,回问身份,107,1,0,0,1,1,1
什么事？抓紧说,回问身份,107,1,0,0,1,1,1
什么事嗯,回问身份,107,1,0,0,1,1,1
是与不是，你打电话干嘛,回问身份,107,1,0,0,1,1,1
说,回问身份,107,1,0,0,1,1,1
说啊,回问身份,107,1,0,0,1,1,1
说吧,回问身份,107,1,0,0,1,1,1
说重点,回问身份,107,1,0,0,1,1,1
天天打电话来干嘛,回问身份,107,1,0,0,1,1,1
有啥子事嗯,回问身份,107,1,0,0,1,1,1
有啥子事没意思,回问身份,107,1,0,0,1,1,1
有什么事吗,回问身份,107,1,0,0,1,1,1
有事赶紧说,回问身份,107,1,0,0,1,1,1
有事赶紧说，不说挂了,回问身份,107,1,0,0,1,1,1
有事就说,回问身份,107,1,0,0,1,1,1
有事就说，没意思,回问身份,107,1,0,0,1,1,1
有事就说吧,回问身份,107,1,0,0,1,1,1
有事就说哈,回问身份,107,1,0,0,1,1,1
有事就说没意思,回问身份,107,1,0,0,1,1,1
有事情吗,回问身份,107,1,0,0,1,1,1
有事请说,回问身份,107,1,0,0,1,1,1
怎么了,回问身份,107,1,0,0,1,1,1
怎么了，天天打我电话，,回问身份,107,1,0,0,1,1,1
怎么了？,回问身份,107,1,0,0,1,1,1
怎么了啊,回问身份,107,1,0,0,1,1,1
怎么了有事么,回问身份,107,1,0,0,1,1,1
这人怎么了,回问身份,107,1,0,0,1,1,1
不晓得，你他妈是谁,回问身份,107,0,0,0,0,0,0
嗯，你是谁,回问身份,107,1,0,0,1,1,1
嗯，你是谁，有什么事？,回问身份,107,1,0,0,1,1,1
关你什么事,回问身份,107,1,0,0,1,1,1
关我什么事,回问身份,107,1,0,0,1,1,1
你他妈是谁啊，我欠不欠钱关你屁事,回问身份,107,0,0,0,0,0,0
认不认识跟你有关系么,回问身份,107,1,0,0,1,1,1
认不认识跟你有毛关系啊,回问身份,107,1,0,0,1,1,1
啥子张三，你哪个,回问身份,107,1,0,0,1,1,1
什么鬼，这是谁,回问身份,107,1,0,0,1,1,1
他是你哥吗,回问身份,107,1,0,0,1,1,1
打电话给我做什么,回问身份,107,1,0,0,1,1,1
打她电话，打我电话干嘛,回问身份,107,1,0,0,1,1,1
干嘛老给我打,回问身份,107,1,0,0,1,1,1
哪个哟嗯,回问身份,107,0,0,0,0,0,0
哪里人啊,回问身份,107,0,0,0,0,0,0
你们是同事吧,回问身份,107,1,0,0,1,1,1
你认识啊,回问身份,107,1,0,0,1,1,1
你找张三打我电话干嘛,回问身份,107,1,0,0,1,1,1
你找张三打我干嘛,回问身份,107,1,0,0,1,1,1
谁,回问身份,107,1,0,0,1,1,1
谁？,回问身份,107,1,0,0,1,1,1
谁啊,回问身份,107,1,0,0,1,1,1
谁啊？,回问身份,107,1,0,0,1,1,1
谁呀,回问身份,107,1,0,0,1,1,1
他是你什么人啊,回问身份,107,1,0,0,1,1,1
他是你兄弟吗,回问身份,107,1,0,0,1,1,1
我是王二麻,回问身份,107,1,0,0,1,1,1
有事吗,回问身份,107,1,0,0,1,1,1
张三你找他干嘛,回问身份,107,1,0,0,1,1,1
你认识我？我不知道,回问身份,107,1,0,0,1,1,1
你是哪个公司的，我投诉你啊。我什么时候借钱了,回问身份,107,1,0,0,1,1,1
你是哪位，我没找你们借过钱,回问身份,107,1,0,0,1,1,1
你是骗子吧,回问身份,107,0,0,0,0,0,0
你是骗子吧？,回问身份,107,0,0,0,0,0,0
你找谁？我不认识,回问身份,107,1,0,0,1,1,1
