split_text,classifier,new_label
你们是不是有毛病啊,IDClassifier,109
你是不是有病,IDClassifier,109
你是不是有病啊,IDClassifier,109
你是不是有病啊！,IDClassifier,109
你是来搞笑的吧,IDClassifier,109
你是来要钱的吗,IDClassifier,109
你说是就是咯,IDClassifier,109
你他妈，有病啊，天天打我电话,IDClassifier,109
你有病,IDClassifier,109
你有病啊打电话给我,IDClassifier,109
你有病哇,IDClassifier,109
噢,IDClassifier,109
哦,IDClassifier,109
皮本事借的钱，为什么要还。你爱起诉就起诉，上门就上门。,IDClassifier,109
骗子，天天打我电话,IDClassifier,109
少来烦我，有病啊,IDClassifier,109
神经病啊,IDClassifier,109
神经病吧,IDClassifier,109
是你大爷,IDClassifier,109
手机卡朋友给的,IDClassifier,109
说骚扰就挂,IDClassifier,109
送快递的快递号,IDClassifier,109
提名挂,IDClassifier,109
提债就骂人,IDClassifier,109
天天打电话给我，烦死了,IDClassifier,109
天天打电话麻烦核实,IDClassifier,109
听不懂,IDClassifier,109
我不处理了,IDClassifier,109
我不欠你们贷款,IDClassifier,109
我不清出,IDClassifier,109
我不知道这是,IDClassifier,109
我插秧,IDClassifier,109
我没有贷,IDClassifier,109
我是，我回头查看看,IDClassifier,109
我是别个帮我办的,IDClassifier,109
我是二大爷,IDClassifier,109
我是你大爷,IDClassifier,109
我是你姥姥。,IDClassifier,109
我是他二大爷,IDClassifier,109
我睡觉了你别打了不知道,IDClassifier,109
我听不懂,IDClassifier,109
我听不懂你说什么,IDClassifier,109
我在公交车上,IDClassifier,109
我在忙，挂,IDClassifier,109
下次别打我电话,IDClassifier,109
下次再打投诉你,IDClassifier,109
有病,IDClassifier,109
有病啊，找谁啊,IDClassifier,109
有病吧,IDClassifier,109
有病吧你！,IDClassifier,109
有毛病,IDClassifier,109
有毛病，没意思,IDClassifier,109
有毛病哈哈哈,IDClassifier,109
有毛病呢,IDClassifier,109
有事就,IDClassifier,109
再打就报警,IDClassifier,109
再打就报警了,IDClassifier,109
再打投诉你,IDClassifier,109
再打我电话起诉你们,IDClassifier,109
再打我就拉黑了,IDClassifier,109
再打我投诉你们,IDClassifier,109
再见,IDClassifier,109
在打，拉黑,IDClassifier,109
怎么老是打我电话,IDClassifier,109
怎么又打电话,IDClassifier,109
张三死,IDClassifier,109
这是我的本事，没钱,IDClassifier,109
走开,IDClassifier,109
走开别烦我,IDClassifier,109
别打我电话，我不知道,IDClassifier,109
不要骚扰了,IDClassifier,109
不知道,IDClassifier,109
不知道啊,IDClassifier,109
不知道了,IDClassifier,109
开车了不知道,IDClassifier,109
你们起诉，不要再打电话了,IDClassifier,109
你有病啊,IDClassifier,109
晓不得,IDClassifier,109
不要打电话,IfKnowDebtor,109
不要打电话了,IfKnowDebtor,109
不要在打电话了,IfKnowDebtor,109
烦不烦,IfKnowDebtor,109
刚办的号码,IfKnowDebtor,109
滚，别他么烦我！,IfKnowDebtor,109
号码刚办的,IfKnowDebtor,109
号码刚办理的,IfKnowDebtor,109
号码刚换,IfKnowDebtor,109
号码新办,IfKnowDebtor,109
哪个哟，我想哈，没意思,IfKnowDebtor,109
哪个哟，我想哈阿,IfKnowDebtor,109
哪个哟，我想哈啊,IfKnowDebtor,109
哪个哟，我想哈哈,IfKnowDebtor,109
哪个哟，我想哈没意思,IfKnowDebtor,109
那么多XXX，你说的是哪一个,IfKnowDebtor,109
男的女的,IfKnowDebtor,109
能不能别打我电话,IfKnowDebtor,109
你不去问他认识我不？,IfKnowDebtor,109
你管我认不认识,IfKnowDebtor,109
你还是找本人吧,IfKnowDebtor,109
你觉得呢,IfKnowDebtor,109
你觉得我应该认识吗,IfKnowDebtor,109
你们不认识啊,IfKnowDebtor,109
你们不要打了，这个电话不用了,IfKnowDebtor,109
你们怎么会打我电话,IfKnowDebtor,109
你们真烦,IfKnowDebtor,109
你们自己不能查啊,IfKnowDebtor,109
你去问他,IfKnowDebtor,109
你去找他,IfKnowDebtor,109
你去找他呀,IfKnowDebtor,109
你认识他啊,IfKnowDebtor,109
你认识他吗？,IfKnowDebtor,109
你是不是打错了,IfKnowDebtor,109
你是不是打错了哦,IfKnowDebtor,109
你是不是找错人了,IfKnowDebtor,109
你说的谁呀,IfKnowDebtor,109
你问我我怎么知道,IfKnowDebtor,109
你有病啊,IfKnowDebtor,109
你有病吧,IfKnowDebtor,109
你在逗我,IfKnowDebtor,109
你怎么不去问他认不认识我啊？,IfKnowDebtor,109
认识，兄弟，你想做微商吗？,IfKnowDebtor,109
认识他的人还没有出生呢。,IfKnowDebtor,109
什么啊,IfKnowDebtor,109
是不是有病啊,IfKnowDebtor,109
谁啊起这名字,IfKnowDebtor,109
谁会起这样名字,IfKnowDebtor,109
谁知道认识不认识,IfKnowDebtor,109
说了多少遍了，怎么还打啊,IfKnowDebtor,109
他是男的，我是女的，你觉得呢,IfKnowDebtor,109
有病,IfKnowDebtor,109
有病吧,IfKnowDebtor,109
有病吧你,IfKnowDebtor,109
有空聊,IfKnowDebtor,109
你烦不烦,IfKnowDebtor,109
别找我,IfKnowDebtor,109
不关我事,IfKnowDebtor,109
不管我的事,IfKnowDebtor,109
不要打电话给我,IfKnowDebtor,109
不要打扰我,IfKnowDebtor,109
不要骚扰我,IfKnowDebtor,109
不要再打过来了,IfKnowDebtor,109
不要再打过来了,IfKnowDebtor,109
不要再打了,IfKnowDebtor,109
不要再打了,IfKnowDebtor,109
不要再打我电话了,IfKnowDebtor,109
不要再给我打电话了,IfKnowDebtor,109
不要再骚扰我了，不然我报警了,IfKnowDebtor,109
不要在打来了,IfKnowDebtor,109
不要在打来了,IfKnowDebtor,109
不要在打我电话,IfKnowDebtor,109
不要在打我电话了,IfKnowDebtor,109
不要找我,IfKnowDebtor,109
不要总觉得你们了不起，一天到晚打个不停，讨债的了不起啊,IfKnowDebtor,109
管我鸟事,IfKnowDebtor,109
滚,IfKnowDebtor,109
会打电话吗！,IfKnowDebtor,109
没心情说话，不要打电话给我了,IfKnowDebtor,109
你不要打电话过来了,IfKnowDebtor,109
你不要打电话过来了,IfKnowDebtor,109
你不要烦我,IfKnowDebtor,109
你不要再打电话过来了,IfKnowDebtor,109
你们不要在打我电话了,IfKnowDebtor,109
你现在严重骚扰我了,IfKnowDebtor,109
去一班玩去,IfKnowDebtor,109
去一班玩去,IfKnowDebtor,109
他死了！,IfKnowDebtor,109
我没空,IfKnowDebtor,109
我没有义务告知你,IfKnowDebtor,109
我愿意认识就认识，不愿意就不认识,IfKnowDebtor,109
再见,IfKnowDebtor,109
自己去查,IfKnowDebtor,109
自己找,IfKnowDebtor,109
自己找他,IfKnowDebtor,109
抱一抱，就当做从没借款2万,Installment,109
不认识,Installment,109
不认识不认识,Installment,109
吃饭怎么办,Installment,109
出去了,Installment,109
还要去医院,Installment,109
老婆还要生活费,Installment,109
没有假期,Installment,109
你先忙,Installment,109
朋友出了事情,Installment,109
钱都做生意用了,Installment,109
钱是借给别人用的，等他钱还我了再还。,Installment,109
输了300多万,Installment,109
我卡都被冻结了,Installment,109
我在上班的路上,Installment,109
我在外面,Installment,109
现在在外地,Installment,109
再医院,Installment,109
在打官司,Installment,109
在干活,Installment,109
在火车上,Installment,109
在山上,Installment,109
不算利息好不,ConfirmLoan,109
不要闹,ConfirmLoan,109
打打打，我明天就把这张卡注销了，看你们还怎么打,ConfirmLoan,109
电话费不要钱啊？天天乱打。,ConfirmLoan,109
还故作不痛不痒不牵强,ConfirmLoan,109
借钱的人已经跑了,ConfirmLoan,109
借钱的人已经死了,ConfirmLoan,109
开玩笑,ConfirmLoan,109
可以不还吗,ConfirmLoan,109
没得电了！,ConfirmLoan,109
美女，帮帮忙楼,ConfirmLoan,109
哪来这么多骚扰电话。,ConfirmLoan,109
你给我一个凭证，我找家里人要钱,ConfirmLoan,109
你们的骗术太低级了，能换高级点的吗？,ConfirmLoan,109
你凭啥说我欠钱了,ConfirmLoan,109
你凭啥说我欠钱了，没意思,ConfirmLoan,109
你凭啥说我欠钱了阿,ConfirmLoan,109
你凭啥说我欠钱了嗯,ConfirmLoan,109
你凭啥说我欠钱了哈哈哈,ConfirmLoan,109
你凭啥说我欠钱了呢,ConfirmLoan,109
你确定,ConfirmLoan,109
你确定吗,ConfirmLoan,109
你确定是我借的？,ConfirmLoan,109
你确定是我欠的钱,ConfirmLoan,109
你是不是打错了,ConfirmLoan,109
你是不是记错了～,ConfirmLoan,109
你说的我不懂,ConfirmLoan,109
你说的我不明白,ConfirmLoan,109
你说还就还啊？找个漂亮的妹子来跟我说。,ConfirmLoan,109
你说什么？我欠钱？,ConfirmLoan,109
你说我欠钱，有什么证明呢？,ConfirmLoan,109
你说我欠钱了，你有证据吗,ConfirmLoan,109
你说我欠钱我就欠你钱啊，我还说中100万彩票呢,ConfirmLoan,109
你系统出bug了，弄清楚再说。,ConfirmLoan,109
你先把你欠我的5万还了再说。,ConfirmLoan,109
你也是可以呀,ConfirmLoan,109
你有病吧？,ConfirmLoan,109
你有没有搞错,ConfirmLoan,109
你有证据吗,ConfirmLoan,109
你又在开玩笑了，我像是有钱的人吗？,ConfirmLoan,109
你又在开玩笑了，我像是有钱的人吗？,ConfirmLoan,109
你再说一遍试试， 我借钱了？,ConfirmLoan,109
你怎么证明我欠你们钱？,ConfirmLoan,109
你知道我家在哪吧？自己去搬东西吧。,ConfirmLoan,109
我来电显示这是：疑似骗子电话,ConfirmLoan,109
我没网络,ConfirmLoan,109
爆我通讯录给个说法,WillingToPay,109
不方便出去,WillingToPay,109
不是我借的为什么要还,WillingToPay,109
出差没法还,WillingToPay,109
处理好发凭条,WillingToPay,109
来上门,WillingToPay,109
脑残,WillingToPay,109
你给我开个证明，现在就还,WillingToPay,109
你过来我还给你,WillingToPay,109
你来找我啊,WillingToPay,109
你没事吧,WillingToPay,109
身份证掉了,WillingToPay,109
我等下就安排银行的行长还哈。,WillingToPay,109
我身份证丢了，没贷款。,WillingToPay,109
我身份证银行卡丢了,WillingToPay,109
我在山区短时间出不去,WillingToPay,109
我最近在老家,WillingToPay,109
有朋友,WillingToPay,109
诈骗,WillingToPay,109
之前有人骂我，让他给我道歉就还！,WillingToPay,109
周边没银行,WillingToPay,109
此人已死，有事烧纸！,WillingToPay,109
干嘛告诉你,WillingToPay,109
呵呵,WillingToPay,109
客服骂人,WillingToPay,109
你来下我这，我给你,WillingToPay,109
你们不要再给我家人打电话了,WillingToPay,109
你们给我造成的影响怎么算,WillingToPay,109
时间,WillingToPay,109
我去申请,WillingToPay,109
我在外面,WillingToPay,109
