text,category,label,IDClassifier,IfKnowDebtor,ConfirmLoan,WillingToPay,CutDebt,Installment
你有微信么,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你把详细情况给我发到微信上吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我微,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们面谈吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我QQ吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我发个短信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你把详情发我短信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
电话不方便得，价格微信说。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你加我微信吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你好久空，我们面谈,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不太方便，要不你加我 QQ 吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我qq,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我发到邮箱吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我Q,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
发我邮箱,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们见面仔细聊吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我微信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加微信吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我微信吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你过来就处理,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你有微信不？,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们微信聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
麻烦给我发个短信呢,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你加我QQ吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我打字吧，我不好听语音,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
咋们微信上说吧。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你打我另外这个电话，我们聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我直接电话联系你吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微博上说,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
要不你加我微信说,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
电话里面说不清，要不你加我 QQ，我们在 QQ 里面聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我这会不方便沟通，你加我qq,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
短信联系我吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
给我打电话,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我很忙，我加你微信吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我陌陌,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在开会呢，先加我微信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我个QQ邮箱，我们发邮件说,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我wechat吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我微信给你，你加我下。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我给你我的邮箱,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
别加微信了，加了也没用,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
qq说,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
SKYPE有不有,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
电话里面说不清，要不你加我 QQ,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
要不你加我QQ聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我微信，发给我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
打我电话嘛,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我企鹅号,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在很忙，我们微信聊吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我谈谈,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
给我打短信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我飞信吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你有QQ不,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
发我短信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边有座机号嘛，我给你打过去呢,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你发邮件给我吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
电话里面说不清，要不你加我微信，我们在微信里面聊这个事情,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
咋们微信上具体聊一聊吧。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
去酒吧面谈下吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我给你打电话,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在在吃饭，不方便，加个微信，待会聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我给你我儿子的电话，你和他说,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我这边听得不是很清楚，我们微信联系吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
等下QQ上联系我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们见面聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你拍个工作证给我看看呢？发短信给我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你打我老婆电话吧，这个电话马上没电了,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"我先加你QQ,晚点我们聊",其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你在邮件里把账单发过来下,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我给你发短信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你有QQ么,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在在吃饭，不方便，加个 QQ，待会聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以，但是我需要核对明细，qq给我文件,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
和我父母谈吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
短信发给我啦,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在很忙，改日到你公司面谈吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在没空，等下微信给你回消息,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
上班不方便，加个微信说。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你私人电话是好多？,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们短线聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你把这些微信发给我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你微信联系我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信联系,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信联系我现在忙,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
在忙你加下我微信吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
让客服联系我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
把方案发到我手机上嘛,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
喊你们负责人来,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我微信聊吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你加我微信说吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
方案给我发到微信嘛,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
还有些事情要问你，加个微信说吧。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我去你们公司找你们谈下,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
QQ截个图过来,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在不太方便，要不你留个微信给我，我在微信上和你聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加QQ,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信上核对一下就行,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你和我朋友说吧，他比较了解贷款的情况,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
qq找我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边很吵，qq联系吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
qq转你,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们见个面吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我说个地方，你来找我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我给你闪个电话,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
有没有微信？微信上去说。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
qq聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们在QQ上仔细聊一下吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
要不我们去茶楼聊一下？,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你有没有Skype呢？,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
陌生电话我都不接，还是微信说吧。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们要不碰个面，理一下到底有多少钱,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你手机好多,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
电话里面说不清，要不你加我微信，我们在微信里面聊这个事情，方便些,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
手机微信给我截图发过来,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
打我家里电话吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
截图发给我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
视屏聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们在飞信上仔细聊一下吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们约到星巴克见面说,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我Skype吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
现在有点忙，你先加我微信号,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
骚扰电话太多，加个微信说吧。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
视屏吧，我看看你长啥样,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我发短信吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你电话好多,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信转你,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们能上门和我律师谈谈嘛,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信看哈,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在很忙，你给我发邮件吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在开会，加个微信，待会聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
发给我啊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我等下回家，你打我座机,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我们在陌陌上仔细聊一下吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你敢出来聊不？,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我的微信就是这个手机号，你加我吧，把详情发过来,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加我instagram吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信上把明细发给我看下,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你qq好多,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你微信好多,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在开会，加个 QQ，待会聊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
QQ上把相关的东西发给我看下,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
手机可能没信号，短信联系我把,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
别打我电话了，有时候接不到，加个微信说。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
要不先加个微信，我确认下你身份？,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加QQ聊吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
加微信聊吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
这是我的电话,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你信息我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
连个你的号码多少，我加你微信。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你用手机给我发个信息吧,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你跟某某某联系，我跟他说好了,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我要找上一次联系我的那个人,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你加我微信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你记一下这个电话，如果联系不到我，找他也可以,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
发个信息给我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我要和你们负责人协商,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
留下两个紧急联系人的电话。,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
找我律师,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你等下发个信息给我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你把信息发我手机上,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
让其客服打电话要,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
上门啊,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
来找我,其它通讯方式,105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
