original_text,from,original_label,split_text
我们在微信上仔细聊一下吧,其它通讯方式,105,我们 在 微信 上 仔细 聊 一下 吧
电话里面说不清，要不你加我微信，我们在微信里面聊,其它通讯方式,105,电话 里面 说不清   要 不 你 加 我 微信   我们 在 微信 里面 聊
你私人号码是好多,其它通讯方式,105,你 私人 号码 是 好多
别电话里说了，经常接不到。,其它通讯方式,105,别 电话 里 说 了   经常 接 不到 。
我又不止借了你们一家公司,其它通讯方式,109,我 又 不止 借 了 你们 一家 公司
加我钉钉吧,其它通讯方式,105,加 我 钉 钉 吧
我不确认你的身份，你们公司有电话么？我要查一下,其它通讯方式,107,我 不 确认 你 的 身份   你们 公司 有 电话 么 ？ 我 要查 一下
我现在不方便，就这手机号，加我微信,其它通讯方式,105,我 现在 不 方便   就 这 手机号   加 我 微信
qq聊方便点,其它通讯方式,105,qq 聊 方便 点
我们找个咖啡厅仔细聊一下吧,其它通讯方式,105,我们 找个 咖啡厅 仔细 聊 一下 吧
你给我打字吧，我不好听语音,其它通讯方式,105,你 给 我 打字 吧   我 不好 听 语音
你那边有座机号嘛，我给你打过去呢,其它通讯方式,105,你 那边 有 座机 号 嘛   我 给 你 打 过去 呢
QQ截个图过来,其它通讯方式,105,QQ 截个 图 过来
电话里面说不清，要不你加我微信，我们在微信里面聊这个事情,其它通讯方式,105,电话 里面 说不清   要 不 你 加 我 微信   我们 在 微信 里面 聊 这个 事情
你电话好多,其它通讯方式,105,你 电话 好多
需要承担什么责任么,其它通讯方式,109,需要 承担 什么 责任 么
要不我们去茶楼聊一下？,其它通讯方式,105,要 不 我们 去 茶楼 聊 一下 ？
骚扰电话太多，加个微信说吧。,其它通讯方式,105,骚扰电话 太 多   加个 微信 说 吧 。
加我Skype吧,其它通讯方式,105,加 我 Skype 吧
我们约到星巴克见面说,其它通讯方式,105,我们 约 到 星巴克 见面 说
我们在飞信上仔细聊一下吧,其它通讯方式,105,我们 在 飞信 上 仔细 聊 一下 吧
视屏聊,其它通讯方式,105,视屏 聊
截图发给我,其它通讯方式,105,截图 发给 我
打我家里电话吧,其它通讯方式,105,打 我 家里 电话 吧
不清楚,其它通讯方式,109,不 清楚
手机微信给我截图发过来,其它通讯方式,105,手机 微信 给 我 截图 发过来
电话里面说不清，要不你加我微信，我们在微信里面聊这个事情，方便些,其它通讯方式,105,电话 里面 说不清   要 不 你 加 我 微信   我们 在 微信 里面 聊 这个 事情   方便 些
你手机好多,其它通讯方式,105,你 手机 好多
我们要不碰个面，理一下到底有多少钱,其它通讯方式,105,我们 要 不 碰个面   理 一下 到底 有 多少 钱
陌生电话我都不接，还是微信说吧。,其它通讯方式,105,陌生 电话 我 都 不接   还是 微信 说 吧 。
你有没有Skype呢？,其它通讯方式,105,你 有没有 Skype 呢 ？
你敢来见我么？,其它通讯方式,109,你 敢 来 见 我 么 ？
我们在QQ上仔细聊一下吧,其它通讯方式,105,我们 在 QQ 上 仔细 聊 一下 吧
qq聊,其它通讯方式,105,qq 聊
视屏吧，我看看你长啥样,其它通讯方式,105,视屏 吧   我 看看 你长 啥样
你给我发短信吧,其它通讯方式,105,你 给我发 短信 吧
发给我啊,其它通讯方式,105,发给 我 啊
手机可能没信号，短信联系我把,其它通讯方式,105,手机 可能 没 信号   短信 联系 我 把
我想仔细了解下，给你我的微信,其它通讯方式,103,我 想 仔细 了解 下   给 你 我 的 微信
我在开会，加个 QQ，待会聊,其它通讯方式,105,我 在 开会   加个 QQ   待会 聊
你微信好多,其它通讯方式,105,你 微信 好多
要不你报警抓我吧,其它通讯方式,109,要 不 你 报警 抓 我 吧
微信上把明细发给我看下,其它通讯方式,105,微信 上 把 明细 发给 我 看 下
别打我电话了，有时候接不到，加个微信说。,其它通讯方式,105,别打我 电话 了   有时候 接 不到   加个 微信 说 。
加我instagram吧,其它通讯方式,105,加 我 instagram 吧
你敢出来聊不？,其它通讯方式,105,你 敢 出来 聊 不 ？
我们在陌陌上仔细聊一下吧,其它通讯方式,105,我们 在 陌 陌上 仔细 聊 一下 吧
我等下回家，你打我座机,其它通讯方式,105,我 等 下 回家   你 打 我 座机
微信转你,其它通讯方式,105,微信 转 你
我现在很忙，你给我发邮件吧,其它通讯方式,105,我 现在 很 忙   你 给我发 邮件 吧
微信看哈,其它通讯方式,105,微信 看哈
你们能上门和我律师谈谈嘛,其它通讯方式,105,你们 能 上门 和 我 律师 谈谈 嘛
我的微信就是这个手机号，你加我吧，把详情发过来,其它通讯方式,105,我 的 微信 就是 这个 手机号   你加 我 吧   把 详情 发过来
我在开会，加个微信，待会聊,其它通讯方式,105,我 在 开会   加个 微信   待会 聊
你qq好多,其它通讯方式,105,你 qq 好多
QQ上把相关的东西发给我看下,其它通讯方式,105,QQ 上 把 相关 的 东西 发给 我 看 下
有没有微信？微信上去说。,其它通讯方式,105,有没有 微信 ？ 微信 上去 说 。
现在有点忙，你先加我微信号,其它通讯方式,105,现在 有点 忙   你 先加 我 微 信号
我说个地方，你来找我,其它通讯方式,105,我 说 个 地方   你 来 找 我
我们见个面吧,其它通讯方式,105,我们 见个面 吧
我现在没空，等下微信给你回消息,其它通讯方式,105,我 现在 没空   等 下 微信 给 你 回 消息
加我支付宝,其它通讯方式,108,加 我 支付宝
我现在很忙，改日到你公司面谈吧,其它通讯方式,105,我 现在 很 忙   改日 到 你 公司 面谈 吧
短信发给我啦,其它通讯方式,105,短信 发给 我 啦
和我父母谈吧,其它通讯方式,105,和 我 父母 谈 吧
可以，但是我需要核对明细，qq给我文件,其它通讯方式,105,可以   但是 我 需要 核对 明细   qq 给 我 文件
我现在在吃饭，不方便，加个 QQ，待会聊,其它通讯方式,105,我 现在 在 吃饭   不 方便   加个 QQ   待会 聊
你有QQ么,其它通讯方式,105,你 有 QQ 么
我给你发短信,其它通讯方式,105,我 给 你 发短信
你在邮件里把账单发过来下,其它通讯方式,105,你 在 邮件 里 把 账单 发过来 下
上班不方便，加个微信说。,其它通讯方式,105,上班 不 方便   加个 微信 说 。
"我先加你QQ,晚点我们聊",其它通讯方式,105,我 先加 你 QQ   晚点 我们 聊
你拍个工作证给我看看呢？发短信给我,其它通讯方式,105,你 拍个 工作证 给 我 看看 呢 ？ 发短信 给 我
我们见面聊,其它通讯方式,105,我们 见面 聊
等下QQ上联系我,其它通讯方式,105,等 下 QQ 上 联系 我
支付宝转你,其它通讯方式,108,支付宝 转 你
我这边听得不是很清楚，我们微信联系吧,其它通讯方式,105,我 这边 听得 不是 很 清楚   我们 微信 联系 吧
我给你我儿子的电话，你和他说,其它通讯方式,105,我 给 你 我 儿子 的 电话   你 和 他 说
有这么多么，发过来吧,其它通讯方式,102,有 这么 多么   发过来 吧
我现在在吃饭，不方便，加个微信，待会聊,其它通讯方式,105,我 现在 在 吃饭   不 方便   加个 微信   待会 聊
我给你打电话,其它通讯方式,105,我 给 你 打电话
光脚的不怕穿鞋的,其它通讯方式,109,光脚 的 不怕 穿鞋 的
去酒吧面谈下吧,其它通讯方式,105,去 酒吧 面谈 下 吧
咋们微信上具体聊一聊吧。,其它通讯方式,105,咋们 微信 上 具体 聊一聊 吧 。
你打我老婆电话吧，这个电话马上没电了,其它通讯方式,105,你 打 我 老婆 电话 吧   这个 电话 马上 没电 了
你私人电话是好多？,其它通讯方式,105,你 私人 电话 是 好多 ？
我们短线聊,其它通讯方式,105,我们 短线 聊
你把这些微信发给我,其它通讯方式,105,你 把 这些 微信 发给 我
qq转你,其它通讯方式,105,qq 转 你
你那边很吵，qq联系吧,其它通讯方式,105,你 那边 很 吵   qq 联系 吧
qq找我,其它通讯方式,105,qq 找 我
你和我朋友说吧，他比较了解贷款的情况,其它通讯方式,105,你 和 我 朋友 说 吧   他 比较 了解 贷款 的 情况
微信上核对一下就行,其它通讯方式,105,微信 上 核对 一下 就行
加QQ,其它通讯方式,105,加 QQ
我现在不太方便，要不你留个微信给我，我在微信上和你聊,其它通讯方式,105,我 现在 不太 方便   要 不 你 留个 微信 给 我   我 在 微信 上 和 你 聊
我给你闪个电话,其它通讯方式,105,我 给 你 闪个 电话
这明显是不可能的,其它通讯方式,109,这 明显 是 不 可能 的
我去你们公司找你们谈下,其它通讯方式,105,我 去 你们 公司 找 你们 谈下
还有些事情要问你，加个微信说吧。,其它通讯方式,105,还 有些 事情 要 问 你   加个 微信 说 吧 。
方案给我发到微信嘛,其它通讯方式,105,方案 给我发 到 微信 嘛
你加我微信说吧,其它通讯方式,105,你加 我 微信 说 吧
加我微信聊吧,其它通讯方式,105,加 我 微信 聊 吧
加我微信,其它通讯方式,105,加 我 微信
嗯，明白了,模糊确认,106,嗯   明白 了
知道了,模糊确认,106,知道 了
哦，知道了,模糊确认,106,哦   知道 了
好的,模糊确认,106,好 的
嗯,模糊确认,106,嗯
我知道该怎么办了,模糊确认,106,我 知道 该 怎么办 了
好的，我知道了,模糊确认,106,好 的   我 知道 了
嗯明白,模糊确认,106,嗯 明白
可以，就这样吧,模糊确认,106,可以   就 这样 吧
好,模糊确认,106,好
这个再议,模糊确认,106,这个 再议
要得，晓得了,模糊确认,106,要 得   晓得 了
行，我晓得这个事情了,模糊确认,106,行   我 晓得 这个 事情 了
好嘛，我知道了,模糊确认,106,好 嘛   我 知道 了
这个考虑下,模糊确认,106,这个 考虑 下
晓得了,模糊确认,106,晓得 了
明白了,模糊确认,106,明白 了
回头我算算再说,模糊确认,106,回头 我 算算 再说
可以,模糊确认,106,可以
知道了,模糊确认,106,知道 了
明天再说吧,模糊确认,106,  再说 吧
All right. I knew it.,模糊确认,106,Allright   Iknewit  
我了解了,模糊确认,106,我 了解 了
就这样了，再说了,模糊确认,106,就 这样 了   再说 了
我知道了,模糊确认,106,我 知道 了
嗯哈，以后再说,模糊确认,106,嗯 哈   以后 再说
行，知道了,模糊确认,106,行   知道 了
行，好的，你放心,模糊确认,106,行   好 的   你 放心
行，我会想办法的,模糊确认,106,行   我会 想 办法 的
啥意思喃,模糊确认,106,啥意思 喃
哦哦哦,模糊确认,106,哦哦哦
嗯，好的,模糊确认,106,嗯   好 的
收到,模糊确认,106,收到
行行行，你说啥就是啥,模糊确认,106,行行行   你 说 啥 就是 啥
我想一下,模糊确认,106,我 想 一下
要得，我知道,模糊确认,106,要 得   我 知道
行，好的，你放一万个心,模糊确认,106,行   好 的   你 放 一万个 心
哦，明白了,模糊确认,106,哦   明白 了
啊啊，晓得了,模糊确认,106,啊 啊   晓得 了
啊,模糊确认,106,啊
懂得起,模糊确认,106,懂得 起
行,模糊确认,106,行
等下再说,模糊确认,106,等 下 再说
嗯，我想办法,模糊确认,106,嗯   我 想 办法
嗯嗯,模糊确认,106,嗯 嗯
行，知道啦,模糊确认,106,行   知道 啦
你老大，你说了算,模糊确认,106,你 老大   你 说了算
再说嘛,模糊确认,106,再说 嘛
哦，明白,模糊确认,106,哦   明白
行，好的，我说了行就是行,模糊确认,106,行   好 的   我 说 了 行 就是 行
行嘛，继续,模糊确认,106,行嘛   继续
哎呀哈,模糊确认,106,哎呀 哈
你们看着办,模糊确认,106,你们 看着办
收到了,模糊确认,106,收到 了
ok,模糊确认,106,ok
了解,模糊确认,106,了解
好的，我想想,模糊确认,106,好 的   我 想想
哦，晓得了,模糊确认,106,哦   晓得 了
我关注到的,模糊确认,106,我 关注 到 的
行，到那天再说了,模糊确认,106,行   到 那天 再说 了
还有时间,模糊确认,106,还有 时间
行，晓得了,模糊确认,106,行   晓得 了
哦，知道,模糊确认,106,哦   知道
行，好的，我袍哥人家决不拉稀摆带,模糊确认,106,行   好 的   我 袍哥 人家 决不 拉稀 摆带
好好，我听到起在,模糊确认,106,好好   我 听到 起 在
唷唷,模糊确认,109,唷 唷
我想想办法吧,模糊确认,106,我 想想 办法 吧
好嘛，到时再说,模糊确认,106,好 嘛   到 时 再说
我再看看,模糊确认,106,我 再 看看
好的，我想办法,模糊确认,106,好 的   我 想 办法
这么个情况啊,模糊确认,106,这么 个 情况 啊
我随时注意到的,模糊确认,106,我 随时 注意 到 的
可以，我会行办法的,模糊确认,106,可以   我会 行 办法 的
不急,模糊确认,106,不 急
好嘛,模糊确认,106,好 嘛
哟哟,模糊确认,109,哟 哟
行行行，忙完再说,模糊确认,106,行行行   忙 完 再说
你们这个政策不错,模糊确认,106,你们 这个 政策 不错
考虑一下,模糊确认,106,考虑一下
我考虑一下,模糊确认,106,我 考虑一下
好了，我知道了,模糊确认,106,好 了   我 知道 了
再说吧,模糊确认,106,再说 吧
好的，我尽量,模糊确认,106,好 的   我 尽量
嗯，我会想办法,模糊确认,106,嗯   我会 想 办法
可以吧,模糊确认,106,可以 吧
不慌，我可以先唱首歌给你听一下,模糊确认,109,不 慌   我 可以 先 唱首歌 给 你 听 一下
好，知道了,模糊确认,106,好   知道 了
好的，我说了行就是行,模糊确认,106,好 的   我 说 了 行 就是 行
哦，收到,模糊确认,106,哦   收到
嘿嘿,模糊确认,106,嘿嘿
好了，后面我想办法,模糊确认,106,好 了   后面 我 想 办法
你们还发福利了啊,模糊确认,109,你们 还发 福利 了 啊
我需要考虑考虑,模糊确认,106,我 需要 考虑 考虑
嗯嗯嗯,模糊确认,106,嗯 嗯 嗯
还有这么多天，不急,模糊确认,106,还有 这么 多天   不 急
我尽我最大努力吧,模糊确认,106,我 尽 我 最大 努力 吧
行，知道,模糊确认,106,行   知道
只能这样了,模糊确认,106,只能 这样 了
嗯嗯呢,模糊确认,106,嗯 嗯 呢
我知道了，我会想办法,模糊确认,106,我 知道 了   我会 想 办法
再说,模糊确认,106,再说
嗯嗯，再说吧,模糊确认,106,嗯 嗯   再说 吧
到时我去看看,模糊确认,106,到 时 我 去 看看
好的，我再想想,模糊确认,106,好 的   我 再 想想
我想想办法,模糊确认,106,我 想想 办法
我想想,模糊确认,106,我 想想
好的，还有这么多天,模糊确认,106,好 的   还有 这么 多天
我现在确定不了,模糊确认,106,我 现在 确定 不了
好好好,模糊确认,106,好好 好
哈哈哈,模糊确认,106,哈哈哈
要的，我下来了解下,模糊确认,106,要 的   我 下来 了解 下
等我考虑下再说,模糊确认,106,等 我 考虑 下 再说
等我方便的时候联系你门,模糊确认,106,等 我 方便 的 时候 联系 你门
行，我看看,模糊确认,106,行   我 看看
我看看有没有其他办法,模糊确认,106,我 看看 有没有 其他 办法
我不确定,模糊确认,106,我 不 确定
嗯，没事了吧,模糊确认,106,嗯   没事 了 吧
你想多了,模糊确认,109,你 想 多 了
后面再说,模糊确认,106,后面 再说
好，要得，晓得了,模糊确认,106,好   要 得   晓得 了
等我出差回来再说,模糊确认,106,等 我 出差 回来 再说
嗯，我下来查一下,模糊确认,106,嗯   我 下来 查 一下
我要和家里人商量下再说,模糊确认,106,我要 和 家里人 商量 下 再说
行，我想想办法,模糊确认,106,行   我 想想 办法
我会想办法的,模糊确认,106,我会 想 办法 的
能筹到钱吧,模糊确认,106,能 筹到 钱 吧
我也不知道,模糊确认,106,我 也 不 知道
行，那不要再打过来了,模糊确认,106,行   那 不要 再 打 过来 了
恼火,模糊确认,106,恼火
把方案发到我手机上嘛,模糊确认,105,把 方案 发到 我 手机 上 嘛
得，你别说了，我下来自己处理,模糊确认,106,得   你 别说 了   我 下来 自己 处理
知道了，稍后再议,模糊确认,106,知道 了   稍后 再议
可以，我过段时间处理,模糊确认,106,可以   我 过段时间 处理
清楚,模糊确认,106,清楚
应该能还,模糊确认,106,应该 能 还
我其实一直是想还的,模糊确认,106,我 其实 一直 是 想 还 的
行，也行吧,模糊确认,106,行   也 行 吧
再等等,模糊确认,106,再 等等
该你歪,模糊确认,106,该 你 歪
到时我去处理,模糊确认,106,到 时 我 去 处理
我过段时间处理,模糊确认,106,我 过段时间 处理
有钱就还,模糊确认,106,有钱 就 还
我也很想还,模糊确认,106,我 也 很 想 还
知了,模糊确认,106,知 了
我能有什么意见,模糊确认,106,我能 有 什么 意见
可以，尽量想办法,模糊确认,106,可以   尽量 想 办法
好，我想想办法，正好最近性情好，办法总是容易想出来,模糊确认,106,好   我 想想 办法   正好 最近 性情 好   办法 总是 容易 想 出来
我后面找时间看看，你别打了,模糊确认,106,我 后面 找 时间 看看   你别 打 了
知道再处理,模糊确认,106,知道 再 处理
知道了，下午再说,模糊确认,106,知道 了   下午 再说
知道了·,模糊确认,106,知道 了  
知道,模糊确认,106,知道
可能吧,模糊确认,106,可能 吧
可能,模糊确认,106,可能
考虑一下,模糊确认,106,考虑一下
考虑下,模糊确认,106,考虑 下
考虑考虑,模糊确认,106,考虑 考虑
好了，我知道了，我会处理的,模糊确认,106,好 了   我 知道 了   我会 处理 的
好了,模糊确认,106,好 了
好就这样,模糊确认,106,好 就 这样
好好好,模糊确认,106,好好 好
好的呢,模糊确认,106,好 的 呢
好的，知道了,模糊确认,106,好 的   知道 了
好的，我知道了,模糊确认,106,好 的   我 知道 了
好的，放心,模糊确认,106,好 的   放心
好的,模糊确认,106,好 的
好吧,模糊确认,106,好 吧
好，我知道了,模糊确认,106,好   我 知道 了
行我会想办法的,模糊确认,106,行 我会 想 办法 的
行了,模糊确认,106,行 了
行的，可以,模糊确认,106,行 的   可以
行吧，想办法,模糊确认,106,行 吧   想 办法
行，知道了,模糊确认,106,行   知道 了
嗯嗯，再说吧,模糊确认,106,嗯 嗯   再说 吧
嗯嗯,模糊确认,106,嗯 嗯
嗯，我知道了,模糊确认,106,嗯   我 知道 了
嗯，嗯，嗯.......,模糊确认,106,嗯   嗯   嗯        
嗯，嗯，嗯,模糊确认,106,嗯   嗯   嗯
嗯,模糊确认,106,嗯
恩？,模糊确认,106,恩 ？
恩,模糊确认,106,恩
额,模糊确认,106,额
嘻嘻,模糊确认,106,嘻嘻
喔,模糊确认,106,喔
哦,模糊确认,106,哦
噢,模糊确认,106,噢
嘿嘿嘿哈哈哈,模糊确认,109,嘿嘿嘿 哈哈哈
嘿嘿嘿嗯,模糊确认,109,嘿嘿嘿 嗯
嘿嘿嘿吧,模糊确认,109,嘿嘿嘿 吧
嘿嘿嘿啊,模糊确认,109,嘿嘿嘿 啊
嘿嘿嘿，没意思,模糊确认,109,嘿嘿嘿   没意思
嘿嘿嘿,模糊确认,109,嘿嘿嘿
嘿嘿,模糊确认,109,嘿嘿
呵呵哇,模糊确认,109,呵呵 哇
呵呵没意思,模糊确认,109,呵呵 没意思
呵呵呵呵,模糊确认,109,呵呵 呵呵
呵呵哈,模糊确认,109,呵呵哈
呵呵吧,模糊确认,109,呵呵 吧
呵呵，没意思,模糊确认,109,呵呵   没意思
呵呵,模糊确认,109,呵呵
好说,模糊确认,106,好 说
好累,模糊确认,109,好 累
好叻,模糊确认,106,好 叻
嗯嗯额,模糊确认,106,嗯 嗯 额
嗯嗯,模糊确认,106,嗯 嗯
嗯,模糊确认,106,嗯
知道了,模糊确认,106,知道 了
嗷嗷,模糊确认,106,嗷嗷
嗷,模糊确认,106,嗷
怎么还哦？,还款方式,108,怎么 还 哦 ？
怎么还钱啊？,还款方式,108,怎么 还 钱 啊 ？
怎么还款？,还款方式,108,怎么 还款 ？
我不知道怎么还,还款方式,108,我 不 知道 怎么 还
该怎么还,还款方式,108,该 怎么 还
怎么还款呢,还款方式,108,怎么 还款 呢
不知道怎么还款,还款方式,108,不 知道 怎么 还款
怎么还啊，微信行吗,还款方式,108,怎么 还 啊   微信行 吗
不晓得杂还,还款方式,108,不 晓得 杂 还
