text,category,label,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
别电话里说了，经常接不到。,其它通讯方式,105,1,1.0,1.0,1,1,0
你私人号码是好多,其它通讯方式,105,1,1.0,1.0,1,1,0
电话里面说不清，要不你加我微信，我们在微信里面聊,其它通讯方式,105,1,1.0,1.0,1,1,0
我们在微信上仔细聊一下吧,其它通讯方式,105,1,1.0,1.0,1,1,0
微信拍个照片给我吧,其它通讯方式,105,1,1.0,1.0,1,1,0
发我邮箱我看看,其它通讯方式,105,1,1.0,1.0,1,1,0
你打我语音,其它通讯方式,105,1,1.0,1.0,1,1,0
微信好聊一点,其它通讯方式,105,1,1.0,1.0,1,1,0
你打我座机,其它通讯方式,105,1,1.0,1.0,1,1,0
我们陌陌聊,其它通讯方式,105,1,1.0,1.0,1,1,0
你们公司有座机么？,其它通讯方式,105,1,1.0,1.0,1,1,0
你有没有微信呢？,其它通讯方式,105,1,1.0,1.0,1,1,0
有微信吗？,其它通讯方式,105,1,1.0,1.0,1,1,0
你们在哪里办公,其它通讯方式,105,1,1.0,1.0,1,1,0
电话里面说不清，要不你加我微信,其它通讯方式,105,1,1.0,1.0,1,1,0
我想核对一下信息和金额，你微信给我,其它通讯方式,105,1,1.0,1.0,1,1,0
微信上细聊,其它通讯方式,105,1,1.0,1.0,1,1,0
我们在qq上聊,其它通讯方式,105,1,1.0,1.0,1,1,0
你有Skype吗？,其它通讯方式,105,1,1.0,1.0,1,1,0
加我陌陌吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加我whatsapp吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你加我微信聊吧,其它通讯方式,105,1,1.0,1.0,1,1,0
有什么事微信上说，电话不方便。,其它通讯方式,105,1,1.0,1.0,1,1,0
微信说,其它通讯方式,105,1,1.0,1.0,1,1,0
Telegram好不好,其它通讯方式,105,1,1.0,1.0,1,1,0
不太方便，要不你加我微信吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你有微信么,其它通讯方式,105,1,1.0,1.0,1,1,0
你把详细情况给我发到微信上吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加我微,其它通讯方式,105,1,1.0,1.0,1,1,0
加我QQ吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你给我发个短信,其它通讯方式,105,1,1.0,1.0,1,1,0
你把详情发我短信,其它通讯方式,105,1,1.0,1.0,1,1,0
电话不方便得，价格微信说。,其它通讯方式,105,1,1.0,1.0,1,1,0
你加我微信吧,其它通讯方式,105,1,1.0,1.0,1,1,0
不太方便，要不你加我 QQ 吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加我qq,其它通讯方式,105,1,1.0,1.0,1,1,0
你给我发到邮箱吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加我Q,其它通讯方式,105,1,1.0,1.0,1,1,0
发我邮箱,其它通讯方式,105,1,1.0,1.0,1,1,0
我们见面仔细聊吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加我微信,其它通讯方式,105,1,1.0,1.0,1,1,0
加微信吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加我微信吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你有微信不？,其它通讯方式,105,1,1.0,1.0,1,1,0
我们微信聊,其它通讯方式,105,1,1.0,1.0,1,1,0
麻烦给我发个短信呢,其它通讯方式,105,1,1.0,1.0,1,1,0
你加我QQ吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你给我打字吧，我不好听语音,其它通讯方式,105,1,1.0,1.0,1,1,0
咋们微信上说吧。,其它通讯方式,105,1,1.0,1.0,1,1,0
你打我另外这个电话，我们聊,其它通讯方式,105,1,1.0,1.0,1,1,0
我直接电话联系你吧,其它通讯方式,105,1,1.0,1.0,1,1,0
微博上说,其它通讯方式,105,1,1.0,1.0,1,1,0
要不你加我微信说,其它通讯方式,105,1,1.0,1.0,1,1,0
电话里面说不清，要不你加我 QQ，我们在 QQ 里面聊,其它通讯方式,105,1,1.0,1.0,1,1,0
我这会不方便沟通，你加我qq,其它通讯方式,105,1,1.0,1.0,1,1,0
短信联系我吧,其它通讯方式,105,1,1.0,1.0,1,1,0
给我打电话,其它通讯方式,105,1,1.0,1.0,1,1,0
我很忙，我加你微信吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加我陌陌,其它通讯方式,105,1,1.0,1.0,1,1,0
我在开会呢，先加我微信,其它通讯方式,105,1,1.0,1.0,1,1,0
你给我个QQ邮箱，我们发邮件说,其它通讯方式,105,1,1.0,1.0,1,1,0
加我wechat吧,其它通讯方式,105,1,1.0,1.0,1,1,0
我微信给你，你加我下。,其它通讯方式,105,1,1.0,1.0,1,1,0
我给你我的邮箱,其它通讯方式,105,1,1.0,1.0,1,1,0
别加微信了，加了也没用,其它通讯方式,105,1,1.0,1.0,1,1,0
qq说,其它通讯方式,105,1,1.0,1.0,1,1,0
SKYPE有不有,其它通讯方式,105,1,1.0,1.0,1,1,0
电话里面说不清，要不你加我 QQ,其它通讯方式,105,1,1.0,1.0,1,1,0
要不你加我QQ聊,其它通讯方式,105,1,1.0,1.0,1,1,0
加我微信，发给我,其它通讯方式,105,1,1.0,1.0,1,1,0
打我电话嘛,其它通讯方式,105,1,1.0,1.0,1,1,0
加我企鹅号,其它通讯方式,105,1,1.0,1.0,1,1,0
我现在很忙，我们微信聊吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加我谈谈,其它通讯方式,105,1,1.0,1.0,1,1,0
给我打短信,其它通讯方式,105,1,1.0,1.0,1,1,0
加我飞信吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你有QQ不,其它通讯方式,105,1,1.0,1.0,1,1,0
发我短信,其它通讯方式,105,1,1.0,1.0,1,1,0
你那边有座机号嘛，我给你打过去呢,其它通讯方式,105,1,1.0,1.0,1,1,0
你发邮件给我吧,其它通讯方式,105,1,1.0,1.0,1,1,0
电话里面说不清，要不你加我微信，我们在微信里面聊这个事情,其它通讯方式,105,1,1.0,1.0,1,1,0
咋们微信上具体聊一聊吧。,其它通讯方式,105,1,1.0,1.0,1,1,0
我现在在吃饭，不方便，加个微信，待会聊,其它通讯方式,105,1,1.0,1.0,1,1,0
我这边听得不是很清楚，我们微信联系吧,其它通讯方式,105,1,1.0,1.0,1,1,0
等下QQ上联系我,其它通讯方式,105,1,1.0,1.0,1,1,0
你拍个工作证给我看看呢？发短信给我,其它通讯方式,105,1,1.0,1.0,1,1,0
你打我老婆电话吧，这个电话马上没电了,其它通讯方式,105,1,1.0,1.0,1,1,0
"我先加你QQ,晚点我们聊",其它通讯方式,105,1,1.0,1.0,1,1,0
你在邮件里把账单发过来下,其它通讯方式,105,1,1.0,1.0,1,1,0
我给你发短信,其它通讯方式,105,1,1.0,1.0,1,1,0
你有QQ么,其它通讯方式,105,1,1.0,1.0,1,1,0
我现在在吃饭，不方便，加个 QQ，待会聊,其它通讯方式,105,1,1.0,1.0,1,1,0
可以，但是我需要核对明细，qq给我文件,其它通讯方式,105,1,1.0,1.0,1,1,0
短信发给我啦,其它通讯方式,105,1,1.0,1.0,1,1,0
我现在没空，等下微信给你回消息,其它通讯方式,105,1,1.0,1.0,1,1,0
上班不方便，加个微信说。,其它通讯方式,105,1,1.0,1.0,1,1,0
你私人电话是好多？,其它通讯方式,105,1,1.0,1.0,1,1,0
我们短线聊,其它通讯方式,105,1,1.0,1.0,1,1,0
你把这些微信发给我,其它通讯方式,105,1,1.0,1.0,1,1,0
你微信联系我,其它通讯方式,105,1,1.0,1.0,1,1,0
微信联系,其它通讯方式,105,1,1.0,1.0,1,1,0
微信联系我现在忙,其它通讯方式,105,1,1.0,1.0,1,1,0
让客服联系我,其它通讯方式,105,1,1.0,1.0,1,1,0
把方案发到我手机上嘛,其它通讯方式,105,1,1.0,1.0,1,1,0
加我微信聊吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你加我微信说吧,其它通讯方式,105,1,1.0,1.0,1,1,0
方案给我发到微信嘛,其它通讯方式,105,1,1.0,1.0,1,1,0
还有些事情要问你，加个微信说吧。,其它通讯方式,105,1,1.0,1.0,1,1,0
我去你们公司找你们谈下,其它通讯方式,105,1,1.0,1.0,1,1,0
QQ截个图过来,其它通讯方式,105,1,1.0,1.0,1,1,0
我现在不太方便，要不你留个微信给我，我在微信上和你聊,其它通讯方式,105,1,1.0,1.0,1,1,0
加QQ,其它通讯方式,105,1,1.0,1.0,1,1,0
微信上核对一下就行,其它通讯方式,105,1,1.0,1.0,1,1,0
你和我朋友说吧，他比较了解贷款的情况,其它通讯方式,105,1,1.0,1.0,1,1,0
qq找我,其它通讯方式,105,1,1.0,1.0,1,1,0
你那边很吵，qq联系吧,其它通讯方式,105,1,1.0,1.0,1,1,0
qq转你,其它通讯方式,105,1,1.0,1.0,1,1,0
我给你闪个电话,其它通讯方式,105,1,1.0,1.0,1,1,0
有没有微信？微信上去说。,其它通讯方式,105,1,1.0,1.0,1,1,0
qq聊,其它通讯方式,105,1,1.0,1.0,1,1,0
我们在QQ上仔细聊一下吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你有没有Skype呢？,其它通讯方式,105,1,1.0,1.0,1,1,0
陌生电话我都不接，还是微信说吧。,其它通讯方式,105,1,1.0,1.0,1,1,0
我们要不碰个面，理一下到底有多少钱,其它通讯方式,105,1,1.0,1.0,1,1,0
你手机好多,其它通讯方式,105,1,1.0,1.0,1,1,0
电话里面说不清，要不你加我微信，我们在微信里面聊这个事情，方便些,其它通讯方式,105,1,1.0,1.0,1,1,0
手机微信给我截图发过来,其它通讯方式,105,1,1.0,1.0,1,1,0
打我家里电话吧,其它通讯方式,105,1,1.0,1.0,1,1,0
截图发给我,其它通讯方式,105,1,1.0,1.0,1,1,0
视屏聊,其它通讯方式,105,1,1.0,1.0,1,1,0
我们在飞信上仔细聊一下吧,其它通讯方式,105,1,1.0,1.0,1,1,0
我们约到星巴克见面说,其它通讯方式,105,1,1.0,1.0,1,1,0
加我Skype吧,其它通讯方式,105,1,1.0,1.0,1,1,0
现在有点忙，你先加我微信号,其它通讯方式,105,1,1.0,1.0,1,1,0
骚扰电话太多，加个微信说吧。,其它通讯方式,105,1,1.0,1.0,1,1,0
视屏吧，我看看你长啥样,其它通讯方式,105,1,1.0,1.0,1,1,0
你给我发短信吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你电话好多,其它通讯方式,105,1,1.0,1.0,1,1,0
微信转你,其它通讯方式,105,1,1.0,1.0,1,1,0
你们能上门和我律师谈谈嘛,其它通讯方式,105,1,1.0,1.0,1,1,0
微信看哈,其它通讯方式,105,1,1.0,1.0,1,1,0
我现在很忙，你给我发邮件吧,其它通讯方式,105,1,1.0,1.0,1,1,0
我在开会，加个微信，待会聊,其它通讯方式,105,1,1.0,1.0,1,1,0
发给我啊,其它通讯方式,105,1,1.0,1.0,1,1,0
我等下回家，你打我座机,其它通讯方式,105,1,1.0,1.0,1,1,0
我们在陌陌上仔细聊一下吧,其它通讯方式,105,1,1.0,1.0,1,1,0
我的微信就是这个手机号，你加我吧，把详情发过来,其它通讯方式,105,1,1.0,1.0,1,1,0
加我instagram吧,其它通讯方式,105,1,1.0,1.0,1,1,0
微信上把明细发给我看下,其它通讯方式,105,1,1.0,1.0,1,1,0
你qq好多,其它通讯方式,105,1,1.0,1.0,1,1,0
你微信好多,其它通讯方式,105,1,1.0,1.0,1,1,0
我在开会，加个 QQ，待会聊,其它通讯方式,105,1,1.0,1.0,1,1,0
QQ上把相关的东西发给我看下,其它通讯方式,105,1,1.0,1.0,1,1,0
手机可能没信号，短信联系我把,其它通讯方式,105,1,1.0,1.0,1,1,0
别打我电话了，有时候接不到，加个微信说。,其它通讯方式,105,1,1.0,1.0,1,1,0
要不先加个微信，我确认下你身份？,其它通讯方式,105,1,1.0,1.0,1,1,0
加QQ聊吧,其它通讯方式,105,1,1.0,1.0,1,1,0
加微信聊吧,其它通讯方式,105,1,1.0,1.0,1,1,0
这是我的电话,其它通讯方式,105,1,1.0,1.0,1,1,0
你信息我,其它通讯方式,105,1,1.0,1.0,1,1,0
连个你的号码多少，我加你微信。,其它通讯方式,105,1,1.0,1.0,1,1,0
你用手机给我发个信息吧,其它通讯方式,105,1,1.0,1.0,1,1,0
你加我微信,其它通讯方式,105,1,1.0,1.0,1,1,0
你记一下这个电话，如果联系不到我，找他也可以,其它通讯方式,105,1,1.0,1.0,1,1,0
微信,其它通讯方式,105,1,1.0,1.0,1,1,0
发个信息给我,其它通讯方式,105,1,1.0,1.0,1,1,0
留下两个紧急联系人的电话。,其它通讯方式,105,1,1.0,1.0,1,1,0
你等下发个信息给我,其它通讯方式,105,1,1.0,1.0,1,1,0
你把信息发我手机上,其它通讯方式,105,1,1.0,1.0,1,1,0
你加我微信,其它通讯方式,105,1,1.0,1.0,1,1,0
你加我微信联系,其它通讯方式,105,1,1.0,1.0,1,1,0
你加我微信我在忙,其它通讯方式,105,1,1.0,1.0,1,1,0
我有事加我微信说吧。,其它通讯方式,105,1,1.0,1.0,1,1,0
你是谁？我干嘛听你的,回问身份,107,0,1.0,1.0,0,0,0
你是谁？你为什么有我的电话？,回问身份,107,1,0.0,0.0,1,1,1
你是谁啊,回问身份,107,0,0.0,0.0,0,0,0
你是谁呀,回问身份,107,0,0.0,0.0,0,0,0
你是谁？你从哪里得到我的电话的？,回问身份,107,1,0.0,0.0,1,1,1
你是推销保险的吧,回问身份,107,1,0.0,0.0,1,1,1
你是诈骗的吧,回问身份,107,1,0.0,0.0,1,1,1
你是做什么的,回问身份,107,1,0.0,0.0,1,1,1
你谁啊,回问身份,107,0,0.0,0.0,0,0,0
你在为谁工作,回问身份,107,1,0.0,0.0,1,1,1
你谁啊！我不跟第三方联系,回问身份,107,0,0.0,0.0,0,0,0
你是谁？,回问身份,107,0,0.0,0.0,0,0,0
你在哪里打的电话,回问身份,107,1,0.0,0.0,1,1,1
你谁啊？,回问身份,107,0,0.0,0.0,0,0,0
你是谁，在说什么,回问身份,107,0,0.0,0.0,0,0,0
你哪位啊,回问身份,107,0,0.0,0.0,0,0,0
你是哪位啊？,回问身份,107,0,0.0,0.0,0,0,0
你干嘛总打我电话,回问身份,107,1,0.0,0.0,1,1,1
你干啥,回问身份,107,1,0.0,0.0,1,1,1
你们干嘛,回问身份,107,1,0.0,0.0,1,1,1
你们干嘛的,回问身份,107,1,0.0,0.0,1,1,1
你们谁呀,回问身份,107,0,0.0,0.0,0,0,0
你哪来的这个电话？,回问身份,107,1,0.0,0.0,1,1,1
你哪里的,回问身份,107,0,0.0,0.0,0,0,0
你哪里的啊？打我电话干嘛啊,回问身份,107,1,0.0,0.0,1,1,1
你哪位,回问身份,107,0,0.0,0.0,0,0,0
你怎么打我电话啊,回问身份,107,1,0.0,0.0,1,1,1
你是？,回问身份,107,0,0.0,0.0,0,0,0
你是干嘛的,回问身份,107,1,0.0,0.0,1,1,1
你是干什么的,回问身份,107,1,0.0,0.0,1,1,1
你是哪的,回问身份,107,0,0.0,0.0,0,0,0
你是哪个,回问身份,107,0,0.0,0.0,0,0,0
你是哪个嘛？,回问身份,107,0,0.0,0.0,0,0,0
你是哪个喃？,回问身份,107,0,0.0,0.0,0,0,0
你是哪里,回问身份,107,0,0.0,0.0,0,0,0
你是哪里人,回问身份,107,0,0.0,0.0,0,0,0
你是谁,回问身份,107,0,0.0,0.0,0,0,0
你怎么知道我电话,回问身份,107,1,0.0,0.0,1,1,1
你哪位？,回问身份,107,0,0.0,0.0,0,0,0
啥？哪个喃？,回问身份,107,0,0.0,0.0,0,0,0
朋友，可不可以先告诉我你谁谁？,回问身份,107,0,0.0,0.0,0,0,0
请问贵姓,回问身份,107,1,0.0,0.0,1,1,1
莫逗我老，美女，你哪个,回问身份,107,1,0.0,0.0,1,1,1
怎么有我号码,回问身份,107,1,0.0,0.0,1,1,1
兄弟你谁啊,回问身份,107,0,0.0,0.0,0,0,0
我认识你么,回问身份,107,1,0.0,0.0,1,1,1
你干嘛的啊,回问身份,107,1,0.0,0.0,1,1,1
啥子，哪个？,回问身份,107,1,0.0,0.0,1,1,1
是谁雇你打电话的,回问身份,107,1,0.0,0.0,1,1,1
你他妈谁啊,回问身份,107,0,0.0,0.0,0,0,0
你哪知道我的哦,回问身份,107,1,0.0,0.0,1,1,1
呵呵，给我验证一下你是不是骗子,回问身份,107,0,0.0,0.0,0,0,0
我怎么知道你不是骗子啦？,回问身份,107,0,0.0,0.0,0,0,0
为什么要告诉你啊,回问身份,107,1,0.0,0.0,1,1,1
朋友，我都不晓得你是谁？,回问身份,107,1,0.0,0.0,1,1,1
为什么要告诉你,回问身份,107,1,0.0,0.0,1,1,1
你这个号码打过来怎么是显示骚扰电话,回问身份,107,1,0.0,0.0,1,1,1
你他妈谁呀，瞎几把打,回问身份,107,0,0.0,0.0,0,0,0
你这是什么电话打过来的,回问身份,107,1,0.0,0.0,1,1,1
莫逗我老，帅哥，你哪个,回问身份,107,1,0.0,0.0,1,1,1
麻烦先让我确认下你的身份再说,回问身份,107,0,0.0,0.0,0,0,0
你是？？,回问身份,107,1,0.0,0.0,1,1,1
你怎么知道我的电话？,回问身份,107,1,0.0,0.0,1,1,1
对不起，我不认识你,回问身份,107,1,0.0,0.0,1,1,1
你干嘛打我电话,回问身份,107,1,0.0,0.0,1,1,1
你怎么知道的？,回问身份,107,1,0.0,0.0,1,1,1
你到底是谁,回问身份,107,0,0.0,0.0,0,0,0
你拉个？豁我,回问身份,107,0,0.0,0.0,0,0,0
你拉个？你是变态哇,回问身份,107,0,0.0,0.0,0,0,0
你拉个？乞丐哇,回问身份,107,0,0.0,0.0,0,0,0
你拉个？请说四川话,回问身份,107,0,0.0,0.0,0,0,0
你拉个？我听不懂,回问身份,107,0,0.0,0.0,0,0,0
你拉个？我只能听懂四川话,回问身份,107,0,0.0,0.0,0,0,0
你拉个？有毛病哇？,回问身份,107,0,0.0,0.0,0,0,0
你们是哪里？,回问身份,107,0,0.0,0.0,0,0,0
你哪个阿,回问身份,107,0,0.0,0.0,0,0,0
你哪个哈,回问身份,107,0,0.0,0.0,0,0,0
你哪个哈哈哈,回问身份,107,0,0.0,0.0,0,0,0
你哪个啦,回问身份,107,0,0.0,0.0,0,0,0
你哪个呢,回问身份,107,0,0.0,0.0,0,0,0
你哪个哇,回问身份,107,0,0.0,0.0,0,0,0
你哪里,回问身份,107,0,0.0,0.0,0,0,0
你拉个？变态哇,回问身份,107,0,0.0,0.0,0,0,0
你贵姓,回问身份,107,1,0.0,0.0,1,1,1
哪个哟呢,回问身份,107,0,0.0,0.0,0,0,0
哪个呀？者,回问身份,107,0,0.0,0.0,0,0,0
在打牌，你是哪个,回问身份,107,0,0.0,0.0,0,0,0
你是从哪里打的电话,回问身份,107,1,0.0,0.0,1,1,1
俺不认识你,回问身份,107,1,0.0,0.0,1,1,1
不晓得你是哪个,回问身份,107,0,0.0,0.0,0,0,0
瓜西西的，你是哪个,回问身份,107,0,0.0,0.0,0,0,0
名字呢,回问身份,107,0,0.0,0.0,0,0,0
哪个喃？,回问身份,107,0,0.0,0.0,0,0,0
哪个呢？,回问身份,107,0,0.0,0.0,0,0,0
哪个呀？,回问身份,107,0,0.0,0.0,0,0,0
哪个呀？阿,回问身份,107,0,0.0,0.0,0,0,0
哪个呀？啦,回问身份,107,0,0.0,0.0,0,0,0
俺认识你么？,回问身份,107,1,0.0,0.0,1,1,1
你是个瓜娃子哦,回问身份,107,0,0.0,0.0,0,0,0
你是哪个？,回问身份,107,0,0.0,0.0,0,0,0
你又是谁嗯,回问身份,107,0,0.0,0.0,0,0,0
你又是谁哈,回问身份,107,0,0.0,0.0,0,0,0
你又是谁哈哈哈,回问身份,107,0,0.0,0.0,0,0,0
你又是谁了,回问身份,107,0,0.0,0.0,0,0,0
骗人的吧,回问身份,107,1,0.0,1.0,1,1,1
请问你是谁,回问身份,107,0,0.0,0.0,0,0,0
谁谁谁,回问身份,107,0,0.0,0.0,0,0,0
你又是谁唉,回问身份,107,0,0.0,0.0,0,0,0
哪个？,回问身份,107,0,0.0,0.0,0,0,0
哪个哦？,回问身份,107,0,0.0,0.0,0,0,0
哪个傻子啊,回问身份,107,0,0.0,0.0,0,0,0
那位,回问身份,107,0,0.0,0.0,0,0,0
你打我电话有什么事？,回问身份,107,1,0.0,0.0,1,1,1
啊你是谁啊你找哪个,回问身份,107,1,0.0,0.0,1,1,1
你干嘛,回问身份,107,1,0.0,0.0,1,1,1
你又是谁啊,回问身份,107,0,0.0,0.0,0,0,0
你又是谁，没意思,回问身份,107,0,0.0,0.0,0,0,0
你是哪个嘛,回问身份,107,0,0.0,0.0,0,0,0
你是哪根葱？,回问身份,107,0,0.0,0.0,0,0,0
你是哪里啊,回问身份,107,0,0.0,0.0,0,0,0
你是推销的吧,回问身份,107,1,0.0,0.0,1,1,1
你又是谁阿,回问身份,107,0,0.0,0.0,0,0,0
你是专门催债的吗,回问身份,107,1,0.0,0.0,1,1,1
你先说你是哪个，没意思,回问身份,107,0,0.0,0.0,0,0,0
你先说你是哪个啊,回问身份,107,0,0.0,0.0,0,0,0
你先说你是哪个嗯,回问身份,107,0,0.0,0.0,0,0,0
你先说你是哪个哈,回问身份,107,0,0.0,0.0,0,0,0
你先说你是哪个没意思,回问身份,107,0,0.0,0.0,0,0,0
你先说你是哪个哇,回问身份,107,0,0.0,0.0,0,0,0
你谁,回问身份,107,0,0.0,0.0,0,0,0
莫逗我老，兄弟，你哪个,回问身份,107,1,0.0,0.0,1,1,1
我不确认你的身份，你们公司有电话么？我要查一下,回问身份,107,1,0.0,0.0,1,1,1
你叫什么名字,回问身份,107,1,0.0,0.0,1,1,1
你从哪儿听到这个名字的？,回问身份,107,1,0.0,0.0,1,1,1
你是谁啊？哪里来的我电话,回问身份,107,1,0.0,0.0,1,1,1
先报上你的姓名,回问身份,107,1,0.0,0.0,1,1,1
你哪个,回问身份,107,0,0.0,0.0,0,0,0
你日吗是哪个,回问身份,107,0,0.0,0.0,0,0,0
你咋个会有我的电话，你是哪个哦？,回问身份,107,1,0.0,0.0,1,1,1
我怎么才能知道你不是骗我的,回问身份,107,1,0.0,0.0,1,1,1
你是哪里人啊,回问身份,107,0,0.0,0.0,0,0,0
你是隔壁章三？,回问身份,107,1,0.0,0.0,1,1,1
美女，你杂晓得我电话号码的呢？,回问身份,107,1,0.0,0.0,1,1,1
你怎么有我的手机号码？,回问身份,107,1,0.0,0.0,1,1,1
你是哪位,回问身份,107,0,0.0,0.0,0,0,0
啥子玩意儿哦,回问身份,107,0,0.0,0.0,0,0,0
你是哪里的，怎么会有我的电话号码,回问身份,107,1,0.0,0.0,1,1,1
你是谁啊？,回问身份,107,0,0.0,0.0,0,0,0
你是哪家公司的,回问身份,107,1,0.0,0.0,1,1,1
你是坏蛋？,回问身份,107,1,0.0,0.0,1,1,1
你真的是催收的,回问身份,107,1,0.0,0.0,1,1,1
你怎么证明你身份啊？,回问身份,107,1,0.0,0.0,1,1,1
你是骗子吧，电话都显示是诈骗,回问身份,107,0,0.0,0.0,0,0,0
我这显示你这个号码是推销号码喃,回问身份,107,1,0.0,0.0,1,1,1
你是三儿哇,回问身份,107,1,0.0,0.0,1,1,1
我的电话从来都是保密的，你从哪里弄到的，你是哪个？,回问身份,107,1,0.0,0.0,1,1,1
不知道你是谁？,回问身份,107,1,0.0,0.0,1,1,1
兄弟，你谁啊？,回问身份,107,0,0.0,0.0,0,0,0
先把你的身份说出来再问我是谁,回问身份,107,1,0.0,0.0,1,1,1
你是咋个认识XXX的,回问身份,107,1,0.0,0.0,1,1,1
你从哪儿弄到的电话？,回问身份,107,1,0.0,0.0,1,1,1
你是哪个啊？,回问身份,107,0,0.0,0.0,0,0,0
你是哪位？,回问身份,107,1,0.0,0.0,1,1,1
我为什么要告诉你，你谁呀,回问身份,107,1,0.0,0.0,1,1,1
我从没借过钱，你是谁啊,回问身份,107,1,0.0,0.0,1,1,1
谁？你说谁？,回问身份,107,1,0.0,0.0,1,1,1
你是哪家银行？,回问身份,107,1,0.0,0.0,1,1,1
你是哪个公司的？,回问身份,107,1,0.0,0.0,1,1,1
你们哪儿来的我的电话？,回问身份,107,1,0.0,0.0,1,1,1
who are you,回问身份,107,0,0.0,0.0,0,0,0
我还问你是不是谁呢？,回问身份,107,1,0.0,0.0,1,1,1
贷款的还是卖保险的,回问身份,107,1,0.0,0.0,1,1,1
你纳闷晓得我电话啊？,回问身份,107,1,0.0,0.0,1,1,1
你是搞啥的,回问身份,107,1,0.0,0.0,1,1,1
你是哪个？你咋个有我的电话？,回问身份,107,1,0.0,0.0,1,1,1
你弄啥的,回问身份,107,1,0.0,0.0,1,1,1
你的工号是多少，哪个催收公司的？,回问身份,107,1,0.0,0.0,1,1,1
你哪个哦,回问身份,107,0,0.0,0.0,0,0,0
你谁啊，找我有事吗,回问身份,107,1,0.0,0.0,1,1,1
你是谁？你咋个有我的电话？,回问身份,107,1,0.0,0.0,1,1,1
你是谁?,回问身份,107,0,0.0,0.0,0,0,0
小妹，你叫啥啊？,回问身份,107,1,0.0,0.0,1,1,1
你是谁啊？我凭什么相信你啊,回问身份,107,1,0.0,0.0,1,1,1
我凭什么相信你哦,回问身份,107,1,0.0,0.0,1,1,1
你到底是哪个哦？,回问身份,107,0,0.0,0.0,0,0,0
你们又是哪个公司的嘛,回问身份,107,1,0.0,0.0,1,1,1
请问你哪位,回问身份,107,0,0.0,0.0,0,0,0
