text,label
我 在 乡下 信号 不好,104
下周 在 确定,104
我 等 会 找 你,104
在 开会  ,104
嗯 你 是 做 什么 的 为什么 打电话 给 我,107
联系 我 助理 吧,105
你 讲 啥,103
我 旁边 有人,104
不 知道 怎么 操作,108
什么 事情 啊,101
你 等 会 打来,104
现在 忙 没空,104
等 会 我 再 联系 你 吧,104
我 在 外地 出差,104
就是 我   找 我 啥子 事,101
月底 发工资,106
也 没减 多少   在 少点,100
叫 什么  ,103
我 确认 一下 我 现在 是 要 还 多少 钱,102
我 这里 信号 不好 听不清,103
咋个 两个 月 的 利息   滞纳金 这么 高 哦 ？ 咋个 算 的 哦 ？,102
你 看 我 微信 转账 还是 其他 的 方式,108
你 说 什么 ？ 没 听见,103
我 现在 在 开会   等 会 联系,104
咋们 微信 上 说 吧 。,105
现在 已经 晚上 10 点   你们 不 下班 吗,104
来 撒,106
我 正在 开车   不 方便 接电话 。,104
开车 了,104
我 现在 在 上班 不 方便 接电话,104
账号 发过来,108
一哈 多少,102
我 现在 很 忙   改日 到 你 公司 面谈 吧,105
我 有 时间 再说,104
给 我 考虑 下,100
搞错 了 吧,102
我 就是   你 要 咋子 嘛,101
你们 上门来 收钱 么 ？,108
现在 有事   晚上 联系,104
我 在 打游戏 不要 骚扰 我,104
联系 我 爱人 吧   手机号 是 13682942091,105
我 不会 让 你 工作 不好 做,106
我 怎么 不 知道 有 那么 多   怎么 算 的,102
什么 事 ？,101
说 什么,103
你 在 少点 我 就 借钱 处理 了,100
啊 什么,103
可不可以 少点 啊 。,100
你 是 哪个   没 跟 你 借哈 。,107
要 一次性 全部 还清,106
老板 拖欠工资   说 下个月 一起 发,106
大后天 再 还 xxx 款,100
等 回去,104
微信,105
行   我 看看,106
你 说 慢 一点,103
你 是 谁 怎么 会 有 我 的 电话,107
你 哪个 ？ 为什么 要 告诉 你,107
答应 你 的 我 一定 会 做到,106
空 了 说,104
回头 我 算算 再说,102
我 在 开车   等 会 再说,104
我 先加 你 QQ   晚点 我们 聊,105
嗯 嗯   你 谁 啊,107
知道 再 处理,106
微信 联系,105
下班 联系 你,104
说 啥,103
我 在 哪 的 欠款,107
我 发工资 了,106
加 我 企鹅 号,105
考虑 考虑 吧,106
微信 转给 你 行不行,108
加 我 钉 钉 吧,105
你 警察 啊   调查 户口 的 嗖   你 哪颗 葱   干嘛 ？,101
换个 地方 说 。,104
还有 时间,106
微信 扫 一扫,108
还 上 打 你 电话,106
要 不 你 等 会 再 打   我 现在 有事,104
你 谁 啊   找 我 有事吗,107
我 可以 通过 别的 方式 还款 吗,108
我 现在 没 时间,104
你 那边 有点 吵 啊,103
啥子 ？,103
你别 催 了 我 知道 了,106
我 现在 有点 忙,104
等等 打 我 电话,104
这个 考虑 下,106
一会 说,104
嗯   我 在 忙   等 会 回 给 你,104
还 能 不能 再见面 一部分,100
什么 ？ 信号 不好   听 不 清楚,103
好多钱 ？,102
认识 怎么样 不 认识 又 怎么样,101
去 你 的 滚 你 谁 啊,107
有 时间 再 联系 吧,104
我 这边 信号 不好 。,103
明天 找 朋友 借下,106
有 哪些 还款 方式 呢,108
今天 一分 不 处理 的   是 不 可能 的 。,106
能刷 信用卡 嘛,108
优惠 力度 大不大,100
嗯 明白,106
怎么 还,108
你 讲 什么,103
不好 说,100
上班 不能 玩 手机,104
我们 飞信 聊,105
在 参加 节目,104
行行行   忙 完 再说,106
脑壳 太 大   听不清,103
这个 怎么 还,108
你 是 个 瓜 娃子 哦,107
爪子,101
我 什么 事情,101
youaregood,106
我 直接 电话 联系 你 吧,105
嗯   我 知道 了,106
开车 在 路上 不 方便,104
现在 不 方便 一会 再说,104
app 需要 你 教 我 怎么 还   我 没用过,108
我 认识 你 吗 打 我 电话,107
请问 哈 哪们 还喃,108
哪个 ？,107
利息 好多 ？,102
All   right     I   knew   it  ,106
今天 你 必须 给 我 讲清楚 了   这些 金额 是 怎么 算 出来 的,102
我 争取 还,100
欠款 很 正常 的 事情   但是 你 至少 要 给 我 算清楚 吧,102
再说 一遍 ？,103
利息 是 怎么 算 的 阿,102
随时随地,106
你 发邮件 给 我 吧,105
后天 打 给 我,104
找个 茶楼 我们 仔细 聊 一下,105
qq 聊,105
晓得   晓得 。,106
哦   晓得 了,106
能少 还 一些 吗   只有 这么 多,100
你 等 会 打 过来,104
我 只有 200 元   你 要 不要   不要 拉倒,100
嘿嘿,106
你 从 哪儿 听到 这个 名字 的 ？,107
什么 ？ 谁 ？,103
分太大   没 听 清,103
莫 逗我 老   朋友   你 哪个,107
你 日 吗 是 哪个,107
我 在 开会 你 等 会 打   打 来,104
你拉个 ？ 请 说 四川话,107
那 现在 总共 欠款 就是 这么 多么 ？,102
你 再说 啥 ？ 听不懂,103
不 差钱,106
你 先 说 你 有 什么 事   我 在 告诉 你 。,101
欠 你 钱 了 ？,101
我 在 骑车,104
我 得 去 吃饭 了 。,104
我 这会 不 方便   在 开会,104
不 晓得 杂 还,108
我 其实 一直 是 想 还 的,106
我 好像 没 借 这么 多钱 哦   你 把 详细 记录 给 我 看看,102
胳膊 太 大   听不清,103
现在 欠 了 好多   总共 欠 了 好多   我 心里 没得 谱 的,102
你 给我发 短信 吧,105
工资 发了 就 还,100
不 知道 怎么 还,108
好   你 可以 接受 现金支票 吗 ？,108
去 厕所,104
能 不能 直接 给 你 转过 来,108
变成 这么 多钱 了 ？,102
加 我 陌陌,105
啥 ？ 我 听 不 清楚,103
在 哪里 还 啊 ？,108
帮 我 多 申请 点 时间,100
你 要 做 什么,101
有 这么 多钱 么 ？,102
等 会 打 给 我,104
你 把 信息 发 我 手机 上,106
风太大   没 听 清 啦,103
你们 不是 上门服务 么 ？ 顺便 把 借款 合同 给 我,108
啥子 事   烦 の 很,101
我 现在 有事 啊 我 待 会 回 给 你,104
有 时间 找 我,104
我 手机 没电 了 。 先 充电 了,104
短信 发给 我 啦,105
哦   知道,106
家里 有事,104
嗯 嗯   再说 吧,106
我要 和 你们 负责人 协商,105
我 看看,100
我 外面 钱要 来 就 还,106
开车,104
我 在 吃饭 不要 骚扰 我,104
明天 我 联系 你,104
俺 认识 你 么 ？,107
在 下雨 ！,104
ojbk,106
我 朋友 说 今天 钱 还 我,100
风太大 。 没 听 清,103
回头 我 算算 再说,106
我 在 上山,104
你 是 谁 ？ 你 从 哪里 得到 我 的 电话 的 ？,107
加 我 微信 吧,105
我 听不清 你 说 的 啥子 阿,103
噢,106
尽量 吧,100
我 找 人 帮帮忙,106
能 不能 多分 几期 呀,100
为啥 给 你 说 哦,107
你 是 哪位 啊 ？,107
我 欠 了 好多钱 来 着 ？,102
你 再说 一遍,103
上班,104
钱   什么 啊 啊,103
一会儿 再 打 过来 吧,104
后天 说,104
我 还款 时候 联系 你,106
我 没 听 清,103
我 给 你 闪个 电话,105
哦,106
有 什么 事 。,101
我 现在 在 忙   你 以后 再 联系 我,104
现在 没 时间   等 我 忙 完 和 你 联系,104
分期,100
你 怎么 知道 我 电话,107
下雨 了,104
我 怎么 知道 你 不是 骗子 啦 ？,107
他 在 忙   你 一会 在 打 过来,104
风太大   没 听 清 嗯,103
明天 再说 吧   今天 没 时间 了,104
等 会 再 打   我 现在 在 忙,104
待 会 联系,104
我 逾期 只有 两个 月   怎么 会 有 那么 多钱 啊,102
你 没有 说 怎么 还 呢,108
有 什么 事 吗,101
我 稍后 回给 你,104
我 一会 给 你 打 过去   这 是 你 的 电话 吗,104
咋个 两个 月 的 利息   滞纳金 这么 高 哦 ？ 怎么 算 的 哦 ？,102
我 找 朋友 借钱,106
没欠 这么 多钱 吧,102
你 是 哪家 银行 的,107
你们 这个 滞纳金 是 怎么 算 的 哦,102
我 在 处理 一些 事情 稍 等,104
缓缓 行不行 哈哈哈,100
一会 我 再 联系 你 吧,104
我 马上 要 开会 了,104
我们 找个 咖啡厅 仔细 聊 一下 吧,105
发个 信息 给 我,105
你 哪来 我 的 电话,107
俺 不 认识 你,107
那 我 尽量 吧,106
你 听到 了 吗 ？ 我 正在 看 演唱会,104
你 过会 打 过来,104
利息 多少 啊,102
我 去 看看 我差 多少,102
找 谁,107
你 哪里,107
我 在 你们 APP 上面 有个 没 找到 哪里 可以 还款 啊,108
我 欠 了 好多,102
俺 要 还,106
骗人 的 吧,107
你 那边 好 吵   听不清,103
你 微信 好多,105
打 我 电话 干嘛 的,101
等 发工资 的 我 自己 处理,106
你 说 哪个 ？   没意思,103
你 私人 号码 是 好多,105
有 什么 事情 吗,101
只 还 本金,100
我 马上 回 你,104
嗯 嗯 嗯,106
我 不 知道 你 再说 什么,104
什么 事情,101
利息   滞纳金 咋个 这么 高 ？ 你们 是 怎么 算 的 ？,102
好 的   我 说 了 行 就是 行,106
等 会 答复 你,106
等 有空 联系 你,104
app 怎么 用,108
你 有 QQ 不,105
好 的   我 知道 了   我 现在 有事   等 下 打 给 你,104
大哥   行行好   在 少点,100
啥子 情况 哦 嗯,103
能 不能 在 给 点 时间,100
我 网银 密码 忘 了,108
以前 没 钱   现在 怎么 处理,108
你 找 谁,101
你 有没有 Skype 呢 ？,105
听不见   你 说话,103
风太大   你 在 说 什么,103
等 我 发工资 再说,100
你 有 微信 么,105
尽量 吧,106
哦   收到,106
外面 太吵 了,103
我 在 上 厕所,104
等等 你 在 打来,104
你 有没有 微信 呢 ？,105
有 这么 多么   发过来 吧,102
漂亮,106
还款 有 哪些 步骤,108
在 开会 等等,104
有 时间 联系 你,104
听不见 你 说话,103
我 手机 没电 了,104
喊 你们 负责人 来,105
等 我 朋友 借钱 给 我,100
剩下 部分 能 不能 延期 长 一点,100
延 啥子 也 ？ 听不清 ？ 你 再说 一遍,103
啥子   你 说 的,103
只 还 本金 可以 吗,100
我 还 问 你 是不是 谁 呢 ？,107
现在 在 吃饭 一家人 都 在 等等 联系 你,104
有事 么,101
我 这边 很 吵   大声 点,103
到 时 联系 你,104
发工资 还,106
我 现在 忙   等 会 联系 ！,104
信号 不好   听 不 清楚,103
看看 吧,106
借钱 再 去 还,106
再多延 几期 啥 ？,100
麻烦 问哈有 哪些 方式 还,108
我 在 付钱   不 方便 接电话,104
看 情况 吧,106
减免 我 就 还,100
qq 说,105
再 慢点,103
你 在 哪里 打 的 电话,107
你 说   什么 事,101
你 说 你 是 谁 ？,107
我 在 筹款,106
出车祸 了,100
哪个 傻子 啊,107
什么 声音 啊,103
我 问问 家里,100
等 几天 联系 吧,104
尽快,106
肚子 太 大   听不清,103
等 我 去 看 一下 记录 多,102
哪们 还给 你们 也,108
怎么 打 给 你们,108
等 一下 在 打,104
我 现在 不 方便   空 了 吹 阿,104
晚上 跟 我 联系,104
5 号 可能 发工资,106
我 一定 想 办法,106
在 忙   你 发个 信息 给 我,104
这下 就 好多 了 啥 。,106
晚上 再说,104
我 看看 有没有 其他 办法,106
我 可以 去 银行 直接 转账 吗,108
正在 上班   下班 说,104
打 我 家里 电话 吧,105
现在 没 时间,104
等 下 打来,104
有事 哇,101
到 时 我 去 看看,106
有事吗,101
现在 忙 没 时间,104
你 是 哪个 哦   我 信号 不好   喂喂 喂      ,107
有钱 我会 处理 的,106
你 哪个 阿,107
你 发个 书面 你们 公司 盖章 的 给 我   我 不 晓得 怎么 还 钱,108
我 为什么 要 告诉 你   你 谁 呀,107
我 朋友 在,104
我 凭 什么 相信 你 哦,107
知道 了,106
你 慢慢说,103
等 发工资 的 我 自己 处理,100
你 说 什么     听 不 清楚,103
等 我 忙 完 的,104
一会儿 再 打 给 我 吧   在 开会 呢,102
催收 公司 是 什么   我 欠钱 的 是 银行 啊,107
我 现在 忙   等 会 再说,104
在 忙,104
后天 再 还 xxx 款,100
我 不 知道 多少 钱,102
朋友   你 是 哪个 ？ 你 为什么 打 我 电话 ？,107
怎么回事 啊,101
只能 给 你,108
你们 在 哪里 办公,105
你 想 说 啥子,103
视屏 吧   我 看看 你长 啥样,105
你 说 拨打 的 用户   无法 接听 你 的 电话,104
现在 多少 钱,102
支付宝 可以 么 ？,108
我 找 我 朋友 借点 看看,100
你 说话 声音 大 一点,103
这样 啊   我 想 办法,106
在 说 一遍,103
好 嘛   到 时 再说,106
再 开车,104
微信 行不行,108
支持 支付宝 转账 吗,108
外面 好 吵,103
我 在 上班 不要 骚扰 我,104
利息 是 怎么 算 的 呢,102
找 他 做 什么,101
在 山上 信号 不好,104
我 尽力 去 凑 吧 。,100
我 在 高速 上   先挂 了,104
你 大点声,103
我 要查 一下 卡上 余额,102
不 认识 填 你 名字 电话,107
qq 聊 方便 点,105
你 在 说 什么 听不见,103
老板 来 了   我 等 下 打 回来 。,104
怎么 这么 多 啊,102
我 现在 没空 你 改天 再 打 吧,104
我 在 高速 上,104
我 问 一下 我 朋友,100
等 一会 嘛,104
你 说 哪个 ？ 吧,107
过 两天,104
我 都 不用 智能手机   钱 咋 个个 还法,108
我 听不懂 你 在 说 啥子,101
等 会 我 联系 你,104
你 私人 电话 是 好多 ？,105
啊   已经 有 2 万 3 了 么,102
你 龟儿 是 哪个,107
多 给 点 时间   我 先 还 一部分,100
没 信号,103
你拉个 ？ 有 毛病 哇 ？,107
父母 正在 周转 。,106
啊 ？ 俺 听 不到,103
搞 什么   还有 滞纳金   我 觉得 你们 算 的 有 问题 吧,102
怎么 都 2 个 月 了 ？,102
在 忙 等 会 再说,104
我 老婆 来 了   我 先 挂 了 。,104
信号 不好   大声 点,103
延期 了 我 就 有 可能 还 的 清 了   实在 是 太好了,106
在 上班,104
啥子 哦 阿,103
啥子 哦 没意思,103
我 现在 不 方便   空 了 再说,104
你 说 什么 ？ 我 不 知道,103
能 不能 减免 点,100
啥事 啊,101
这边 太吵 了   听 不 清楚,103
钱 到位 了 联系 你,100
利息 哪里 要 得到 这么 高 哦 ？ 你们 利息 是 怎么 算 的 ？,102
连个 你 的 号码 多少   我加 你 微信 。,105
我待 还 联系 你,104
半个 月,100
我 都 不 晓得 我 欠 了 多少 钱 了,102
怎样 付款 给 你们,108
能 减免 多少 在 看看,100
10 分钟 打 过来,104
直接 说事,101
你 给 我 一个 对公 账户,108
等 会 再 回 你 电话  ,104
你 给 我 你 的 私人 电话 吧   我待会 打 给 你 聊,104
怎么 了 ？,101
刚刚 有车   没 听到,103
手机 快 没电 了   你 什么 意思 快 说,101
知道,106
你 说 什么 事情,103
在 山上,104
怎么回事,101
这个 滞纳金 是 怎么 算 的 哦 ？,102
有 啥子 事 啦,101
晚点 联系,104
收到,106
朋友   可不可以 先 告诉 我 你 谁 谁 ？,107
你们 喊 我 还   总 要 告诉 我该 怎么 还 啊 ？,108
你们 没 算错,102
支付宝,108
你 是 催款 公司 的 么,107
我 在 地下 停车场 呢 ～ 再说 一下 ？,103
我 这边 很 吵,103
看看 再说,106
好多 喃 ？,102
你 是 我 的 恩人 啊,106
几号,103
火车 上面,104
你 那边 太吵   听不清 。,103
找 他 爪子 事情 ？,101
奥,106
把 要 还 的 明显 发 我 下   我 核对 下 。,102
你 是 哪 的,107
减 多少 利息 ？,102
你 等 着 看好 了,106
咋个,101
晚点 说行 吗,104
欠款 金额 我 是 知道 的   现在 总共 有 多少 ？,102
什么 呀 你 在 说 一遍 太吵 了,103
我 也 很 想 还,100
上班 呢,104
你 是 谁 呀,107
我 借钱,106
免 本金 可以 吗,100
咋个 还 哦   怎么 个 还法,108
等等,104
我 在 忙   你 下周 再 打来,104
请问 贵姓,107
啥子 安,103
嗯   现在 忙   等 会 回电 给 你,104
我要 去 开会 了   晚点 再说,104
等 会 回复,104
我 给 你 打电话,105
你 找 他 有 什么 事情 哇 ？,101
我 在 高速 上   下 高速 再 打,104
我 在 水里,104
你 想 干 啥子 哦 ？,101
你 说 的 太快 了,103
打 我 电话 嘛,105
我 需要 确认 一下 滞纳金 的 算法,102
等 找到 债在 说,100
你 难道 只 问 这个 ？,101
你 等 我 待 会 联系 你,104
还有 滞纳金 ？ 有没有 搞错 啊,102
我 一会 联系 你,104
信号 很差   你 能 不能 换个 信号 好 的 地方 说,103
现在 我点 忙,104
这个 是,103
你 干嘛 总打 我 电话,107
正在 开会   晚点 打 过去,104
回头 打电话 再说,100
你 在 重复 一遍,103
什么 意思,103
我 现在 不 方便 说话,104
马上 进 电梯 了,104
我 在 忙 等 会,104
会 还   又 跑不了,106
问问 老婆 同 不 同意,100
有点 忙   等会儿 再说,104
你们 是 哪里 ？,107
我 为啥 要 相信 你,107
我 这边 信号 不好,103
我 知道,106
你 给 我 申请 吧   我 尽量 吧,110
你 到底 要 干 啥子 哦 ？,101
我 看哈,102
我 再 想想 办法 吧,100
行   好 的   我 袍哥 人家 决不 拉稀 摆带,106
我 不 认可 你们 的 算法   我 需要 再查 一下,102
哪个 呀 ？ 者,107
嗯 现在 接电话 不 方便 之后 回 你,104
在 上班 了   领导 在   不 方便 电话 ！,104
这样 我 跟 家里 商量 下,106
你拉个 ？ 我 只能 听懂 四川话,107
银行 不让 还,108
我 在 超市,104
我 现在 在 开车,104
我 不 晓得 哪们 还,108
有 啥子 事 ？,101
你 是 哪 根葱 ？,107
去 借钱,106
我们 在 陌 陌上 仔细 聊 一下 吧,105
你 敢 出来 聊 不 ？,105
把 方案 发到 我 手机 上 嘛,105
要 不 我们 去 茶楼 聊 一下 ？,105
是 把 钱 直接 打 到 你们 公司 账号 吗 ？,108
可以 给 现金 吗,108
该 还款 了 ？,108
我 还 了 一部分 了   没有 多少 了,102
加 我 飞信 吧,105
看 房子 到时候 能 不能 卖出去,100
有 没得 1 万 ？,102
信号 不好   听 不到,103
被 人 骗 了,100
喂喂 喂喂 喂 、 、 、 、,103
你 怎么 不早 说,106
我 在 凑钱,106
和 我 父母 谈 吧,105
干么斯,101
不 知道 该 怎么 还 哦,108
等 一会 联系 你 的,104
能 不能 在 少点,100
感觉 不 对 啦,102
我 在 上班   下班 说,104
我 现在 有事,104
我 现在 有事   你 等 下 打 过来,104
这儿 信号 差   听 不 清楚,103
我 等 会 再 联系 你 ； 这里 信号 不好 ； 稍后 联系,104
打电话 干什么,101
我 六点 下班 你 在 打电话,104
你 在 说 什么   我 一点 不 懂,103
微信 好 聊 一点,105
等 下个 再 联系 我,104
你们 这个 政策 不错,106
能 不能 再 优惠 点 嘛,100
我 在 车站 听不清,103
你 那边 太吵 了   听不见,103
等 老婆 拨款,100
我们 短线 聊,105
多少 钱 ？,102
我 欠 你们 多少 钱,102
怎么 还 呀,108
我 在 忙   你 明天 再 打来,104
在 放牧,104
你 再说 一遍 我 没 听 清,103
干什么 ？,101
睡觉,104
你 到底 想 啷 个,101
开会 呢,104
一会,106
吵死 了,103
家里 困难 肯定 会 还 的,106
你 谁   别打我 电话,107
给我发 短信,105
我会 还,106
我 等 下,104
等 我 方便 的 时候 联系 你门,106
能 不能 减免,100
我 有钱,106
在 山上,103
我 想 仔细 了解 下   给 你 我 的 微信,103
我 尽量 去,106
可以 翼 支付 吗,108
我 晚上 在 给 你 打电话,104
说话 呀   怎么 不 说话,103
你 慢点 说   我 没 听懂,103
重复 下   没 听见,103
你 等 下 再 打 我 这边 在 忙 。,104
我 在 外地   能 不能 用   APP   来 还款 ？,108
这样 啊,106
等等 回 电话 给 你,104
也许 可以,100
你 这个 金额 怕 是 有点 问题   我 还 得 再 确认 下,102
我 给 你 发短信,105
打电话 给 我 干什么,101
我 在 外地,104
等 我 和 家里 联系 一下 再说,104
我 记得 莫得 这么 多 哦,102
我 知道 了   我 想 办法,106
说哈,101
什么 事 啊,101
多免 点 啥 。,100
我 在 国外   能 不能 直接 使用 手机 还款 ？,108
你 有 什么 事,101
我 乡下 的   信号 不好 ！,103
要 再 减免,100
我 现在 问问 家里 帮 我 凑钱,106
我 在 班上,104
是 么 时候 还,103
我 现在 不 方便 接听,104
利息 去 了 我 还 的 上,100
我 这里 问问 朋友 有没有 手机 银行,108
恩恩,106
我们 老板 来 了   我 挂 了,104
你 又 是 谁   没意思,107
再 筹钱 了,106
我 再 看看,106
你 找 谁 呢 ？,103
等 我 5 分钟,104
你 说话 声音 能大点 吗,103
你 待 会 打 过来 吧 啊,104
我 这里 信号 不是 很 好   你 把 信息 发到 我 手机 上,104
高速 开车 了,104
我 现在 在 医院   没空,104
我 在 高速 上 有 时间 回 你,104
有 什么 事 直说,101
你好 。 我 这边 太吵 。 听不清,103
我 去 想想 办法,100
那 我 还 需要 还 多少 ？,102
我 在 忙   你 过会儿 再 打来,104
你 哪里 的 啊 ？ 打 我 电话 干嘛 啊,107
我 马上 吃饭 了,104
你 是 哪家 公司,107
听说 本金 也 可以 减免 啊,100
现在 不 方便 接电话   我 在 开会,104
我 跟 借 一下,106
再说 一遍,103
利息 怎么 算,102
方案 给我发 到 微信 嘛,105
请问 你 是 谁,107
怎么 算 ？,102
我 在 工作,104
你 是 谁  ,107
你 有 时间 关没 ？ 这个 点 了 ～,104
咋个 整嘛,108
利息 多少 ？,102
你 说 啥子 喃 ？,103
说事,101
我 不 记得 有 这么 多,102
发 我 邮箱 我 看看,105
找 他 什么 事情,101
等 父母 给钱 的,106
不能 再 减少 点 么 ？,100
是 又 爪子 嘛,101
我 现在 知道 你 是 谁 ？,107
什么 ？ 啊 ？ 什么 ？ 听不清,103
等 下 打 过来   在 忙,104
我 先 去 借钱 看看,100
我 尽量 去 凑,106
能 不能 一年 还清 ？,100
我 等 会 联系 你,104
我们 约个 时间 面谈,105
找 谁 ？,107
还款 方式 ？,108
把 你们 账户 号 给 我,108
到 时间 你 联系 我,104
我 现在 有事 等 会 联系,104
加个 微信   你 给我发 过来 看看 再说,105
啥 信号 哦 。,103
再少点 吧,100
干嘛   我 是 谁 干嘛 告诉 你,101
我 试试看,100
你 又 是 谁 嗯,107
太吵 了 没 听见,103
等 一下,106
朋友 说 帮 我 凑点 的,106
干嘛   你 想 干 啥 ？,101
你 还 了 你 又 来 找 我 怎么办,102
你 等 下,104
把 对公 账户 给 我,108
提供 个 还款 的 方式 嘛,108
我 在 上班   下班 聊,104
你 是 谁 ？,107
你 把 这些 微信 发给 我,105
怎么 说话 断断续续 的,103
我 先 去 借钱 看看,106
你们 这个 是不是 高利贷   我要 举报 你们,102
好 的   你 到 晚上 78 点 联系 我,104
能 不能 把 利息 全减 了,100
过 三分钟 打 来,104
微信 拍个 照片 给 我 吧,105
等 下班 再说,104
能 不能 再少点     我 去 借点 处理,100
我 现在 很 忙   稍后 再 打,104
不好意思   我 不 方便 。,104
你 怎么 知道 我 的 电话 ？,107
我 不 确认 你 的 身份   你们 公司 有 电话 么 ？ 我 要查 一下,107
你 说 啥 不 认识,103
你 想 干嘛,101
你 哪个 呢,107
我 在 忙 现在 没 时间,104
我 再 高速 上   过段时间 再说,104
我 再 考虑 下 吧,106
我 还 欠 你 多少,102
你 从 哪里 拿到 我 电话 的,107
明天 再 来看 你们,104
还有 其他 债务,100
