text,category,label,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
我全部还完了,已经还清,112,1,1,1,1,0,0
不对头，我还了款后，把 APP 都截图了，显示成功,已经还清,112,1,1,1,1,0,0
我还完了,已经还清,112,1,1,1,1,0,0
我这边app上已经显示还款成功了,已经还清,112,1,1,1,1,0,0
我已经还了，你是不是搞错了,已经还清,112,1,1,1,1,0,0
我不是上个月还清了，怎么还有啦,已经还清,112,1,1,1,1,0,0
"你猜。能不能换个长点儿的还款周期呢,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
好多呐？不对哦，我只剩下几百而已。,已经还清,112,1,1,1,1,0,0
我上午已经还了呀,已经还清,112,1,1,1,1,0,0
为什么都已经还了还欠这么多，你们是想敲诈吗？没人管啊,已经还清,112,1,1,1,1,0,0
"你管我是不是。嗯嗯，再说吧,我不是今早已经全部都还了吗？怎么还有？",已经还清,112,1,1,1,1,0,0
你们搞错了，我还完了,已经还清,112,1,1,1,1,0,0
"这电话有毒, 呀,  APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
我还完款，APP 截了图的，显示成功还款,已经还清,112,1,1,1,1,0,0
"没有我不认识的人。也, APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
我才还了，怎么还有这么多,已经还清,112,1,1,1,1,0,0
我现在不欠钱了,已经还清,112,1,1,1,1,0,0
我亲自去银行还的，不信我还有凭证,已经还清,112,1,1,1,1,0,0
我都按期还款了的,已经还清,112,1,1,1,1,0,0
"是不是那个在敲代码的？。行，知道了,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
昨天你同事都确认已经还清了的嘛，咋又来稍扰我呢？,已经还清,112,1,1,1,1,0,0
我下午已经还了呀,已经还清,112,1,1,1,1,0,0
钱我已经还过了，不要再打电话了，再打我报警了。,已经还清,112,1,1,1,1,0,0
"你先说你是哪个。焉,我不是今早已经全部都还了吗？怎么还有？",已经还清,112,1,1,1,1,0,0
app上账单不对呀,已经还清,112,1,1,1,1,0,0
"你猜我是不是呀, 呢,  APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
咋个可能嘛，我刚刚才从银行转的帐,已经还清,112,1,1,1,1,0,0
"今天天气好晴朗，处处好风光。得不得影响个人征信,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
你们系统有问题吧，我都还了一部分了，你还跟我说那么多,已经还清,112,1,1,1,1,0,0
还款记录显示已经还清了,已经还清,112,1,1,1,1,0,0
我已经还钱一部分，你没收到？,已经还清,112,1,1,1,1,0,0
"是不是那个在敲代码的？。要得，我知道, APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
刚从银行处理完出来，咋说没看到呢？,已经还清,112,1,1,1,1,0,0
我早上已经还了呀,已经还清,112,1,1,1,1,0,0
对不起，这钱我不会还第二次了。,已经还清,112,1,1,1,1,0,0
"风太大，没听清。者,我每期都是按时还钱的呀。",已经还清,112,1,1,1,1,0,0
怎么还有这么多,已经还清,112,1,1,1,1,0,0
不可能对不上，我的银行转账记录都还在,已经还清,112,1,1,1,1,0,0
"先来一首五环之歌吧。能不能换个长点儿的还款周期呢,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
我不欠钱了，我还清了,已经还清,112,1,1,1,1,0,0
你们不讲信用啊，我明明都还了，还管我要钱，以后谁还敢管你们贷款,已经还清,112,1,1,1,1,0,0
我还了的,已经还清,112,1,1,1,1,0,0
这月的钱还了一部分，你看哈,已经还清,112,1,1,1,1,0,0
"先来一首五环之歌吧。把方案发到我手机上嘛,我每期都是按时还钱的呀。",已经还清,112,1,1,1,1,0,0
昨天才把钱交给老王代交的嘛？他说已经转了啥。,已经还清,112,1,1,1,1,0,0
我中午已经还了呀,已经还清,112,1,1,1,1,0,0
你们想说多少就是多少吗？你们看不见我已经还过一部分了吗？,已经还清,112,1,1,1,1,0,0
"你管求得我的。啊,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
"你说的是哪一个XXX, 把方案发到我手机上嘛, 我不是今早已经全部都还了吗？怎么还有？",已经还清,112,1,1,1,1,0,0
不可能对不上，银行的转账小票都在我这里,已经还清,112,1,1,1,1,0,0
"请说普通话。好嘛，我知道了,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
我已经还了那么多了，怎么还有这么多呀？,已经还清,112,1,1,1,1,0,0
昨天不是还了吗,已经还清,112,1,1,1,1,0,0
你们到底是以哪个为准，我去银行还的，app上怎么还显示没还,已经还清,112,1,1,1,1,0,0
我按时还款了的,已经还清,112,1,1,1,1,0,0
我还了，怎么还有？,已经还清,112,1,1,1,1,0,0
搞错没有哦，都还了好多天了，还没收到么？,已经还清,112,1,1,1,1,0,0
我昨晚已经还了呀,已经还清,112,1,1,1,1,0,0
你们这些流氓，吸血鬼，还了钱还来催账，钱有这么好赚就对了。,已经还清,112,1,1,1,1,0,0
怎么可能还欠怎么多,已经还清,112,1,1,1,1,0,0
不可能的事，我的银行转账记录都还在,已经还清,112,1,1,1,1,0,0
"你先说你是哪个。行嘛，继续,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
怎么还有这么多呀？,已经还清,112,1,1,1,1,0,0
我还了,已经还清,112,1,1,1,1,0,0
app上都还完了，请你仔细看清楚，莫名其妙,已经还清,112,1,1,1,1,0,0
你是不是骗子哦，我都还了,已经还清,112,1,1,1,1,0,0
我已经还了这个月，没收到？,已经还清,112,1,1,1,1,0,0
已经还完了的，你们再查查？,已经还清,112,1,1,1,1,0,0
我爱人已经还了呀,已经还清,112,1,1,1,1,0,0
你们这是涉嫌欺诈，知道吗？已经还清了，还来找我。,已经还清,112,1,1,1,1,0,0
"我不想说。还有没有更低的方案,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
"你猜, 矣, 我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
不可能的事，我刚刚才从银行转的帐,已经还清,112,1,1,1,1,0,0
"这电话有毒。阿,我不是今早已经全部都还了吗？怎么还有？",已经还清,112,1,1,1,1,0,0
我看了记录了，我还了,已经还清,112,1,1,1,1,0,0
已经全部还了好么,已经还清,112,1,1,1,1,0,0
肯定你搞错了，我每期都还了的,已经还清,112,1,1,1,1,0,0
按时还款是我的基本准则啦,已经还清,112,1,1,1,1,0,0
"是不是那个在敲代码的？。好嘛,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
说了昨天还，昨天就已还了。你们是啥子系统哦？,已经还清,112,1,1,1,1,0,0
我朋友帮我还了呀,已经还清,112,1,1,1,1,0,0
B.S，你们这些骗子，给老子爬开，想骗我，你难道不知道我已经还过钱了吗？,已经还清,112,1,1,1,1,0,0
"我认不到你说的那个人。吧,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
我昨天还了一笔，怎么没显示,已经还清,112,1,1,1,1,0,0
"今天天气很好, 这个考虑下,  APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
不可能对不上，我的银行转账记录都还在,已经还清,112,1,1,1,1,0,0
你打错了，我还了,已经还清,112,1,1,1,1,0,0
你们还有点人性没有，我都借钱还上了还要,已经还清,112,1,1,1,1,0,0
你在看看啦，我刚还了的,已经还清,112,1,1,1,1,0,0
"哈哈。好好，我听到起在,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
你们系统肯定又问题，我每次都是及时还了的。,已经还清,112,1,1,1,1,0,0
我妈帮我还了呀,已经还清,112,1,1,1,1,0,0
"哈哈。我晓得,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
"你管我是不是, 哇, 我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
你搞错了哦，APP 的还款记录都还在的嘛,已经还清,112,1,1,1,1,0,0
"不想跟你说话。等我出差回来再说,我每期都是按时还钱的呀。",已经还清,112,1,1,1,1,0,0
我每个月都还了的哦,已经还清,112,1,1,1,1,0,0
你们没有记录吗？我还了啊,已经还清,112,1,1,1,1,0,0
你去查清楚在打电话，我都还完了，以后不要骚扰我了,已经还清,112,1,1,1,1,0,0
我才还了，怎么还有？,已经还清,112,1,1,1,1,0,0
我还钱了，请确认,已经还清,112,1,1,1,1,0,0
明明都还得差不多了，咋还说我没有还呢？,已经还清,112,1,1,1,1,0,0
我爸帮我还了呀,已经还清,112,1,1,1,1,0,0
这简直是好无底线的敲诈啊，我辛辛苦苦存了大半年才还清这笔账，现在又说我还欠这么多，这是天要亡我吗？,已经还清,112,1,1,1,1,0,0
"就这么跟你说吧，算了，我不想跟你说。也,我每期都是按时还钱的呀。",已经还清,112,1,1,1,1,0,0
"你说的是哪一个XXX, 焉, 我不是今早已经全部都还了吗？怎么还有？",已经还清,112,1,1,1,1,0,0
你搞错了哦，APP 的还款记录都还在的嘛，不信我贴给你看下,已经还清,112,1,1,1,1,0,0
"你管我是不是。焉,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
我还了怎么没有记录,已经还清,112,1,1,1,1,0,0
我已经还清了，别再打电话了,已经还清,112,1,1,1,1,0,0
我每期还款记录都有，你查不到吗,已经还清,112,1,1,1,1,0,0
什么情况，我还了的啊,已经还清,112,1,1,1,1,0,0
我有还款记录的，我还过了,已经还清,112,1,1,1,1,0,0
"先来一首五环之歌吧。得不得影响个人征信,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
不对，我已经结清了的。,已经还清,112,1,1,1,1,0,0
我在支付宝还了呀,已经还清,112,1,1,1,1,0,0
"我都已经说了不认识了。行嘛，继续,我每期都是按时还钱的呀。",已经还清,112,1,1,1,1,0,0
"你猜我是不是呀, 你们看着办,  APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
APP 的还款记录都还在的嘛，不信我贴给你看下,已经还清,112,1,1,1,1,0,0
"你管求得我的。者, APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
你不知道我还清了？,已经还清,112,1,1,1,1,0,0
我是分期还的，自动转账的,已经还清,112,1,1,1,1,0,0
弄错了吧，我按时还款了的,已经还清,112,1,1,1,1,0,0
我记录的还款和你的不一致，你确认哈,已经还清,112,1,1,1,1,0,0
不对哦，我印象中只剩一点了。咋还有这么多？你再好好查查，告诉我还差多少？,已经还清,112,1,1,1,1,0,0
我在微信还了呀,已经还清,112,1,1,1,1,0,0
"跟你有啥关系。唉,我每期都是按时还钱的呀。",已经还清,112,1,1,1,1,0,0
欠款对不上啊,已经还清,112,1,1,1,1,0,0
"最后警告一次不要打了, 要得，我知道, 我不是今早已经全部都还了吗？怎么还有？",已经还清,112,1,1,1,1,0,0
每个月我都按时还款，怎么越还越多哦,已经还清,112,1,1,1,1,0,0
"啊，五环，你不六环少一环。啊，啥,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
你还打什么电话？我还了,已经还清,112,1,1,1,1,0,0
不是已经转账 了吗，怎么没收到吗,已经还清,112,1,1,1,1,0,0
我都还清了 ,已经还清,112,1,1,1,1,0,0
我都没钱了。你说还款没得啦,已经还清,112,1,1,1,1,0,0
"没有我不认识的人。要得,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
不科学，明明还完了，咋还剩几百？,已经还清,112,1,1,1,1,0,0
我在atm转了呀,已经还清,112,1,1,1,1,0,0
钱我已经在昨天还过了，你们让财务再去看看吧。,已经还清,112,1,1,1,1,0,0
"是不是那个在敲代码的？。啊, APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
"风太大，没听清, 利息怎么算, 我不是今早已经全部都还了吗？怎么还有？",已经还清,112,1,1,1,1,0,0
每个月我都按时还款的呀，怎么还有这么多的欠款哦,已经还清,112,1,1,1,1,0,0
我还了那么多次了，怎么还有,已经还清,112,1,1,1,1,0,0
我还清了，你打错了,已经还清,112,1,1,1,1,0,0
我刚转账了，你等会在查下吧,已经还清,112,1,1,1,1,0,0
我晕，，早上刚还清了,已经还清,112,1,1,1,1,0,0
还了一部分，后面再还,已经还清,112,1,1,1,1,0,0
"你是不是有病呀。嗯嗯，再说吧,我明明把钱还了呀，你们是不是记错了。",已经还清,112,1,1,1,1,0,0
有问题，已经处理完了的。,已经还清,112,1,1,1,1,0,0
我在手机上还了呀,已经还清,112,1,1,1,1,0,0
"你说的是哪一个XXX。哇,我已经还了那么多了，怎么还有这么多呀？",已经还清,112,1,1,1,1,0,0
我还了那么多，为什么账单上这么少,已经还清,112,1,1,1,1,0,0
"我认不到你说的那个人, 哦，明白,  APP上金额显示已经还清了啊",已经还清,112,1,1,1,1,0,0
银行转账记录和 APP 的还款记录都在，怎么和你的对不上？,已经还清,112,1,1,1,1,0,0
我刚刚还清了，怎么还有,已经还清,112,1,1,1,1,0,0
我可是按月还清的哦,已经还清,112,1,1,1,1,0,0
我昨天转的，你还管我要,已经还清,113,1,1,1,1,0,0
