text,category,label,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
不缺钱,模糊确认,106,0,1,1,0,1,0
不确定,模糊确认,106,0,1,1,0,1,0
不是不还,模糊确认,106,0,1,1,0,1,0
不要打电话了，会还的,模糊确认,106,0,1,1,0,1,0
不一定能借到钱处理,模糊确认,106,0,1,1,0,1,0
不一定能借到这么多,模糊确认,106,0,1,1,0,1,0
不用你说,模糊确认,106,0,1,1,0,1,0
不用说太多,模糊确认,106,0,1,1,0,1,0
不着急，这两天就还,模糊确认,106,0,1,1,0,1,0
财务说马上发工资,模糊确认,106,0,1,1,0,1,0
财务说三天后发工资还,模糊确认,106,0,1,1,0,1,0
差不多,模糊确认,106,0,1,1,0,1,0
差不多吧,模糊确认,106,0,1,1,0,1,0
处理好了联系你,模糊确认,106,0,1,1,0,1,0
处理好联系你,模糊确认,106,0,1,1,0,1,0
处理好这边给你说,模糊确认,106,0,1,1,0,1,0
凑到这么多钱了,模糊确认,106,0,1,1,0,1,0
凑齐一起还吧,模糊确认,106,0,1,1,0,1,0
催命哦，知道了,模糊确认,106,0,1,1,0,1,0
催啥子哦，我又没说我不换,模糊确认,106,0,1,1,0,1,0
大后天,模糊确认,106,0,1,1,0,1,0
贷款2天之后肯定能下来,模糊确认,106,0,1,1,0,1,0
待会就说,模糊确认,106,0,1,1,0,1,0
到时一起还,模糊确认,106,0,1,1,0,1,0
到银行了,模糊确认,106,0,1,1,0,1,0
等10号一起,模糊确认,106,0,1,1,0,1,0
等吧，会换的,模糊确认,106,0,1,1,0,1,0
等查到账了再还剩下的,模糊确认,106,0,1,1,0,1,0
等等,模糊确认,106,0,1,1,0,1,0
等等，我下班去存,模糊确认,106,0,1,1,0,1,0
等等，我在和朋友要钱！,模糊确认,106,0,1,1,0,1,0
等等处理,模糊确认,106,0,1,1,0,1,0
等等会处理,模糊确认,106,0,1,1,0,1,0
等等加还,模糊确认,106,0,1,1,0,1,0
等等解决,模糊确认,106,0,1,1,0,1,0
等等就处理,模糊确认,106,0,1,1,0,1,0
等会,模糊确认,106,0,1,1,0,1,0
等会处理,模糊确认,106,0,1,1,0,1,0
等会答复你,模糊确认,106,0,1,1,0,1,0
等会的啊，就处理,模糊确认,106,0,1,1,0,1,0
等会还,模糊确认,106,0,1,1,0,1,0
等会就处理,模糊确认,106,0,1,1,0,1,0
等会就存,模糊确认,106,0,1,1,0,1,0
等会就好,模糊确认,106,0,1,1,0,1,0
等会就去处理,模糊确认,106,0,1,1,0,1,0
等会去银行存,模糊确认,106,0,1,1,0,1,0
等我凑齐的,模糊确认,106,0,1,1,0,1,0
等我跟老板商量能预支工资不,模糊确认,106,0,1,1,0,1,0
等我核实好，立马还,模糊确认,106,0,1,1,0,1,0
等我忙完就处理,模糊确认,106,0,1,1,0,1,0
等我钱到账了我不需要减免,模糊确认,106,0,1,1,0,1,0
等我下班,模糊确认,106,0,1,1,0,1,0
等我下个月,模糊确认,106,0,1,1,0,1,0
等下马上去借,模糊确认,106,0,1,1,0,1,0
等下去银行,模糊确认,106,0,1,1,0,1,0
等下我去借钱,模糊确认,106,0,1,1,0,1,0
等下我找我朋友帮我存下钱,模糊确认,106,0,1,1,0,1,0
等一段时间,模糊确认,106,0,1,1,0,1,0
等一下,模糊确认,106,0,1,1,0,1,0
等一下去银行,模糊确认,106,0,1,1,0,1,0
懂得起,模糊确认,106,0,1,1,0,1,0
懂了,模糊确认,106,0,1,1,0,1,0
都说了会还,模糊确认,106,0,1,1,0,1,0
都这样了我不还还是个人吗,模糊确认,106,0,1,1,0,1,0
多少,模糊确认,106,0,1,1,0,1,0
多少处理一部分,模糊确认,106,0,1,1,0,1,0
额,模糊确认,106,0,1,1,0,1,0
额知道了,模糊确认,106,0,1,1,0,1,0
恩,模糊确认,106,0,1,1,0,1,0
恩，知道了,模糊确认,106,0,1,1,0,1,0
恩？,模糊确认,106,0,1,1,0,1,0
恩恩,模糊确认,106,0,1,1,0,1,0
嗯,模糊确认,106,0,1,1,0,1,0
嗯，嗯，嗯,模糊确认,106,0,1,1,0,1,0
嗯，嗯，嗯.......,模糊确认,106,0,1,1,0,1,0
嗯，没事了吧,模糊确认,106,0,1,1,0,1,0
嗯，明白了,模糊确认,106,0,1,1,0,1,0
嗯，我会想办法,模糊确认,106,0,1,1,0,1,0
嗯，我下来查一下,模糊确认,106,0,1,1,0,1,0
嗯，我现在就想办法还,模糊确认,106,0,1,1,0,1,0
嗯，我想办法,模糊确认,106,0,1,1,0,1,0
嗯，我再想想,模糊确认,106,0,1,1,0,1,0
嗯，我知道了,模糊确认,106,0,1,1,0,1,0
嗯，我知道了。,模糊确认,106,0,1,1,0,1,0
嗯嗯,模糊确认,106,0,1,1,0,1,0
嗯嗯·,模糊确认,106,0,1,1,0,1,0
嗯嗯额,模糊确认,106,0,1,1,0,1,0
嗯嗯嗯,模糊确认,106,0,1,1,0,1,0
嗯嗯呢,模糊确认,106,0,1,1,0,1,0
嗯明白,模糊确认,106,0,1,1,0,1,0
发誓，如果处理不了,模糊确认,106,0,1,1,0,1,0
放心，我会还的,模糊确认,106,0,1,1,0,1,0
放心哈,模糊确认,106,0,1,1,0,1,0
非常感谢,模糊确认,106,0,1,1,0,1,0
非常感谢你,模糊确认,106,0,1,1,0,1,0
分分钟。,模糊确认,106,0,1,1,0,1,0
父母还没给答复,模糊确认,106,0,1,1,0,1,0
父母钱还没给我,模糊确认,106,0,1,1,0,1,0
父母正在周转。,模糊确认,106,0,1,1,0,1,0
负担小多了。,模糊确认,106,0,1,1,0,1,0
该你歪,模糊确认,106,0,1,1,0,1,0
感谢,模糊确认,106,0,1,1,0,1,0
感谢啊,模糊确认,106,0,1,1,0,1,0
感谢你,模糊确认,106,0,1,1,0,1,0
给你添麻烦了,模糊确认,106,0,1,1,0,1,0
给我3天,模糊确认,106,0,1,1,0,1,0
给我半个月时间,模糊确认,106,0,1,1,0,1,0
给我点时间，我跟家里人凑点,模糊确认,106,0,1,1,0,1,0
给我点时间我去借钱,模糊确认,106,0,1,1,0,1,0
给我两个月吧,模糊确认,106,0,1,1,0,1,0
给我一个星期我想办法,模糊确认,106,0,1,1,0,1,0
给我一个月时间,模糊确认,106,0,1,1,0,1,0
根据自己能力，先处理,模糊确认,106,0,1,1,0,1,0
跟家人商量一下,模糊确认,106,0,1,1,0,1,0
跟老板预支看看,模糊确认,106,0,1,1,0,1,0
跟你家人借,模糊确认,106,0,1,1,0,1,0
跟我爸妈马上要钱,模糊确认,106,0,1,1,0,1,0
跟我朋友要钱了,模糊确认,106,0,1,1,0,1,0
跟着处理,模糊确认,106,0,1,1,0,1,0
跟着就还,模糊确认,106,0,1,1,0,1,0
工资马上到账,模糊确认,106,0,1,1,0,1,0
果断时间可以,模糊确认,106,0,1,1,0,1,0
过2天就还,模糊确认,106,0,1,1,0,1,0
过段时间,模糊确认,106,0,1,1,0,1,0
过段时间吧。钱没到。,模糊确认,106,0,1,1,0,1,0
过段时间处理,模糊确认,106,0,1,1,0,1,0
过段时间就还,模糊确认,106,0,1,1,0,1,0
过段时间在处理。,模糊确认,106,0,1,1,0,1,0
过几天就处理.,模糊确认,106,0,1,1,0,1,0
过几天就还,模糊确认,106,0,1,1,0,1,0
过几天就会,模糊确认,106,0,1,1,0,1,0
过年我才有钱,模糊确认,106,0,1,1,0,1,0
过一段时间,模糊确认,106,0,1,1,0,1,0
过一段时间还,模糊确认,106,0,1,1,0,1,0
过一段时间在处理,模糊确认,106,0,1,1,0,1,0
哈哈,模糊确认,106,0,1,1,0,1,0
哈哈哈,模糊确认,106,0,1,1,0,1,0
还,模糊确认,106,0,1,1,0,1,0
还吧,模糊确认,106,0,1,1,0,1,0
还倒是能还，不过要推迟几天，我手上有点棘手的事情要处理，处理完我就还,模糊确认,106,0,1,1,0,1,0
还得起,模糊确认,106,0,1,1,0,1,0
还的,模糊确认,106,0,1,1,0,1,0
还的了,模糊确认,106,0,1,1,0,1,0
还的起,模糊确认,106,0,1,1,0,1,0
还了就行了吧,模糊确认,106,0,1,1,0,1,0
还了就结清了,模糊确认,106,0,1,1,0,1,0
还了就没事了是吧,模糊确认,106,0,1,1,0,1,0
还钱,模糊确认,106,0,1,1,0,1,0
还钱还是可以耍哈,模糊确认,106,0,1,1,0,1,0
还是借钱,模糊确认,106,0,1,1,0,1,0
还要些时间,模糊确认,106,0,1,1,0,1,0
还要再等等,模糊确认,106,0,1,1,0,1,0
还有时间,模糊确认,106,0,1,1,0,1,0
还有这么多天，不急,模糊确认,106,0,1,1,0,1,0
行，到那天再说了,模糊确认,106,0,1,1,0,1,0
行，好的，我袍哥人家决不拉稀摆带,模糊确认,106,0,1,1,0,1,0
行，我会想办法的,模糊确认,106,0,1,1,0,1,0
行，我看看,模糊确认,106,0,1,1,0,1,0
行，我想想办法,模糊确认,106,0,1,1,0,1,0
行，我晓得这个事情了,模糊确认,106,0,1,1,0,1,0
行，我知道了，你等我联系你,模糊确认,106,0,1,1,0,1,0
行，晓得了,模糊确认,106,0,1,1,0,1,0
行，也行吧,模糊确认,106,0,1,1,0,1,0
行，知道,模糊确认,106,0,1,1,0,1,0
行，知道啦,模糊确认,106,0,1,1,0,1,0
行，知道了,模糊确认,106,0,1,1,0,1,0
行吧，想办法,模糊确认,106,0,1,1,0,1,0
行行行，忙完再说,模糊确认,106,0,1,1,0,1,0
行行行，我会还的，这样总可以了吧,模糊确认,106,0,1,1,0,1,0
行会尽快的,模糊确认,106,0,1,1,0,1,0
行了，我知道，我会还的,模糊确认,106,0,1,1,0,1,0
行嘛，继续,模糊确认,106,0,1,1,0,1,0
行嘛，那我去借点来先还到嘛,模糊确认,106,0,1,1,0,1,0
行我会想办法的,模糊确认,106,0,1,1,0,1,0
行我想办法借钱,模糊确认,106,0,1,1,0,1,0
好，我想想办法，正好最近性情好，办法总是容易想出来,模糊确认,106,0,1,1,0,1,0
好，我知道了,模糊确认,106,0,1,1,0,1,0
好，要得，晓得了,模糊确认,106,0,1,1,0,1,0
好，知道了,模糊确认,106,0,1,1,0,1,0
好吧，你能减免点金额就好了,模糊确认,106,1,1,1,1,1,0
好的，还有这么多天,模糊确认,106,0,1,1,0,1,0
好的，你给我两天时间我处理,模糊确认,106,0,1,1,0,1,0
好的，什么时候可以还,模糊确认,106,0,1,1,0,1,0
好的，我尽量,模糊确认,106,0,1,1,0,1,0
好的，我先去看看还一点,模糊确认,106,0,1,1,0,1,0
好的，我想办法,模糊确认,106,0,1,1,0,1,0
好的，我想想,模糊确认,106,0,1,1,0,1,0
好的，我一定注意时间,模糊确认,106,0,1,1,0,1,0
好的，我再想想,模糊确认,106,0,1,1,0,1,0
好的，我正在筹款，尽快还,模糊确认,106,0,1,1,0,1,0
好的，我知道了,模糊确认,106,0,1,1,0,1,0
好的，我知道了！,模糊确认,106,0,1,1,0,1,0
好的，知道了,模糊确认,106,0,1,1,0,1,0
好的可以了吧,模糊确认,106,0,1,1,0,1,0
好的明白了,模糊确认,106,0,1,1,0,1,0
好的我知道了,模糊确认,106,0,1,1,0,1,0
好的谢谢提醒,模糊确认,106,0,1,1,0,1,0
好好，我听到起在,模糊确认,106,0,1,1,0,1,0
好好，我知道了,模糊确认,106,0,1,1,0,1,0
好了,模糊确认,106,0,1,1,0,1,0
好了，好了,模糊确认,106,0,1,1,0,1,0
好了，后面我想办法,模糊确认,106,0,1,1,0,1,0
好了，我知道了,模糊确认,106,0,1,1,0,1,0
好了好了,模糊确认,106,0,1,1,0,1,0
好了没有,模糊确认,106,0,1,1,0,1,0
好嘞，尽快处理吧,模糊确认,106,0,1,1,0,1,0
好嘞，我会尽快的,模糊确认,106,0,1,1,0,1,0
好嘞，我会尽快的，你就别管了,模糊确认,106,0,1,1,0,1,0
好嘞，我会尽快还的,模糊确认,106,0,1,1,0,1,0
好嘛，到时再说,模糊确认,106,0,1,1,0,1,0
好嘛，我知道了,模糊确认,106,0,1,1,0,1,0
好嘛好嘛，看你天天打，我就先还到点嘛,模糊确认,106,0,1,1,0,1,0
好说,模糊确认,106,0,1,1,0,1,0
好像能,模糊确认,106,0,1,1,0,1,0
好像能把,模糊确认,106,0,1,1,0,1,0
好样的,模糊确认,106,0,1,1,0,1,0
和家里商量一下,模糊确认,106,0,1,1,0,1,0
和家人商量一下,模糊确认,106,0,1,1,0,1,0
和朋友周转到就处理,模糊确认,106,0,1,1,0,1,0
嘿嘿,模糊确认,106,0,1,1,0,1,0
很感谢,模糊确认,106,0,1,1,0,1,0
很好,模糊确认,106,0,1,1,0,1,0
后天,模糊确认,106,0,1,1,0,1,0
后天处理一部分,模糊确认,106,0,1,1,0,1,0
换一部分,模糊确认,106,0,1,1,0,1,0
回家凑点给你,模糊确认,106,0,1,1,0,1,0
回来就还,模糊确认,106,0,1,1,0,1,0
回头我算算再说,模糊确认,106,0,1,1,0,1,0
会处理,模糊确认,106,0,1,1,0,1,0
会处理的,模糊确认,106,0,1,1,0,1,0
会还,模糊确认,106,0,1,1,0,1,0
会还，又跑不了,模糊确认,106,0,1,1,0,1,0
会还的,模糊确认,106,0,1,1,0,1,0
会还的，别催,模糊确认,106,0,1,1,0,1,0
会还的，有完没完,模糊确认,106,0,1,1,0,1,0
几天之内可以处理,模糊确认,106,0,1,1,0,1,0
家里车房子正在拍卖,模糊确认,106,0,1,1,0,1,0
家里回来就还,模糊确认,106,0,1,1,0,1,0
家里困难肯定会还的,模糊确认,106,0,1,1,0,1,0
家里人可以还吧,模糊确认,106,0,1,1,0,1,0
家人不知道帮不帮我,模糊确认,106,0,1,1,0,1,0
家人处理,模糊确认,106,0,1,1,0,1,0
家人在帮忙筹钱，就这几天,模糊确认,106,0,1,1,0,1,0
家人在帮忙周转，不确定时间,模糊确认,106,0,1,1,0,1,0
家人正在帮忙筹钱,模糊确认,106,0,1,1,0,1,0
借到钱了,模糊确认,106,0,1,1,0,1,0
借借看吧,模糊确认,106,0,1,1,0,1,0
借借看吧+,模糊确认,106,0,1,1,0,1,0
借钱,模糊确认,106,0,1,1,0,1,0
借一下吧,模糊确认,106,0,1,1,0,1,0
今天必须处理一部分,模糊确认,106,0,1,1,0,1,0
今天多少处理一点,模糊确认,106,0,1,1,0,1,0
今天多少都要处理一点。,模糊确认,106,0,1,1,0,1,0
今天工程款可能下来,模糊确认,106,0,1,1,0,1,0
今天可以处理1000剩下的下个月处理,模糊确认,106,0,1,1,0,1,0
今天我再找人想想办法,模糊确认,106,0,1,1,0,1,0
今天下午,模糊确认,106,0,1,1,0,1,0
今天下午能处理掉吧,模糊确认,106,0,1,1,0,1,0
今天一分不处理的，是不可能的。,模糊确认,106,0,1,1,0,1,0
今天一概能处理部分吧,模糊确认,106,0,1,1,0,1,0
尽快,模糊确认,106,0,1,1,0,1,0
尽量,模糊确认,106,0,1,1,0,1,0
尽量吧,模糊确认,106,0,1,1,0,1,0
尽量快点,模糊确认,106,0,1,1,0,1,0
尽量全部处理的,模糊确认,106,0,1,1,0,1,0
尽我最大努力,模糊确认,106,0,1,1,0,1,0
就这样吧,模糊确认,106,0,1,1,0,1,0
具体我要等答复,模糊确认,106,0,1,1,0,1,0
卡号先发给你,模糊确认,106,0,1,1,0,1,0
卡里有一点,模糊确认,106,0,1,1,0,1,0
可能,模糊确认,106,0,1,1,0,1,0
可能吧,模糊确认,106,0,1,1,0,1,0
可以，尽量想办法,模糊确认,106,0,1,1,0,1,0
可以，我凑,模糊确认,106,0,1,1,0,1,0
可以，我过段时间处理,模糊确认,106,0,1,1,0,1,0
可以，我会行办法的,模糊确认,106,0,1,1,0,1,0
可以，我马上去借钱,模糊确认,106,0,1,1,0,1,0
可以吧,模糊确认,106,0,1,1,0,1,0
可以过段时间在还吗？,模糊确认,106,0,1,1,0,0,0
可以可以，我现在就去借钱,模糊确认,106,0,1,1,0,1,0
可以吗,模糊确认,106,0,1,1,0,1,1
可以是可以，但我需要时间,模糊确认,106,0,1,1,0,1,0
可以问朋友借,模糊确认,106,0,1,1,0,1,0
可以问朋友借,模糊确认,106,0,1,1,0,0,0
可以先还部分,模糊确认,106,0,1,1,0,0,0
可以呀，还一点是一点,模糊确认,106,1,1,1,0,1,1
老板家里出了事情，等老板来了钱拿到立马处理,模糊确认,106,0,1,1,0,0,0
老板钱没拿到，不确定什么发工资,模糊确认,106,0,1,1,0,0,0
老板拖欠工资，说下个月一起发,模糊确认,106,0,1,1,0,0,0
老公回来说他还的，我问问,模糊确认,106,0,1,1,0,0,0
了解,模糊确认,106,0,1,1,0,1,0
了解清楚了,模糊确认,106,0,1,1,0,1,0
立即,模糊确认,106,0,1,1,0,0,0
立刻,模糊确认,106,0,1,1,0,0,0
立刻，立刻。,模糊确认,106,0,1,1,0,0,0
立刻找人弄。,模糊确认,106,0,1,1,0,0,0
两天能处理掉吧,模糊确认,106,0,1,1,0,0,0
麻烦了,模糊确认,106,0,1,1,0,1,0
麻烦你,模糊确认,106,0,1,1,0,1,0
麻烦你了,模糊确认,106,0,1,1,0,1,0
麦子卖了先还,模糊确认,106,0,1,1,0,0,0
满意,模糊确认,106,0,1,1,0,1,1
慢慢还,模糊确认,106,0,1,1,0,0,0
慢慢还可以吧,模糊确认,106,0,1,1,0,0,0
忙完处理,模糊确认,106,0,1,1,0,0,0
没得多么大问题,模糊确认,106,0,1,1,0,0,0
没减好多，我再看看嘛,模糊确认,106,0,1,1,0,1,1
没事，你放心吧,模糊确认,106,0,1,1,0,0,0
没说不还,模糊确认,106,0,1,1,0,0,0
没问题，今天就能先处理一部分,模糊确认,106,0,1,1,0,1,0
没问题吧,模糊确认,106,0,1,1,0,1,0
没有这么多钱，我在想想办法,模糊确认,106,0,1,1,0,0,0
明白,模糊确认,106,0,1,1,0,1,0
明白了,模糊确认,106,0,1,1,0,1,0
明天,模糊确认,106,0,1,1,0,0,0
明天吧，看着处理掉。,模糊确认,106,0,1,1,0,0,0
明天处理一点,模糊确认,106,0,1,1,0,0,0
明天就先处理一部分,模糊确认,106,0,1,1,0,0,0
明天看看有没有钱,模糊确认,106,0,1,1,0,0,0
明天可以还是啊吧,模糊确认,106,0,1,1,0,0,0
明天朋友就换我钱了,模糊确认,106,0,1,1,0,0,0
明天上午能处理掉吧,模糊确认,106,0,1,1,0,0,0
明天我就有钱了,模糊确认,106,0,1,1,0,0,0
明天下午5点前,模糊确认,106,0,1,1,0,0,0
明天想办法还点,模糊确认,106,0,1,1,0,0,0
明天再说吧,模糊确认,106,0,1,1,0,0,0
明天找朋友借借看,模糊确认,106,0,1,1,0,0,0
明天找朋友借下,模糊确认,106,0,1,1,0,0,0
目前只有5000,模糊确认,106,0,1,1,0,0,0
那敢情好，没意思,模糊确认,106,0,1,1,0,1,0
那敢情好唉,模糊确认,106,0,1,1,0,1,0
那敢情好嗯,模糊确认,106,0,1,1,0,1,0
那敢情好哈哈哈,模糊确认,106,0,1,1,0,1,0
那敢情好了,模糊确认,106,0,1,1,0,1,0
那感情好,模糊确认,106,0,1,1,0,1,0
那就好,模糊确认,106,0,1,1,0,1,0
那你好好帮帮我,模糊确认,106,0,1,1,0,1,0
那是处理（时）,模糊确认,106,0,1,1,0,1,0
那天不一定发工资,模糊确认,106,0,1,1,0,1,0
那我办卡还,模糊确认,106,0,1,1,0,1,0
那我凑下钱,模糊确认,106,0,1,1,0,1,0
那我等下让朋友帮我处理,模糊确认,106,0,1,1,0,1,0
那我尽量吧,模糊确认,106,0,1,1,0,1,0
那我明天就先还部分,模糊确认,106,0,1,1,0,1,0
那我问朋友借借看,模糊确认,106,0,1,1,0,1,0
那我先凑,模糊确认,106,0,1,1,0,1,0
那我先还一点,模糊确认,106,0,1,1,0,1,0
那我先换一部分吧,模糊确认,106,0,1,1,0,1,0
那我月底发工资处理部分,模糊确认,106,0,1,1,0,1,0
那谢谢你,模糊确认,106,0,1,1,0,1,0
那再好不过了,模糊确认,106,0,1,1,0,1,0
能筹到钱吧,模糊确认,106,0,1,1,0,1,0
能多给几天吗，我月底才发工资,模糊确认,106,0,1,1,0,0,0
你把我名额留着,模糊确认,106,0,1,1,0,1,1
你把信息发我手机上,模糊确认,106,0,1,1,0,0,0
你别催了我知道了,模糊确认,106,0,1,1,0,0,0
你不是已经说过了吗肯定会还的,模糊确认,106,0,1,1,0,0,0
你得等我先借点啊,模糊确认,106,0,1,1,0,0,0
你等会我看一下啊！,模糊确认,106,0,1,1,0,0,0
你等我跟家里商量一下吧,模糊确认,106,0,1,1,0,0,0
你等我考虑一下吧,模糊确认,106,0,1,1,0,0,0
你等我想想再回复你,模糊确认,106,0,1,1,0,0,0
你等下,模糊确认,106,0,0,0,0,0,0
你等着看好了,模糊确认,106,0,1,1,0,0,0
你放心,模糊确认,106,0,1,1,0,0,0
你放心说还就还,模糊确认,106,0,1,1,0,0,0
你们公司不错,模糊确认,106,0,1,1,0,1,1
你们这个政策不错,模糊确认,106,0,1,1,0,1,1
你是我的恩人啊,模糊确认,106,0,1,1,0,1,1
你说的我可以处理,模糊确认,106,0,1,1,0,1,0
你怎么不早说,模糊确认,106,0,1,1,0,0,0
你怎么不早说？,模糊确认,106,0,1,1,0,0,0
你怎么才打电话，一直联系不上你们,模糊确认,106,0,1,1,0,0,0
你真棒,模糊确认,106,0,1,1,0,1,0
你真好,模糊确认,106,0,1,1,0,1,0
你真是一个好人,模糊确认,106,0,1,1,0,1,0
噢,模糊确认,106,0,1,1,0,1,0
哦,模糊确认,106,0,1,1,0,1,0
哦，明白,模糊确认,106,0,1,1,0,1,0
哦，明白了,模糊确认,106,0,1,1,0,1,0
哦，收到,模糊确认,106,0,1,1,0,1,0
哦，忘记了这两天处理吧,模糊确认,106,1,1,1,1,0,1
哦，晓得了,模糊确认,106,0,1,1,0,1,0
哦，知道,模糊确认,106,0,1,1,0,1,0
哦，知道了,模糊确认,106,0,1,1,0,1,0
哦哦,模糊确认,106,0,1,1,0,1,0
哦哦哦,模糊确认,106,0,1,1,0,1,0
哦知道了,模糊确认,106,0,1,1,0,1,0
朋友还没给答复,模糊确认,106,0,1,1,0,0,0
朋友还没给的答复,模糊确认,106,0,1,1,0,0,0
朋友还没有答复,模糊确认,106,0,1,1,0,0,0
朋友钱已过来了,模糊确认,106,0,1,1,0,0,0
朋友说帮我凑点的,模糊确认,106,0,1,1,0,0,0
朋友说转我后,模糊确认,106,0,1,1,0,0,0
朋友转的还没到,模糊确认,106,0,1,1,0,0,0
朋友转了去存,模糊确认,106,0,1,1,0,0,0
朋友转账给我,模糊确认,106,0,1,1,0,0,0
漂亮,模糊确认,106,0,1,1,0,1,1
钱不一定能凑齐,模糊确认,106,0,1,1,0,1,0
钱刚提现需要时间,模糊确认,106,0,1,1,0,0,0
钱够了马上还,模糊确认,106,0,1,1,0,0,0
钱马上存,模糊确认,106,0,1,1,0,0,0
钱马上到账了，你急什么！,模糊确认,106,0,1,1,0,0,0
钱拿到就去存,模糊确认,106,0,1,1,0,0,0
钱已经要来了,模糊确认,106,0,1,1,0,0,0
钱已经在卡里了。,模糊确认,106,0,1,1,0,0,0
钱以到位,模糊确认,106,0,1,1,0,0,0
清楚,模糊确认,106,0,1,1,0,1,0
去凑钱,模糊确认,106,0,1,1,0,0,0
去存钱,模糊确认,106,0,1,1,0,0,0
去存钱了,模糊确认,106,0,1,1,0,0,0
去贷点款处理,模糊确认,106,0,1,1,0,0,0
去到银行存钱,模糊确认,106,0,1,1,0,0,0
去借钱,模糊确认,106,0,1,1,0,0,0
去借下,模糊确认,106,0,1,1,0,0,0
去那家银行啊,模糊确认,106,0,1,1,0,0,0
去银行路上,模糊确认,106,0,1,1,0,0,0
去银行路上了,模糊确认,106,0,1,1,0,0,0
让家里人去还,模糊确认,106,0,1,1,0,0,0
让朋友处理,模糊确认,106,0,1,1,0,0,0
让朋友还,模糊确认,106,0,1,1,0,0,0
让我想想办法不一定能还,模糊确认,106,0,1,1,0,0,0
三天,模糊确认,106,0,1,1,0,0,0
上班挣钱还,模糊确认,106,0,1,1,0,0,0
稍等后,模糊确认,106,0,0,0,0,0,0
十五号,模糊确认,106,0,1,1,0,0,0
十五号发工资,模糊确认,106,0,1,1,0,0,0
时间够了,模糊确认,106,0,1,1,0,1,0
试试吧,模糊确认,106,0,1,1,0,1,0
是的,模糊确认,106,1,0,0,1,1,1
是的吧,模糊确认,106,1,0,0,1,1,1
收到,模糊确认,106,0,1,1,0,1,0
收到了,模糊确认,106,0,1,1,0,1,0
数额太大，考虑考虑,模糊确认,106,0,1,1,0,0,0
