label,old_label,classifier,split_text
1,1,IDClassifier,不是 什么 事
0,0,IDClassifier,是 啊 怎么 了
1,1,IDClassifier,恩 不是 本人 本人 在 忙
1,1,IDClassifier,此人 已死   有事 烧纸 ！
1,1,IDClassifier,手机号 刚办 的
1,1,IDClassifier,俺 不 知道
0,0,IDClassifier,你好   是 我
1,1,IDClassifier,他 很久没 有 回家 了
1,1,IDClassifier,不是 得 。
1,1,IDClassifier,我 是 他 房东   他 不 在 了
1,1,IDClassifier,这 是 我 刚办 的 卡
1,1,IDClassifier,你 打电话 打 傻 了 吧 都 说 了 几百遍 了 我 不是
1,1,IDClassifier,你 找 错 人 了 阿
0,0,IDClassifier,我 在 忙   有事 快 说
1,1,IDClassifier,不是   我 是 他 朋友
1,1,IDClassifier,你 自己 去 找
0,0,IDClassifier,对   是 我 阿
0,0,IDClassifier,噢 您好
0,0,IDClassifier,我 好像 不 认识 你
1,1,IDClassifier,这 不是 他 的 号码 。
0,0,IDClassifier,对 呀   是 我
0,0,IDClassifier,就是 我
1,1,IDClassifier,不是   不是   不要 再 打 过来 了 啊
1,1,IDClassifier,可不可以 看清楚 号码 再 打
0,0,IDClassifier,我 是   怎么 了
1,1,IDClassifier,几年 都 没 听到 他 的 消息 了
0,0,IDClassifier,没错 是 我
1,1,IDClassifier,不要 再乱 打电话
1,1,IDClassifier,你 是不是 打错 了 哦
0,0,IDClassifier,是 的   有事吗
1,1,IDClassifier,他 现在 在 监狱
0,0,IDClassifier,对 是 我
1,1,IDClassifier,我 是 她 爸爸
1,1,IDClassifier,你 打错 电话 了 我 不是
1,1,IDClassifier,不 认识 他
1,1,IDClassifier,他 在 住院
0,0,IDClassifier,是 的 嗯
1,1,IDClassifier,他 回家 了
1,1,IDClassifier,不是 的 啊
1,1,IDClassifier,我 不是 呀
0,0,IDClassifier,是 我   我 没 贷款 啊
0,0,IDClassifier,是 我   干嘛
1,1,IDClassifier,是 你 妹
1,1,IDClassifier,手机号码 刚刚 办 的
0,0,IDClassifier,是   你 是 谁
0,0,IDClassifier,喂   啊   我 是   什么 事
0,0,IDClassifier,哪个 找 我 ？
1,1,IDClassifier,他 是 哪个 哦
1,1,IDClassifier,有 什么 事情   他 不 在   晓得 他 最近 在 干 啥子 哦   几天 都 没 看到 人 了
1,1,IDClassifier,他 没 在 这里
1,1,IDClassifier,我 不是 她
0,0,IDClassifier,是 噢 您好
1,1,IDClassifier,没有 这个 人 啊
1,1,IDClassifier,号码 我 刚办 的
1,1,IDClassifier,他 出去 了
1,1,IDClassifier,我 不是 你 是 哪位
1,1,IDClassifier,不是 俺
1,1,IDClassifier,为什么 打 我家 人 电话
1,1,IDClassifier,手机 刚 捡 的
1,1,IDClassifier,不 认识   不要 再 打 过来 了 啊
1,1,IDClassifier,认错 人 了
1,1,IDClassifier,他 是 俺 爹
1,1,IDClassifier,不是   刚换 的 号码
1,1,IDClassifier,不是 呀
1,1,IDClassifier,他人 不 在
1,1,IDClassifier,哎呀   你 说 的 什么   我 不是
0,0,IDClassifier,是 我   你 是 谁 ？
1,1,IDClassifier,她 是 俺 娘
0,0,IDClassifier,嗯   是 我 。 有 什么 事 ？
0,0,IDClassifier,对 什么 事
1,1,IDClassifier,不是   你 打错 了
0,0,IDClassifier,我 是 嗯 呢
0,0,IDClassifier,我 是 啊   有事吗
1,1,IDClassifier,这人 是 干什么 的
1,1,IDClassifier,我 刚办 的 号码
0,0,IDClassifier,是 的 啊
1,1,IDClassifier,手机 转接 的
1,1,IDClassifier,我 是 广东 人 他 是 哪里 啊
0,0,IDClassifier,是 我
0,0,IDClassifier,是 俺
1,1,IDClassifier,你 确定 没 打错 ？
1,1,IDClassifier,人 没 在
0,0,IDClassifier,嗯 嗯 我 不 认识 你 呀 找 我 有事 么
1,1,IDClassifier,我 是 他 哥 他 的 手机 送给 我 了
1,1,IDClassifier,不好意思 你 打错 了 我 不是 。
1,1,IDClassifier,你 找 张 三打 我 电话 干嘛
0,0,IDClassifier,啊 找 我 什么 事
1,1,IDClassifier,我 姓张
0,0,IDClassifier,对 的 对 的
1,1,IDClassifier,他 在 开 飞机
1,1,IDClassifier,他 上课 去 了
0,0,IDClassifier,嗯   你 是 哪位
1,1,IDClassifier,你 打错 了 吧 ？
1,1,IDClassifier,你 这个 电话 打错 了
1,1,IDClassifier,no
1,1,IDClassifier,没有 联系
1,1,IDClassifier,不是 换 号 了
1,1,IDClassifier,你 打错 了   不 知道
1,1,IDClassifier,哈哈哈   不是
1,1,IDClassifier,跟 你 说 了 多少 遍 了   我 不是   你 怎么 还要 打来 啊
0,0,IDClassifier,是 的 。
1,1,IDClassifier,我 不是 啊
1,1,IDClassifier,不   不是
1,1,IDClassifier,刚换 的 号码
1,1,IDClassifier,别人 给 的 号码
0,0,IDClassifier,我 在 外地
1,1,IDClassifier,我 不是 她 本人 啊
1,1,IDClassifier,我 不是 他
1,1,IDClassifier,你 找 错 人 了
1,1,IDClassifier,我 不 知道 你 说 的 是 谁
0,0,IDClassifier,是 我 挂机
0,1,IDClassifier,这 是 我 的 电话
1,1,IDClassifier,我 是 他 朋友   手机号 给 我 用 了
1,1,IDClassifier,张三是 谁 我 不 知道
1,1,IDClassifier,他 去取 快递 了
1,1,IDClassifier,张三是 谁 啊
0,0,IDClassifier,是 我   你 一直 打电话 骚扰 我 干嘛 啊
1,1,IDClassifier,你 怎么 不去 问 他 认 不 认识 我 啊 ？
1,1,IDClassifier,我 不是   打错 了
1,1,IDClassifier,你 谁 啊   错 了
0,0,IDClassifier,是 啊 干嘛
1,1,IDClassifier,不 了解
0,0,IDClassifier,我 是 有 什么 事
0,0,IDClassifier,嗯   我 是  
1,1,IDClassifier,见到 我 和 他 jiang
0,0,IDClassifier,谁 找 我 ？
0,0,IDClassifier,对 哟
1,1,IDClassifier,他 出去 买 东西 了
0,0,IDClassifier,是 的 怎么 了
0,0,IDClassifier,对头   是 我   你 找 我 有 什么 事
1,1,IDClassifier,你 哪个 ？ 不要 乱打 嗯
0,0,IDClassifier,嗯 嗯   我 是 啊
1,1,IDClassifier,以前 同事
1,1,IDClassifier,认不得 。
1,1,IDClassifier,您 打错 了 哦
0,0,IDClassifier,对   我 是
1,1,IDClassifier,他 出去 了 。
0,0,IDClassifier,是 的   你 是 ？
1,1,IDClassifier,哦   我 不是   他 已经 去 另 一个 世界 了   你 如果 找 他 就 去 吧
0,0,IDClassifier,是 我   你 是 催收 的 吧
1,1,IDClassifier,刚买 的 手机号
1,1,IDClassifier,我 是 他 表哥
1,1,IDClassifier,你们 找 她 有 什么 事 么 他 现在 不 在
0,0,IDClassifier,对头   是 我 哈   有 什么 事情
1,1,IDClassifier,不是   我 是 他 家人
1,1,IDClassifier,他 刚出去 了
0,0,IDClassifier,我 是 的 但是 现在 没有 钱 还 再 宽限 几天 吧
1,1,IDClassifier,我 应该 认识 他 吗
0,0,IDClassifier,嗯 嗯 什么 事
1,1,IDClassifier,刚买 的 号码
0,0,IDClassifier,是 我 嗯
1,1,IDClassifier,看清楚 再 打 嘛 吧
1,1,IDClassifier,我 是 他 爷爷
1,1,IDClassifier,你 哪个 ？ 不要 乱打 啦
0,0,IDClassifier,啊 对
0,0,IDClassifier,我   是 的
1,1,IDClassifier,不是 得   找 他 有 爪子 事
1,1,IDClassifier,这号 是 我 捡 的
1,1,IDClassifier,没 在
1,1,IDClassifier,他 是 俺 哥
1,1,IDClassifier,不 知道 他 在 哪儿
1,1,IDClassifier,不是 不是 不是
1,1,IDClassifier,捡 的 号码
0,0,IDClassifier,对 啊   有事 赶紧 说
0,0,IDClassifier,找 我 干什么
1,1,IDClassifier,错号   不 认识 。
0,0,IDClassifier,你好 我 就是 你 是 谁
1,1,IDClassifier,我 刚换 的 号码   不 认识 的
1,1,IDClassifier,发错 了
0,0,IDClassifier,对   你 哪位 ？
1,1,IDClassifier,这 是 我 刚 办理 的 号码 。
1,1,IDClassifier,我 是 他 爹
0,0,IDClassifier,对   啥子 事
1,1,IDClassifier,你 找 错人
1,1,IDClassifier,张三
0,0,IDClassifier,你好 是 我
1,1,IDClassifier,你 是 谁 打错 电话 了
0,0,IDClassifier,嗯 嗯
1,1,IDClassifier,搞错 了 吧   没 这个 人 。
1,1,IDClassifier,我 捡 的 号
1,1,IDClassifier,你 还是 找 本人 吧
0,0,IDClassifier,嗯 你好
0,0,IDClassifier,对   是 我   找 我 有 什么 事 吗
1,1,IDClassifier,我 不是 XX 你 找 错 人 了
0,0,IDClassifier,嗯 是 的 呀
0,0,IDClassifier,对 我 是
1,1,IDClassifier,我 不是   你 打错 了
0,0,IDClassifier,是 我 TIMESERIES 怎么 了
0,0,IDClassifier,找 帅哥 干嘛
0,0,IDClassifier,是   找 我 干嘛
1,1,IDClassifier,你 是不是 打错 了
1,1,IDClassifier,我 联系 不上 他
1,1,IDClassifier,你 是 找 某某 得 吧 ！
0,0,IDClassifier,嗯   你 哪里 ？
0,0,IDClassifier,嗯 嗯   就是 我 哦
1,1,IDClassifier,不 晓得 你 说 的 哪个
1,1,IDClassifier,不好意思   打错 了
0,0,IDClassifier,是 我   什么 事 ？ 现在 困难   等 稍微 好点 再说
0,0,IDClassifier,对 我 认识 你 么
0,0,IDClassifier,是 的   钱 还 了 干嘛 还给 我 打
1,1,IDClassifier,俺 不 认识
1,1,IDClassifier,没 听 过 这个 人
1,1,IDClassifier,不好意思  
1,1,IDClassifier,我 刚办 的 卡
1,1,IDClassifier,我 不是 你 找 谁
1,1,IDClassifier,你 是 谁   我 不 认识 他 。
1,1,IDClassifier,言 他 去世 了
1,1,IDClassifier,我 不是 你 打错 电话 了
1,1,IDClassifier,我 不 认识   号码 刚换 的 号码
0,0,IDClassifier,嗯   我 是 没意思
1,1,IDClassifier,他 的 事 你 直接 去 找 他   别找我
0,0,IDClassifier,嗯   是 的   就是 我   有 什么 事 么 ？
1,1,IDClassifier,他 还有 事
0,0,IDClassifier,找 我 有 什么 事情
1,1,IDClassifier,打错 了 吧 你
1,1,IDClassifier,好久没 联系 了
1,1,IDClassifier,他 是 谁 啊
0,0,IDClassifier,是 的 您 哪位
1,1,IDClassifier,说 了 不是
1,1,IDClassifier,这个 人 不是 我
0,0,IDClassifier,嗯
1,1,IDClassifier,你 有 病 吧 我 跟 你 说 过 很 多次 了 我 不是 他
1,1,IDClassifier,他 去世 了
1,1,IDClassifier,我 是 他 同事 他 出去 了
0,0,IDClassifier,嗯   你 猜 对 了
1,1,IDClassifier,我 是 她 的 朋友
1,1,IDClassifier,不 认识   这 号码 我 都 用 了 几年 了
0,0,IDClassifier,是 的 呀
1,1,IDClassifier,号码 刚换 的
0,0,IDClassifier,是 我   别 天天 打电话 烦不烦   再 打 报警 了 。 挂机
1,1,IDClassifier,他 去 外地 了   他 不用 了
1,1,IDClassifier,你 认识 你 自己 找
1,1,IDClassifier,你 哪个 ？ 不要 乱打 哈哈哈
1,1,IDClassifier,不管 我 的 事
0,0,IDClassifier,就是
1,1,IDClassifier,张三 谁 啊
1,1,IDClassifier,我 不是 打错 了   挂
1,1,IDClassifier,不要 再 打电话 过来 了 我 不是
1,1,IDClassifier,对不起 我 不是
0,0,IDClassifier,恩恩
0,0,IDClassifier,对 对 对
0,0,IDClassifier,是 的   啥事
0,0,IDClassifier,嗯 我 是 你 是 哪位
1,1,IDClassifier,我 是 他 朋友   他 出去 了 。
1,1,IDClassifier,不是   这是 刚换 的 号码
1,1,IDClassifier,我 是 他 妹妹
0,0,IDClassifier,嗯   我 是
0,0,IDClassifier,是   你 谁
1,1,IDClassifier,他 已经 不 在 这边 了 。
1,1,IDClassifier,我刚 办理 的 新 号码 才 几天
1,1,IDClassifier,打 我 多少 遍 电话 了 不 认识
1,1,IDClassifier,刚换 的 号码 ！
1,1,IDClassifier,你 找 他 打 我 电话 做 什么
1,1,IDClassifier,他 是 俺 弟
1,1,IDClassifier,你 才 是 王二狗
1,1,IDClassifier,你 打错 了 呢
0,0,IDClassifier,我 就是
1,1,IDClassifier,这个 号码 是 我 自己 刚买 的
1,1,IDClassifier,不会 是 你 搞错 了 哇
1,1,IDClassifier,我 是 他 同事
1,1,IDClassifier,你 打错 了   没意思
1,1,IDClassifier,这 是 我 号码 看清楚 在 打
1,1,IDClassifier,我 刚换 的 号码
0,0,IDClassifier,嗯 我 是 。 有 什么 事 ？
1,1,IDClassifier,捡 到 的 手机
1,1,IDClassifier,他 出事 了 在 医院
0,0,IDClassifier,哦 对
0,0,IDClassifier,啊 对 的 是 我
1,1,IDClassifier,他 在 拉 粑 粑
0,0,IDClassifier,嗯 嗯 你们 要 干嘛
1,1,IDClassifier,我 不是
0,0,IDClassifier,啊 你好
1,1,IDClassifier,都 说 了 不是 不是
1,1,IDClassifier,挂 了
0,0,IDClassifier,有事 快点   我 正忙 呢
1,1,IDClassifier,你 打错 了 吧
0,0,IDClassifier,是 我   有 什么 事情 吗
1,1,IDClassifier,不好意思   你 打错 电话 了  
1,1,IDClassifier,找 他 有事 么
1,1,IDClassifier,不 懂 不 认识
0,0,IDClassifier,啊 啊 我 是
0,0,IDClassifier,啊 你 找 我 要 做 什么 我们 似乎 不 认识
1,1,IDClassifier,我 说 过 很 多次 了 我 不是
1,1,IDClassifier,我 不是 的
0,0,IDClassifier,嗯 嗯 什么 事 呀 你 是 谁
0,0,IDClassifier,是 我 啊 。 咋 地 啦
1,1,IDClassifier,你 哪个 ？ 不要 乱打 阿
1,1,IDClassifier,我 是 她 家人
1,1,IDClassifier,你 自己 联系 他
1,1,IDClassifier,他 说 不 还   你们 自己 联系
1,1,IDClassifier,我 是 他 朋友 。
1,1,IDClassifier,我 不 认识 不要 再 打电话 了 。 再 打 我 报警 了 。
1,1,IDClassifier,手机号码 刚办 的
1,1,IDClassifier,他 电话号码 给 我 了
1,1,IDClassifier,我 还是 张 大大 呢
1,1,IDClassifier,不是 的
1,1,IDClassifier,我 认识 他
0,0,IDClassifier,嗯 嗯 嗯
1,1,IDClassifier,看清楚 再 打 嘛 哈
1,1,IDClassifier,不是   刚办 的 卡
1,1,IDClassifier,我 是 他 弟弟
0,0,IDClassifier,你 是 谁 找 我 干嘛
1,1,IDClassifier,你 自己 去 找 他
1,1,IDClassifier,我 真的 不是 本人
1,1,IDClassifier,我 是 他 的 领导
0,0,IDClassifier,找 我 干嘛
1,1,IDClassifier,我 不是 ！
0,0,IDClassifier,对   是 我
1,1,IDClassifier,他 还 没有 回来
1,1,IDClassifier,别烦 我 我 不是
1,1,IDClassifier,她 是 俺姐
1,1,IDClassifier,他 是 我 老公
0,1,IDClassifier,你 找 我 没用 啊
0,0,IDClassifier,嗯   是 呀
1,1,IDClassifier,号码 新换 的
1,1,IDClassifier,打错 了
0,0,IDClassifier,对 你 怎么 有 我 联系方式
0,0,IDClassifier,恩   对
1,1,IDClassifier,你 找 他 干嘛 ？
1,1,IDClassifier,我 说 了 很 多次 我 不是 了
0,0,IDClassifier,对 的 你好
0,0,IDClassifier,啊 对 对 对 唉 你好
0,0,IDClassifier,嗯 找 我 什么 事
1,1,IDClassifier,你 去 找 他 呀
1,1,IDClassifier,他 是 我哥
1,1,IDClassifier,非常 十分 的 不好意思   他 现在 在 国外 休假
0,0,IDClassifier,是 的 有 什么 事
1,1,IDClassifier,我 不是 哈   你 打错 了   没意思
1,1,IDClassifier,你 个 骗子 都 说 了 我 不是
1,1,IDClassifier,我 是 他 同学
1,1,IDClassifier,号码 打错 了 ！
1,1,IDClassifier,不是   你 找 错 人 了
1,1,IDClassifier,说 了 不是   要说 多少 遍
0,0,IDClassifier,唉 是 的 是 的
0,0,IDClassifier,对 的 我 是
1,1,IDClassifier,打错 了   别打我 电话
1,1,IDClassifier,搞错 了
0,0,IDClassifier,对
1,1,IDClassifier,不是 你 是 谁
1,1,IDClassifier,刚 办理 的 号码
0,0,IDClassifier,嗯 嗯 我 是 的 有事 么
1,1,IDClassifier,不要 再 来 打扰 我 了 都 说 了 我 不是
1,1,IDClassifier,我 是 她 朋友   他 手机 丢 我 这 了
1,1,IDClassifier,他 出去 旅游 了   不 晓得 去 哪儿 了
0,0,IDClassifier,知道 你 是 来 催 钱 的 老子 没 钱
1,1,IDClassifier,号码 刚 办理 的
1,1,IDClassifier,找 他 什么 事 他 手机 在 我 这 ！
0,0,IDClassifier,恩恩   有 什么 事情 吗
1,1,IDClassifier,你们 是不是 打 错 电话 了
0,0,IDClassifier,啊   是 的
0,0,IDClassifier,哎 哎
0,0,IDClassifier,干嘛 ？ 有 什么 事说   我 很 忙 。
0,0,IDClassifier,是 的 嘛
0,0,IDClassifier,嗯   就是 我   有 什么 事 么 ？
1,1,IDClassifier,你 是不是 打 错 电话 了
1,1,IDClassifier,他 死 了
1,1,IDClassifier,不是   打错 了
0,0,IDClassifier,我 是 的 。
1,1,IDClassifier,你 错 了
1,1,IDClassifier,认 不到 。
0,0,IDClassifier,对 但 我 不 认识 你 呀
1,1,IDClassifier,我 是 他 姐姐
0,0,IDClassifier,对 的
0,0,IDClassifier,啊 啊 是 我
0,0,IDClassifier,就是 辣妹 我
1,1,IDClassifier,不关 我 的 事
1,1,IDClassifier,我 不 认识 他
0,0,IDClassifier,找 我 什么 事情
0,0,IDClassifier,找 我 干嘛 ？
1,1,IDClassifier,没有 在
0,0,IDClassifier,就是 我   你 找 对 人 了
1,1,IDClassifier,我 不是 他 找 他 干嘛
0,0,IDClassifier,找 我 有 什么 事
1,1,IDClassifier,不 认识
1,1,IDClassifier,不 晓得
1,1,IDClassifier,你 打错 电话 了
1,1,IDClassifier,失踪 了
0,0,IDClassifier,对 你 是 谁 呀
1,1,IDClassifier,什么 事   你 打错 了
0,0,IDClassifier,是 我   现在 没 钱
1,1,IDClassifier,手机号 朋友 给 的
1,1,IDClassifier,会 去 转告 他 处理
1,1,IDClassifier,我 不是 哈   你 打错 了 阿
1,1,IDClassifier,你 打错 号码 了
1,1,IDClassifier,张三是 谁 、
0,0,IDClassifier,yes
1,1,IDClassifier,你 忘记 吃药 了 吧 我 不是
1,1,IDClassifier,不是 得 哦   我 不是 得 这个 人  
1,1,IDClassifier,他 被 抓 了
1,1,IDClassifier,你 找 错 人 了 你 是 谁
1,1,IDClassifier,号码 给 我 用 了
0,0,IDClassifier,是 的   刚 上班   等 发工资
1,1,IDClassifier,我 不是   你 找 错 人 了
1,1,IDClassifier,你 认识 他 啊
0,0,IDClassifier,对   你 是 ？
1,1,IDClassifier,你 打错 了
1,1,IDClassifier,你 是 傻子 么 都 说 了 我 不是
1,1,IDClassifier,我 不 认识 他 。
1,1,IDClassifier,我 是 她 朋友
1,1,IDClassifier,没听说过
0,0,IDClassifier,嗯 那
0,0,IDClassifier,找 俺 啥 事儿
1,1,IDClassifier,你 是 谁 啊   我 不 认识 他
1,1,IDClassifier,他 坐牢 了
0,0,IDClassifier,是 的   是 的
1,1,IDClassifier,他 出去 了   马上 回来
1,1,IDClassifier,跳楼 了
0,0,IDClassifier,奥
1,1,IDClassifier,认不倒   打错 了 ！
1,1,IDClassifier,不是 啊
1,1,IDClassifier,刚办 的 号
1,1,IDClassifier,我 不是   手机号 刚买 的
1,1,IDClassifier,求求 你们 不要 再 打电话 给 我 了 我 真的 不是
1,1,IDClassifier,我 不是 的 你 要 干嘛
1,1,IDClassifier,他 出车祸 了
0,0,IDClassifier,俺 就是
1,1,IDClassifier,他 有事 出去 了
1,1,IDClassifier,号码 新办 的   不 认识
1,1,IDClassifier,不 晓得 是 哪个 。
1,1,IDClassifier,我 是 他 哥
1,1,IDClassifier,她 不 在
0,0,IDClassifier,啊 啊 没错 是 我
1,1,IDClassifier,不好意思   你 打错 电话 了
0,0,IDClassifier,是 我   我 在 外头   现在 不 方便
0,0,IDClassifier,嗯   有事 请 讲 。
0,0,IDClassifier,对 你 找 我 要 干什么
1,1,IDClassifier,不 不 不
0,0,IDClassifier,对   你 是 哪位
1,1,IDClassifier,我 不是 请 你 不要 再 打扰 我 了
1,1,IDClassifier,我 是 张亮
1,1,IDClassifier,手机 捡 的
1,1,IDClassifier,我 是 他 朋友
1,1,IDClassifier,找 他 干嘛
1,1,IDClassifier,这人 是 鬼 吧   我 可不 认识
1,1,IDClassifier,手机 朋友 给 的
0,0,IDClassifier,嗯 对
1,1,IDClassifier,我 猜 你 是 打错 了
1,1,IDClassifier,你 打错 了 哈
1,1,IDClassifier,这个 号码 我 刚办 的
1,1,IDClassifier,他 在 休息
0,0,IDClassifier,对   是 我 哈
0,0,IDClassifier,对   是 我   你 是 哪位
0,0,IDClassifier,对 的   我 是 。
1,1,IDClassifier,不是   你 找 他 干嘛 ？
1,1,IDClassifier,你 脑子 进水 了 吧 还 打 过来 我 不是
0,0,IDClassifier,就是 我   找 我 啥子 事
1,1,IDClassifier,你 找 谁   我们 不 知道 你 说 这个 人 。
1,1,IDClassifier,我 不 认识 你 说 的 这个 人 ！
0,0,IDClassifier,嗯   是 我   现在 没空
1,1,IDClassifier,打 她 电话   打 我 电话 干嘛
0,0,IDClassifier,啊哈
1,1,IDClassifier,我 不是 你 谁 啊
1,1,IDClassifier,不是   你 找 她 干嘛 ？
0,0,IDClassifier,额   是 我   有 什么 事 ？
0,0,IDClassifier,是 我   有事吗
0,0,IDClassifier,恩恩   找 我 什么 事
1,1,IDClassifier,关 我 什么 事
0,0,IDClassifier,是 的   就是 我   你 是 哪位 ？
0,0,IDClassifier,对   是 我 啊
