label,split_text,classifier,new_label,comment,uncertain,name,criterion
0,对啊，是我，找我有什么事吗,IDClassifier,0,,,,
0,对啊，有事赶紧说,IDClassifier,0,,,,
0,对啊找我什么事,IDClassifier,0,,,,
0,对但我不认识你呀,IDClassifier,0,,,,
0,对的,IDClassifier,0,,,,
0,对的，是我,IDClassifier,0,,,,
0,对的，是我，找我有什么事吗,IDClassifier,0,,,,
0,对的，我是。,IDClassifier,0,,,,
0,对的对的,IDClassifier,0,,,,
0,对的你好,IDClassifier,0,,,,
0,对的你是,IDClassifier,0,,,,
0,对的你是哪位,IDClassifier,0,,,,
0,对的我是,IDClassifier,0,,,,
0,对的找我有事么,IDClassifier,0,,,,
0,对对,IDClassifier,0,,,,
0,对对对,IDClassifier,0,,,,
0,对对我是找我干什么,IDClassifier,0,,,,
0,对你是谁呀,IDClassifier,0,,,,
0,对你怎么有我联系方式,IDClassifier,0,,,,
0,对你找我要干什么,IDClassifier,0,,,,
0,对什么事,IDClassifier,0,,,,
0,对是我,IDClassifier,0,,,,
0,对头，是我,IDClassifier,0,,,,
0,对头，是我，你找我有什么事,IDClassifier,0,,,,
0,对头，是我，你找我有什么事情,IDClassifier,0,,,,
0,对头，是我哈，有什么事情,IDClassifier,0,,,,
0,对我们不认识吧找我什么事,IDClassifier,0,,,,
0,对我们认识么,IDClassifier,0,,,,
0,对我认识你么,IDClassifier,0,,,,
0,对我是,IDClassifier,0,,,,
0,对呀,IDClassifier,0,,,,
0,对呀，你是？,IDClassifier,0,,,,
0,对呀，是我,IDClassifier,0,,,,
0,对呀，是我，找我有什么事吗,IDClassifier,0,,,,
0,对哟,IDClassifier,0,,,,
0,额，是我，有什么事？,IDClassifier,0,,,,
0,恩,IDClassifier,0,,,,
0,恩，对,IDClassifier,0,,,,
0,恩，我是,IDClassifier,0,,,,
0,恩，找我什么事情,IDClassifier,0,,,,
0,恩恩,IDClassifier,0,,,,
0,恩恩，找我什么事,IDClassifier,0,,,,
0,恩恩，找我什么事情,IDClassifier,0,,,,
0,恩恩，找我什么事情么,IDClassifier,0,,,,
0,恩恩，找我有什么事情么阿,IDClassifier,0,,,,
0,恩恩，找我有什么事情么吧,IDClassifier,0,,,,
0,恩恩，找我有什么事情么嗯,IDClassifier,0,,,,
0,恩恩，找我有什么事情么没意思,IDClassifier,0,,,,
0,恩恩.有什么事情吗,IDClassifier,0,,,,
0,恩恩。,IDClassifier,0,,,,
0,恩哪,IDClassifier,0,,,,
0,恩我是,IDClassifier,0,,,,
0,恩怎么了,IDClassifier,0,,,,
0,嗯,IDClassifier,0,,,,
0,嗯，对的,IDClassifier,0,,,,
0,嗯，就是我，有什么事么？,IDClassifier,0,,,,
0,嗯，你猜对了,IDClassifier,0,,,,
0,嗯，你哪里？,IDClassifier,0,,,,
0,嗯，你哪位？,IDClassifier,0,,,,
0,嗯，你是哪位,IDClassifier,0,,,,
0,嗯，你是谁？,IDClassifier,0,,,,
0,嗯，请问有什么事吗？,IDClassifier,0,,,,
0,嗯，是的,IDClassifier,0,,,,
0,嗯，是的，,IDClassifier,0,,,,
0,嗯，是的，就是我,IDClassifier,0,,,,
0,嗯，是的，就是我，有什么事么？,IDClassifier,0,,,,
0,嗯，是我,IDClassifier,0,,,,
0,嗯，是我，现在没空,IDClassifier,0,,,,
0,嗯，是我。有什么事？,IDClassifier,0,,,,
0,嗯，是呀,IDClassifier,0,,,,
0,嗯，我是,IDClassifier,0,,,,
0,嗯，我是，,IDClassifier,0,,,,
0,嗯，我是阿,IDClassifier,0,,,,
0,嗯，我是吧,IDClassifier,0,,,,
0,嗯，我是嗯,IDClassifier,0,,,,
0,嗯，我是没意思,IDClassifier,0,,,,
0,嗯，有事请讲。,IDClassifier,0,,,,
0,嗯，咋了,IDClassifier,0,,,,
0,嗯.是的,IDClassifier,0,,,,
0,嗯。,IDClassifier,0,,,,
0,嗯？,IDClassifier,0,,,,
0,嗯哎,IDClassifier,0,,,,
0,嗯唉,IDClassifier,0,,,,
0,嗯对,IDClassifier,0,,,,
0,嗯嗯,IDClassifier,0,,,,
0,嗯嗯，就是我哦,IDClassifier,0,,,,
0,嗯嗯，是呀,IDClassifier,0,,,,
0,嗯嗯，我是啊,IDClassifier,0,,,,
0,嗯嗯嗯,IDClassifier,0,,,,
0,嗯嗯你们要干嘛,IDClassifier,0,,,,
0,嗯嗯你怎么找到我的,IDClassifier,0,,,,
0,嗯嗯什么事,IDClassifier,0,,,,
0,嗯嗯什么事呀你是谁,IDClassifier,0,,,,
0,嗯嗯是我请问你是,IDClassifier,0,,,,
0,嗯嗯我不认识你呀找我有事么,IDClassifier,0,,,,
0,嗯嗯我是的有事么,IDClassifier,0,,,,
0,嗯嗯有什么事吗,IDClassifier,0,,,,
0,嗯嗯找我有什么事,IDClassifier,0,,,,
0,嗯嗯找我做什么,IDClassifier,0,,,,
0,嗯那,IDClassifier,0,,,,
0,嗯你好,IDClassifier,0,,,,
0,嗯你好怎么了,IDClassifier,0,,,,
0,嗯你是骗子么,IDClassifier,0,,,,
0,嗯你说,IDClassifier,0,,,,
0,嗯是,IDClassifier,0,,,,
0,嗯是的,IDClassifier,0,,,,
0,嗯是的你是谁,IDClassifier,0,,,,
0,嗯是的呀,IDClassifier,0,,,,
0,嗯我是,IDClassifier,0,,,,
0,嗯我是。有什么事？,IDClassifier,0,,,,
0,嗯我是你是,IDClassifier,0,,,,
0,嗯我是你是哪位,IDClassifier,0,,,,
0,嗯找我什么事,IDClassifier,0,,,,
0,干嘛？有什么事说，我很忙。,IDClassifier,0,,,,
0,干嘛找我干嘛,IDClassifier,0,,,,
0,好的，是我，你有什么事,IDClassifier,0,,,,
0,哼，是的,IDClassifier,0,,,,
0,今天天气真好找我有什么事么,IDClassifier,0,,,,
0,就是,IDClassifier,0,,,,
0,就是。,IDClassifier,0,,,,
0,就是本美女,IDClassifier,0,,,,
0,就是就是,IDClassifier,0,,,,
0,就是辣妹我,IDClassifier,0,,,,
0,就是帅哥我,IDClassifier,0,,,,
0,就是我,IDClassifier,0,,,,
0,就是我，你找对人了,IDClassifier,0,,,,
0,就是我，有什么事么？,IDClassifier,0,,,,
0,就是我，找我啥子事,IDClassifier,0,,,,
0,没错,IDClassifier,0,,,,
0,没错是我,IDClassifier,0,,,,
0,没有意外的情况下应该我是的,IDClassifier,0,,,,
0,哪个找我？,IDClassifier,0,,,,
0,你好，是我,IDClassifier,0,,,,
0,你好是我,IDClassifier,0,,,,
0,你好我就是你是谁,IDClassifier,0,,,,
0,你是谁？找我干嘛？,IDClassifier,0,,,,
0,你是谁找我干嘛,IDClassifier,0,,,,
0,你怎么有我的号码？,IDClassifier,0,,,,
0,你找我撒,IDClassifier,0,,,,
0,你找我有什么事？,IDClassifier,0,,,,
0,你找我有什么事情,IDClassifier,0,,,,
0,噢对,IDClassifier,0,,,,
0,噢对对对对对,IDClassifier,0,,,,
0,噢您好,IDClassifier,0,,,,
0,哦对,IDClassifier,0,,,,
0,哦对对,IDClassifier,0,,,,
0,哦嗯是的是的,IDClassifier,0,,,,
0,似的似的,IDClassifier,0,,,,
0,是,IDClassifier,0,,,,
0,是，哪位什么事,IDClassifier,0,,,,
0,是，你哪里？,IDClassifier,0,,,,
0,是，你哪位？,IDClassifier,0,,,,
0,是，你是谁,IDClassifier,0,,,,
0,是，你是谁？,IDClassifier,0,,,,
0,是，你谁,IDClassifier,0,,,,
0,是，是我本人。,IDClassifier,0,,,,
0,是，怎么了,IDClassifier,0,,,,
0,是，找我干嘛,IDClassifier,0,,,,
0,是啊,IDClassifier,0,,,,
0,是啊，有什么事！,IDClassifier,0,,,,
0,是啊，有什么事吗,IDClassifier,0,,,,
0,是啊干嘛,IDClassifier,0,,,,
0,是啊是啊,IDClassifier,0,,,,
0,是啊怎么了,IDClassifier,0,,,,
0,是俺,IDClassifier,0,,,,
0,是本人,IDClassifier,0,,,,
0,是的,IDClassifier,0,,,,
0,是的，刚上班，等发工资,IDClassifier,0,,,,
0,是的，就是我，你是哪位？,IDClassifier,0,,,,
0,是的，你们干嘛的,IDClassifier,0,,,,
0,是的，你是？,IDClassifier,0,,,,
0,是的，你找我什么事？,IDClassifier,0,,,,
0,是的，钱还了干嘛还给我打,IDClassifier,0,,,,
0,是的，啥事,IDClassifier,0,,,,
0,是的，是的,IDClassifier,0,,,,
0,是的，我不是还了吗,IDClassifier,0,,,,
0,是的，我是,IDClassifier,0,,,,
0,是的，我现在有事。等忙完再说,IDClassifier,0,,,,
0,是的，我在开车,IDClassifier,0,,,,
0,是的，有事吗,IDClassifier,0,,,,
0,是的，有事请说,IDClassifier,0,,,,
0,是的，怎么老打我电话,IDClassifier,0,,,,
0,是的。,IDClassifier,0,,,,
0,是的啊,IDClassifier,0,,,,
0,是的唉你好,IDClassifier,0,,,,
0,是的嗯,IDClassifier,0,,,,
0,是的嘛,IDClassifier,0,,,,
0,是的您哪位,IDClassifier,0,,,,
0,是的呀,IDClassifier,0,,,,
0,是的有什么事,IDClassifier,0,,,,
0,是的怎么了,IDClassifier,0,,,,
0,是你哪位,IDClassifier,0,,,,
0,是噢您好,IDClassifier,0,,,,
0,是撒,IDClassifier,0,,,,
0,是是是,IDClassifier,0,,,,
0,是我,IDClassifier,0,,,,
0,是我 怎么了,IDClassifier,0,,,,
0,是我，别天天打电话烦不烦，再打报警了。挂机,IDClassifier,0,,,,
0,是我，干嘛,IDClassifier,0,,,,
0,是我，没意思,IDClassifier,0,,,,
0,是我，你是催收的吧,IDClassifier,0,,,,
0,是我，你是谁？,IDClassifier,0,,,,
0,是我，你一直打电话骚扰我干嘛啊,IDClassifier,0,,,,
0,是我，什么事？现在困难，等稍微好点再说,IDClassifier,0,,,,
0,是我，我没贷款啊,IDClassifier,0,,,,
0,是我，我忘记了,IDClassifier,0,,,,
0,是我，我在忙，找我有什么事,IDClassifier,0,,,,
0,是我，我在外头，现在不方便,IDClassifier,0,,,,
0,是我，现在没钱,IDClassifier,0,,,,
0,是我，有什么事,IDClassifier,0,,,,
0,是我，有什么事吗,IDClassifier,0,,,,
0,是我，有什么事嘛,IDClassifier,0,,,,
0,是我，有什么事么,IDClassifier,0,,,,
0,是我，有什么事情吗,IDClassifier,0,,,,
0,是我，有事吗,IDClassifier,0,,,,
0,是我，找我爪子个事情嘛,IDClassifier,0,,,,
0,是我。,IDClassifier,0,,,,
0,是我啊。咋地啦,IDClassifier,0,,,,
0,是我嗯,IDClassifier,0,,,,
0,是我挂机,IDClassifier,0,,,,
0,是我哈,IDClassifier,0,,,,
0,是我哈哈哈,IDClassifier,0,,,,
0,是我哇,IDClassifier,0,,,,
0,谁啊，我是啊干嘛,IDClassifier,0,,,,
0,谁找我？,IDClassifier,0,,,,
0,喂，啊，我是，什么事,IDClassifier,0,,,,
0,我，是的,IDClassifier,0,,,,
0,我?,IDClassifier,0,,,,
0,我啊,IDClassifier,0,,,,
0,我等到花儿都谢了，才等到你们的电话啊,IDClassifier,0,,,,
0,我就是,IDClassifier,0,,,,
0,我就是那个帅哥,IDClassifier,0,,,,
0,我就是你大哥，怎么先想起给我打电话了,IDClassifier,0,,,,
0,我认识你吗,IDClassifier,0,,,,
0,我是,IDClassifier,0,,,,
0,我是，等有钱再说,IDClassifier,0,,,,
0,我是，你哪里？,IDClassifier,0,,,,
0,"我是,你是哪位?",IDClassifier,0,,,,
0,我是，你是谁？,IDClassifier,0,,,,
0,我是，怎么了,IDClassifier,0,,,,
0,我是啊,IDClassifier,0,,,,
0,我是啊，有事吗,IDClassifier,0,,,,
0,我是本人,IDClassifier,0,,,,
0,我是的。,IDClassifier,0,,,,
0,我是的但是现在没有钱还再宽限几天吧,IDClassifier,0,,,,
0,我是的你们是催收公司的么,IDClassifier,0,,,,
0,我是嗯呢,IDClassifier,0,,,,
0,我是你好,IDClassifier,0,,,,
0,我是现在有事,IDClassifier,0,,,,
0,我是有什么事,IDClassifier,0,,,,
0,我是有事吗,IDClassifier,0,,,,
0,我是张三，有什么是吗,IDClassifier,0,,,,
0,我在,IDClassifier,0,,,,
0,我在忙，有事快说,IDClassifier,0,,,,
0,我在睡觉有事快说,IDClassifier,0,,,,
0,我在外地,IDClassifier,0,,,,
0,已经有人联系过我了,IDClassifier,0,,,,
0,有事快点，我正忙呢,IDClassifier,0,,,,
0,找俺啥事儿,IDClassifier,0,,,,
0,找帅哥干嘛,IDClassifier,0,,,,
0,找我干嘛,IDClassifier,0,,,,
0,找我干嘛？,IDClassifier,0,,,,
0,找我干什么,IDClassifier,0,,,,
0,找我啥事？,IDClassifier,0,,,,
0,找我啥事儿？,IDClassifier,0,,,,
0,找我什么事,IDClassifier,0,,,,
0,找我什么事情,IDClassifier,0,,,,
0,找我什么事情啊,IDClassifier,0,,,,
0,找我什么事情呢？,IDClassifier,0,,,,
0,找我有什么事,IDClassifier,0,,,,
0,找我有什么事情,IDClassifier,0,,,,
0,找我有什么事情吗,IDClassifier,0,,,,
0,找我有事吗,IDClassifier,0,,,,
0,找我有事情吗,IDClassifier,0,,,,
1,这是我的电话,IDClassifier,0,,,,
0,这是我手机号，,IDClassifier,0,,,,
0,知道你是来催钱的老子没钱,IDClassifier,0,,,,
1,no,IDClassifier,1,,,,
1,啊不是,IDClassifier,1,,,,
1,哎呀，你说的什么，我不是,IDClassifier,1,,,,
1,俺不认识,IDClassifier,1,,,,
1,俺不是,IDClassifier,1,,,,
1,俺不知道,IDClassifier,1,,,,
1,奥，我不是,IDClassifier,1,,,,
1,抱歉你打错了拜拜,IDClassifier,1,,,,
1,本人出去了,IDClassifier,1,,,,
1,别烦我我不是,IDClassifier,1,,,,
1,别给我打电话了，我不认识他,IDClassifier,1,,,,
1,别人的手机,IDClassifier,1,,,,
1,别人给的号码,IDClassifier,1,,,,
1,并不是！！,IDClassifier,1,,,,
1,不,IDClassifier,1,,,,
1,不，不是,IDClassifier,1,,,,
1,不不不,IDClassifier,1,,,,
1,不打错电话了哇,IDClassifier,1,,,,
1,不懂不认识,IDClassifier,1,,,,
1,不对啊,IDClassifier,1,,,,
1,不关我的事,IDClassifier,1,,,,
1,不管我的事,IDClassifier,1,,,,
1,不好意思，,IDClassifier,1,,,,
1,不好意思，打错了,IDClassifier,1,,,,
1,不好意思，你打错电话了,IDClassifier,1,,,,
1,不好意思，你打错电话了，,IDClassifier,1,,,,
1,不好意思，我在开车，你打错了，,IDClassifier,1,,,,
1,不好意思打错了,IDClassifier,1,,,,
1,不好意思你打错了我不是。,IDClassifier,1,,,,
1,不会是你搞错了哇,IDClassifier,1,,,,
1,不了解,IDClassifier,1,,,,
1,不认识,IDClassifier,1,,,,
1,不认识，不要再打过来了啊,IDClassifier,1,,,,
1,不认识，这号码我都用了几年了,IDClassifier,1,,,,
1,不认识打错了,IDClassifier,1,,,,
1,不认识他,IDClassifier,1,,,,
1,不是,IDClassifier,1,,,,
1,不是，不是，不要再打过来了啊,IDClassifier,1,,,,
1,不是，打错了,IDClassifier,1,,,,
1,不是，刚办的卡,IDClassifier,1,,,,
1,不是，刚换的号码,IDClassifier,1,,,,
1,不是，你错了，,IDClassifier,1,,,,
1,不是，你打错了,IDClassifier,1,,,,
1,不是，你是谁？,IDClassifier,1,,,,
1,不是，你找错了,IDClassifier,1,,,,
1,不是，你找错人了,IDClassifier,1,,,,
1,不是，你找他干嘛？,IDClassifier,1,,,,
1,不是，你找她干嘛？,IDClassifier,1,,,,
1,不是，我的号码刚买的,IDClassifier,1,,,,
1,不是，我是他家人,IDClassifier,1,,,,
1,不是，我是他朋友,IDClassifier,1,,,,
1,不是，我是他朋友，他出去了,IDClassifier,1,,,,
1,不是，我是他同事,IDClassifier,1,,,,
1,不是，这是刚换的号码,IDClassifier,1,,,,
1,不是，这是我朋友给我的号码,IDClassifier,1,,,,
1,不是，这手机是捡的,IDClassifier,1,,,,
1,不是。,IDClassifier,1,,,,
1,不是啊,IDClassifier,1,,,,
1,不是俺,IDClassifier,1,,,,
1,不是本人,IDClassifier,1,,,,
1,不是本人，挂,IDClassifier,1,,,,
1,不是本人，接就挂,IDClassifier,1,,,,
1,不是本人，我叫某某，,IDClassifier,1,,,,
1,不是本人，有病小医生,IDClassifier,1,,,,
1,不是本人，这是朋友给的号码,IDClassifier,1,,,,
1,不是不是，你打错电话了,IDClassifier,1,,,,
1,不是不是啊,IDClassifier,1,,,,
1,不是不是不是,IDClassifier,1,,,,
1,不是不是挂机,IDClassifier,1,,,,
1,不是不是没有这个人,IDClassifier,1,,,,
1,不是得，找他有爪子事,IDClassifier,1,,,,
1,不是得，找他有爪子事，我不是得这个人,IDClassifier,1,,,,
1,不是得。,IDClassifier,1,,,,
1,不是得哦，我不是得这个人，,IDClassifier,1,,,,
1,不是的,IDClassifier,1,,,,
1,不是的啊,IDClassifier,1,,,,
1,不是换号了,IDClassifier,1,,,,
1,不是你打错了,IDClassifier,1,,,,
1,不是你打错了吧,IDClassifier,1,,,,
1,不是你哪位,IDClassifier,1,,,,
1,不是你是不是打错了,IDClassifier,1,,,,
1,不是你是谁,IDClassifier,1,,,,
1,不是你找谁啊,IDClassifier,1,,,,
1,不是什么事,IDClassifier,1,,,,
1,不是他欠我钱手机抵押了,IDClassifier,1,,,,
1,不是我,IDClassifier,1,,,,
1,不是我，你找错人了,IDClassifier,1,,,,
1,不是呀,IDClassifier,1,,,,
1,不晓得,IDClassifier,1,,,,
1,不晓得你说的哪个,IDClassifier,1,,,,
1,不晓得是哪个。,IDClassifier,1,,,,
1,不晓得他是谁,IDClassifier,1,,,,
1,不要再打电话过来了我不是,IDClassifier,1,,,,
1,不要再来打扰我了都说了我不是,IDClassifier,1,,,,
1,不要再乱打电话,IDClassifier,1,,,,
1,不在,IDClassifier,1,,,,
1,不知道他在哪儿,IDClassifier,1,,,,
1,此人已死，有事烧纸！,IDClassifier,1,,,,
1,错号，不认识。,IDClassifier,1,,,,
1,错了,IDClassifier,1,,,,
1,错了吧,IDClassifier,1,,,,
1,打错电话了,IDClassifier,1,,,,
1,打错了,IDClassifier,1,,,,
1,打错了！,IDClassifier,1,,,,
1,打错了，别打我电话,IDClassifier,1,,,,
1,打错了，挂,IDClassifier,1,,,,
1,打错了，没意思,IDClassifier,1,,,,
1,打错了吧,IDClassifier,1,,,,
1,打错了吧，挂机,IDClassifier,1,,,,
1,打错了吧你,IDClassifier,1,,,,
1,打错了嗯,IDClassifier,1,,,,
1,打错了哈哈哈,IDClassifier,1,,,,
1,打她电话，打我电话干嘛,IDClassifier,1,,,,
1,打我多少遍电话了不认识,IDClassifier,1,,,,
1,顶你个肺，找错人了,IDClassifier,1,,,,
1,都说不是了,IDClassifier,1,,,,
1,都说了不是不是,IDClassifier,1,,,,
1,都说了多少次了，不认识,IDClassifier,1,,,,
1,对不起你打错电话了,IDClassifier,1,,,,
1,对不起我不是,IDClassifier,1,,,,
1,对不起我不是你要找的人,IDClassifier,1,,,,
1,恩不是本人本人在忙,IDClassifier,1,,,,
1,发错了,IDClassifier,1,,,,
1,非常十分的不好意思，他现在在国外休假,IDClassifier,1,,,,
1,刚办的号,IDClassifier,1,,,,
1,刚办的号码,IDClassifier,1,,,,
1,刚办理的号码,IDClassifier,1,,,,
1,刚刚才换的电话,IDClassifier,1,,,,
1,刚换的号码,IDClassifier,1,,,,
1,刚换的号码！,IDClassifier,1,,,,
1,刚买的号码,IDClassifier,1,,,,
1,刚买的手机号,IDClassifier,1,,,,
1,刚用的号码,IDClassifier,1,,,,
1,搞错了,IDClassifier,1,,,,
1,搞错了，挂机,IDClassifier,1,,,,
1,搞错了吧，没这个人。,IDClassifier,1,,,,
1,搞清楚在打我电话,IDClassifier,1,,,,
1,跟你说了多少遍了，我不是，你怎么还要打来啊,IDClassifier,1,,,,
1,跟我没关系,IDClassifier,1,,,,
1,关我什么事,IDClassifier,1,,,,
1,哈哈，打错了,IDClassifier,1,,,,
1,哈哈哈，不是,IDClassifier,1,,,,
1,好久没联系了,IDClassifier,1,,,,
1,号码才买的,IDClassifier,1,,,,
1,号码才买的，不认识,IDClassifier,1,,,,
1,号码打错了！,IDClassifier,1,,,,
1,号码刚办的,IDClassifier,1,,,,
1,号码刚办理的,IDClassifier,1,,,,
1,号码刚刚用,IDClassifier,1,,,,
1,号码刚换,IDClassifier,1,,,,
1,号码刚换的,IDClassifier,1,,,,
1,号码给我用了,IDClassifier,1,,,,
1,号码是刚办的,IDClassifier,1,,,,
1,号码我刚办的,IDClassifier,1,,,,
1,号码新办的，不认识,IDClassifier,1,,,,
1,号码新换的,IDClassifier,1,,,,
1,会去转告他处理,IDClassifier,1,,,,
1,几年都没听到他的消息了,IDClassifier,1,,,,
1,捡到的手机,IDClassifier,1,,,,
1,捡的号码,IDClassifier,1,,,,
1,见到我和他jiang,IDClassifier,1,,,,
1,看清楚再打嘛,IDClassifier,1,,,,
1,看清楚再打嘛阿,IDClassifier,1,,,,
1,看清楚再打嘛吧,IDClassifier,1,,,,
1,看清楚再打嘛哈,IDClassifier,1,,,,
1,看清楚再打嘛哈哈哈,IDClassifier,1,,,,
1,可不可以看清楚号码再打,IDClassifier,1,,,,
1,联系不到,IDClassifier,1,,,,
1,没得这个人。,IDClassifier,1,,,,
1,没得这号人。,IDClassifier,1,,,,
1,没听过,IDClassifier,1,,,,
1,没听过这个人,IDClassifier,1,,,,
1,没听说过,IDClassifier,1,,,,
1,没有啊我不是的,IDClassifier,1,,,,
1,没有联系,IDClassifier,1,,,,
1,没有在,IDClassifier,1,,,,
1,没有这个人啊,IDClassifier,1,,,,
1,没在,IDClassifier,1,,,,
1,能不能不要打我电话骚扰我，他管我什么事,IDClassifier,1,,,,
1,你爸才是,IDClassifier,1,,,,
1,你才是女士,IDClassifier,1,,,,
1,你才是王二狗,IDClassifier,1,,,,
1,你才是先生,IDClassifier,1,,,,
1,你错了,IDClassifier,1,,,,
1,你打错电话了,IDClassifier,1,,,,
1,你打错电话了我不是,IDClassifier,1,,,,
1,你打错号码了,IDClassifier,1,,,,
1,你打错了,IDClassifier,1,,,,
1,你打错了！,IDClassifier,1,,,,
1,你打错了，不知道,IDClassifier,1,,,,
1,你打错了，没意思,IDClassifier,1,,,,
1,你打错了吧,IDClassifier,1,,,,
1,你打错了吧？,IDClassifier,1,,,,
1,你打错了哈,IDClassifier,1,,,,
1,你打错了哈哈哈,IDClassifier,1,,,,
1,你打错了呢,IDClassifier,1,,,,
1,你打错了哦,IDClassifier,1,,,,
1,你打电话打傻了吧都说了几百遍了我不是,IDClassifier,1,,,,
1,你打他的电话吧,IDClassifier,1,,,,
1,你大爷才是,IDClassifier,1,,,,
1,你个骗子都说了我不是,IDClassifier,1,,,,
1,你还是找本人吧,IDClassifier,1,,,,
1,你好，我不认识,IDClassifier,1,,,,
1,你可能打错电话了,IDClassifier,1,,,,
1,你妹啊，搞错了哇,IDClassifier,1,,,,
1,你们去找他，不要找我,IDClassifier,1,,,,
1,你们是不是打错电话了,IDClassifier,1,,,,
1,你们找她有什么事么他现在不在,IDClassifier,1,,,,
1,你们自己找他，不管,IDClassifier,1,,,,
1,你哪个？不要乱打,IDClassifier,1,,,,
1,你哪个？不要乱打阿,IDClassifier,1,,,,
1,你哪个？不要乱打嗯,IDClassifier,1,,,,
1,你哪个？不要乱打哈哈哈,IDClassifier,1,,,,
1,你哪个？不要乱打啦,IDClassifier,1,,,,
1,你脑子进水了吧还打过来我不是,IDClassifier,1,,,,
1,你去问他,IDClassifier,1,,,,
1,你去找他呀,IDClassifier,1,,,,
1,你确定没打错？,IDClassifier,1,,,,
1,你认识你自己找,IDClassifier,1,,,,
1,你认识他啊,IDClassifier,1,,,,
1,你认识他吗？,IDClassifier,1,,,,
1,你傻叉呀我不是,IDClassifier,1,,,,
1,你是不是打错电话了,IDClassifier,1,,,,
1,你是不是打错了,IDClassifier,1,,,,
1,你是不是打错了哦,IDClassifier,1,,,,
1,你是不是脑子有问题都说了那么多遍了我不是,IDClassifier,1,,,,
1,你是不是找错人了,IDClassifier,1,,,,
1,你是傻子么都说了我不是,IDClassifier,1,,,,
1,你是谁，我不认识他。,IDClassifier,1,,,,
1,你是谁啊，我不认识他,IDClassifier,1,,,,
1,你是谁啊？我不认识他啊，你打错了吧，我挂电话了,IDClassifier,1,,,,
1,你是谁打错电话了,IDClassifier,1,,,,
1,你是找某某得吧！,IDClassifier,1,,,,
1,你谁啊，错了,IDClassifier,1,,,,
1,你谁啊，打错了,IDClassifier,1,,,,
1,你忘记吃药了吧我不是,IDClassifier,1,,,,
1,你有病吧我跟你说过很多次了我不是他,IDClassifier,1,,,,
1,你怎么不去问他认不认识我啊？,IDClassifier,1,,,,
1,你怎么这么固执我不是,IDClassifier,1,,,,
1,你找错了,IDClassifier,1,,,,
1,你找错人,IDClassifier,1,,,,
1,你找错人了,IDClassifier,1,,,,
1,你找错人了阿,IDClassifier,1,,,,
1,你找错人了啊,IDClassifier,1,,,,
1,你找错人了吧,IDClassifier,1,,,,
1,你找错人了哈,IDClassifier,1,,,,
1,你找错人了哈哈哈,IDClassifier,1,,,,
1,你找错人了你是谁,IDClassifier,1,,,,
1,你找的人不是我,IDClassifier,1,,,,
1,你找谁，我们不知道你说这个人。,IDClassifier,1,,,,
1,你找谁我不认识。,IDClassifier,1,,,,
1,你找他本人,IDClassifier,1,,,,
1,你找他打我电话做什么,IDClassifier,1,,,,
