text,category,label,IDClassifier,IfKnowDebtor,ConfirmLoan,WillingToPay,CutDebt,Installment
风大；没听见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风大；没听到,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风大，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
分太大，没听清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
诶你再说一次,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
断断续续的喃？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
肚子太大，听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
电梯没型号,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
电梯里信号不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？信号不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我这里信号不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
找哪个？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我没听清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"喂，喂，喂,听不见了啊",请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
喂，什么情况啊？喂～,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
外面在下暴雨，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
外面雨太大了，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
外面雷电交加的，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
外面好吵,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
外面风太大了，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听到你说啥子,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不清你说啥子,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不清呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不清楚，你找谁,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不清楚，你在说一次,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我没有听清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我听不清你说的啥子阿,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我听不清你说的啥子哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
再说一次焉,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
再说一次呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
再说一次哈哈哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
再说一次阿,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
再说一遍呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
再说一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
再说次,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
这个是,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
信号太歪了，听都听不到。,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
信号不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
效果太撇了，听不到。,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，听不清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我这里太吵了，听不清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我乡下的，信号不好！,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我听不清你说的啥子哇,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我听不清你说的啥子没意思,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
信号不好的,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，我听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没明白你说谁,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边信号不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边太吵了，听不见。,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边太吵了，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边太吵了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边太吵，听不清。,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边太吵，听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边是不是信号不好啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边是不是信号不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边声音太小了，不知道你在说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边声音太大，听不到你说怎么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边很吵,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们说什么啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们说话慢点啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你讲我听不懂,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你讲什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边信号不好啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你讲啥？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边信号不好吧，断断续续的,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边有点吵啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说哪个喃？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说慢点,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说话听不清啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说话声音太小了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说话声音能大点吗,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说话声音大一点，,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说话声音大一点,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说话大声点,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说的什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说的啥子,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你声音太小,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你声音好小,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你声音大一点,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你普通话能标准点吗,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你能不能慢点说,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边有点吵，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大。没听清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你讲啥,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你刚刚说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没听见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没声音呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不到？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
雷太大，听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
胳膊太大，听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
刚在开会，你说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
刚在电梯信号不好，你说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
刚太吵了你说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
刚刚有车，没听到,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
刚刚你说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大我听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大你说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大没听清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大了，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没听明白？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你跟我说方言吗,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没听清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没听清，再说一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你电话有问题吧？听不到,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你电话有问题吧,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在吃饭太吵了餐厅,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你电话坏了吧,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你大点声，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你大点声,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能不能大点声,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
脑壳太大，听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没有听清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没有听清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没信号了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没信号，听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没信号，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没信号,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没听清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没听清，挂,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不到,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
什么？你说啥？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
太小声了，大点声！,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
好吵，听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
好吵,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大了，我听不清楚你那边,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，再说一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，你在说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，没听清也,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，没听清没意思,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，没听清了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，没听清啦,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，没听清哈哈哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，没听清嗯,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，没听清阿,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风太大，没听清，没意思,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
风大的很，没听不到。,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
好吵哦,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
重复下，没听见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
好大的风，听不见了，挂了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
几号,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说的啥,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你那边好吵，听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你慢慢说,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你慢点说，我没听懂,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你慢点说,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
哪天前？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没有听到，啥？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没兴致啊，什么？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没听请，再说一次哈哈哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没听懂,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以什么？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
几号喃？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
这边雨有点大，听不清你说啥子,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
请再说一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？我耳朵有点背呢，完全听不清啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？我耳朵有点背呢，听不清啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？我耳朵有点背呢，听不懂你说啥,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？我耳朵有点背呢，说啥呢？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？我耳朵有点背呢，啥玩意啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
清不到,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？我耳朵有点背呢，你再大点声,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？我耳朵有点背呢，你是中国人吗？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？我耳朵有点背呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？说啥呢？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？请用标准普通话，不会说就别打,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？请用标准普通话,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
好吵哦，听不到,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啊？俺听不到,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
what,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
俺电话信号不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
请重复,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
俺信号差,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
俺这里信号不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能不能说大点,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
貌似信号有点不好,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
对不起，没听清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
大声一点啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不知道你在说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不知道你说啥子,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不晓得说啥子了哈哈哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不晓得说啥子了哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不晓得说啥子了吧,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不晓得说啥子了阿,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不晓得说啥子了，没意思,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不理解,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
俺信号撇,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说的什么呀,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说的是哪一个XXX,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说的太快了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子情况哦嗯,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子情况哦阿,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子情况哦,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子哦没意思,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子哦了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子哦哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子哦吧,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子哦阿,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子哦,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子嘛,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子安,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子啊？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
线路问题,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥原因？啥啥原因？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子情况哦哈哈哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥呀？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子情况哦焉,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
太吵了，听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
太吵了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
说啥子,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
说啥呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
说啥啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
说啥,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
谁？找谁？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
声音有点小,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
什么什么？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
什么什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
什么鬼,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
什么？再说一下呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
什么？你说什么？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
什么？啊？什么？听不清,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥子玩意哦，听不倒。,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥玩意,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥呢,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥啊？听不见,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说一次,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说一遍，我听不清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说啥？听不懂,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说什么?,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说什么，我听不清楚,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说啥？我听不懂呢？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说哪个？阿,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说哪个？，没意思,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说哪个？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说慢一点,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说一次，没意思,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说一次吧,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说一次嗯,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再说一次哈哈哈,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥？说啥？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥？啥时间一定还？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥，听不到了！,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
啥,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
钱，什么啊啊,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你重新说一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
听不倒，哪个？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说啥？？我不办贷款,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你找谁呢？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你在重复一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你在说一遍那,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你在说一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你在说什么，我一点不懂,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你在说什么,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你再重复一遍,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你这个不好理解,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说呢？,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
信号很差，你能不能换个信号好的地方说,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说啥，,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
喂喂这里太吵了,请求重复,103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
