from,label,original_label,original_text,new_label
Installment,0,,我考虑考虑,1
Installment,1,,好的,0
请求等下打来,2,104,马上就好,0
Installment,1,,有钱在还,1
Installment,0,,我等会看有多少,1
Installment,1,,等我发工资的吧,1
Installment,0,,要等两天,1
还款方式,2,108,这个真的有点儿坑,2
请求等下打来,2,104,等下好吧,1
模糊确认,2,106,知道再处理,2
模糊确认,2,106,嗯,2
Installment,1,,我过几天肯定还这么多,1
Installment,1,,好的,0
Installment,1,,我会还的，你放心,1
Installment,1,,能到年底么,100
Installment,1,,要等到发工资了才能还！,1
Installment,1,,我去借看看,1
Installment,1,,你做梦呢？2天,1
请求等下打来,2,104,没有时间,1
Installment,0,,不认识,1
Installment,0,,不用，你在**天和我联系就可以了,1
Installment,1,,什么,103
讨价还价,2,100,我会处理的,1
Installment,0,,有时间,1
讨价还价,2,100,钱不够,1
请求等下打来,2,104,我明天找你,1
Installment,0,,听不懂,103
Installment,1,,工程款压太久了，我也急,1
Installment,1,,在开会待会再联系,1
Installment,0,,待会回你电话,104
讨价还价,2,100,再给个机会，下个月嘛,2
Installment,0,,等会,1
故意岔开话题,2,109,你就pause,2
Installment,1,,晚上回家找父母要钱,1
讨价还价,2,100,我考虑考虑,1
Installment,1,,2小时之内不行,1
Installment,1,,等我下班的,1
确认数额,2,102,我想知道，分期的话，最长能分几期？,1
Installment,1,,等等去医院,1
讨价还价,2,100,去贷点款处理,1
讨价还价,2,100,我尽力吧,1
Installment,0,,去借钱,1
讨价还价,2,100,还早吧,1
Installment,0,,好的明白了,0
Installment,1,,我去借钱,1
讨价还价,2,100,可能不行,1
Installment,1,,能不能分期,1
讨价还价,2,100,我觉得太高了,1
Installment,0,,我放银行卡里你们扣,0
Installment,0,,明天你查账就行了,0
Installment,1,,下个月吧,1
Installment,1,,如果钱到我会还,1
Installment,1,,看看吧,1
Installment,1,,喂喂喂喂喂喂,103
Installment,1,,再说吧,1
讨价还价,2,100,朋友也没给答复,1
Installment,1,,尽快,1
讨价还价,2,100,再看看,1
Installment,1,,可不可以少点啊。,100
讨价还价,2,100,高利贷吗,1
讨价还价,2,100,工程款还没下来,1
Installment,0,,我知道了,106
Installment,0,,在拍队,109
讨价还价,2,100,到时候再说,1
Installment,0,,你等我问问,1
Installment,0,,不认识,1
Installment,0,,什么,103
Installment,0,,三天,0
Installment,1,,现在没这么多,1
模糊确认,2,106,可以，我会行办法的,0
讨价还价,2,100,钱还没借到，我在找别人借！,1
讨价还价,2,100,尽量吧,1
Installment,1,,再多少些啥。,100
Installment,1,,有钱就还了,1
还款方式,2,108,可以给现金吗,2
模糊确认,2,106,我想想办法,1
Installment,0,,好的，我知道了,0
Installment,0,,明天,0
Installment,0,,下个月一起,0
请求等下打来,2,104,我在处理一些事情稍等,2
Installment,1,,不认识,1
讨价还价,2,100,这个时间紧啊,1
讨价还价,2,100,能再宽松几天不,2
还款方式,2,108,我都不用智能手机，钱咋个个还法,2
Installment,1,,有什么事,109
Installment,1,,银行不让还,1
讨价还价,2,100,我有钱就还.,1
Installment,0,,太多了,1
Installment,0,,明天呢,0
讨价还价,2,100,我会还的，现在不行,1
模糊确认,2,106,行没问题,0
讨价还价,2,100,正在凑钱,1
模糊确认,2,106,知道了,2
讨价还价,2,100,我没有工作,1
模糊确认,2,106,嗯嗯，好的,0
Installment,0,,金额太高，我想想办法,1
请求等下打来,2,104,我再山上,2
Installment,0,,三天后,0
讨价还价,2,100,父母能不能帮忙,2
Installment,1,,不接受,1
Installment,0,,等我有钱在处理,1
Installment,0,,等下个月在还,1
Installment,0,,我能承受了,0
Installment,0,,等我发工资,1
Installment,0,,没,1
讨价还价,2,100,借借看吧+,1
请求等下打来,2,104,在少点,2
Installment,0,,都行,106
Installment,1,,我连饭都吃不起了,1
Installment,1,,现在有事,1
Installment,1,,可以,0
讨价还价,2,100,我去凑,1
模糊确认,2,106,再说吧,1
Installment,0,,明天下午5点前,0
Installment,0,,莫问题，等下打。,0
Installment,0,,我去核实,1
Installment,1,,脑残,109
Installment,1,,难,1
讨价还价,2,100,等有钱的,1
请求重复,2,103,好久还清？,2
Installment,1,,只还本金可以,1
Installment,0,,我乐意,0
Installment,0,,明天要得不？,100
Installment,1,,我回家商量,1
讨价还价,2,100,钱到位了我就还了,1
Installment,0,,哈哈,109
Installment,0,,提前联系我,1
Installment,1,,无语,1
还款方式,2,108,微信可以还款？,2
Installment,1,,再说,1
讨价还价,2,100,老板钱没拿到，不确定什么发工资,1
Installment,1,,现在差钱,1
还款方式,2,108,我现在有钱，但是不知道如何还,2
讨价还价,2,100,可能还不上,1
Installment,1,,钱都做生意用了,1
讨价还价,2,100,看看吧,1
Installment,1,,我卡都被冻结了,1
Installment,1,,你这简直是在为难我,1
Installment,1,,哪来的钱还啊,1
请求等下打来,2,104,你等等。,1
Installment,1,,到时候你联系我,1
Installment,0,,现在没工作,1
故意岔开话题,2,109, 小溪向东去,2
讨价还价,2,100,我在凑钱,1
Installment,1,,利息好高,102
Installment,1,,妈的，q,109
Installment,1,,不认识不认识,1
还款方式,2,108,我还到哪里,2
故意岔开话题,2,109,哥在不,2
故意岔开话题,2,109,我先唱一首歌吧,2
Installment,1,,不能保证,1
Installment,1,,钱到了立马还,1
Installment,1,,等会联系你,1
Installment,1,,老婆不给,1
Installment,1,,朋友出了事情,1
讨价还价,2,100,钱没到账,1
Installment,0,,可以，我凑,0
Installment,0,,可以在**时间内,0
Installment,1,,只能分期,1
Installment,1,,我卖血,1
模糊确认,2,106,嗯，好的,0
讨价还价,2,100,过段时间,1
模糊确认,2,106,不急,1
Installment,1,,还有其他平台要还,1
讨价还价,2,100,又不是不还,1
Installment,0,,还可以，减免能帮我再多申请点嘛,100
Installment,0,,现在没这么多,1
Installment,1,,我可不可以分期还啊,1
Installment,0,,我会处理的,1
Installment,0,,明天想办法还点,106
Installment,1,,知道,106
模糊确认,2,106,知道了·,2
Installment,0,,9天,0
Installment,1,,再多延几期啥？,100
讨价还价,2,100,我今天没借到钱,1
还款方式,2,108,我客户端登陆不了,2
Installment,1,,工程款没下来,1
讨价还价,2,100,12点之前处理进去就行,1
Installment,0,,明天再还,0
Installment,1,,不认识,1
请求等下打来,2,104,在干活,1
确认数额,2,102,要得,0
Installment,1,,晚上找朋友借钱,1
Installment,1,,提前一天联系我，我做准备,1
Installment,1,,我找人借借,1
Installment,1,,通融下,1
故意岔开话题,2,109,提现,2
还款方式,2,108,可以去银行当面交易吗,2
模糊确认,2,106,好就这样,0
Installment,1,,不打清楚,1
Installment,0,,你把信息发我手机上,1
讨价还价,2,100,发工资就还,1
还款方式,2,108,能再缓几天可以不,2
故意岔开话题,2,109,一壶好酒,2
模糊确认,2,106,我能有什么意见,1
请求等下打来,2,104,我的任务都没有完成的呢,1
还款方式,2,108,还是还到上次那个账号吗？,2
Installment,1,,不认识,1
Installment,1,,我在看看,1
模糊确认,2,106,收到,2
模糊确认,2,106,好,0
讨价还价,2,100,不知道过两天发不发工资,1
Installment,1,,明天看看有没有钱,1
Installment,1,,工程款马上下来了,1
Installment,0,,现在没钱,1
Installment,1,,再说,1
Installment,0,,再去借,1
请求等下打来,2,104,好冷咯,2
Installment,0,,我去办理，,0
Installment,0,,正在转,0
Installment,1,,等我忙完,1
Installment,0,,我在等工程款,1
Installment,0,,你记一下这个电话，如果联系不到我，找他也可以,1
讨价还价,2,100,今天我再找人想想办法,1
讨价还价,2,100,不能保证，尽量吧,1
Installment,1,,昨天发工资还了其他家的了,1
Installment,1,,发奖金我就还,1
讨价还价,2,100,我考虑考虑,1
Installment,1,,看看到时候能有多少钱我先还上,1
还款方式,2,108,可以汇款不,2
Installment,0,,那我尽量吧,106
Installment,0,,到时候我联系你扣款,0
Installment,1,,明天再谈,1
讨价还价,2,100,还欠我钱,1
Installment,1,,我在开会,1
Installment,1,,要20天,1
Installment,0,,1000我有的,106
Installment,1,,99天就还,0
Installment,1,,听不清,1
Installment,0,,会还,106
请求等下打来,2,104,地震得好厉害，好厉害，好晃动！,2
Installment,0,,明天,0
模糊确认,2,106,嗯，我知道了,2
Installment,0,,好的，我知道了！,0
故意岔开话题,2,109,今生无缘，来世再见,2
Installment,0,,等我电话，我自己处理,1
Installment,1,,我可以还本金，其他的想都不要想,1
Installment,1,,我现在缺钱,1
Installment,1,,找朋友借不确定什么时候到,1
Installment,1,,在打官司,1
Installment,1,,你说的有点多啊,1
Installment,1,,直接挂断,1
Installment,0,,我在开会,1
Installment,0,,不可以，我到**时间才能有钱,1
讨价还价,2,100,我也想还，但我现在真的很困难,1
Installment,0,,行你放心,0
还款方式,2,108,我可以微信不,2
Installment,1,,我在山里头来不及,1
Installment,0,,等下说,1
Installment,0,,行，你放一万个心,0
讨价还价,2,100,我凑看看,1
讨价还价,2,100,看看再说,1
Installment,1,,老婆还要生活费,1
Installment,0,,可以奥,0
Installment,0,,没那么多,1
Installment,1,,我下个月还,0
Installment,0,,有钱就还,1
Installment,1,,在等两天,1
讨价还价,2,100,我周转看看,1
Installment,0,,我考虑下,1
Installment,1,,你帮我减免一点,100
Installment,0,,听不懂,109
Installment,1,,行,0
Installment,1,,我考虑一下,1
Installment,1,,问题大大呀，再久点嘛？,1
Installment,1,,可以,0
Installment,1,,给你们说了多少次，我是不得还钱的,1
Installment,1,,我在上班，请不了假,1
Installment,0,,到那天再联系,1
Installment,1,,我尽力吧,106
Installment,1,,我刚在看守所出来,1
Installment,1,,换一部分,1
Installment,0,,明天哦,0
确认数额,2,102,多半不够,1
Installment,1,,不同意就先还别的,1
故意岔开话题,2,109,汽车还多啊,2
讨价还价,2,100,看朋友钱给不给,1
Installment,1,,我在山里没信号,1
讨价还价,2,100,过一段时间,1
Installment,1,,我要先去找朋友借点,1
Installment,0,,我在开会,104
还款方式,2,108,能用外币还嘛,1
Installment,0,,下个月,0
Installment,1,,不认识,1
模糊确认,2,106,可以，就这样吧,0
Installment,1,,在路上,1
讨价还价,2,100,别人钱我钱，正在要钱,1
Installment,1,,回不去,1
Installment,1,,不认识,1
故意岔开话题,2,109,下班后去健身吧,2
故意岔开话题,2,109,钱钱都舍不得,2
故意岔开话题,2,109,多摆一盘？,2
Installment,1,,金额太高，我想想办,1
讨价还价,2,100,不行，没办法按照你说的做哦,1
讨价还价,2,100,我争取还,1
模糊确认,2,106,好，知道了,2
讨价还价,2,100,我现在借钱,1
Installment,1,,那你打算怎么处理？,1
讨价还价,2,100,车子卖了还,1
模糊确认,2,106,考虑考虑,1
Installment,1,,尽量,1
模糊确认,2,106,行，好的，你放心,0
Installment,1,,不认识,1
Installment,1,,没到账,1
Installment,0,,明天的,1
Installment,0,,上打给我,1
Installment,1,,好，那我就分期处理,1
Installment,1,,没上班怎么还,1
Installment,1,,工程款也没拿到。,1
Installment,0,,借不了钱,1
Installment,0,,三天内哈,0
Installment,1,,知道了,106
Installment,1,,过年就有钱了,1
讨价还价,2,100,我一定给你办好,1
请求等下打来,2,104,等有空还,1
Installment,0,,是直接还到银行卡吗,108
故意岔开话题,2,109,最近球赛还有点好看，买彩票没？,2
讨价还价,2,100,这个，我一定尽量,2
Installment,1,,可以月底嘛,1
讨价还价,2,100,我能还100元，你们要不？,1
讨价还价,2,100,等发工资,1
请求等下打来,2,104,等等吧,1
Installment,1,,我凑钱,1
讨价还价,2,100,等几天吧,1
Installment,0,,这几天就行,1
Installment,1,,听不清,103
Installment,1,,需要时间,1
Installment,0,,还多少,102
Installment,0,,可以多还点吗,102
确认数额,2,102,那我还掉是不是就能结清啊,2
Installment,1,,我考虑考虑,1
确认数额,2,102,没欠这么多钱吧,2
讨价还价,2,100,我周转一下！,1
Installment,1,,不认识,1
Installment,0,,俺肿么还,108
还款方式,2,108,明天朋友就换我钱了,1
讨价还价,2,100,父亲住院没钱,1
Installment,1,,我考虑下,1
故意岔开话题,2,109,答案跟问题三一样的,2
Installment,1,,行,0
讨价还价,2,100,过几天再说吧,1
Installment,1,,别催我了，我有钱就会还的,1
讨价还价,2,100,你放心,2
Installment,0,,我去借点钱,1
故意岔开话题,2,109,今天我还不了,1
Installment,1,,我再看看,1
Installment,1,,现在不方便,1
讨价还价,2,100,等会去银行存,0
Installment,0,,哦知道了,106
Installment,1,,我没时间,1
讨价还价,2,100,利息太多,102
Installment,1,,等朋友钱到账还,1
Installment,1,,我朋友有钱，放心,1
Installment,1,,先还点,1
Installment,0,,等我五分钟,0
Installment,1,,我看看,1
讨价还价,2,100,钱太多了,1
Installment,1,,我在上班,1
讨价还价,2,100,今天工程款可能下来,1
Installment,1,,不认识,1
确认数额,2,102,这样啊，那我要考虑一下，不知道明天的股票怎么样,1
Installment,1,,老人也要用钱,1
Installment,1,,过两天行不行,100
讨价还价,2,100,违约金太多了,2
讨价还价,2,100,朋友转过来就还上,1
Installment,0,,再说,1
Installment,0,,这都是可行的,106
Installment,1,,刚上班,1
Installment,1,,你打死我吗,1
Installment,1,,我吃了,1
还款方式,2,108,app崩溃了，我试了，还不起,2
Installment,0,,哈哈哈,109
Installment,1,,吃饭都成问题,1
故意岔开话题,2,109,不用干活你也没时间回家吗,1
Installment,1,,今天可能还不上,1
Installment,0,,7天,0
Installment,1,,能不能多分几期呀,100
确认数额,2,102,不可能哦,1
Installment,1,,抱歉,1
Installment,1,,只能每月还500,1
Installment,1,,我有钱了我自己去还,1
Installment,1,,在学习,1
Installment,1,,尼玛，就你们这逼样的等下辈子吧,1
Installment,1,,好的,0
Installment,1,,帮帮忙啊我是真的困难,1
讨价还价,2,100,钱没到位,1
Installment,1,,我得去凑钱,1
Installment,1,,可以,0
故意岔开话题,2,109,难回首,2
Installment,1,,不认识,1
Installment,0,,等我半小时,0
故意岔开话题,2,109,最近生意好吗,2
Installment,1,,待会回你电话,1
讨价还价,2,100,现在没钱先处理部分,1
Installment,1,,不认识,1
Installment,1,,小妹，帮帮忙楼,1
还款方式,2,108,浪个弄？,2
Installment,1,,不认识,1
还款方式,2,108,我身上只有现金，要怎么处理,2
讨价还价,2,100,我问问家里,1
Installment,1,,还上打你电话,1
Installment,1,,不好意思，我依然没办法还了,1
Installment,0,,双手赞成,0
Installment,1,,现在就这么多,1
讨价还价,2,100,工资不确定发不发,1
讨价还价,2,100,母亲住院没钱,1
模糊确认,2,106,行吧，想办法,2
请求等下打来,2,104,等等就处理,0
讨价还价,2,100,我想想办法,2
Installment,0,,我在忙,1
Installment,1,,我想办法借钱,1
Installment,0,,没工作,1
请求等下打来,2,104,等等的,1
Installment,0,,到时候通知你,0
Installment,0,,我发工资了,1
Installment,0,,可以明天还吗,100
Installment,1,,不相信你,1
Installment,1,,不认识,1
讨价还价,2,100,我回家就处理,0
Installment,1,,还，还，还，还个锅铲，你们这个催法是让人还钱的吗？,1
Installment,1,,打错了,1
讨价还价,2,100,我还在借,1
Installment,0,,在晚几天吧,1
讨价还价,2,100,到时候看看吧,1
Installment,1,,月底想办法,1
请求等下打来,2,104,没办法，明天来,1
Installment,1,,先去凑凑,1
Installment,0,,多给点时间，我先还一部分,100
讨价还价,2,100,钱借钱,1
Installment,1,,再等等等吧,1
Installment,0,,我这边周转一下,1
确认数额,2,102,你这个金额怕是有点问题，我还得再确认下,1
模糊确认,2,106,可以,0
Installment,1,,多点折嘛。,100
讨价还价,2,100,让客服联系我,2
讨价还价,2,100,工程款下来就能还了,1
模糊确认,2,106,好的,0
Installment,1,,可以还得了啊，你在开玩笑吧,1
Installment,1,,不认识,1
讨价还价,2,100,工地几个月才发工资,1
Installment,1,,十五号,0
Installment,1,,有钱再还,1
Installment,0,,yes,0
模糊确认,2,106,我尽我最大努力吧,2
请求等下打来,2,104,我在上班,1
Installment,0,,能少还一些吗，只有这么多,100
讨价还价,2,100,我有钱就去还,1
模糊确认,2,106,好嘛，到时再说,1
Installment,0,,已经在操作了,0
Installment,0,,等一下,1
Installment,0,,可以呀，还一点是一点,106
Installment,0,,等等解决,0
Installment,1,,可以,0
Installment,0,,再筹钱了,106
模糊确认,2,106,好的，知道了,0
Installment,0,,到时候你提前给我打电话说一声,106
确认数额,2,102,你们搞这个也太黑了，利息好高,2
讨价还价,2,100,如果老板不拖欠马上还,1
Installment,1,,我在想想,1
Installment,0,,30号,0
Installment,0,,三天内呀,0
Installment,0,,到时联系,1
Installment,1,,输了300多万,1
Installment,0,,我已经让财务打给我了，还没到呢,1
Installment,1,,这个时间内，肯定有问题,1
模糊确认,2,106,好嘛,2
Installment,0,,了解,106
讨价还价,2,100,等借到钱的,1
Installment,0,,那没办法,1
讨价还价,2,100,不行，没办法安妮说的,1
Installment,1,,吃饭怎么办,1
请求等下打来,2,104,等等会处理,1
Installment,0,,就按照你说的,0
模糊确认,2,106,可以，尽量想办法,2
Installment,1,,等我休息了再说,1
Installment,0,,什么,103
Installment,1,,我现在没那么多,1
Installment,1,,尽量,1
讨价还价,2,100,帅哥，帮帮忙喽，靠你了,2
Installment,1,,能能分期,1
Installment,0,,好啊,0
Installment,0,,没钱怎么还，,1
Installment,0,,明天我打你电话,104
还款方式,2,108,可以直接转帐么,2
Installment,0,,我在等结账,1
Installment,1,,不认识,1
Installment,1,,给我两个月吧,1
Installment,0,,后天,0
模糊确认,2,106,我现在确定不了,2
讨价还价,2,100,会处理,1
Installment,0,,这两天有事，要过两天。,1
Installment,0,,哈 好啊,0
模糊确认,2,106,恩？,2
Installment,1,,很紧张,1
Installment,0,,考虑考虑吧,1
Installment,0,,嗯，我知道了。,106
Installment,1,,可以相信,106
讨价还价,2,100,今天一概能处理部分吧,1
Installment,0,,可以一起还吗,102
讨价还价,2,100,家人正在帮忙筹钱,1
讨价还价,2,100,我也不知道，钱还没到账,1
讨价还价,2,100,先还二百,1
Installment,1,,没钱去还,1
Installment,1,,我现在没能力,1
Installment,0,,等下我找我朋友帮我存下钱,0
Installment,1,,可以,0
Installment,0,,等等，我下班去存,0
Installment,0,,发誓，如果处理不了,0
模糊确认,2,106,要得，我知道,2
Installment,0,,我没空,1
讨价还价,2,100,贷款今天还没下来,1
Installment,0,,要不了那么长时间,0
Installment,0,,好好,0
讨价还价,2,100,等我有钱的,1
讨价还价,2,100,家里有事,1
Installment,1,,借了那么久，找不着钱。,1
Installment,1,,再少点吧,100
Installment,1,,转账没有到,1
Installment,0,,下个月发工资,1
Installment,0,,支持,106
Installment,1,,我去想想办法,1
确认数额,2,102,要得要得,0
Installment,0,,再等两天,1
讨价还价,2,100,要是我还不还，是不是下次就本金减一半啊,2
Installment,1,,自己在工地，工资一年结一次,1
Installment,1,,贷款2天之后肯定能下来,1
讨价还价,2,100,我先去想办法,1
Installment,0,,我马上回你,104
Installment,1,,不认识,1
确认数额,2,102,有这么多钱么？,2
Installment,1,,没空,1
Installment,0,,只有一部分,1
确认数额,2,102,我现在也不确定,1
Installment,1,,失去后才明白当初该好好珍惜她,109
Installment,1,,我现在资金不足,1
Installment,1,,奥,106
请求重复,2,103,啥？啥时间一定还？,2
Installment,1,,数额太大了，我先想想吧,1
Installment,0,,下个月全部还清,0
Installment,0,,目前只有5000,1
Installment,0,,能不能在少点,100
Installment,1,,不认识,1
Installment,1,,到期之前，一定还,0
Installment,1,,我在山里没信号,1
Installment,0,,想办法,1
Installment,0,,已经还了，提示正在交易中,0
Installment,1,,我去借看看,1
Installment,1,,恩,106
讨价还价,2,100,我看能不能借到钱,1
Installment,0,,我想想办法,1
Installment,0,,一个礼拜内,0
Installment,1,,我去借一下看看！,1
Installment,0,,考虑,1
讨价还价,2,100,也不差这几天,1
Installment,1,,今天多少处理？,103
模糊确认,2,106,应该能还,2
故意岔开话题,2,109,能用的钱有多少,2
Installment,1,,微信联系,105
Installment,0,,去凑钱,1
讨价还价,2,100,会处理的,1
Installment,0,,我说了十号你别打电话了！,1
Installment,0,,有什么事,103
Installment,1,,我爸妈过几天就回来了给钱,1
讨价还价,2,100,今天可能还不上,1
Installment,0,,等等,1
Installment,1,,钱没到账,1
Installment,0,,今天一分不处理的，是不可能的。,109
Installment,0,,每月还一千,1
Installment,1,,不认识,1
Installment,0,,我会还的,1
Installment,0,,只愿还本金,1
Installment,1,,再和领导说说？,1
Installment,1,,朋友说帮我凑点的,1
讨价还价,2,100,5好吧,0
Installment,1,,绝对没问题,1
Installment,0,,对公还款,1
Installment,0,,在路上了,0
Installment,0,,我等会联系你,104
Installment,1,,好的,0
Installment,0,,在要钱,0
Installment,1,,加QQ聊吧,105
Installment,1,,利息太高,102
Installment,1,,来不及,1
Installment,0,,不行,1
Installment,0,,不超过八点,0
Installment,1,,等下说,1
Installment,0,,说了算数,106
讨价还价,2,100,我现在没那么多,1
Installment,0,,6点之前到位,0
Installment,1,,刚下岗，不然你们给介绍个工作，从工资里扣,1
还款方式,2,108,已经还了，提示正在交易中,0
讨价还价,2,100,银行抵押贷款没有下来,1
Installment,1,,那我先处理一点,1
Installment,0,,年底之前,0
Installment,0,,小事,1
Installment,0,,10天,0
Installment,0,,有,106
讨价还价,2,100,想办法借钱,1
Installment,1,,等发工资,1
Installment,1,,好了好了,106
Installment,1,,我欠太多了,1
Installment,1,,有,106
Installment,1,,我先给点,1
Installment,1,,还是算了吧,1
Installment,1,,过段时间,1
Installment,0,,现在在转,0
Installment,1,,不然你再申请延个两年呢,100
请求重复,2,103,可以什么？,2
Installment,0,,这个钱是有的,106
Installment,0,,钱转了还没有到账,0
Installment,0,,过段时间在处理。,1
Installment,1,,我在吃饭,1
Installment,1,,哼,109
Installment,0,,能不能再少点,100
Installment,0,,分期,1
Installment,0,,会叹息有多少眷恋,109
Installment,1,,你们高利贷,102
讨价还价,2,100,工资没发,1
Installment,0,,还要再等等,1
讨价还价,2,100,我会还的，现在很忙的,2
讨价还价,2,100,我有钱了肯定会处理,1
Installment,0,,还不起,1
Installment,0,,那你今天自己打算怎么处理？,1
模糊确认,2,106,好，我知道了,2
讨价还价,2,100,帅哥，帮帮忙楼,1
Installment,1,,不认识,1
Installment,1,,我发誓19就行,0
故意岔开话题,2,109,莫名其妙的,2
Installment,0,,处理好了联系你,1
Installment,1,,应该可以,106
讨价还价,2,100,有钱了自然会还。,1
故意岔开话题,2,109,有一点惆怅,1
Installment,0,,我在吃饭,1
Installment,1,,别人家还有好多欠款呢，还不了,1
Installment,1,,我要周转看看,1
Installment,1,,过两天处理,1
Installment,0,,俺要还,106
Installment,1,,还能在少点吗,1
Installment,0,,我找朋友借，先还,106
讨价还价,2,100,我再想想办法吧,1
Installment,0,,待会发截图给你,1
讨价还价,2,100,你帮我想办法,1
讨价还价,2,100,身上没这么钱,1
讨价还价,2,100,可以考虑下，我下午去问我朋友借下看行不行,2
Installment,0,,钱没到,1
Installment,1,,不要打电话了，会还的,1
Installment,0,,你先忙,1
Installment,1,,贷款不知道什么时候下来。,1
Installment,0,,半个月,0
Installment,1,,嗯,106
Installment,1,,借到就处理,1
Installment,0,,这下就好多了啥。,106
模糊确认,2,106,能筹到钱吧,1
讨价还价,2,100,别人还没还我钱了,1
Installment,1,,还不到哈，无论怎么说,1
Installment,1,,本金,1
Installment,1,,来抓我,1
故意岔开话题,2,109,天天催啥子嘛！没得钱还！,1
模糊确认,2,106,行，到那天再说了,2
Installment,0,,你等着看好了,1
Installment,1,,我有钱就还,1
Installment,1,,我不清楚,1
Installment,1,,尽量快点,1
Installment,0,,自己在app还,0
Installment,1,,利息太多,1
模糊确认,2,106,有钱就还,1
Installment,1,,不确定,1
Installment,0,,给我半个月时间,0
Installment,1,,可以,0
Installment,1,,还是很多,1
Installment,0,,礼拜一给你处理了,0
模糊确认,2,106,我再看看,1
Installment,1,,发工资地吧,1
Installment,1,,加微信聊吧,105
Installment,1,,我的帐那个时候都还没到手，你告诉我拿什么还？,1
Installment,0,,下个礼拜可以么我处理一点进去,100
Installment,1,,不认识,1
Installment,0,,嗯嗯·,106
Installment,0,,清楚,106
Installment,1,,还了啊,1
请求等下打来,2,104,ok等下,2
Installment,0,,我朋友明天钱给我,0
讨价还价,2,100,家人不知道帮不帮我,1
Installment,0,,没那么多钱,1
Installment,1,,我考虑考虑,1
Installment,0,,你打错了,1
Installment,0,,帅哥，帮帮忙喽，明天可以,0
Installment,1,,我不方便,1
Installment,0,,那我想办法去借,1
Installment,1,,等我有钱的,1
讨价还价,2,100,有点困难,1
Installment,1,,我现在两手空空,1
模糊确认,2,106,好的，我想办法,2
Installment,0,,刚买的号码,1
还款方式,2,108,可以银联卡转账？,2
Installment,1,,你说的我怎么觉得不对啊,102
讨价还价,2,100,先换一部分,1
讨价还价,2,100,我在打官司，工程款拿来就还,1
Installment,1,,可以只还本金吗,1
Installment,0,,今天下午,0
故意岔开话题,2,109,有答案,2
