from,label,original_label,original_text,new_label,
模糊确认,2,106,考虑考虑,2
模糊确认,2,106,我劲量吧,2
Installment,0,,应该可以，我争取还,0
确认数额,2,102,金额,2
请求更新金额,2,110,还了以后不会在要钱了吧？,106
Installment,1,,今天工程款可能下来,1
Installment,1,,等我休息了再说,1
请求重复,2,103,好久还清？,2
模糊确认,2,106,家人在帮忙筹钱，就这几天,106
故意岔开话题,2,109,要不你报警抓我吧,1
Installment,1,,工资不高，这段时间无法处理完,1
Installment,1,,好，那我就分期处理,0
故意岔开话题,2,109,不认识,-1
CutDebt,0,,钱以到位,0
Installment,1,,还锤子,1
Installment,1,,我先还一半，过几天还完,106
CutDebt,0,,得行。,0
故意岔开话题,2,109,不认识,-1
模糊确认,2,106,你等我考虑一下吧,2
讨价还价,2,100,可以少还一点,2
Installment,1,,暂时有问题,1
Installment,1,,明天朋友就换我钱了,106
Installment,1,,还了啊,1
故意岔开话题,2,109,不认识,-1
讨价还价,2,100,如果还能减免一些，我考虑下,2
故意岔开话题,2,109,不认识,-1
讨价还价,2,100,朋友还没有答复,1
Installment,1,,等我发了工资就还上！,1
讨价还价,2,100,我会还的，等我有钱了,1
讨价还价,2,100,钱还没借到，我在找别人借！,1
Installment,0,,不差钱,106
讨价还价,2,100,违约金太多了,1
讨价还价,2,100,我考虑考虑,106
Installment,1,,sorry,1
讨价还价,2,100,等下个月发工资,0
请求等下打来,2,104,在山上，等下山处理,106
Installment,1,,去借下,1
Installment,1,,我再看看,106
Installment,0,,钱刚好够,106
故意岔开话题,2,109,在路上了,2
Installment,0,,9天,0
讨价还价,2,100,等发了工资的,1
Installment,1,,你帮我减免一点再分期吧,100
Installment,1,,过几天就还了,1
Installment,1,,不能少点吗,100
CutDebt,0,,好，那我给你们转过来,0
模糊确认,2,106,明天再说吧,104
Installment,1,,我周转一下,1
Installment,1,,我觉得今天不一定有钱啊,1
Installment,1,,可以减免吗,100
故意岔开话题,2,109,不认识,-1
模糊确认,2,106,问朋友借把钱还了,2
Installment,1,,我在吃饭,104
讨价还价,2,100,工作不稳定,1
讨价还价,2,100,看看吧,106
模糊确认,2,106,好好好,0
Installment,1,,钱还没借到，我在找别人借！,1
模糊确认,2,106,恩,2
故意岔开话题,2,109,不认识,-1
Installment,1,,能用外币还嘛,108
Installment,1,,后天嘛？,0
模糊确认,2,106,可以,0
讨价还价,2,100,孩子上学没钱,1
请求重复,2,103,啥？啥时间一定还？,2
模糊确认,2,106,放心,2
Installment,1,,你这简直是在为难我,1
故意岔开话题,2,109,不在,2
Installment,0,,我会尽快处理,0
请求等下打来,2,104,今天不行，明天吧,0
Installment,1,,有钱我就还,1
Installment,1,,我也不知道，钱还没到账,1
还款方式,2,108,把卡号发给我，,2
请求等下打来,2,104,我有点急事改天再说吧,2
Installment,1,,等下说,104
故意岔开话题,2,109,转告不了,-1
Installment,0,,10天,0
Installment,1,,我去财务支,106
讨价还价,2,100,家里有事，暂时没钱。,1
CutDebt,0,,转账可以吧,108
模糊确认,2,106,可以，就这样吧,0
讨价还价,2,100,可能不行,1
Installment,1,,我考虑下,106
Installment,1,,有一点惆怅,109
讨价还价,2,100,我再考虑下吧,106
模糊确认,2,106,我想想办法,2
CutDebt,0,,知道了,106
Installment,1,,没得搞，下岗了,1
CutDebt,0,,谢谢您,106
请求等下打来,2,104,等我好好想想再,1
Installment,1,,坐牢才出来,-1
Installment,1,,有时间,106
模糊确认,2,106,那就这样吧,2
Installment,1,,我去借一下看看！,106
Installment,1,,和家人商量一下,106
Installment,1,,可以是可以，但我需要时间,106
故意岔开话题,2,109,没能力,1
Installment,1,,来不及,1
Installment,1,,不去处理,1
故意岔开话题,2,109,不认识,-1
CutDebt,0,,出去了,-1
Installment,1,,我周转一下！,106
请求等下打来,2,104,马上就好,0
Installment,1,,我尽量试试吧,106
CutDebt,0,,麻烦你,106
CutDebt,0,,明白,106
Installment,1,,换不起呀现在,1
模糊确认,2,106,能筹到钱吧,1
Installment,1,,现在上班,104
讨价还价,2,100,我会还的，现在不行,1
Installment,1,,我跟家人商量,106
模糊确认,2,106,恩,106
Installment,1,,小事,106
CutDebt,0,,嗯，我知道了。,106
Installment,1,,刚上班,104
CutDebt,0,,漂亮,109
Installment,0,,知道了,106
Installment,1,,我能有什么意见,106
CutDebt,0,,马上过来拿钱,0
Installment,0,,6天,0
Installment,0,,在提现,0
请求等下打来,2,104,等几天联系吧,2
讨价还价,2,100,这样吧，多给我四天，我肯定能还,100
讨价还价,2,100,不知道能不能借到钱,1
讨价还价,2,100,不知道过两天发不发工资,1
Installment,1,,以后还的更多,1
Installment,0,,双手赞成,0
Installment,1,,尽快,0
Installment,1,,今天没有时间,1
Installment,1,,需要时间,1
讨价还价,2,100,只能先还一部分,2
Installment,1,,我跟借一下,106
Installment,1,,你不是认真的吧,1
CutDebt,0,,可以相信,106
请求更新金额,2,110,出示延期材料,2
Installment,1,,这个时间内，有问题,1
Installment,0,,有多少处理多少,0
Installment,1,,考虑一下,106
还款方式,2,108,我都不用智能手机，钱咋个个还法,2
Installment,1,,别打我电话，我有钱联系我,1
Installment,1,,工资不知道什么时候到,1
Installment,0,,明天,0
确认数额,2,102,应该没有这么多吧,2
模糊确认,2,106,我看看有没有其他办法,2
CutDebt,0,,那好吧,0
Installment,1,,分期,-1
Installment,1,,我找人借借,106
Installment,1,,处理好了联系你,0
讨价还价,2,100,不行，没办法按照你说的做哦,1
Installment,1,,等他还了我就还,1
故意岔开话题,2,109,不认识,-1
CutDebt,0,,嗯嗯,106
讨价还价,2,100,只愿还本金,2
Installment,1,,你跟某某某联系，我跟他说好了,1
Installment,1,,我找人借借,106
Installment,1,,你别催了我知道了,106
Installment,1,,能能分期,-1
Installment,1,,给我时间,100
模糊确认,2,106,好好好,0
Installment,0,,我可以答应你们的,0
CutDebt,0,,我知道了,106
Installment,1,,过段时间再说,1
讨价还价,2,100,今天我不一定能还啊,1
Installment,1,,看朋友钱给不给,1
Installment,1,,还早吧,1
Installment,1,,我在上班,104
Installment,1,,过年就有钱了,0
模糊确认,2,106,会还的,2
Installment,1,,现在还在住院,1
CutDebt,0,,知道了,106
Installment,1,,在火车上,1
模糊确认,2,106,我想想办法,2
讨价还价,2,100,老板钱没拿到，不确定什么发工资,1
Installment,1,,我想办法,106
请求更新金额,2,110,那你现在就把他处理掉，两个小时之内。,2
Installment,1,,过一段时间,1
模糊确认,2,106,我朋友有钱，放心,2
讨价还价,2,100,我回家就处理,0
模糊确认,2,106,好像能把,0
Installment,1,,刚下岗，不然你们给介绍个工作，从工资里扣,1
Installment,1,,先还二百,1
讨价还价,2,100,钱太多,1
故意岔开话题,2,109,小溪向东去,2
Installment,1,,尽量快点,109
讨价还价,2,100,我没准备好还,1
故意岔开话题,2,109,不认识,-1
讨价还价,2,100,利息去了我还的上,2
Installment,0,,具体还多少,102
Installment,1,,我生病了,109
讨价还价,2,100,我准备第3个月还啊,0
模糊确认,2,106,行了,0
Installment,0,,等会处理,0
模糊确认,2,106,恩？,106
模糊确认,2,106,欠钱怎么可能不还？,2
讨价还价,2,100,我尽量,106
Installment,1,,嗯，我再想想,106
Installment,1,,高利贷吧,1
故意岔开话题,2,109,不说话,1
Installment,1,,我现在有点事,104
模糊确认,2,106,我尽量吧,2
故意岔开话题,2,109,给其施压,2
CutDebt,0,,三天内呀,0
Installment,1,,我觉得太高了,1
模糊确认,2,106,小事,2
故意岔开话题,2,109,除了钱，我什么都没了,106
讨价还价,2,100,你帮我在减免一点我就处理掉,2
Installment,1,,提前一天联系我，我做准备,1
Installment,1,,我在山里没信号,104
Installment,1,,我想办法,106
CutDebt,0,,这下不担心了，不拍还不起了。,0
Installment,1,,我想一下,106
请求更新金额,2,110,你把app减免金额删掉我就还,2
Installment,1,,晚上找朋友借钱,106
Installment,1,,我在上班,104
确认数额,2,102,我想知道，分期的话，最长能分几期？,2
模糊确认,2,106,到时联系,2
CutDebt,0,,在路上了,0
CutDebt,0,,你怎么不早说？,106
故意岔开话题,2,109,周末,0
讨价还价,2,100,工资拖欠没发，发了我立马处理！,1
Installment,1,,等一会,104
模糊确认,2,106,好的,0
Installment,1,,我看能不能借到钱,106
Installment,1,,不能保证，得看工程款到不到,106
讨价还价,2,100,我周转看看,106
CutDebt,0,,amazing,106
模糊确认,2,106,等等,104
模糊确认,2,106,我想办法,106
还款方式,2,108,可以汇款不,2
请求更新金额,2,110,减免以后会处理,2
Installment,1,,我已经让财务打给我了，还没到呢,1
Installment,1,,问题大大呀，再久点嘛？,100
讨价还价,2,100,钱还没到账,1
故意岔开话题,2,109,不认识,-1
讨价还价,2,100,我可以延期吗,2
Installment,1,,我也不知道,1
Installment,1,,再等两天,1
Installment,1,,可以月底么,0
讨价还价,2,100,我还在借,1
故意岔开话题,2,109,不认识,-1
模糊确认,2,106,他说去银行了,2
Installment,0,,明天下午5点前,0
CutDebt,0,,大后天,0
Installment,1,,工资不确定发不发,1
模糊确认,2,106,恩,2
Installment,1,,办理不了转账,108
讨价还价,2,100,我欠的太多了,1
Installment,1,,你觉得我能还得起么,1
Installment,1,,你帮我想办法,1
模糊确认,2,106,我有钱,2
Installment,1,,在干活在干活,104
讨价还价,2,100,等发工资的我自己处理,106
Installment,1,,你吃饭了没,109
讨价还价,2,100,我尽快处理,0
讨价还价,2,100,父亲住院没钱,1
Installment,1,,我让别人给你打过去,106
Installment,1,,三天时间太短了，多给我三天肯定能处理,100
模糊确认,2,106,我能有什么意见,2
Installment,1,,这样啊,106
故意岔开话题,2,109,好漂亮,2
Installment,0,,明白,106
讨价还价,2,100,等几天吧,106
Installment,1,,我去借钱,106
Installment,1,,能筹到钱吧,106
CutDebt,0,,知道了,106
Installment,0,,下个月,0
模糊确认,2,106,我考虑下,2
Installment,1,,不接受,1
Installment,1,,我自己先处理一点,1
Installment,1,,我凑凑,106
Installment,1,,我在开会,104
讨价还价,2,100,能减免多少在看看,2
Installment,0,,不成问题。,0
Installment,1,,我吃饭都吃不起了,1
讨价还价,2,100,到时再说,1
Installment,1,,我也不知道朋友钱今天能不能到,1
讨价还价,2,100,给我时间,1
Installment,1,,直接挂断,1
Installment,0,,知道了,106
模糊确认,2,106,我现在确定不了,1
Installment,1,,货还没卖出去,1
Installment,1,,你等等,104
Installment,1,,家里人都联系不到,109
讨价还价,2,100,能不能不还利息,2
请求重复,2,103,我没有听清池,2
请求等下打来,2,104,明天再说吧，今天没时间了,2
Installment,1,,等我稳定工作处理,1
Installment,1,,自己在工地，工资一年结一次,109
模糊确认,2,106,过几天还,2
讨价还价,2,100,我考虑考虑,106
Installment,1,,我的帐那个时候都还没到手，你告诉我拿什么还？,1
讨价还价,2,100,只能先处理一部分,1
Installment,1,,绝对不可能,1
Installment,0,,我去办理，,0
故意岔开话题,2,109,到那天天不处理后果自负。,2
讨价还价,2,100,过一段时间会处理的,1
Installment,0,,等我五分钟,104
CutDebt,0,,我知道了,106
模糊确认,2,106,好，我知道了,2
Installment,1,,给你发点红包,109
讨价还价,2,100,要再减免,2
讨价还价,2,100,我想想,106
请求等下打来,2,104,过几天再联系吧,2
Installment,1,,我还差点，,1
Installment,0,,知道了,106
CutDebt,0,,明天我会还的,0
CutDebt,0,,明天下午5点前,0
Installment,1,,我在上班,104
Installment,1,,工资还没发了,1
模糊确认,2,106,我提现到账就处理,2
讨价还价,2,100,能不能再少点,2
讨价还价,2,100,过几天的,1
故意岔开话题,2,109,我没在家,2
Installment,0,,我发工资先还点,106
讨价还价,2,100,金额高了,1
讨价还价,2,100,我能还100元，你们要不？,1
CutDebt,0,,明白,106
讨价还价,2,100,工资延迟发了。,1
CutDebt,0,,我知道了,106
CutDebt,0,,这样吧，多给我四天，我肯定能还,100
Installment,1,,ON,1
讨价还价,2,100,我去借钱看看，借到就处理,106
CutDebt,0,,估计要三五个月的,0
Installment,0,,一会我立马还,0
CutDebt,0,,好叻,0
讨价还价,2,100,还早吧,106
讨价还价,2,100,我凑看看,106
模糊确认,2,106,好的，知道了,0
Installment,1,,到时我去处理,0
Installment,1,,银行不让还,108
Installment,1,,之前没钱,-1
Installment,1,,我有事,1
Installment,1,,周一财务来处理,0
Installment,1,,我的任务都没有完成的呢,1
模糊确认,2,106,我再看看,2
Installment,1,,老板钱没拿到，不确定什么发工资,1
请求等下打来,2,104,现在有事，没办法处理,1
Installment,1,,考虑考虑吧,106
讨价还价,2,100,能减本金就好了,2
Installment,1,,我考虑一下,106
Installment,1,,目前只有5000,1
讨价还价,2,100,钱太多了,1
讨价还价,2,100,能不能在给点时间,2
模糊确认,2,106,找老板先支一点还,2
Installment,1,,明天再说,104
故意岔开话题,2,109,我愿意认识就认识，不愿意就不认识,-1
CutDebt,0,,在领工资,106
Installment,1,,这个减免。我也法处理，,1
Installment,1,,上打给我,109
模糊确认,2,106,我跟家人商量,2
Installment,1,,我可能忙，不一定啊,1
Installment,1,,在干活在干活,1
讨价还价,2,100,想办法还,106
Installment,1,,朋友还没有答复,1
CutDebt,0,,我知道了,106
请求等下打来,2,104,没有时间,1
模糊确认,2,106,这个考虑下,2
讨价还价,2,100,好的你申请吧,110
CutDebt,0,,相信我,106
Installment,1,,马上在银行,0
Installment,1,,公司帐上都没有钱了，怎么给你嘛,1
Installment,1,,我看看,106
Installment,1,,我去想办法,106
Installment,1,,还是太多,1
Installment,1,,朋友没给我,1
讨价还价,2,100,在想想办法吧,106
讨价还价,2,100,能再宽松几天不,2
Installment,0,,后天,0
讨价还价,2,100,5好吧,0
讨价还价,2,100,家里出事没钱,1
模糊确认,2,106,我借钱还你哈,2
模糊确认,2,106,钱刚好够,2
讨价还价,2,100,我工资要等一段时间，等发工资再说,1
Installment,1,,给其施压,109
故意岔开话题,2,109,可以相信,106
Installment,1,,贷款2天之后肯定能下来,1
故意岔开话题,2,109,树好高,2
Installment,1,,医疗保险下来就还,1
故意岔开话题,2,109,你生的儿子没屁眼儿,2
Installment,0,,在路上了,109
讨价还价,2,100,看今天朋友钱能不能拿到,1
讨价还价,2,100,我去想想办法,106
还款方式,2,108,能再缓几天可以不,100
Installment,1,,身份证挂失还没拿来,109
讨价还价,2,100,可以，但是要等到下个月,0
Installment,1,,我欠钱太多了,1
请求更新金额,2,110,减了就处理,2
模糊确认,2,106,我跟家人商量,2
讨价还价,2,100,我现在借钱,106
故意岔开话题,2,109,天天催啥子嘛！没得钱还！,1
故意岔开话题,2,109,宽容宽容哈～,100
讨价还价,2,100,可以分期不,-1
Installment,0,,钱借到就还，,1
讨价还价,2,100,等借到钱的,1
讨价还价,2,100,贷款没下来,1
Installment,0,,那再好不过了,106
讨价还价,2,100,还可以，减免能帮我再多申请点嘛,2
模糊确认,2,106,谢谢你,2
Installment,1,,稍等后,1
模糊确认,2,106,好了好了,0
CutDebt,0,,好样的,106
Installment,1,,我现在只能处理这一点,1
模糊确认,2,106,嗯，好,0
Installment,1,,我试试吧,106
讨价还价,2,100,能不能少点,2
Installment,1,,我能不能，今天先处理一部分明天在处理点,0
Installment,0,,2天,0
Installment,1,,我尽快处理,0
讨价还价,2,100,等他还了我就还,1
Installment,1,,不想,1
Installment,1,,今天没时间,1
Installment,1,,我在开会,104
Installment,0,,延期了我就有可能还的清了，实在是太好了,106
Installment,0,,知道了,106
Installment,1,,朋友钱还没给我,1
CutDebt,0,,嗯嗯,106
模糊确认,2,106,尽量快点,2
讨价还价,2,100,我再想想,106
Installment,1,,我想办法看看,106
讨价还价,2,100,我想还只是现在没钱,1
Installment,0,,那我先换一部分吧,1
讨价还价,2,100,家里人都联系不到,109
Installment,1,,小妹，帮帮忙楼,109
Installment,1,,工地几个月才发工资,1
确认数额,2,102,没欠这么多钱吧,2
Installment,1,,再说吧,1
模糊确认,2,106,你放心啥。,1
模糊确认,2,106,我再想想办法吧,2
模糊确认,2,106,到时间候联系你,2
Installment,1,,能不能下个星期,0
讨价还价,2,100,等我发工资在说,1
Installment,0,,28号才能发工资,0
讨价还价,2,100,我在想想吧,106
CutDebt,0,,我身上正好够,0
Installment,1,,今天我不一定能还啊,1
故意岔开话题,2,109,不认识,-1
还款方式,2,108,卡里有钱但是你们没扣我也没有办法还,2
Installment,1,,朋友钱到了就还,1
Installment,1,,我朋友只借给我1000元,1
模糊确认,2,106,到时候我联系你扣款,2
Installment,0,,明天再还,0
讨价还价,2,100,看朋友钱给不给,1
Installment,0,,先分期,110
Installment,1,,可以分几期吗？,-1
CutDebt,0,,待会处理,0
Installment,1,,现在在外地,1
Installment,0,,再等我一分钟,104
Installment,1,,贷款下来还,1
讨价还价,2,100,我可以再分期还不？,-1
故意岔开话题,2,109,不知道了,1
故意岔开话题,2,109,ON,1
讨价还价,2,100,我在打官司，工程款拿来就还,1
还款方式,2,108,可以银联卡转账？,2
Installment,1,,还欠我钱,1
Installment,1,,我在学习,104
Installment,1,,我贷款,1
Installment,1,,我会还的，你放心,106
Installment,1,,你们利息太高了。,1
CutDebt,0,,待会处理，,0
确认数额,2,102,没有那么多吧,2
Installment,1,,我这边周转一下,106
Installment,1,,刚上班，还没发工资。,1
讨价还价,2,100,等发工资,1
CutDebt,0,,那我等你消息,110
Installment,1,,对公还款,109
模糊确认,2,106,一会去办理,0
Installment,1,,保险还没下来,1
Installment,1,,我在吃饭,104
故意岔开话题,2,109,其他人的,2
CutDebt,0,,处理好了联系你,106
Installment,1,,我去借一下,106
故意岔开话题,2,109,不认识,-1
Installment,1,,吃饭都成问题,1
讨价还价,2,100,我没有工作,1
Installment,1,,借借看吧+,106
模糊确认,2,106,都这样了我不还还是个人吗,2
Installment,1,,要减免下,100
讨价还价,2,100,可以明天还吗,0
Installment,0,,我去想办法先处理一点,106
讨价还价,2,100,我现在没那么多钱,1
讨价还价,2,100,之前没钱,1
Installment,1,,我会还的,106
Installment,0,,嗯嗯,106
Installment,1,,我慢慢想办法,106
Installment,0,,好的明白了,0
Installment,0,,明天可以吗,0
请求等下打来,2,104,等我半小时,2
Installment,1,,发奖金我就还,1
模糊确认,2,106,你放心,2
讨价还价,2,100,看看再说,106
讨价还价,2,100,我想想吧,106
Installment,1,,可以只还本金吗,100
故意岔开话题,2,109,阳光好好,2
CutDebt,0,,我知道了,106
讨价还价,2,100,去贷点款处理,106
Installment,1,,帮帮忙啊我是真的困难,1
Installment,1,,我母亲今天钱给我,106
Installment,1,,这个时间内，肯定有问题,1
讨价还价,2,100,贷款今天不确定下来,1
Installment,1,,你等我跟家里商量一下吧,106
Installment,1,,正在想办法,106
Installment,1,,我现在没能力,1
讨价还价,2,100,我想想办法,106
Installment,1,,我等会看有多少,110
Installment,1,,我一定给你办好,0
请求等下打来,2,104,我没有时间,1
讨价还价,2,100,发工资再说吧,1
模糊确认,2,106,抱歉,1
确认数额,2,102,我根本就没有借那么多,2
Installment,1,,我尽量想法哈,106
Installment,1,,我想办法处理,
Installment,1,,先换一部分,1
模糊确认,2,106,我想想办法吧,2
Installment,0,,卡里有一点,1
Installment,1,,我想办法,106
模糊确认,2,106,借到钱了,2
Installment,0,,月末,0
讨价还价,2,100,能少还一些吗，只有这么多,2
Installment,1,,现在有事,104
Installment,0,,我让老公打给你,0
Installment,1,,你等下,104
确认数额,2,102,金额？,2
Installment,0,,明天我就有钱了,0
讨价还价,2,100,我今天没借到钱,1
Installment,1,,我没时间,1
Installment,1,,不要打电话了，会还的,1
讨价还价,2,100,不能保证，得看工程款到不到,1
故意岔开话题,2,109,我先唱一首歌吧,2
Installment,1,,朋友转过来就还上,1
Installment,1,,现在没这多钱，后天吧,0
Installment,0,,知道了,106
Installment,0,,我想办法，下午这样会处理,0
讨价还价,2,100,我工程款下来处理,1
请求等下打来,2,104,现在有点事,2
Installment,1,,我刚在看守所出来,109
Installment,1,,这边没有银行,1
请求等下打来,2,104,不方便，不能接电,2
讨价还价,2,100,过段时间,1
CutDebt,0,,我有钱了,106
讨价还价,2,100,我觉得今天不一定有钱啊,1
Installment,1,,还差几百块钱,1
模糊确认,2,106,再等等,2
Installment,1,,先去凑凑,106
讨价还价,2,100,分期还可以吗,-1
讨价还价,2,100,现在没钱先处理部分,1
Installment,0,,一周,0
讨价还价,2,100,钱不够,1
Installment,1,,数额太大，考虑考虑,106
Installment,1,,忘记还款,-1
故意岔开话题,2,109,不认识,-1
Installment,1,,贷款没下来,1
Installment,1,,财务说马上发工资,1
Installment,1,,我不清楚,1
Installment,1,,钱不一定能凑齐,1
Installment,0,,我钱够,106
Installment,1,,没时间,1
故意岔开话题,2,109,去一班玩去,2
模糊确认,2,106,我想想办法,106
CutDebt,0,,知道了,106
Installment,1,,那你今天自己打算怎么处理？,109
故意岔开话题,2,109,再见,1
Installment,1,,可以推迟点吗,1
模糊确认,2,106,好,0
模糊确认,2,106,太好了,0
Installment,1,,我身份证银行卡都丢了,109
讨价还价,2,100,我先去想办法,106
故意岔开话题,2,109,最少还多少,102
Installment,1,,没到位,1
讨价还价,2,100,别人钱我钱，正在要钱,1
讨价还价,2,100,朋友也没给答复,1
故意岔开话题,2,109,要钱没有，要命一条,1
故意岔开话题,2,109,多摆一盘？,2
Installment,1,,再说吧,1
模糊确认,2,106,我等会就去,0
模糊确认,2,106,行吧，想办法,0
Installment,0,,APP还款,0
请求等下打来,2,104,现在没有时间,1
Installment,1,,如果钱到我会还,1
故意岔开话题,2,109,人血馒头不好吃,2
Installment,1,,父亲住院没钱,1
模糊确认,2,106,好的,0
Installment,1,,还是算了吧,1
讨价还价,2,100,有一个工程款要结有钱了立马还,106
模糊确认,2,106,到时我去处理,2
模糊确认,2,106,我正在想办法,2
模糊确认,2,106,行嘛，那我去借点来先还到嘛,0
Installment,1,,8天,0
讨价还价,2,100,今天可能还不上,1
Installment,1,,应该没有这么多吧,102
Installment,1,,马上回来,104
Installment,1,,家里说是高利息不让还,1
Installment,1,,我尽量在..时间处理部分！,106
还款方式,2,108,能用外币还嘛,2
讨价还价,2,100,银行已经关门，我过段时间在处理，,1
模糊确认,2,106,可以，我会行办法的,0
讨价还价,2,100,等会去银行存,0
确认数额,2,102,绝对不可能,1
Installment,1,,现在在告诉,1
讨价还价,2,100,帮我拖一天,2
CutDebt,0,,提前联系我,106
讨价还价,2,100,我现在没那么多钱。,1
讨价还价,2,100,还没借到钱。,1
故意岔开话题,2,109,不用干活你也没时间回家吗,2
故意岔开话题,2,109,几多浓烈的相思,2
故意岔开话题,2,109,后年再说,1
