label,split_text,classifier,new_label,comment,uncertain
0,恩,CutDebt,0,！,
0,嗯,CutDebt,0,,
0,嗯，好,CutDebt,0,,
0,嗯，好的,CutDebt,0,,
0,嗯，嫩真好,CutDebt,0,,
0,嗯，谢谢嫩,CutDebt,0,！,
0,嗯，早该这样我就还了,CutDebt,0,,
0,嗯嗯，好的,CutDebt,0,,
0,嗯嗯这个金额可以的,CutDebt,0,,
0,嗯那我马上还,CutDebt,0,,
0,放宽心，没问题的。,CutDebt,0,,
0,放心,CutDebt,0,,
0,放心，绝对没问题,CutDebt,0,,
0,放心，肯定处理,CutDebt,0,,
0,放心，我会还的,CutDebt,0,,
0,放心，一定处理,CutDebt,0,,
0,放心吧,CutDebt,0,！,
0,放心吧，不会跑了的,CutDebt,0,,
0,放心吧，能够处理了,CutDebt,0,,
0,放心吧，相信我,CutDebt,0,,
0,放心吧我筹好了,CutDebt,0,,
0,放心会还,CutDebt,0,,
0,放心肯定还上,CutDebt,0,,
0,非常感谢，我马上就可以还,CutDebt,0,,
0,非常好,CutDebt,0,,
0,感谢，我马上处理,CutDebt,0,,
0,过半小时你扣款,CutDebt,0,,
0,还还,CutDebt,0,endend,
0,还可以这样子啊，没问题,CutDebt,0,,
0,还嘛,CutDebt,0,！,
0,行,CutDebt,0,,
0,行，拜托你了,CutDebt,0,,
0,行，行，行,CutDebt,0,,
0,行，好的，你放心,CutDebt,0,,
0,行，好的，你放一万个心,CutDebt,0,,
0,行，你放一万个心,CutDebt,0,,
0,行，我马上打钱,CutDebt,0,,
0,行，我明天处理,CutDebt,0,,
0,行，我去周转一下资金处理！,CutDebt,0,,
0,行，我现在上APP等我几分钟,CutDebt,0,,
0,行啊,CutDebt,0,,
0,行啊，我肯定还进去的,CutDebt,0,,
0,行吧就这样吧,CutDebt,0,,
0,行的,CutDebt,0,,
0,行的，可以,CutDebt,0,,
0,行嘛。,CutDebt,0,,
0,行没问题,CutDebt,0,,
0,行呢，我朋友说今晚借给我滴,CutDebt,0,,
0,行你放心,CutDebt,0,,
0,行我现在处理,CutDebt,0,,
0,行我现在就处理,CutDebt,0,,
0,行谢谢,CutDebt,0,,
0,行呀,CutDebt,0,,
0,好,CutDebt,0,,
0,好，好,CutDebt,0,,
0,好，那我给你们转过来,CutDebt,0,,
0,好，我今天就把钱还了,CutDebt,0,,
0,好，这样子不错哦,CutDebt,0,,
0,好啊,CutDebt,0,,
0,好吧,CutDebt,0,！,
0,好的,CutDebt,0,,
0,好的 明天肯定处理了,CutDebt,0,,
0,好的，,CutDebt,0,,
0,好的，棒极了,CutDebt,0,,
0,好的，放心,CutDebt,0,,
0,好的，好的，好的,CutDebt,0,,
0,好的，马上处理！,CutDebt,0,,
0,好的，没问题,CutDebt,0,,
0,好的，那就没得问题老,CutDebt,0,,
0,好的，那就没得问题老，我待会就去汇款,CutDebt,0,,
0,好的，那就没得问题了，我待会就去汇款,CutDebt,0,,
0,好的，那就没得问题了，我待会就去汇钱,CutDebt,0,,
0,好的，我马上处理,CutDebt,0,,
0,好的，我马上找家里借钱,CutDebt,0,,
0,好的，我明天就把钱还回去,CutDebt,0,,
0,好的，我一个小时以后就处理,CutDebt,0,,
0,好的，我知道了！,CutDebt,106,,
0,好的，谢谢,CutDebt,0,,
0,好的.我马上处理,CutDebt,0,,
0,好的好的,CutDebt,0,,
0,好的好的，谢谢啊，一定还上,CutDebt,0,,
0,好的可以,CutDebt,0,,
0,好的么问题,CutDebt,0,,
0,好的呢,CutDebt,0,,
0,好的我会按照这个还钱的,CutDebt,0,,
0,好的我马上app处理,CutDebt,0,,
0,好的我去银行存钱,CutDebt,0,,
0,好的谢谢,CutDebt,0,,
0,好的谢谢提醒,CutDebt,0,,
0,好的呀,CutDebt,0,,
0,好的这个金额我还能接受,CutDebt,0,,
0,好好,CutDebt,0,,
0,好好好,CutDebt,0,！好的,
0,好好好要得,CutDebt,0,,
0,好好好要得，没意思,CutDebt,0,,
0,好好好要得哈,CutDebt,0,,
0,好好好要得哈哈哈,CutDebt,0,,
0,好好好要得啦,CutDebt,0,,
0,好好好要得者,CutDebt,0,,
0,好就这样,CutDebt,0,,
0,好叻,CutDebt,0,,
0,好嘛,CutDebt,0,,
0,好嘛，好嘛。,CutDebt,0,,
0,好那我下午就处理,CutDebt,0,,
0,好我会在这之前还款的,CutDebt,0,,
0,很好的方案，我同意,CutDebt,0,,
0,很快处理,CutDebt,0,,
0,后的，谢谢，我还的起,CutDebt,0,,
0,后天处理,CutDebt,0,,
0,后天还,CutDebt,0,,
0,后天换,CutDebt,0,,
0,后天就还，你急啥,CutDebt,0,,
0,后天就可以,CutDebt,0,,
0,后天三点之前一定还,CutDebt,0,,
0,会处理好的,CutDebt,0,,
0,会得，会得。,CutDebt,0,,
0,家人处理,CutDebt,0,,
0,减免到这里，就可以了，,CutDebt,0,,
0,减免下个月处理,CutDebt,0,,
0,借钱还,CutDebt,0,,
0,今天保证还上,CutDebt,0,,
0,今天不行，明天吧,CutDebt,1,,
0,今天可以,CutDebt,0,,
0,今天肯定换换,CutDebt,0,,
0,今天没有问题,CutDebt,0,,
0,今天能,CutDebt,0,,
0,今天晚上处理,CutDebt,0,,
0,今天我凑凑肯定没问题,CutDebt,0,,
0,今天下午钱到一定还,CutDebt,0,,
0,今天在两点钟之前还可以。,CutDebt,0,,
0,就对没问题,CutDebt,0,,
0,就这么办,CutDebt,0,,
0,就这么说了,CutDebt,0,,
0,绝对还,CutDebt,0,,
0,绝对可以,CutDebt,0,,
0,绝对没问题,CutDebt,0,,
0,绝对没问题；马上处理,CutDebt,0,,
0,看下APP处理,CutDebt,0,,
0,可以,CutDebt,0,,
0,可以，但是要等到下个月,CutDebt,0,,
0,可以，就这样吧,CutDebt,0,,
0,可以，绝对没问题,CutDebt,0,,
0,可以，可以。,CutDebt,0,,
0,可以，肯定办到,CutDebt,0,,
0,可以，肯定没问题,CutDebt,0,,
0,可以，马上就还,CutDebt,0,,
0,可以，没问题,CutDebt,0,,
0,可以，你到时候直接查账单,CutDebt,0,,
0,可以，你太好了,CutDebt,0,,
0,可以，太好了，那就这样说定啦,CutDebt,0,,
0,可以，我会行办法的,CutDebt,0,,
0,可以，我马上换,CutDebt,0,,
0,可以，我马上就还,CutDebt,0,,
0,可以，我同意,CutDebt,0,,
0,可以，我在两天以内处理,CutDebt,0,,
0,可以，下午就能还,CutDebt,0,,
0,可以，谢谢侬,CutDebt,0,,
0,可以。,CutDebt,0,,
0,可以；我同意/这样我就能还得起了；谢谢,CutDebt,0,,
0,可以2天时间啊，绝对没有问题,CutDebt,0,,
0,可以阿,CutDebt,0,,
0,可以啊,CutDebt,0,,
0,可以啊，没有问题,CutDebt,0,,
0,可以吧,CutDebt,0,,
0,可以的,CutDebt,0,,
0,可以的，绝对没问题,CutDebt,0,,
0,可以的，这个欠款，待会就处理,CutDebt,0,,
0,可以的。我明天处理,CutDebt,0,,
0,可以的啊,CutDebt,0,,
0,可以嗯,CutDebt,0,,
0,可以哈,CutDebt,0,,
0,可以还的，这么点钱,CutDebt,0,,
0,可以还了,CutDebt,0,,
0,可以可以,CutDebt,0,,
0,可以了，谢谢你,CutDebt,0,,
0,可以吗？当然可以啦。,CutDebt,0,,
0,可以明天还吗,CutDebt,0,,
0,可以哦,CutDebt,0,,
0,可以撒,CutDebt,0,,
0,可以呀,CutDebt,0,,
0,可以一个小时以后就处理,CutDebt,0,,
0,可以矣,CutDebt,0,,
0,可以在xx天内还,CutDebt,0,,
0,可以在规定时间内呀,CutDebt,0,,
0,课可以,CutDebt,0,,
0,肯定办好的，放心,CutDebt,0,,
0,肯定处理,CutDebt,0,,
0,肯定处理好,CutDebt,0,,
0,肯定到账,CutDebt,0,,
0,肯定的,CutDebt,0,,
0,肯定还,CutDebt,0,,
0,肯定行,CutDebt,0,,
0,肯定行，马上还,CutDebt,0,,
0,肯定行，马上就还,CutDebt,0,,
0,肯定行，我马上就还,CutDebt,0,,
0,肯定行的,CutDebt,0,,
0,肯定会的，放心,CutDebt,0,,
0,肯定可以,CutDebt,0,,
0,肯定可以的,CutDebt,0,,
0,肯定可以的，马上就还,CutDebt,0,,
0,肯定可以还上。,CutDebt,0,,
0,肯定可以了。,CutDebt,0,,
0,肯定没问题,CutDebt,0,,
0,肯定能处理,CutDebt,0,,
0,肯定能处理掉,CutDebt,0,,
0,老板拖欠N个月工资，后天就发了，肯定还！,CutDebt,0,,
0,礼拜一给你处理了,CutDebt,0,,
0,立刻处理,CutDebt,0,,
0,立刻处理了,CutDebt,0,,
0,立马就好,CutDebt,0,,
0,利息全免，好啊,CutDebt,0,,
0,两分钟还,CutDebt,0,,
0,两天内，没问题,CutDebt,0,,
0,两天时间可以还。,CutDebt,0,,
0,两天之内肯定能处理,CutDebt,0,,
0,两月之内处理,CutDebt,0,,
0,马上处理,CutDebt,0,,
0,马上处理好,CutDebt,0,,
0,马上存,CutDebt,0,,
0,马上存钱,CutDebt,0,,
0,马上还,CutDebt,0,,
0,马上还，,CutDebt,0,,
0,马上还，五分钟！,CutDebt,0,,
0,马上好的,CutDebt,0,,
0,马上换,CutDebt,0,,
0,马上就处理,CutDebt,0,,
0,马上就处理好。待会联系。,CutDebt,0,,
0,马上就还,CutDebt,0,,
0,马上就还。,CutDebt,0,,
0,马上就还了,CutDebt,0,,
0,马上就好,CutDebt,0,,
0,马上就能处理,CutDebt,0,,
0,马上就能处理好。你等我消息,CutDebt,0,,
0,马上就能还,CutDebt,0,,
0,马上就去,CutDebt,0,,
0,马上去还,CutDebt,0,,
0,马上去银行,CutDebt,0,,
0,没得问题。,CutDebt,0,,
0,没啥不可以的了。,CutDebt,0,,
0,没事，你放心吧,CutDebt,0,！,
0,没问题,CutDebt,0,,
0,没问题，马上处理,CutDebt,0,,
0,没问题.谢谢,CutDebt,0,,
0,没问题。,CutDebt,0,,
0,没问题。下午三点就处理掉,CutDebt,0,,
0,没问题a,CutDebt,0,,
0,没问题的,CutDebt,0,,
0,没问题那我在哪天之前需要还清呢,CutDebt,0,,
0,没问题我会按时还的,CutDebt,0,,
0,没问题我就,CutDebt,0,,
0,没有问题,CutDebt,0,,
0,没有问题的,CutDebt,0,,
0,没有问题了，不可以也可以了。,CutDebt,0,,
0,明天处理,CutDebt,0,,
0,明天发工资处理,CutDebt,0,,
0,明天还,CutDebt,0,,
0,明天还，,CutDebt,0,,
0,明天还进去,CutDebt,0,,
0,明天还上,CutDebt,0,,
0,明天行吗,CutDebt,0,,
0,明天就可以,CutDebt,0,！默认去还,
0,明天就去,CutDebt,0,,
0,明天哦,CutDebt,0,,
0,明天去处理,CutDebt,0,,
0,明天上午还进去,CutDebt,0,,
0,明天上午去银行还,CutDebt,0,,
0,明天我会还的,CutDebt,0,,
0,明天要得不？,CutDebt,0,,
0,明天一定还,CutDebt,0,,
0,那行我马上处理,CutDebt,0,,
0,那好，谢谢你了,CutDebt,0,！,
0,那好啊,CutDebt,0,,
0,那好吧,CutDebt,0,,
0,那就能还上了,CutDebt,0,,
0,那就太感谢你了,CutDebt,0,！,
0,那就这样,CutDebt,0,,
0,那我等下让朋友帮我处理,CutDebt,0,,
0,那我今天就去,CutDebt,0,,
0,那我就按照这个还了,CutDebt,0,,
0,那我就还,CutDebt,0,,
0,那我明天下午去银行处理,CutDebt,0,,
0,那我现在就还,CutDebt,0,,
0,那我月末就可以还,CutDebt,0,,
0,那要得嘛,CutDebt,0,,
0,那要得嘛，没意思,CutDebt,0,,
0,那要得嘛嗯,CutDebt,0,,
0,那要得嘛哈哈哈,CutDebt,0,,
0,那要得嘛啦,CutDebt,0,,
0,那要得嘛哇,CutDebt,0,,
0,能,CutDebt,0,,
0,能处理,CutDebt,0,,
0,能减免利息就没问题了,CutDebt,0,,
0,能减免利息我就可以还了,CutDebt,0,,
0,能减免我一定还,CutDebt,0,,
0,能接受,CutDebt,0,,
0,你的要求我接受了,CutDebt,0,,
0,你放心,CutDebt,0,,
0,你放心，我准时还进去,CutDebt,0,,
0,你放心吧,CutDebt,0,,
0,你放心吧。我现在在路上,CutDebt,0,,
0,你放心说还就还,CutDebt,0,,
0,你能帮我解决就可以,CutDebt,0,,
0,你去申请减免，我同意,CutDebt,0,,
0,你太好了,CutDebt,0,,
0,前一天就处理,CutDebt,0,,
0,钱3点到账，到账马上还,CutDebt,0,,
0,钱打到卡，我联系你,CutDebt,0,,
0,钱刚好够,CutDebt,0,,
0,钱马上存,CutDebt,0,,
0,钱马上到位,CutDebt,0,,
0,钱马上到账了，你急什么！,CutDebt,0,,
0,确定行的,CutDebt,0,,
0,确定能结清,CutDebt,0,,
0,让家里人去还,CutDebt,0,,
0,让朋友处理,CutDebt,0,,
0,认真的告诉你们，这个请求我接受了,CutDebt,0,,
0,如果能减免利息我就还钱,CutDebt,0,,
0,三天还,CutDebt,0,,
0,三天后还,CutDebt,0,,
0,三天之内处理,CutDebt,0,,
0,三天之内肯定还,CutDebt,0,,
0,稍后就还,CutDebt,0,,
0,十天之内才能处理！,CutDebt,0,,
0,十天之内肯定处理,CutDebt,0,,
0,十五号发工资还,CutDebt,0,,
0,时间够了,CutDebt,0,,
0,说到做到,CutDebt,0,,
0,说到做到。,CutDebt,0,,
0,说还就还,CutDebt,0,,
0,说了还就会还,CutDebt,0,,
0,说了就一定做到。,CutDebt,0,,
0,四分钟还,CutDebt,0,,
0,四天内还,CutDebt,0,,
0,随时都可以,CutDebt,0,,
0,太棒了，好的，我待会就还钱,CutDebt,0,,
0,太棒了，这样我就还得起啦,CutDebt,0,,
0,太棒了，这样我就还得起了,CutDebt,0,,
0,太感谢了，我马上就还,CutDebt,0,,
0,太好啦,CutDebt,0,？end1,
0,太好啦，这样我就还得起啦,CutDebt,0,,
0,太好啦，这样我就还得起了,CutDebt,0,,
0,太好老，这下子我就可以还得起钱了,CutDebt,0,,
0,太好了，我接受这个方案,CutDebt,0,,
0,太好了，这样我就还得起啦,CutDebt,0,,
0,太好了，这样我就还得起了,CutDebt,0,,
0,太可以了,CutDebt,0,,
0,同事处理,CutDebt,0,,
0,同意,CutDebt,0,,
0,同意，下午你们就去账户收钱好了,CutDebt,0,,
0,晚点就处理,CutDebt,0,,
0,晚上处理,CutDebt,0,,
0,晚上处理给你截图,CutDebt,0,,
0,晚上还上,CutDebt,0,,
0,晚上就去,CutDebt,0,,
0,晚上就去处理,CutDebt,0,,
0,问家里人要把钱还上,CutDebt,0,,
0,问题解决了，就这样定了。,CutDebt,0,,
0,我xx天内肯定还进去,CutDebt,0,,
0,我爸妈明天下午帮我还,CutDebt,0,,
0,我帮她还,CutDebt,0,,
0,我保证可以还进去,CutDebt,0,,
0,我到时会还的,CutDebt,0,,
0,我的欠款。我很急，待会就处理,CutDebt,0,,
0,我等下处理了给你回复,CutDebt,0,,
0,我等下马上就还,CutDebt,0,,
0,我发誓...绝对还！,CutDebt,0,,
0,我发誓19号就行,CutDebt,0,,
0,我还的上,CutDebt,0,,
0,我还有三天发工资马上还,CutDebt,0,,
0,我回家就处理,CutDebt,0,,
0,我会按时还钱的,CutDebt,0,,
0,我觉得没问题阿,CutDebt,0,,
0,我觉得没问题嗯,CutDebt,0,,
0,我觉得没问题了,CutDebt,0,,
0,我觉得没问题没意思,CutDebt,0,,
0,我接受,CutDebt,0,？,
0,我可以,CutDebt,0,,
0,我可以还了,CutDebt,0,,
0,我可以一次性还清,CutDebt,0,？,
0,我肯定处理。,CutDebt,0,,
0,我马上备钱,CutDebt,0,,
0,我马上筹备,CutDebt,0,,
0,我马上处理,CutDebt,0,,
0,我马上还,CutDebt,0,,
0,我马上就去,CutDebt,0,,
0,我马上去,CutDebt,0,,
0,我马上用手机银行转账,CutDebt,0,,
0,我马上转,CutDebt,0,,
0,我没意见,CutDebt,0,,
0,我明天处理,CutDebt,0,,
0,我明天就处理掉,CutDebt,0,,
0,我明天就还你哈,CutDebt,0,,
0,我能还了，谢谢,CutDebt,0,,
0,我能还上了,CutDebt,0,,
0,我能接受,CutDebt,0,,
0,我让朋友帮我处理,CutDebt,0,,
0,我身上正好够,CutDebt,0,,
0,我说还就一定还,CutDebt,0,,
0,我说话算话，肯定还,CutDebt,0,,
0,我说了十号你别打电话了！,CutDebt,0,,
0,我提现到账就处理,CutDebt,0,,
0,我通过APP处理,CutDebt,0,,
0,"我同意,这样子我就还的起了，谢谢你",CutDebt,0,,
0,"我同意,这样子我就还的起了，谢谢你，没意思",CutDebt,0,,
0,"我同意,这样子我就还的起了，谢谢你嗯",CutDebt,0,,
0,"我同意,这样子我就还的起了，谢谢你乎",CutDebt,0,,
0,"我同意,这样子我就还的起了，谢谢你呢",CutDebt,0,,
0,我同意。,CutDebt,0,,
0,我下班处理,CutDebt,0,,
0,我下班就处理,CutDebt,0,！,
0,我下个月还,CutDebt,0,,
0,我下周铁定还上,CutDebt,0,,
0,我现在app上就还,CutDebt,0,,
0,我现在处理,CutDebt,0,,
0,我现在换,CutDebt,0,,
0,我现在回家拿钱,CutDebt,0,,
0,我现在就把钱打过去,CutDebt,0,,
0,我现在就处理,CutDebt,0,,
0,我现在就还,CutDebt,0,,
0,我现在就能还,CutDebt,0,,
0,我现在就去处理,CutDebt,0,,
0,我现在就去存钱,CutDebt,0,,
0,我现在就去还,CutDebt,0,,
0,我现在就去银行,CutDebt,0,,
0,我现在就用手机银行转账,CutDebt,0,,
0,我现在去银行处理,CutDebt,0,,
0,我现在通过微信还,CutDebt,0,,
0,我现在在银行，马上就处理,CutDebt,0,,
0,我一定按时还进去,CutDebt,0,,
0,我一定处理,CutDebt,0,,
0,我一定凑齐,CutDebt,0,,
0,我一定给你办好,CutDebt,0,,
0,我一定还,CutDebt,0,,
0,我一定在这之前还上,CutDebt,0,,
0,我已经在操作还款了！,CutDebt,0,,
0,我这边下午八点之前保证还，我发誓。,CutDebt,0,,
0,我这边下午九点之前保证还，我发誓。,CutDebt,0,,
0,我这边下午六点之前保证还，我发誓。,CutDebt,0,,
0,我这边下午七点之前保证还，我发誓。,CutDebt,0,,
0,我这边下午三点之前保证还，我发誓。,CutDebt,0,,
0,我这边下午十点之前保证还，我发誓。,CutDebt,0,,
0,我这边下午四点之前保证还，我发誓。,CutDebt,0,,
0,我这边下午五点之前保证还，我发誓。,CutDebt,0,,
0,我这个月就能处理,CutDebt,0,,
0,我这就还进去,CutDebt,0,,
0,我正准备去还呢,CutDebt,0,,
0,我只有下个月还了,CutDebt,0,,
0,我知道了马上还,CutDebt,0,,
0,我直接app处理了,CutDebt,0,,
0,我准备第3个月还啊,CutDebt,0,,
0,五点之前绝对能还上！,CutDebt,0,,
0,五分钟，已经到银行了,CutDebt,0,,
0,五分钟之内还上,CutDebt,0,,
0,五天内还,CutDebt,0,,
0,下班就处理,CutDebt,0,等下就去还0 ；等等处理106,
0,下班就还,CutDebt,0,,
0,下班了就立马处理,CutDebt,0,,
0,下个月处理,CutDebt,0,,
0,下午还,CutDebt,0,,
0,下午还上,CutDebt,0,,
0,下午换,CutDebt,0,,
0,下午就能处理,CutDebt,0,,
0,下午就去,CutDebt,0,,
0,下午肯定处理,CutDebt,0,,
0,下午我一定处理了,CutDebt,0,,
0,下月处理,CutDebt,0,,
0,下月还,CutDebt,0,,
0,下周还,CutDebt,0,,
0,现在处理,CutDebt,0,,
0,现在就处理,CutDebt,0,,
0,现在就还,CutDebt,0,,
0,现在就换,CutDebt,0,,
0,现在就可以,CutDebt,0,,
0,现在就去,CutDebt,0,,
0,现在就去处理,CutDebt,0,,
0,现在就转账,CutDebt,0,,
0,现在可以了谢谢你,CutDebt,0,,
0,现在没这多钱，后天吧,CutDebt,1,,
0,现在有钱没问题,CutDebt,0,,
0,现在在路上，马上处理,CutDebt,0,,
0,现在在弄,CutDebt,0,,
0,现在在转,CutDebt,0,,
0,相信我，一定办好,CutDebt,0,,
0,谢了，我这几天就还进去,CutDebt,0,,
0,谢了，真好,CutDebt,0,,
0,谢谢，那我下周肯定能还上,CutDebt,0,,
0,谢谢，那我下周肯定能还上，没意思,CutDebt,0,,
0,谢谢，那我下周肯定能还上阿,CutDebt,0,,
0,谢谢，那我下周肯定能还上哈,CutDebt,0,,
0,谢谢，那我下周肯定能还上啦,CutDebt,0,,
0,谢谢，那我下周肯定能还上没意思,CutDebt,0,,
0,谢谢，我今天肯定还进去,CutDebt,0,,
0,谢谢你，我保证还上还是,CutDebt,0,,
0,谢谢你，我可以,CutDebt,0,,
0,谢谢你好的,CutDebt,0,,
0,星期一上午8点之前肯定处理最迟不超过8点半,CutDebt,0,,
0,要不了那么长时间,CutDebt,0,,
0,要得,CutDebt,0,是好，同意的意思,
0,要得嘛！,CutDebt,0,,
0,要得要得,CutDebt,0,,
0,要得要得！,CutDebt,0,,
0,要的,CutDebt,0,,
0,要的，我接受这个方案，我待会还钱,CutDebt,0,,
0,要的，谢了哈，我赶紧就去还钱,CutDebt,0,,
0,一定,CutDebt,0,,
0,一定处理好,CutDebt,0,,
0,一定的。,CutDebt,0,,
0,一定还,CutDebt,0,,
0,一定可以,CutDebt,0,,
0,一定能,CutDebt,0,,
0,一定配合你,CutDebt,0,,
0,一定一定,CutDebt,0,,
0,一个小时后就处理,CutDebt,0,,
0,一个月以后可以,CutDebt,0,,
0,一会就去,CutDebt,0,,
0,一会去办理,CutDebt,0,,
0,一星期之内处理,CutDebt,0,,
0,已经还了，提示正在交易中,CutDebt,0,,
0,已经提现了，马上处理,CutDebt,0,,
0,已经在操作了,CutDebt,0,,
0,以到银行卡,CutDebt,0,,
0,月底处理,CutDebt,0,,
0,月底还,CutDebt,0,,
0,月底就还,CutDebt,0,,
0,月底肯定会还,CutDebt,0,,
0,月底肯定能还,CutDebt,0,,
0,月底之前搞定,CutDebt,0,,
0,赞同,CutDebt,0,,
0,早就嘛，我早就可以还给你们了,CutDebt,0,,
0,这都是可行的,CutDebt,0,,
0,这法子听起来不错，可以呢。,CutDebt,0,,
0,这个方案可以接受,CutDebt,0,,
0,这个减免，我同意。,CutDebt,0,,
0,这个减免。可以处理。,CutDebt,0,,
1,这个减免。我有法处理，,CutDebt,0,,
0,这个金额可以的,CutDebt,0,,
0,这个可以,CutDebt,0,,
0,这个可以有,CutDebt,0,,
0,这个没问题,CutDebt,0,,
0,这个没问题，没意思,CutDebt,0,,
0,这个没问题嗯,CutDebt,0,,
0,这个没问题哈哈哈,CutDebt,0,,
0,这个没问题呢,CutDebt,0,,
0,这个没问题焉,CutDebt,0,,
0,这个时间还可以,CutDebt,0,,
0,这个时间很合适,CutDebt,0,？,
0,这个时间内，绝对没问题,CutDebt,0,,
0,这个时间内，肯定还,CutDebt,0,,
0,这个时间内，肯定还完,CutDebt,0,,
0,这个时间内，肯定可以,CutDebt,0,,
0,这个时间内，肯定可以还完,CutDebt,0,,
0,这个时间内，肯定没有问题,CutDebt,0,,
0,这个时间内，没有问题,CutDebt,0,,
0,这个我就可以还了,CutDebt,0,,
0,这个我同意,CutDebt,0,,
0,这个星期天就能处理,CutDebt,0,,
0,这几天就行,CutDebt,0,,
0,这就对了，有钱还了,CutDebt,0,,
0,这就小事了,CutDebt,0,,
0,这礼拜处理,CutDebt,0,,
0,这两天一定处理,CutDebt,0,,
0,这么说定了,CutDebt,0,,
0,这下就可以还了,CutDebt,0,,
0,这消息不错，好的,CutDebt,0,,
0,这些金额我就能处理了,CutDebt,0,,
0,这样的话，明天就还,CutDebt,0,,
0,这样的话，我就还得起了,CutDebt,0,,
0,这样的话没问题,CutDebt,0,,
0,这样的话没问题，没意思,CutDebt,0,,
0,这样的话没问题嗯,CutDebt,0,,
0,这样的话没问题啦,CutDebt,0,,
0,这样的话没问题没意思,CutDebt,0,,
0,这样的话我等下就还,CutDebt,0,,
0,这样的话我立马处理,CutDebt,0,,
0,这样的话我明天就还,CutDebt,0,,
0,这样的话我明天就还，没意思,CutDebt,0,,
0,这样的话我明天就还吧,CutDebt,0,,
0,这样的话我明天就还嗯,CutDebt,0,,
0,这样的话我明天就还了,CutDebt,0,,
0,这样的话我明天就还没意思,CutDebt,0,,
0,这样还差不多,CutDebt,0,,
0,这样还行,CutDebt,0,,
0,这样还可以接受,CutDebt,0,,
0,这样就行了,CutDebt,0,,
0,这样就好了,CutDebt,0,,
0,这样就可以还得起了,CutDebt,0,,
0,这样就没问题了,CutDebt,0,,
0,这样就没有压力了,CutDebt,0,,
0,这样就能处理了,CutDebt,0,,
0,这样就一定还,CutDebt,0,,
0,这样可以,CutDebt,0,,
0,这样可以接受,CutDebt,0,,
0,这样太好了,CutDebt,0,,
0,这样我还的起了,CutDebt,0,,
0,这样我就比较可以接受,CutDebt,0,,
0,这样我就还的起了,CutDebt,0,,
0,这样我就还起了,CutDebt,0,,
0,这样我就可以处理了,CutDebt,0,,
0,这样我就可以还了,CutDebt,0,,
0,这样我就能还了,CutDebt,0,,
0,这样我马上就处理,CutDebt,0,,
0,这样我马上就还,CutDebt,0,,
0,这样子，我就还得起了,CutDebt,0,,
0,这样子马上还,CutDebt,0,,
0,这样子我还得起了,CutDebt,0,,
0,这样子我就还的起了,CutDebt,0,,
0,这样子我就还的起了，谢谢了,CutDebt,0,,
0,这样子我就能还了,CutDebt,0,,
