label,old_label,classifier,split_text
1,1.0,CutDebt,生意 不好   周转 不 过来
0,0.0,CutDebt,嗯
1,1.0,CutDebt,这个 月 还是 不行
0,0.0,Installment,晚点 就 处理
0,0.0,Installment,行 行
0,0.0,Installment,这部分 我 还 的 起
1,1.0,CutDebt,我 银行卡 冻结 了
1,1.0,CutDebt,对不起   我 不 方便 这么 做 呗
0,0.0,CutDebt,等 下 我 就 还 进去
0,0.0,Installment,我 通过 APP 处理
1,1.0,CutDebt,还 可以 在 少 么
1,1.0,CutDebt,减免 也 不 还
1,1.0,CutDebt,还是 算了 那
1,1.0,CutDebt,你们 利息 太高 了 。
0,0.0,CutDebt,行   我 现在 上 APP 等 我 几分钟
1,1.0,CutDebt,还 可以 再少点 不
1,1.0,CutDebt,我 实在 没 那么 多钱   我 老婆 辞职 了   没意思
0,0.0,Installment,  就 还   你 急 啥
0,0.0,Installment,马上 就 去 办
1,1.0,CutDebt,在 拖拖 吧
1,1.0,CutDebt,兄弟   你 借点 给 我 ？
0,0.0,Installment,我 说话算话   肯定 还
0,0.0,CutDebt,现在 在 路上   马上 处理
1,1.0,CutDebt,父母 没 那么 多钱
0,0.0,CutDebt,一定 一定
1,1.0,CutDebt,你们 报警 吧
1,1.0,CutDebt,不得 行
0,0.0,Installment,可以 的   绝对 没 问题
1,1.0,CutDebt,金额 太 多
0,0.0,Installment,马上 就 处理 好 。 待 会 联系 。
0,0.0,Installment,我 等 下 就 处理
1,1.0,CutDebt,我 现在 没 能力
0,0.0,CutDebt,可以 ； 我 同意   这样 我 就 能 还得起 了 ； 谢谢
0,0.0,Installment,到时候 马上 还
1,1.0,CutDebt,我 现在 吃饭 都 困难
0,0.0,CutDebt,阿拉 小得 了     还
1,1.0,CutDebt,那天 处理 不了   在 等   把
1,1.0,CutDebt,太多 了   我 正在 筹钱
0,0.0,CutDebt,这样的话 我   就 还   没意思
1,1.0,CutDebt,现在 钱 不够
1,1.0,CutDebt,以后 还
1,1.0,CutDebt,减免 后 还是 很多 钱 啊   我 还 不起
1,1.0,CutDebt,怎么 还是 那么 多 啊
0,0.0,CutDebt,同事 处理
0,0.0,CutDebt,可以 还 了
1,1.0,CutDebt,不是 我 个人 的
0,0.0,Installment,不 超过 八点
1,1.0,CutDebt,你们 这 利息 太高 了
1,1.0,CutDebt,如果 我 不 还 呢 ？
1,1.0,CutDebt,没 办法
0,0.0,Installment,要 得 要 得
1,1.0,CutDebt,执行 没有 财产
1,1.0,CutDebt,母亲 住院
1,1.0,CutDebt,太多 了 处理 不了
1,1.0,CutDebt,可以 再 减点 不 ？ 小姐
0,0.0,Installment,这样 可以 啊   最好 不过 了   我 期望 的 结果     就 打 过去
1,1.0,CutDebt,利息 太高
0,0.0,Installment,可以   下午 就 能 还
0,0.0,Installment,可以 一个 小时 以后 就 处理
1,1.0,CutDebt,时间 太急 了 没 办法
0,0.0,Installment,就 这样 嘛
1,1.0,CutDebt,这个 减免 我 还 不起  
0,0.0,Installment,我 六点 去 还
1,1.0,CutDebt,不
1,1.0,CutDebt,我 现在 这点 钱 还是 好不容易 借来 的 ！
0,0.0,CutDebt,我 只有   还 了
1,1.0,CutDebt,离 银行 有点 远
0,0.0,Installment,我 等 会 去 银行 存钱
1,1.0,CutDebt,能 不能 再缓  
0,0.0,Installment,说到做到
1,1.0,CutDebt,处理 不了
0,0.0,Installment,可以 的   先 还 一点
0,0.0,Installment,马上 就 还 。
1,1.0,CutDebt,这 两天 看吧
0,0.0,CutDebt,这 样子   我 就 还得起 了
0,0.0,Installment,  就 还
0,0.0,Installment,可以   还 吗
1,1.0,CutDebt,这个 金额 还是 高
1,1.0,CutDebt,我 工资 还 没发
1,1.0,CutDebt,还 可以 再见面 一些 吗
0,0.0,CutDebt,这样 我 就 还 的 起 了
0,0.0,CutDebt,棒棒 哒     还
0,0.0,CutDebt,一会 就 去
1,1.0,CutDebt,在 国外
0,0.0,Installment,可以   么
0,0.0,CutDebt,放心 肯定 还 上
0,0.0,Installment,哦   好 吧   听 你 的
0,0.0,CutDebt,这样 就行了
1,1.0,CutDebt,想 都 不要 想
1,1.0,CutDebt,还 不 上 你 看着办
0,0.0,Installment,我 接受 这个 方案   那 我 先 还
0,0.0,Installment,我 可以 还 先 还
0,0.0,CutDebt,行
1,0.0,CutDebt,现在 没 这 多 钱     吧
1,1.0,CutDebt,抱歉   还 不了 这么 多钱
1,1.0,CutDebt,朋友 也 没 给 答复
0,0.0,Installment,放心   绝对 没 问题
0,0.0,CutDebt,没有 问题 的
1,1.0,CutDebt,钱太多 了   筹 不到
0,0.0,Installment,今晚 10 点 之前
0,0.0,Installment,等 会 还
0,0.0,Installment,这么 说定了
0,0.0,Installment,yes
1,1.0,CutDebt,不要
0,0.0,Installment,可以 的   我 等 会 就 还 进去
0,0.0,Installment,马上 还 上
1,1.0,CutDebt,我 现在 钱 没 凑够
0,0.0,CutDebt,月底 发工资 还
0,0.0,Installment,自己 在 app 还
0,0.0,Installment,中午 还
1,1.0,CutDebt,过 几天 再说 吧
0,0.0,Installment,没 问题   这部分 可以 还
0,0.0,CutDebt,晚上 处理
1,1.0,CutDebt,我 还是 还 不起
1,1.0,CutDebt,这个 时间 内   我 缺钱   你 在 借点 来
0,0.0,CutDebt,我   就 处理 掉
0,0.0,CutDebt,我 已经 在 操作 还款 了 ！
1,1.0,CutDebt,实在 没有 那么 多
1,1.0,CutDebt,这么 短时间 不行
0,0.0,Installment,  之内 肯定 还
0,0.0,Installment,  还 呢
1,1.0,CutDebt,但 还是 太多 了 没意思
0,0.0,Installment,半小时 之后 处理
1,1.0,CutDebt,再 减减
0,0.0,CutDebt,  发工资 处理
1,1.0,CutDebt,家里 出事 没 钱
0,0.0,CutDebt,这个 没 问题 焉
1,1.0,CutDebt,减免 没用 的
1,1.0,CutDebt,如果 钱 到位 就 还
0,0.0,Installment,这部分 我 可以 还
0,0.0,Installment,你 说 的 我 能 处理
0,0.0,Installment,确定
1,1.0,CutDebt,去 你 的
0,0.0,CutDebt,下班 了 就 立马 处理
0,0.0,Installment,好 我会 在 这 之前 还款 的
0,0.0,Installment,好 嘛   等 哈哈 就 弄 。
0,0.0,CutDebt,到时候 我 肯定 还 进去
1,1.0,CutDebt,真的 不能
0,0.0,Installment,我 马上转
1,1.0,CutDebt,刚 上班
0,0.0,Installment,行 了
0,0.0,CutDebt,我 到 时 还 全款
0,0.0,Installment,OK
1,1.0,CutDebt,这么 多钱   一下子 凑 不齐
0,0.0,Installment,可以   我 下班 就 去
0,0.0,CutDebt,可以 哦
1,1.0,CutDebt,我 得 艾滋病 了   钱 都 拿 去 治病 了
0,0.0,CutDebt,我 一定 处理
1,1.0,CutDebt,工资 还 没发
0,1.0,Installment,你 放心 啥 。
0,0.0,CutDebt,可以 呀
0,0.0,CutDebt,  上午 去 银行 还
0,0.0,CutDebt,谢谢 你   我 可以
1,1.0,CutDebt,  可能 还 不了
1,0.0,CutDebt,发工资 就 处理
1,1.0,CutDebt,工作 刚 丢 没 钱
1,1.0,CutDebt,我 暂时 没 钱
0,0.0,CutDebt,这个 时间 内   肯定 可以
0,0.0,CutDebt,你 去 申请 减免   我 同意
1,1.0,CutDebt,不 信
1,1.0,CutDebt,家里 经济 差   还 不起 那么 多 。
1,1.0,CutDebt,再 减点
1,1.0,CutDebt,帮 我 在 减免 一些 吧
1,1.0,CutDebt,钱太多 了   不 在 减免 就 不 还
1,1.0,CutDebt,我 哪来 这么 多钱
1,1.0,CutDebt,你 打 我 啊
1,1.0,CutDebt,我 在 住院
0,0.0,Installment,这个 可以 有
1,1.0,CutDebt,我 现在 没 那么 多钱
1,1.0,CutDebt,暂时 处理 不了
0,0.0,CutDebt,太好了   这样 我 就 还得起 啦
1,1.0,CutDebt,过 几天 看看
1,1.0,CutDebt,利息 高 了
1,1.0,CutDebt,还 能 再 减 一点 吗   我 真的 没钱 了
0,0.0,Installment,xxx 款 我 是 可以 先 还 的
1,1.0,CutDebt,我 在 医院 我 母亲 生病
1,1.0,CutDebt,你 不是 已经 说 过 了 吗 肯定 会 还 的
0,0.0,Installment,可以   麻烦 了
0,0.0,Installment,那好   我 月底 给 你 交钱
0,0.0,CutDebt,我 现在 在 银行   马上 就 处理
0,0.0,CutDebt,  去 处理
0,0.0,Installment,立马 就 好
1,1.0,CutDebt,钱 不够
0,0.0,CutDebt,行 呀
1,1.0,CutDebt,我会 还 的   等 我 有钱 了
1,1.0,CutDebt,这样 啊   这么 短 的 时间 不行
1,1.0,CutDebt,没法 工资
0,0.0,Installment,  这部分   没有 问题
0,0.0,CutDebt,星期一 上午 8 点 之前 肯定 处理 最迟 不 超过 8 点半
1,1.0,CutDebt,可以 再 宽限 几天 吗
0,0.0,Installment,那 我   去 银行 处理
1,1.0,CutDebt,我 工作 才 找到
0,0.0,CutDebt,  还
1,1.0,CutDebt,这个 金额 高 了
0,0.0,CutDebt,好 的 谢谢
0,0.0,CutDebt,好 的   我 一个 小时 以后 就 处理
1,1.0,CutDebt,时间 太短 了   还 不 上 啊
0,0.0,CutDebt,放心   肯定 处理
1,1.0,CutDebt,再 宽限 两天
0,0.0,Installment,好   我 同意
1,1.0,CutDebt,确实 还 不起 了 哈哈哈
0,0.0,Installment,下午 肯定 处理
0,0.0,Installment,  就 去
0,0.0,CutDebt,谢谢   那 我   肯定 能 还 上 阿
1,1.0,CutDebt,工资 还 没有 发
1,1.0,CutDebt,没 求得 钱 啥   你 是不是 傻哇
1,1.0,CutDebt,没有 收入
1,1.0,CutDebt,我 想 还 没有 钱
1,1.0,CutDebt,你们 简直 是 高利贷 哦   没意思
1,1.0,CutDebt,货 还 没 卖出去
1,1.0,CutDebt,我 实在 没 那么 多钱   我 还 在 住院 呢
0,0.0,Installment,20 号 发工资   就 还
0,0.0,Installment,月底 肯定 能 还
1,1.0,CutDebt,能 在 少点 吗
1,1.0,CutDebt,可能 不 太行
1,1.0,CutDebt,等 几天 吧
0,0.0,Installment,不成问题 。
0,0.0,Installment,必须 的   你 放心 吧
1,1.0,CutDebt,减免 力度 太小 了
1,1.0,CutDebt,我   还 不 进去 这么 多
0,0.0,CutDebt,肯定 还
0,0.0,Installment,没什么 问题
1,1.0,CutDebt,我 现在 钱 不够
1,1.0,CutDebt,时间 太急   不 还
1,1.0,CutDebt,还 能 再 减免 了 吗
1,1.0,CutDebt,实在 是 拿不出   尽力 了
0,0.0,CutDebt,好好 好
1,1.0,CutDebt,我 在 等 工程款
1,1.0,CutDebt,利息 太高   还 不起 啊
1,1.0,CutDebt,  之内 不行
1,1.0,CutDebt,在 想想
0,0.0,CutDebt,知道 了 现在 处理
1,1.0,CutDebt,肯定 没有
0,0.0,Installment,我 在 吃饭   吃完饭 就 弄
0,0.0,Installment,钱 转 了 还 没有 到 账
0,0.0,Installment,哇   可以 啊
0,0.0,Installment,我 一定 按时 还 进去
0,0.0,CutDebt,好好
0,0.0,Installment,好 了 好 了
1,1.0,CutDebt,减免 一下   每个 月 还 f 等额
1,1.0,CutDebt,为什么 你们 要 逼 我 呢
0,0.0,Installment,放心 吧
1,1.0,CutDebt,不好办
0,0.0,CutDebt,我 接受
1,1.0,CutDebt,老人 住院 了
0,0.0,Installment,我 马上 还
0,0.0,CutDebt,  之内 肯定 处理
0,0.0,CutDebt,一个 小时 后 就 处理
0,0.0,Installment,我 这边 下午 八点 之前 保证 还   我 发誓 。
0,0.0,Installment,我   还
1,1.0,CutDebt,我 有钱 的 时候   你 干嘛 不 给 我 打电话
0,0.0,CutDebt,行 谢谢
0,0.0,CutDebt,好   好
0,0.0,Installment,OKOK
1,1.0,CutDebt,2 号 不能 还
0,0.0,CutDebt,没 问题 的
0,0.0,CutDebt,我 正 准备 去 还 呢
1,1.0,CutDebt,工资 不高   这 段时间 无法 处理 完
0,0.0,Installment,这点 钱 我 现在 可以 还
1,1.0,CutDebt,能 不能 再少点
1,1.0,CutDebt,数额 太大 了   我先 想想 吧
1,1.0,CutDebt,还 不起 你 又 能 把 我 怎样
0,0.0,CutDebt,这样的话   我 就 还得起 了
1,1.0,CutDebt,这样 我 也 还 不起 呀
0,0.0,Installment,现在 在 弄
1,1.0,CutDebt,等 我 还 钱 得 人 已经 排 到 派出所 了   要 不 你们 也 去 排个 队   说 了 没 钱 就 没 钱   不然 你们 把 我 逼死 算了
1,1.0,CutDebt,利息 太高 了
1,1.0,CutDebt,家里 出事 拿不出 那么 多 。
0,0.0,Installment,马上 就 去
0,0.0,Installment,我 想 办法   下午 这样 会 处理
1,1.0,CutDebt,不 还 了
0,0.0,Installment,行 的
0,0.0,CutDebt,放心 吧   不会 跑 了 的
1,1.0,CutDebt,可以 再 减点 不 ？ 先生
1,1.0,CutDebt,父母 看病 花 了 很多 钱
0,0.0,CutDebt,这个 时间 内   肯定 没有 问题
0,0.0,CutDebt,老板 拖欠 N 个 月工资     就 发 了   肯定 还 ！
0,0.0,CutDebt,那 我 月末 就 可以 还
0,0.0,CutDebt,这样的话     就 还
1,1.0,CutDebt,又 不是 不 还
0,0.0,CutDebt,  保证 还 上
1,0.0,CutDebt,  不行     吧
0,0.0,Installment,十五号 发工资 还
1,1.0,CutDebt,不好
1,1.0,CutDebt,真的 没 钱
1,1.0,CutDebt,还 不 完 哦
0,1.0,Installment,转账 没有 到
1,1.0,CutDebt,这样 还是 不行
0,0.0,CutDebt,好 的 谢谢 提醒
0,0.0,Installment,  还
1,1.0,CutDebt,可能 处理 不了
1,1.0,CutDebt,在 打官司
1,1.0,CutDebt,没钱 啊
1,1.0,CutDebt,我 又 不止 借 了 你们 一家 公司
0,0.0,CutDebt,这个 减免   我 同意 。
0,0.0,CutDebt,我 现在 处理
1,1.0,CutDebt,我 想 换 现在 换不起
1,1.0,CutDebt,帮帮忙 啊 我 是 真的 困难
1,1.0,CutDebt,这个 时间 内   肯定 换 不了
1,1.0,CutDebt,以前 还 了 很多
0,0.0,CutDebt,你 能 帮 我 解决 就 可以
0,0.0,CutDebt,到期 就 还
1,1.0,CutDebt,工资 压 了 几百
0,0.0,Installment,15 号 就 能 还款
0,0.0,CutDebt,谢谢   那 我   肯定 能 还 上   没意思
0,0.0,CutDebt,等 会 就 去 处理
1,1.0,CutDebt,无所谓
0,0.0,CutDebt,放心   一定 处理
0,0.0,Installment,现在 转过 去
1,1.0,CutDebt,我 现在 没钱 啊 真的 还 不 上   实在 是 没 办法 。
0,0.0,CutDebt,我 下班 就 处理
0,0.0,CutDebt,不好意思 现在 处理
0,0.0,CutDebt,好 好好 要 得   没意思
1,1.0,CutDebt,没 钱 过段时间
0,0.0,Installment,马上 就 还
0,0.0,Installment,好 吧
1,1.0,CutDebt,不 方便 出去
1,1.0,CutDebt,确实 还 不起 了   没意思
0,0.0,Installment,  可以 还 的
1,1.0,CutDebt,再少 一半
0,0.0,CutDebt,没有 问题 了   不 可以 也 可以 了 。
1,1.0,CutDebt,还是 算了吧
1,1.0,CutDebt,确实 还 不起 了 哈
0,0.0,CutDebt,钱 刚好 够
1,1.0,CutDebt,工厂 放假 多   工资 差
0,0.0,Installment,我   就 可以 还  
0,0.0,CutDebt,肯定 办好 的   放心
1,1.0,CutDebt,金额 太高   我 想想 办
0,0.0,CutDebt,现在 在 弄
0,0.0,Installment,晚上 下班 之前
1,1.0,CutDebt,手里 没 那么 多钱   再 给 几天
1,1.0,CutDebt,我 现在 还是 没有 这么 多钱
0,0.0,CutDebt,好   这 样子 不错 哦
1,1.0,CutDebt,不 还
1,1.0,CutDebt,信用卡 到期
1,1.0,CutDebt,人 都 不好 了
0,0.0,CutDebt,行   拜托 你 了
0,0.0,Installment,可以 可以
0,0.0,Installment,稍后 就 还
0,0.0,CutDebt,就 对 没 问题
1,1.0,CutDebt,还 能 在 减 吗
1,1.0,CutDebt,资金 还 没 到位   这 几个 月 可能 没法 处理
1,1.0,CutDebt,现在 没有 钱   等 发工资 再说
1,1.0,CutDebt,那 我 再 晚点 还   还 能 再 减点 不 ？
0,0.0,Installment,这个 时间 内   没有 问题
0,0.0,CutDebt,我 现在 去 银行 处理
0,0.0,Installment,月底 还
1,1.0,CutDebt,我 都 着 套 死 了   你 还 找 我 要钱   没 得
0,0.0,CutDebt,现在 就 转账
1,1.0,CutDebt,我 现在 一点 收入 都 没有
0,0.0,CutDebt,我 现在 就 能 还
0,0.0,Installment,我 现在 就 还
0,0.0,CutDebt,好好 好要 得 哈
1,1.0,CutDebt,但 还是 太多 了 阿
1,1.0,CutDebt,别人 还 没 还 我 钱 了
1,1.0,CutDebt,这 段时间 内 可能 还 不了
1,1.0,CutDebt,还 能 在 减 一点 吗
1,1.0,CutDebt,后 年 再说
1,1.0,CutDebt,我刚 上班   还 没 发工资   没法 处理
0,0.0,CutDebt,肯定 可以 了 。
0,0.0,CutDebt,好
1,1.0,CutDebt,再 宽限 十年
0,0.0,CutDebt,好 叻
0,0.0,CutDebt,这 样子 我 就 还 的 起 了
0,0.0,CutDebt,马上 还
0,0.0,Installment,我 保证 可以 还 进去
1,1.0,CutDebt,不得 行   这个 方案 的 力度 不够   我 还是 还 不起
0,0.0,Installment,最 多 月底 还
1,1.0,CutDebt,再 给 我 优惠 点 了
0,0.0,Installment,行 吧
1,1.0,CutDebt,失业 了 申请 减免
0,0.0,CutDebt,我 肯定 处理 。
1,1.0,CutDebt,现在 没 那么 多   在 帮 申请 一下
0,0.0,CutDebt,这样的话 没 问题   没意思
0,0.0,Installment,嗯 嗯 好 的
0,0.0,Installment,我 可以
0,0.0,Installment,好   就 这样 说定了
0,0.0,Installment,这个 没 问题
0,0.0,Installment,说 了 还 就 会 还
0,0.0,Installment,这样 就 能 处理 了
0,0.0,CutDebt,好 吧
1,1.0,CutDebt,我 现在 基本 生活 都 困难
1,1.0,CutDebt,4 号 不能 还
1,1.0,CutDebt,能 不能 减少 一点
0,0.0,CutDebt,晚点 就 处理
1,1.0,CutDebt,不要 急
0,0.0,CutDebt,可以 撒
1,1.0,CutDebt,逼死 我 得 了   我 就 这么 一百多斤   你 把 我 卖 了 看值 多少 钱
1,1.0,CutDebt,我 这个 月 肯定 没 钱
0,0.0,CutDebt,  上午 还 进去
1,1.0,CutDebt,父母 身体 不好   还要 花钱
0,0.0,CutDebt,马上 存
1,1.0,CutDebt,我 现在 没有 工作   能 在 少点 吗
0,0.0,CutDebt,9   就 还
1,1.0,CutDebt,换 不了
1,1.0,CutDebt,时间 有点 紧
0,0.0,CutDebt,马上 就 能 还
0,0.0,Installment,可以 。
0,0.0,Installment,都 可以
0,0.0,Installment,好 的 好 的
0,0.0,Installment,五点 之前 绝对 能 还 上 ！
0,0.0,CutDebt,2 月 28 还
0,0.0,CutDebt,绝对 没 问题 ； 马上 处理
0,0.0,Installment,可以 太好了
1,1.0,CutDebt,家里 还是 困难
1,1.0,CutDebt,没 上班
0,0.0,Installment,我 这边   之前 保证 还   我 发誓 。
0,0.0,Installment,马上 处理
0,0.0,CutDebt,下午 就 去
0,0.0,CutDebt,能 减免 利息 我 就 可以 还 了
0,0.0,CutDebt,还 还
1,1.0,CutDebt,快给我 减免
0,0.0,CutDebt,好 的   好 的   好 的
0,0.0,CutDebt,马上 存钱
1,1.0,CutDebt,我刚 从 监狱 出来 没有 工作 还 不起 。
1,1.0,CutDebt,家里 一家 开销   没 多余 钱
1,1.0,CutDebt,家里人 都 没 钱
1,1.0,CutDebt,有钱 就 还
1,1.0,CutDebt,可以 再 减点 不 ？ 还 不起 哒
1,1.0,CutDebt,这样 啊 我 想想
0,0.0,Installment,这 礼拜 处理
0,0.0,Installment,好 的   我 可以
1,1.0,CutDebt,现在 没有 那么 多   再少点
0,0.0,CutDebt,晚上 就 去 处理
0,0.0,Installment,可以 的
1,1.0,CutDebt,你们 简直 是 高利贷 哦 阿
0,0.0,CutDebt,可以   我 马上 就 还
0,0.0,Installment,可以   可以 。
0,0.0,CutDebt,认真 的 告诉 你们   这个 请求 我 接受 了
1,1.0,CutDebt,我能 分期 吗
1,1.0,CutDebt,就 不 还
0,0.0,CutDebt,马上 就 能 处理 好 。 你 等 我 消息
1,1.0,CutDebt,6 号 不能 还
1,1.0,CutDebt,不能 再少 了 吗
0,0.0,CutDebt,这 样子 我 还得起 了
1,1.0,CutDebt,没 求得 钱 啥   你 是不是 傻
1,1.0,CutDebt,能 不能 再 分期
1,1.0,CutDebt,现在 都 没 钱 吃饭
1,1.0,CutDebt,还是 还 不了
0,0.0,Installment,这部分     没有 问题
1,1.0,CutDebt,我   还 不了 阿
1,1.0,CutDebt,老婆 没 工作 没 那么 多
1,1.0,CutDebt,母亲 住院 没 钱
1,1.0,CutDebt,没 求得 钱 啥   你 是不是 傻   没意思
1,1.0,CutDebt,最近 换 不了
1,1.0,CutDebt,早说 噻   我 考虑 考虑
0,0.0,CutDebt,嗯   好 的
0,0.0,CutDebt,现在 就 还
1,1.0,CutDebt,可以 再 减点 不 ？ 大仙
1,1.0,CutDebt,你 帮 我 我会 感激 你 一辈子
0,0.0,Installment,我 一定 给 你 办好
1,1.0,CutDebt,工资 发 不了
0,0.0,Installment,  换 呢
1,1.0,CutDebt,我 在 想想 办法
0,0.0,Installment,  上午 去 银行 还
0,0.0,Installment,我 可以 先 处理
1,1.0,CutDebt,再说
1,1.0,CutDebt,发工资 再 处理 行 吗
1,1.0,CutDebt,家里 没 经济 来源
0,0.0,CutDebt,已经 提现 了   马上 处理
0,0.0,Installment,下 了 班 就 立马 处理
0,0.0,CutDebt,家人 处理
0,0.0,Installment,那好   我   就 还
0,0.0,CutDebt,已经 处理
1,1.0,CutDebt,贷款 太 多
1,1.0,CutDebt,你 没事 吧
1,1.0,CutDebt,能 不能 在 减免 点
0,0.0,CutDebt,欠钱 一定 要 还 的
1,1.0,CutDebt,钱太多   凑不出来
1,1.0,CutDebt,你 这 简直 是 在 为难 我
1,1.0,CutDebt,我 借 一下 看看 ！
0,0.0,CutDebt,感谢   我 马上 处理
0,0.0,Installment,这样的话 我   还  
1,1.0,CutDebt,我 就是 不想 还
1,1.0,CutDebt,可以 ？ 再少点 才 可以 。
0,0.0,CutDebt,现在 处理
0,0.0,CutDebt,  之内 处理
0,0.0,Installment,  去 处理
1,1.0,CutDebt,时间 太短 了   我 一时间 拿 不 出来 这么 多 现金
0,0.0,CutDebt,是 的
1,1.0,CutDebt,时间 太短 了   还 不 上
0,0.0,CutDebt,好 的 TIMESERIES   肯定 处理 了
0,0.0,CutDebt,哎 。   处理
1,1.0,CutDebt,就 不 给
1,1.0,CutDebt,老婆 生病
0,0.0,CutDebt,还 了
0,0.0,CutDebt,可以 啊   没有 问题
1,1.0,CutDebt,我 也 想 还   但 我 现在 真的 很 困难
1,1.0,CutDebt,减免 了 还是 很多   我 现在 真的 很 困难
1,1.0,CutDebt,太多 了   我 一下子 拿 不 出来
0,0.0,CutDebt,相信 我   一定 办好
0,0.0,CutDebt,那要 得 嘛 哈哈哈
1,1.0,CutDebt,我 没有 那么 多   一直 在 住院
0,0.0,Installment,可以 可以   现在 去 银行 。
0,0.0,Installment,好 的 好 的   这个 可以 阿
0,0.0,CutDebt,可以   就 这样 吧
0,0.0,Installment,要 得
0,0.0,Installment,一 星期 之内 处理
1,1.0,CutDebt,宽容 宽容 哈 ～
0,0.0,Installment,可以 在 规定 时间 内 呀
0,0.0,CutDebt,这个 可以
1,1.0,CutDebt,抱 一抱   就 当做 从没 借款 2 万
0,0.0,CutDebt,这个 可以 有
