text,category,label,IDClassifier,IfKnowDebtor,ConfirmLoan,WillingToPay,CutDebt,Installment
我没的你们的银行卡号啊，还不了啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
APP上不去怎么办,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
APP闪退,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我都不用智能手机，钱咋个个还法,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
app怎么用,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
请问哈哪们还喃,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能用花呗嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
需要给现金嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
就是不知道怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
app上不去,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们的还款渠道是怎样的？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝可以么？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不晓得怎么还啊？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
在哪还啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
App是哪个呢,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
安？咋整嘛？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不晓得哪们还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我喜欢用现金的方式交易，你看我怎么打给你？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
咋个还哦，怎么个还法,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我身上只有现金，要怎么处理,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不晓得杂还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还啊，微信行吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不知道怎么还款,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还款呢,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
该怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不知道怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还款？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还钱啊？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还哦？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
麻烦问哈我哪们还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没有还款方式,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你总得提供个入口给我，我才好还呀,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
直接转账行不行,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我可以微信不,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以支付宝吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
卡里有钱但是你们没扣我也没有办法还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不知道怎么支付,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
还款方式是什么？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
APP上不去怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信转账可以么？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们是现在给我账号吗？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信转账吗？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能不能直接刷卡,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以直接转帐么,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
提供个还款的方式嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
有没得啥子APP可以直接还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以去银行当面交易吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能刷信用卡嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我可以支付宝嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎样付款给你们,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么支付,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能不能直接给你转过来,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
没人给我还款账号啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们喊我还，总要告诉我该怎么还啊？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝转账吗？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以汇款不,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
安？纳闷弄？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
app崩溃了，我试了，还不起,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
app有bug，用不起,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
在国外，不能银行汇款，你看怎么还？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
哪们还给你们也,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
app需要你教我怎么还，我没用过,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不知道怎么转账？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我客户端登陆不了,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
还款步骤是什么,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能不能你们上门来收,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支持微信转账吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不得还给个人，给我个你们公司对公账号,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
还是还到上次那个账号吗？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我用的存折，不会转账,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
在哪里还啊？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
出来你和你朋友来我这,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝可不可以还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以信用卡还款么,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能用外币还嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么打钱啊？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们一直都没有说怎么还给你们啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不知道怎么操作,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能不能用信用卡还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支持支付宝转账吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你不得是骗子哇？我不晓得怎么还钱,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
是把钱直接打到你们公司账号吗？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不知道还款方式,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在外地，能不能用 APP 来还款？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不知道怎么还给你,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
钱怎么还？用什么东西还？银行转账还是？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝可以不,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你把账号给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我一个对公账户,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给证明给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
只能给你,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
转账,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不知道还款流程,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信行不行,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
app上面还还是哪里还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以给现金吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
app让我先熟悉一下啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我不会玩网络啊？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我网银密码忘了,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
还款有哪些步骤,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝？微信？银行卡？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我该怎么操作呢？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你发个书面你们公司盖章的给我，我不晓得怎么还钱,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
嗯，先告诉我该怎么转钱给你们吧,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不清楚怎么还钱,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在国外，能不能直接使用手机还款？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
apple pay 可以么,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
直接转给你，你帮我还行嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我到底要怎么还给你们,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
可以银联卡转账？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
必须要银行卡吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么转给你们,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
一直登陆不上APP注册不了,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我说下该把钱打到哪里呢？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
银行卡转账到什么地方啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我换张卡给你转,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
搞求不来,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信转给你行不行,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
咋个还哦，你总得说个怎么个还法，用什么工具还？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我看上面没有还款方式，不知道怎么支付给你,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么个还款法，直接转账嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
还款方式？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
有哪些还款方式呢,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝可以还款？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能不能支付宝？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么打给你们,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们不是上门服务么？顺便把借款合同给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在你们APP上面有个没找到哪里可以还款啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
微信转账到什么地方啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
搞不懂,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
该还款了？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
俺怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
用手机能操作嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你看我微信转账还是其他的方式,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
转账吧？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在有钱，但是不知道如何还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
该怎么操作,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
红旗连锁能还吗？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我还到哪里,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说话算数不，我怎么还钱呢,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我个账号吧，我转钱给你们,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我可以去银行直接转账吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我在国外，能不能直接使用手机支付？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝可以么,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
需要用电脑操作嘛,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
转账不？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
是直接现金还款吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
直接转账是微信还是支付宝？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
如何还款？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你说的减免这些有书面的东西么？你们公司要盖章哦,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我把钱转到哪里去呢？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我是直接去你们公司还款吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你教我一哈？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
翼支付可以不,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你好，你得提供个还款的方式给我啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
清不到了,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
浪个弄？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还呀,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我一个凭证，我找家里人要钱,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
改app还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我支付宝还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们把还款链接发给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
把对公账号发信息给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
把对公账户给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
把账户发来,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
是直接还到银行卡吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
账号给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
告知我还款方式,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
账号发过来,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
俺肿么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
转账可以吧,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你把账号发给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我现在登录APP看一下能不能处理！,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
明天还给你们嘛～,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
app登不上,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么换,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝或者微信转账过来吧,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
教我怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还你说,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我就等你们打电话来，告诉我该怎么还，要不都不知道去哪里还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
不知道改怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
确认还款方式,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还款,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
以前没钱，现在怎么处理,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你给我一个账号吧,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
支付宝转给你们吧,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
该怎么还，你给我说下方式,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
让人来拿,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我手机丢了，现在在哪里还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
把卡号发给我，,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我一直想处理，APP登录不上了,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我没有你们的帐号信息，能给一个还款的账号吗？立马给你打过来,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
能不能直接扣,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
提供还款方式,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我怎么还款,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
因为app登不上去了没有还款渠道,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我给你一个账号你直接扣款吧,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
还到哪里,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我可以通过别的方式还款吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
之前想还款没有方式,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
好，你可以接受现金支票吗？,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
过来撒,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
我这里问问朋友有没有手机银行,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
怎么还款的呢,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
还像以前银行卡划扣还款吗,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
账号发给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
银行卡被冻结了，你来我家拿钱,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
这边没有银行,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
马上过来拿钱,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
办理不了转账,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
银行不让还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
这个怎么还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你来拿吧,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
给账号给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
来我家拿啊,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
把你们账户号给我,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你们来找我我就还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
对公转账,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
你来我这我就还,还款方式,108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
