split_text,classifier,new_label
我现在有点忙,IDClassifier,104
我现在有急事,IDClassifier,104
我有急事,IDClassifier,104
我在逛街,IDClassifier,104
我在开车,IDClassifier,104
我在开车，什么事,IDClassifier,104
我在开会,IDClassifier,104
我在上班,IDClassifier,104
我在上班，下班在联系,IDClassifier,104
我在上班稍后联系,IDClassifier,104
我在上班稍后联系。,IDClassifier,104
我在上班下班联系,IDClassifier,104
我在上班下班再联系你,IDClassifier,104
我在睡觉,IDClassifier,104
我在睡觉，白天再说,IDClassifier,104
我在玩游戏，结束再说,IDClassifier,104
我正在上班,IDClassifier,104
我正在上班，下班后再联系可以吧,IDClassifier,104
我正在上班，下班后再联系可以吧阿,IDClassifier,104
我正在上班，下班后再联系可以吧嗯,IDClassifier,104
我正在上班，下班后再联系可以吧啦,IDClassifier,104
我正在上班，下班后再联系可以吧没意思,IDClassifier,104
我正在上班，下班再联系,IDClassifier,104
下班后在联系可以吧,IDClassifier,104
现在忙，一会儿再说,IDClassifier,104
月底联系我,IDClassifier,104
找他有什么事情，他正在隔壁的隔壁的房间里看电视,IDClassifier,104
中午联系,IDClassifier,104
等会我告诉我,IfKnowDebtor,104
等下让他联系你,IfKnowDebtor,104
认识啊，你找他什么事情？他这会在忙,IfKnowDebtor,104
认识啊，他说他不想接你电话,IfKnowDebtor,104
认识我是他哥等会让他回电话给你,IfKnowDebtor,104
他现在不在，我叫他一会给你回过来,IfKnowDebtor,104
他在吃饭，不方便接你的电话，待会我让他回你,IfKnowDebtor,104
他在工作的，比较忙,IfKnowDebtor,104
他在开车,IfKnowDebtor,104
他在开车，待会让他回你,IfKnowDebtor,104
他在开车，我让他待会联系你,IfKnowDebtor,104
他在开车，现在不方便接电话,IfKnowDebtor,104
他在开车待会回你,IfKnowDebtor,104
他在开车我等等叫他回你,IfKnowDebtor,104
他在开车我一会让他回你,IfKnowDebtor,104
他在开会,IfKnowDebtor,104
他在开会，不方便接你的电话，待会我让他回你,IfKnowDebtor,104
他在开会不方便接电话,IfKnowDebtor,104
他在忙,IfKnowDebtor,104
他在忙，不方便接你的电话，待会我让他回你,IfKnowDebtor,104
他在忙，待会回电给你吧。,IfKnowDebtor,104
他在忙，等会叫他回电给你,IfKnowDebtor,104
他在忙，你一会在打过来,IfKnowDebtor,104
他在忙啦,IfKnowDebtor,104
他在上班，等下班回复你,IfKnowDebtor,104
他在上厕所，不方便接你的电话，待会我让他回你,IfKnowDebtor,104
他在睡觉，晚点给你回电话,IfKnowDebtor,104
他在睡觉，一会回你,IfKnowDebtor,104
他在洗澡，不方便接你的电话，待会我让他回你,IfKnowDebtor,104
他正在开车,IfKnowDebtor,104
他正在开车，待会回复你,IfKnowDebtor,104
他正在开车，待会我让他回你,IfKnowDebtor,104
他正在开车，待会我让她回你电话,IfKnowDebtor,104
他正在开车，没意思,IfKnowDebtor,104
他正在开车，你一会打过来吧,IfKnowDebtor,104
他正在开车嗯,IfKnowDebtor,104
他正在开车没意思,IfKnowDebtor,104
他正在开车哇,IfKnowDebtor,104
他正在开车呀,IfKnowDebtor,104
我打电话问问他,IfKnowDebtor,104
我待会让他给你回电话,IfKnowDebtor,104
我待会让他回过去,IfKnowDebtor,104
我叫他等会给你回过来,IfKnowDebtor,104
我联系看看,IfKnowDebtor,104
我联系一下,IfKnowDebtor,104
我明早就能见到他,IfKnowDebtor,104
我明早就能见到她,IfKnowDebtor,104
我让他回你电话,IfKnowDebtor,104
我试着联系,IfKnowDebtor,104
我是他家人等回来我告诉他,IfKnowDebtor,104
我是他同事，他在开会,IfKnowDebtor,104
我一会让他回复你们,IfKnowDebtor,104
在工作,IfKnowDebtor,104
在忙,IfKnowDebtor,104
在忙，我是他朋友,IfKnowDebtor,104
找他什么事吗，好的我联系一下！,IfKnowDebtor,104
到时候你联系我,Installment,104
等会联系,Installment,104
等我忙完,Installment,104
等下个再联系我,Installment,104
可以，到时候你联系我,Installment,104
明天联系我吧,Installment,104
你提前联系我,Installment,104
月底联系我,Installment,104
没空,ConfirmLoan,104
我借钱了吗？等会再说,ConfirmLoan,104
待会联系你,WillingToPay,104
方便我联系你,WillingToPay,104
我待还联系你,WillingToPay,104
我待会再联系你,WillingToPay,104
我等会再联系你；这里信号不好；稍后联系,WillingToPay,104
我很忙,WillingToPay,104
我会还的，现在很忙的,WillingToPay,104
我现在上班，没办法处理,WillingToPay,104
现在不方便,WillingToPay,104
信号不好,WillingToPay,104
有事先挂了,WillingToPay,104
这里信号不好，听不清,WillingToPay,104
等会联系你,WillingToPay,104
我待会联系你,WillingToPay,104
再等我开完会,WillingToPay,104
