from,label,original_label,original_text
IfKnowDebtor,0,,有印象，没聊过。
不愿配合,2,110.0,不知
不愿配合,2,110.0,谁知道认识不认识
IfKnowDebtor,1,,我认识的人没有叫张三的
不愿配合,2,110.0,不要给家打电话
IfKnowDebtor,0,,打了好多电话，不认识，不知道，
IfKnowDebtor,0,,张三是谁
故意岔开话题,2,109.0,不打错电话了哇
IfKnowDebtor,1,,不好说
IfKnowDebtor,1,,不要骚扰我
IfKnowDebtor,1,,3天之内还不上
IfKnowDebtor,0,,认识，你谁啊？哪根葱？
IfKnowDebtor,0,,有
IfKnowDebtor,1,,不讲话的，等着你挂！
IfKnowDebtor,0,,认识，你谁啊？
不愿配合,2,110.0,我愿意认识就认识，不愿意就不认识
IfKnowDebtor,1,,干嘛老给我打
IfKnowDebtor,1,,滚，别他么烦我！
IfKnowDebtor,1,,他多大
IfKnowDebtor,1,,男的女的
IfKnowDebtor,1,,我是王二麻
IfKnowDebtor,0,,怎么啦
请求等下打来,2,104.0,现在有事，没办法处理
说出目的,2,101.0,怎么了
IfKnowDebtor,1,,你说的是张三么没意思
故意岔开话题,2,109.0,我不开心
IfKnowDebtor,0,,哪个张三
请求等下打来,2,104.0,我空了联系
回问身份,2,107.0,再打就报警了
IfKnowDebtor,0,,说了多少遍了，怎么还打啊
不愿配合,2,110.0,你们真烦
说出目的,2,101.0,有什么事
IfKnowDebtor,1,,晓不得
不愿配合,2,110.0,你有病哇
不愿配合,2,110.0,自己去查
说出目的,2,101.0,他正好不在，找他么子个事情？
不愿配合,2,110.0,我认不到你说的那个人
IfKnowDebtor,0,,吃过饭
IfKnowDebtor,1,,叫什么?
IfKnowDebtor,0,,我姐
IfKnowDebtor,1,,信号不好
故意岔开话题,2,109.0,今天我还不了
IfKnowDebtor,0,,你说哪个？
IfKnowDebtor,0,,嗯哼
IfKnowDebtor,0,,你说，什么事
IfKnowDebtor,1,,不记得了
IfKnowDebtor,1,,没明白
IfKnowDebtor,1,,和我朋友名字很像，但是不是
IfKnowDebtor,1,,你们骚扰
IfKnowDebtor,0,,你说哪个？嗯
IfKnowDebtor,1,,等下个月月底吧
IfKnowDebtor,1,,三天以内有点困难
不愿配合,2,110.0,这电话有毒
IfKnowDebtor,1,,咋了
IfKnowDebtor,0,,再打电话报警
IfKnowDebtor,1,,你要找谁给我打干嘛
IfKnowDebtor,0,,2天
IfKnowDebtor,1,,没接过这样电话
IfKnowDebtor,1,,你们谁呀
IfKnowDebtor,1,,看号码对吗
IfKnowDebtor,0,,你不要再打电话过来了
IfKnowDebtor,0,,不熟悉
请求等下打来,2,104.0,他在开会
IfKnowDebtor,0,,找我干嘛
故意岔开话题,2,109.0,没到位
IfKnowDebtor,0,,不会吧
不愿配合,2,110.0,不知道
IfKnowDebtor,0,,请不要在打这个电话了
故意岔开话题,2,109.0,你们是同事吧
说出目的,2,101.0,什么事？
回问身份,2,107.0,谁啊
不愿配合,2,110.0,我也不知道
IfKnowDebtor,0,,不关我事
IfKnowDebtor,0,,有人打你电话
不愿配合,2,110.0,听不懂，找谁？
IfKnowDebtor,0,,我爸妈明天下午帮我还
IfKnowDebtor,0,,在忙
不愿配合,2,110.0,你认识他啊
IfKnowDebtor,0,,明天10吧
IfKnowDebtor,1,,三天时间太少了，至少得要七天才有钱
请求重复,2,103.0,在上班
IfKnowDebtor,1,,以前认识，现在不认识了
IfKnowDebtor,0,,有事吗
IfKnowDebtor,0,,我在开车
IfKnowDebtor,0,,这样吧，多给我四天，我肯定能还
IfKnowDebtor,1,,怎么了？
IfKnowDebtor,0,,哪门认不得喃。
IfKnowDebtor,1,,不熟悉
不愿配合,2,110.0,你觉得呢
IfKnowDebtor,1,,你就算打10个电话我也不认识
不愿配合,2,110.0,别烦我
不愿配合,2,110.0,神经病
IfKnowDebtor,1,,不方便接听
IfKnowDebtor,1,,明天没钱
IfKnowDebtor,1,,不熟悉
IfKnowDebtor,0,,我说你认知
不愿配合,2,110.0,我后来才晓得你们是高利贷
不愿配合,2,110.0,我怎么不记得了
请求等下打来,2,104.0,后天打我电话
IfKnowDebtor,1,,好的
IfKnowDebtor,0,,你说哪个？吧
故意岔开话题,2,109.0,我是最帅的
IfKnowDebtor,1,,怎么又找他
请求重复,2,103.0,可以什么？
不愿配合,2,110.0,不要打电话了
IfKnowDebtor,0,,有事和我说
IfKnowDebtor,1,,这手机是我捡的
不愿配合,2,110.0,我不知道
请求等下打来,2,104.0,他在忙，你一会在打过来
说出目的,2,101.0,嗯？
IfKnowDebtor,0,,哪个呀？哈哈哈
IfKnowDebtor,0,,我问一下
说出目的,2,101.0,认识，你找他什么事
不愿配合,2,110.0,你有病啊
IfKnowDebtor,0,,你猜
IfKnowDebtor,1,,怎么又打过来
故意岔开话题,2,109.0,了解
IfKnowDebtor,1,,再打要报警
IfKnowDebtor,1,,没见过
IfKnowDebtor,0,,我也在找呢
IfKnowDebtor,1,,找他做什么
故意岔开话题,2,109.0,坐牢了
请求等下打来,2,104.0,在忙
IfKnowDebtor,1,,你一天要打多少边？
IfKnowDebtor,0,,不认识
IfKnowDebtor,0,,认识，兄弟，你想做微商吗？
IfKnowDebtor,1,,你就算打20个电话我也不认识
不愿配合,2,110.0,再打电话我报警啦
IfKnowDebtor,1,,挂断
IfKnowDebtor,0,,有点影响
IfKnowDebtor,1,,你再打我电话我要骂人了！
IfKnowDebtor,1,,明天再谈
故意岔开话题,2,109.0,你发工资了没有
回问身份,2,107.0,谁？
IfKnowDebtor,1,,啥名字
IfKnowDebtor,1,,找谁
IfKnowDebtor,0,,啥子事
IfKnowDebtor,0,,跳楼了
IfKnowDebtor,1,,一个月以后可以
IfKnowDebtor,0,,不要打扰我
IfKnowDebtor,0,,后天
回问身份,2,107.0,怎么会这样啊
说出目的,2,101.0,你不认识我？
IfKnowDebtor,1,,你不要再打给我了我告诉过你我不知道
IfKnowDebtor,1,,我讲了多少次
IfKnowDebtor,1,,能不能再给3天时间
IfKnowDebtor,1,,你做梦呢？2天
IfKnowDebtor,1,,我干嘛要是认识他啊
故意岔开话题,2,109.0,这人是干什么的
IfKnowDebtor,1,,有什么事
IfKnowDebtor,1,,你找错
IfKnowDebtor,1,,刚用新号
IfKnowDebtor,0,,现在在忙
IfKnowDebtor,1,,你找错人了
IfKnowDebtor,1,,不要再给我打电话了
IfKnowDebtor,0,,不认识
回问身份,2,107.0,谁
IfKnowDebtor,0,,什么事
IfKnowDebtor,0,,了解
不愿配合,2,110.0,我不知道
说出目的,2,101.0,怎么了？
IfKnowDebtor,1,,不关我事
IfKnowDebtor,1,,你是谁
IfKnowDebtor,0,,认识，你有事吗
IfKnowDebtor,1,,我没空
故意岔开话题,2,109.0,你打错了
不愿配合,2,110.0,不管我的事
请求重复,2,103.0,能不能说大点
IfKnowDebtor,0,,一个村的
故意岔开话题,2,109.0,吓死恩
IfKnowDebtor,1,,忘记了
IfKnowDebtor,1,,再见
IfKnowDebtor,0,,听说过这个人
IfKnowDebtor,0,,三天内呀
说出目的,2,101.0,嗯哼，啥事
IfKnowDebtor,1,,烦不烦
请求等下打来,2,104.0,我旁边有人
不愿配合,2,110.0,不晓得
IfKnowDebtor,0,,咋可能不认识他龟儿子哦，是不是有惹啥子事情了
IfKnowDebtor,0,,我可以帮你转告
IfKnowDebtor,1,,不要给我打电话
IfKnowDebtor,1,,啥子张三，你哪个
请求等下打来,2,104.0,他现在不在，你有事吗
IfKnowDebtor,0,,这个人啊不熟
请求重复,2,103.0,有
IfKnowDebtor,0,,不知道这个情况
IfKnowDebtor,1,,别找我
IfKnowDebtor,1,,我哪知道
IfKnowDebtor,1,,啥事啊
请求重复,2,103.0,为什么不说话
IfKnowDebtor,0,,生病了，一直在医院
不愿配合,2,110.0,别给我打电话了，我不认识他
IfKnowDebtor,1,,NONONO
IfKnowDebtor,1,,打错电话了
说出目的,2,101.0,我认识他你找他又什么事情？
不愿配合,2,110.0,打我电话干嘛的
IfKnowDebtor,0,,早就消失了
故意岔开话题,2,109.0,没听他说过么～
IfKnowDebtor,0,,我哥
不愿配合,2,110.0,别烦我我知道
故意岔开话题,2,109.0,坐牢了
故意岔开话题,2,109.0,汽车还多啊
IfKnowDebtor,1,,是不是有病啊
IfKnowDebtor,1,,自己去查
IfKnowDebtor,0,,你再打我电话我要报警了！
IfKnowDebtor,0,,有什么事都不要找我
故意岔开话题,2,109.0,这人怎么了
IfKnowDebtor,1,,你们在和我说什么
IfKnowDebtor,0,,什么事？
IfKnowDebtor,0,,后天就还，你急啥
IfKnowDebtor,1,,谁啊？
说出目的,2,101.0,找我干嘛
IfKnowDebtor,1,,怎么都是找他的，别打我电话了！
不愿配合,2,110.0,你去找他呀
IfKnowDebtor,1,,谁啊
说出目的,2,101.0,我是他朋友，你找他又什么事
IfKnowDebtor,0,,疯了
IfKnowDebtor,1,,我知道了
IfKnowDebtor,1,,没有联系
IfKnowDebtor,0,,通过彭有见过几次面
IfKnowDebtor,0,,关我什么事
IfKnowDebtor,0,,不是很熟
请求等下打来,2,104.0,上班
说出目的,2,101.0,你都不知道我是谁还打电话给我？你到底要做什么？
IfKnowDebtor,1,,滚
IfKnowDebtor,0,,后天
IfKnowDebtor,0,,十天内
故意岔开话题,2,109.0,我是天下第一帅
IfKnowDebtor,0,,你是催债公司的吧，太多电话....！
IfKnowDebtor,0,,貌似记得这个人
不愿配合,2,110.0,他的事你直接去找他，别找我
IfKnowDebtor,0,,吃官司
IfKnowDebtor,1,,听不懂
请求重复,2,103.0,没听请，再说一次哈哈哈
IfKnowDebtor,0,,我等会联系你
请求重复,2,103.0,谁？找谁？
IfKnowDebtor,1,,三天时间太短了，多给我三天肯定能处理
IfKnowDebtor,1,,不认识，挂了，我很忙
IfKnowDebtor,0,,现在做牢了，抢劫
IfKnowDebtor,1,,下次不要给我打
IfKnowDebtor,0,,没交集
IfKnowDebtor,0,, 还有漂泊的一个你
IfKnowDebtor,1,,不知道啊
不愿配合,2,110.0,你是不是找错人了
回问身份,2,107.0,你谁啊不认识
故意岔开话题,2,109.0,可能啊
故意岔开话题,2,109.0,搞错了
IfKnowDebtor,0,,哪个呀？嗯
说出目的,2,101.0,什么事，你打错了
IfKnowDebtor,0,,不熟悉
IfKnowDebtor,1,,不认识，你故意打给我的吧？
IfKnowDebtor,0,,怎么了，天天打我电话，
IfKnowDebtor,1,,好几个人给我打电话问我是不是认识他他
请求等下打来,2,104.0,他有事出去了
IfKnowDebtor,1,,认识他的人还没有出生呢。
IfKnowDebtor,0,,有
故意岔开话题,2,109.0,我是天下无敌超级无敌非常帅
IfKnowDebtor,0,,找不到人了
故意岔开话题,2,109.0,你帮我带一句话给他
说出目的,2,101.0,你找他什么事
IfKnowDebtor,1,,和我前女友差一个字
请求等下打来,2,104.0,在开车
IfKnowDebtor,1,,你找谁
请求等下打来,2,104.0,明天联系我吧
请求等下打来,2,104.0,我待还联系你
IfKnowDebtor,1,,认识
IfKnowDebtor,0,,我在忙
不愿配合,2,110.0,没心情说话，不要打电话给我了
IfKnowDebtor,1,,神经病
故意岔开话题,2,109.0,麦子熟了
IfKnowDebtor,1,,你找我干嘛
IfKnowDebtor,1,,有病
说出目的,2,101.0,有什么事？
说出目的,2,101.0,你们是不是打错电话了
说出目的,2,101.0,有什么事
IfKnowDebtor,1,,没得啥子记忆
IfKnowDebtor,0,,不太熟悉
IfKnowDebtor,0,,你这边什么情况
说出目的,2,101.0,我是他老公，你找她什么事
IfKnowDebtor,0,,我表弟
IfKnowDebtor,0,,不要给我打电话，
IfKnowDebtor,1,,怎么还打啊
请求重复,2,103.0,不理解
IfKnowDebtor,0,,没见过几次，咋的？
不愿配合,2,110.0,我不确定
IfKnowDebtor,0,,出事情被抓起来了
IfKnowDebtor,1,,你是哪位
IfKnowDebtor,1,,他认识
IfKnowDebtor,0,,三天后
IfKnowDebtor,0,,打错了
IfKnowDebtor,0,,知道呀，你是谁？
IfKnowDebtor,0,,我弟
不愿配合,2,110.0,不说话
请求等下打来,2,104.0,今天不行，明天吧
IfKnowDebtor,1,,你说什么
请求等下打来,2,104.0,下午联系我
不愿配合,2,110.0,我难得还了
IfKnowDebtor,0,,今天下午
IfKnowDebtor,0,,三天内
故意岔开话题,2,109.0,我你都不认识啦？
IfKnowDebtor,0,,没有电话了
IfKnowDebtor,0,,下个月吧
IfKnowDebtor,1,,提前一天联系我，我做准备
IfKnowDebtor,1,,别骚扰了
IfKnowDebtor,1,,别打我电话
不愿配合,2,110.0,再见
IfKnowDebtor,0,,明天哦
IfKnowDebtor,0,,不管我的事
IfKnowDebtor,0,,你找他干什么
IfKnowDebtor,1,,我在忙
IfKnowDebtor,0,,在开车
故意岔开话题,2,109.0,不认识填你名字电话
回问身份,2,107.0,对不起，我不认识你
不愿配合,2,110.0,不要打我电话
IfKnowDebtor,1,,你们自己不能查啊
说出目的,2,101.0,你找他有什么事情？
IfKnowDebtor,0,,帮忙告诉
故意岔开话题,2,109.0,趁着夜还未央
IfKnowDebtor,0,,你有什么事
IfKnowDebtor,0,,我妹
IfKnowDebtor,0,,什么
IfKnowDebtor,0,,你要做什么
IfKnowDebtor,0,,找我也没有用
请求等下打来,2,104.0,我这几天比较忙。过几天联系我
IfKnowDebtor,0,,想不起来了
不愿配合,2,110.0,你怎么不去问他认不认识我啊？
IfKnowDebtor,0,,家人
IfKnowDebtor,1,,神经病
IfKnowDebtor,1,,再宽限一个月
IfKnowDebtor,1,,想不起来
IfKnowDebtor,0,,你自己去找他
IfKnowDebtor,0,,我试着联系
IfKnowDebtor,0,,他不是那样的人啊
IfKnowDebtor,1,,你们真烦
IfKnowDebtor,0,,待会回复你
IfKnowDebtor,1,,有难度，我下个月才发工资
不愿配合,2,110.0,打打打，我明天就把这张卡注销了，看你们还怎么打
IfKnowDebtor,1,,什么？谁？
IfKnowDebtor,0,,什么事啊
IfKnowDebtor,1,,他到底欠了多少钱，天天找他
IfKnowDebtor,1,,你好
故意岔开话题,2,109.0, 小溪向东去
回问身份,2,107.0,这个号码我才换的
不愿配合,2,110.0,打错了
请求等下打来,2,104.0,好多人啊
说出目的,2,101.0,对，干嘛
IfKnowDebtor,1,,你不要给讲这些东西
IfKnowDebtor,0,,是我儿子，咋个喃
回问身份,2,107.0,俺不认识你
请求重复,2,103.0,你找谁
IfKnowDebtor,1,,认识没联系
IfKnowDebtor,1,,别烦我
说出目的,2,101.0,他在办事，我可以转告
不愿配合,2,110.0,滚，你们再打我就，信不信我让你们吃不了兜着走
IfKnowDebtor,0,,对对，现在在医院呢
IfKnowDebtor,0,,上班
IfKnowDebtor,1,,你找他本人
IfKnowDebtor,0,,已经失踪了
IfKnowDebtor,0,,你们天天吃饱撑的啊，不都说过了吗
IfKnowDebtor,1,,你有什么事
不愿配合,2,110.0,你找张三打我电话干嘛
不愿配合,2,110.0,你是不是打错了
IfKnowDebtor,0,,不要找我，我不知道！
IfKnowDebtor,1,,和我有关系吗
IfKnowDebtor,1,,风太大
回问身份,2,107.0,怎么有我号码
不愿配合,2,110.0,早干嘛去了
IfKnowDebtor,1,,99天就还
IfKnowDebtor,1,,我只认识李大嘴
IfKnowDebtor,0,,想想哦
IfKnowDebtor,0,,再说一次哈
说出目的,2,101.0,有什么事直说
说出目的,2,101.0,找他爪子事情？
不愿配合,2,110.0,不说话
IfKnowDebtor,1,,下个月吧
IfKnowDebtor,0,,欠了我钱
IfKnowDebtor,0,,你说哪个？哈哈哈
不愿配合,2,110.0,不关我事
IfKnowDebtor,1,,你有没有搞错
IfKnowDebtor,1,,信号不好
IfKnowDebtor,0,,不认识，才怪
说出目的,2,101.0,我认识，你找他咋子
请求重复,2,103.0,和我
故意岔开话题,2,109.0,哦，今天好像地震了，广元，你晓得不？
IfKnowDebtor,0,,和你有关系吗
IfKnowDebtor,0,,找他什么事情
不愿配合,2,110.0,大家都是靠运气吃饭，你们就去找下一个倒霉鬼吧
IfKnowDebtor,1,,哪里人啊
不愿配合,2,110.0,自己找他
IfKnowDebtor,1,,这边是公安局办公电话
IfKnowDebtor,1,,你再打电话我报警了
IfKnowDebtor,0,,他在开车，等会回给你
IfKnowDebtor,1,,这人是干什么的
请求等下打来,2,104.0,他在忙
IfKnowDebtor,1,,今天第一盘听倒。
IfKnowDebtor,0,,不要打电话
IfKnowDebtor,1,,姓张的这么多，我还能都认识啊
IfKnowDebtor,0,,我才用的号码
IfKnowDebtor,0,,你打错了
IfKnowDebtor,0,,你给我发红包
IfKnowDebtor,0,,你们经常打我电话我不认识他
IfKnowDebtor,0,,等会打过来
IfKnowDebtor,1,,明天再说
故意岔开话题,2,109.0,小生的花伞还落在你家
IfKnowDebtor,1,,管我鸟事
说出目的,2,101.0,是找他做什么？
IfKnowDebtor,0,,在开会
IfKnowDebtor,0,,有什么事情吗
IfKnowDebtor,1,,别给我打电话
IfKnowDebtor,1,,这有这么个人？
回问身份,2,107.0,我怎么可能借钱
IfKnowDebtor,0,,在睡觉
请求等下打来,2,104.0,等我下班就去还
IfKnowDebtor,1,,你是干嘛的
IfKnowDebtor,0,,知道名字不熟悉
故意岔开话题,2,109.0,我是大帅哥
IfKnowDebtor,1,,你们怎么会有我的电话
IfKnowDebtor,1,,月底想办法
IfKnowDebtor,1,,神经病没5天能还？
不愿配合,2,110.0,不认识，不要再打过来了啊
IfKnowDebtor,1,,那天处理不了，在等今天把
IfKnowDebtor,1,,他是干什么的
IfKnowDebtor,0,,找到给你发红包
IfKnowDebtor,1,,怎么老有人找他
IfKnowDebtor,1,,认不认识跟你有毛关系啊
IfKnowDebtor,1,,我刚买的号码
IfKnowDebtor,1,,你说什么
IfKnowDebtor,1,,找错人了
请求等下打来,2,104.0,没有时间
不愿配合,2,110.0,不要骚扰了
IfKnowDebtor,0,,不要提他了
IfKnowDebtor,0,,没有联系电话，
不愿配合,2,110.0,你生的儿子没屁眼儿
不愿配合,2,110.0,你自己联系他
IfKnowDebtor,1,,你在逗我
IfKnowDebtor,0,,我叫他等会给你回过来
IfKnowDebtor,0,,恩是
IfKnowDebtor,1,,在上班
请求重复,2,103.0,你说哪个？
IfKnowDebtor,1,,你搞错了哇
IfKnowDebtor,1,,以前好像以前打过牌，不认识
IfKnowDebtor,0,,这是朋友办理的手机号
IfKnowDebtor,1,,听名字不错
故意岔开话题,2,109.0,开车了不知道
IfKnowDebtor,1,,你找别人问问
IfKnowDebtor,1,,我也在找他
IfKnowDebtor,0,,不是
IfKnowDebtor,1,,他这号码不用给我用了
IfKnowDebtor,1,,不认得
故意岔开话题,2,109.0,最近他有没有和你联系啊
请求等下打来,2,104.0,等等就处理
IfKnowDebtor,0,,你说的是张三么，没意思
IfKnowDebtor,1,,怎么会认识他
IfKnowDebtor,0,,见过面
IfKnowDebtor,0,,你是做什么的
IfKnowDebtor,1,,在打就不接
IfKnowDebtor,0,,打错了
IfKnowDebtor,1,,你说的是张三么者
IfKnowDebtor,1,,你是谁
IfKnowDebtor,1,,这人是什么地方的
回问身份,2,107.0,嗯嗯，你谁啊
IfKnowDebtor,0,,你找他爪子？
IfKnowDebtor,1,,关你什么事
IfKnowDebtor,1,,拒接沟通
不愿配合,2,110.0,认识与否，我就在这里，你还能那我咋地
IfKnowDebtor,0,,贷款我不要
不愿配合,2,110.0,我不认识你吧
IfKnowDebtor,1,,记不起
IfKnowDebtor,1,,你找谁
IfKnowDebtor,0,,恩；我不认识
IfKnowDebtor,0,,现在很忙下班联系
IfKnowDebtor,1,,什么鬼
不愿配合,2,110.0,可以不还吗
不愿配合,2,110.0,你去问他
IfKnowDebtor,0,,认识，你来我带你去他家啊
IfKnowDebtor,0,,在忙待会和你联系
IfKnowDebtor,1,,认识个球
IfKnowDebtor,0,,是的，我很忙
IfKnowDebtor,1,,我在上班
IfKnowDebtor,0,,不认识
IfKnowDebtor,0,,你是哪里
请求重复,2,103.0,什么事？
不愿配合,2,110.0,转告不了
IfKnowDebtor,0,,下午
IfKnowDebtor,1,,谁，你再说一遍
IfKnowDebtor,1,,我没有时间
说出目的,2,101.0,是的，有事吗
IfKnowDebtor,1,,你说的是谁
IfKnowDebtor,0,,认识我在外地不知道情况或债在外地
说出目的,2,101.0,是，怎么了
IfKnowDebtor,1,,不认识，咋个？他有啥子问题吗？
IfKnowDebtor,0,,我母亲今天钱给我
IfKnowDebtor,1,,我是李四
故意岔开话题,2,109.0,家哪里的啊
回问身份,2,107.0,你们谁呀
请求等下打来,2,104.0,现在在忙
IfKnowDebtor,0,,出国了
IfKnowDebtor,1,,你觉得我应该认识吗
IfKnowDebtor,1,,长头发短头发？
IfKnowDebtor,1,,听不清
请求等下打来,2,104.0,在睡觉
IfKnowDebtor,1,,不确定是不是你说的
IfKnowDebtor,0,,在工作
不愿配合,2,110.0,不知道啊
不愿配合,2,110.0,不知道
请求重复,2,103.0,没听明白？
故意岔开话题,2,109.0,装傻就挂断
回问身份,2,107.0,已经有人联系过我了
IfKnowDebtor,1,,发错了
IfKnowDebtor,1,,10天太短了
IfKnowDebtor,0,,有毛病。你们自己打电话给他，
IfKnowDebtor,0,,他可能最近都没时间
说出目的,2,101.0,你有什么事
IfKnowDebtor,1,,不要在打来了
不愿配合,2,110.0,能不能别打我电话
说出目的,2,101.0,他去外地了，找他什么事情？
IfKnowDebtor,1,,老是骚扰干什么
不愿配合,2,110.0,不好意思，你打错电话了
IfKnowDebtor,0,,你是不是有病啊！
请求等下打来,2,104.0,等会我朋友给我钱再说
IfKnowDebtor,1,,也是
IfKnowDebtor,1,,记不清
IfKnowDebtor,0,,明天
故意岔开话题,2,109.0,下班后去健身吧
不愿配合,2,110.0,不要再打了
回问身份,2,107.0,你们是哪里？
IfKnowDebtor,0,,怎么回事啊
不愿配合,2,110.0,你过来就处理
说出目的,2,101.0,你找这个人做什么？
故意岔开话题,2,109.0,可以用其他东西抵押不
不愿配合,2,110.0,哈哈，打错了
故意岔开话题,2,109.0,股民朋友吗
不愿配合,2,110.0,你们把之前打我通讯录的人找出来
IfKnowDebtor,1,,走开
IfKnowDebtor,1,,你是不是有病
故意岔开话题,2,109.0,失踪了
IfKnowDebtor,1,,下个月才有钱
IfKnowDebtor,1,,你在找找
IfKnowDebtor,0,,我认识的人叫这个名字的多了，你说具体点，我才晓得。
请求等下打来,2,104.0,他在开车
IfKnowDebtor,0,,认识啊干嘛跟你说！你谁啊？
IfKnowDebtor,1,,老板拖欠工资，说下个月一起发
IfKnowDebtor,0,,我在忙
IfKnowDebtor,1,,不要找我
IfKnowDebtor,1,,你说的是张三么阿
故意岔开话题,2,109.0,家里人可以还吧
请求重复,2,103.0,能不能大点声
IfKnowDebtor,1,,你说什么
IfKnowDebtor,1,,2天没办法
IfKnowDebtor,1,,月底发工资
故意岔开话题,2,109.0,即便这功劳尽舍弃
IfKnowDebtor,1,,你找张三打我干嘛
请求重复,2,103.0,这个是
故意岔开话题,2,109.0,不是本人，有病小医生
不愿配合,2,110.0,自己找他
IfKnowDebtor,1,,你是不是打错了
说出目的,2,101.0,你找他事催款吗？
IfKnowDebtor,1,,我想一想
请求等下打来,2,104.0,晚上我打你电话
请求重复,2,103.0,张三？
IfKnowDebtor,0,,你是谁
IfKnowDebtor,0,,这是我家里人的号码给我用的
IfKnowDebtor,0,,不认识
IfKnowDebtor,1,,只见过几次面
说出目的,2,101.0,他欠了你们好多钱嘛
IfKnowDebtor,0,,认识，那又怎么样
IfKnowDebtor,1,,你哪里拿的电话
IfKnowDebtor,1,,有什么事
IfKnowDebtor,0,,跟我没关系
请求等下打来,2,104.0,他等会就回来
不愿配合,2,110.0,不知道了
IfKnowDebtor,1,,我你都不认识啦？
IfKnowDebtor,0,,我哥哥
不愿配合,2,110.0,有病
不愿配合,2,110.0,不正面回答
IfKnowDebtor,0,,在开车
IfKnowDebtor,0,,明天下午5点前
IfKnowDebtor,1,,上夜班了
IfKnowDebtor,0,,啊
IfKnowDebtor,0,,有事？
IfKnowDebtor,0,,认清
IfKnowDebtor,1,,贷款2天之后肯定能下来
IfKnowDebtor,1,,怎么莫名其妙的电话打过来
IfKnowDebtor,1,,你现在严重骚扰我了
回问身份,2,107.0,我不认识你
IfKnowDebtor,0,,他在开会不方便接电话
IfKnowDebtor,1,,我下个月还
IfKnowDebtor,1,,你哪位
请求等下打来,2,104.0,我朋友在
IfKnowDebtor,0,,星期一
说出目的,2,101.0,怎么了
IfKnowDebtor,1,,是哪个？
回问身份,2,107.0,名字呢
不愿配合,2,110.0,你是不是打错了哦
IfKnowDebtor,1,,不知
IfKnowDebtor,0,,算是吧
IfKnowDebtor,1,,不要问我
IfKnowDebtor,1,,我联系看看
IfKnowDebtor,0,,你说的是张三么嗯
IfKnowDebtor,0,,欠钱太多跑路了
IfKnowDebtor,0,,明天我打你电话
IfKnowDebtor,1,,信号不好
说出目的,2,101.0,什么事情？他现在不在，要不要我转告他？
IfKnowDebtor,0,,不是
IfKnowDebtor,0,,我待你去找
IfKnowDebtor,1,,明天看看有没有钱
回问身份,2,107.0,鬼大爷晓得你不是债务公司的人啊
IfKnowDebtor,1,,认不认识跟你有关系么
说出目的,2,101.0,咦，咋个还有人找他也？你找他咋个事情？
不愿配合,2,110.0,有病
IfKnowDebtor,1,,他怎么了
说出目的,2,101.0,什么事？
