split_text,classifier,label
不晓得阿,IfKnowDebtor,1
不晓得，你有病吗,IfKnowDebtor,1
不晓得，别再打了,IfKnowDebtor,1
不晓得，别再给我打电话了,IfKnowDebtor,1
不晓得，打错了,IfKnowDebtor,1
不晓得，没听说过这个人,IfKnowDebtor,1
不晓得，神经病,IfKnowDebtor,1
不清楚耶,IfKnowDebtor,1
不熟,IfKnowDebtor,0
不熟,IfKnowDebtor,0
不熟悉,IfKnowDebtor,0
不熟悉,IfKnowDebtor,0
不熟，知道而已。,IfKnowDebtor,0
不熟，知道而已。,IfKnowDebtor,0
不直到,IfKnowDebtor,1
不知,IfKnowDebtor,1
不知你说的谁,IfKnowDebtor,1
不知道ta,IfKnowDebtor,1
不知道别问我,IfKnowDebtor,1
不知道啊啊啊,IfKnowDebtor,1
不知道张三是谁,IfKnowDebtor,1
不知道此人,IfKnowDebtor,1
不知道这个情况,IfKnowDebtor,1
不联系,IfKnowDebtor,0
不联系了,IfKnowDebtor,0
不要在打电话过来,IfKnowDebtor,1
不要打了，真不认识,IfKnowDebtor,1
不要找我，我不知道！,IfKnowDebtor,0
不要提他了,IfKnowDebtor,0
不要烦我，再联系我就投诉你,IfKnowDebtor,1
不要给我打电话,IfKnowDebtor,1
不要给我打电话，,IfKnowDebtor,1
不要要找我找他,IfKnowDebtor,0
不要问我,IfKnowDebtor,0
不认得,IfKnowDebtor,1
不认识,IfKnowDebtor,1
不认识,IfKnowDebtor,1
不认识  挂机,IfKnowDebtor,1
不认识。,IfKnowDebtor,1
不认识不认识，关我屁事,IfKnowDebtor,1
不认识他,IfKnowDebtor,1
不认识你说的这个人。,IfKnowDebtor,1
不认识再见,IfKnowDebtor,1
不认识号码刚买的,IfKnowDebtor,1
不认识哇,IfKnowDebtor,1
不认识哈哈哈,IfKnowDebtor,1
不认识唉,IfKnowDebtor,1
不认识啊,IfKnowDebtor,1
不认识啊？,IfKnowDebtor,1
不认识嗯,IfKnowDebtor,1
不认识怎么老是有人找他,IfKnowDebtor,1
不认识此人,IfKnowDebtor,1
不认识这个人,IfKnowDebtor,1
不认识！,IfKnowDebtor,1
不认识，XX是谁,IfKnowDebtor,1
不认识，不要再打过来了啊,IfKnowDebtor,1
不认识，不认识，,IfKnowDebtor,1
不认识，他谁啊？,IfKnowDebtor,1
不认识，你不要再打了,IfKnowDebtor,1
不认识，你他妈是谁,IfKnowDebtor,1
不认识，你可以打给马蓉,IfKnowDebtor,1
不认识，你可以打给马蓉,IfKnowDebtor,1
不认识，你可以打给马蓉他妈,IfKnowDebtor,1
不认识，你可以打给马蓉他妈,IfKnowDebtor,1
不认识，你可以打给马蓉，他认识,IfKnowDebtor,1
不认识，你可以打给马蓉，他认识,IfKnowDebtor,1
不认识，你打错了,IfKnowDebtor,1
不认识，你打错了，有病吧,IfKnowDebtor,1
不认识，你打错电话了吧,IfKnowDebtor,1
不认识，你故意打给我的吧？,IfKnowDebtor,1
不认识，你是有病吗？,IfKnowDebtor,1
不认识，你是有病吗？天天打电话,IfKnowDebtor,1
不认识，你是有病吗？天天打电话，早跟你说清楚了,IfKnowDebtor,1
不认识，你有病吧,IfKnowDebtor,1
不认识，再打报警了,IfKnowDebtor,1
不认识，再见,IfKnowDebtor,1
不认识，别再打了,IfKnowDebtor,1
不认识，别再给我打电话了,IfKnowDebtor,1
不认识，咋个？他有啥子问题吗？,IfKnowDebtor,1
不认识，就拒绝,IfKnowDebtor,1
不认识，怎么老给我打电话,IfKnowDebtor,1
不认识，我这台湾你看清楚号码,IfKnowDebtor,1
不认识，才怪,IfKnowDebtor,0
不认识，挂了，我很忙,IfKnowDebtor,1
不认识，挂机,IfKnowDebtor,1
不认识，有病,IfKnowDebtor,1
不认识，没意思,IfKnowDebtor,1
不认识，神经病,IfKnowDebtor,1
不记得了,IfKnowDebtor,1
不记得有这个人,IfKnowDebtor,1
不记得有这么一个人,IfKnowDebtor,1
不，没有听说过,IfKnowDebtor,1
之前朋友好久不联系了,IfKnowDebtor,0
之前认识,IfKnowDebtor,0
之前认识，现在没联系了。,IfKnowDebtor,0
什么事情？他现在不在，要不要我转告他？,IfKnowDebtor,0
什么事，你打错了,IfKnowDebtor,1
今天第一盘听倒。,IfKnowDebtor,1
从不认识,IfKnowDebtor,1
从来没听过名字,IfKnowDebtor,1
从来没听过这个名字,IfKnowDebtor,1
从来没有接触过这个人,IfKnowDebtor,1
从没听说过,IfKnowDebtor,1
他不在,IfKnowDebtor,0
他不在家,IfKnowDebtor,0
他不在班上,IfKnowDebtor,0
他不在这,IfKnowDebtor,0
他不在这边,IfKnowDebtor,0
他不在这边，回老家了,IfKnowDebtor,0
他不在这里哈,IfKnowDebtor,0
他不在，什么事,IfKnowDebtor,0
他不手机忘带了，待会我让他回你,IfKnowDebtor,0
他不是那样的人啊,IfKnowDebtor,0
他事我朋友,IfKnowDebtor,0
他人疯了,IfKnowDebtor,0
他人疯了,IfKnowDebtor,0
他今天没来上班,IfKnowDebtor,0
他以前是我同事。,IfKnowDebtor,0
他住院了,IfKnowDebtor,0
他几年没回家了,IfKnowDebtor,0
他出去买东西了没带手机，等他回来我让他找你,IfKnowDebtor,0
他出去了,IfKnowDebtor,0
他出去了一会回来,IfKnowDebtor,0
他出去了，等回来回复你,IfKnowDebtor,0
他出去打工了,IfKnowDebtor,0
他出国了,IfKnowDebtor,0
他出差去了,IfKnowDebtor,0
他出差去了，明天再打来,IfKnowDebtor,0
他到底欠了多少钱，天天找他,IfKnowDebtor,0
他去上班了,IfKnowDebtor,0
他去上街了,IfKnowDebtor,0
他去世了,IfKnowDebtor,1
他去世了,IfKnowDebtor,1
他去买烟了,IfKnowDebtor,0
他去俄罗斯看世界杯了，近期都不得回来！,IfKnowDebtor,0
他去医院了,IfKnowDebtor,0
他去吃饭了,IfKnowDebtor,0
他去国外了,IfKnowDebtor,0
他去外地了，找他什么事情？,IfKnowDebtor,0
他去洗澡了,IfKnowDebtor,0
他去超市了,IfKnowDebtor,0
他可能最近都没时间,IfKnowDebtor,0
他喝酒去了,IfKnowDebtor,0
他嗦，和我熟得很,IfKnowDebtor,0
他回家去了,IfKnowDebtor,0
他在,IfKnowDebtor,0
他在,IfKnowDebtor,0
他在上厕所,IfKnowDebtor,0
他在上班,IfKnowDebtor,0
他在上班吧，我也不太清楚,IfKnowDebtor,0
他在办事，我可以转告,IfKnowDebtor,0
他在办事，我可以转告,IfKnowDebtor,0
他在吃药,IfKnowDebtor,0
他在和我一起吃饭,IfKnowDebtor,0
他在和我一起吃饭,IfKnowDebtor,0
他在哪里？你们知道不？我也正在找他呢,IfKnowDebtor,0
他在喝酒呢,IfKnowDebtor,0
他在外打工,IfKnowDebtor,0
他在干嘛,IfKnowDebtor,0
他在开车，什么事你说,IfKnowDebtor,0
他在开车，什么事你说,IfKnowDebtor,0
他在忙，有事吗,IfKnowDebtor,0
他在忙，有事吗,IfKnowDebtor,0
他在我边上,IfKnowDebtor,0
他在我边上,IfKnowDebtor,0
他在手术,IfKnowDebtor,0
他在手术,IfKnowDebtor,0
他坐牢去了,IfKnowDebtor,1
他坐牢去了,IfKnowDebtor,0
他多大,IfKnowDebtor,0
他失踪了,IfKnowDebtor,0
他好像最近电话停机了,IfKnowDebtor,0
他姐儿子去了,IfKnowDebtor,0
他就住我旁边,IfKnowDebtor,0
他就住我楼下,IfKnowDebtor,0
他就在我旁边,IfKnowDebtor,0
他就在我边上,IfKnowDebtor,0
他开会去了,IfKnowDebtor,0
他怎么了,IfKnowDebtor,0
他怎么了？,IfKnowDebtor,0
他手机号送我了，有事？,IfKnowDebtor,0
他手机在我这,IfKnowDebtor,0
他手机正在充电稍后让他回电,IfKnowDebtor,0
他手机落我这了。,IfKnowDebtor,0
他把手机落我这充电，等他回来回电话给你,IfKnowDebtor,0
他是人还是什么我怎么会知道,IfKnowDebtor,1
他是哪个？,IfKnowDebtor,1
他是哪里人啊,IfKnowDebtor,1
他是干什么的,IfKnowDebtor,0
他是干嘛的？不认识,IfKnowDebtor,0
他是我XX，什么事？,IfKnowDebtor,0
他是我上司,IfKnowDebtor,0
他是我二舅,IfKnowDebtor,0
他是我亲戚,IfKnowDebtor,0
他是我以前的员工,IfKnowDebtor,0
他是我以前的女朋友,IfKnowDebtor,0
他是我以前的老板,IfKnowDebtor,0
他是我儿子,IfKnowDebtor,0
他是我前女友,IfKnowDebtor,0
他是我前男友,IfKnowDebtor,0
他是我同事,IfKnowDebtor,0
他是我同学,IfKnowDebtor,0
他是我同窗,IfKnowDebtor,0
他是我大爷,IfKnowDebtor,0
他是我女朋友,IfKnowDebtor,0
他是我奶奶,IfKnowDebtor,0
他是我妈,IfKnowDebtor,0
他是我妈妈,IfKnowDebtor,0
他是我姐姐,IfKnowDebtor,0
他是我姑,IfKnowDebtor,0
他是我姑姑,IfKnowDebtor,0
他是我姨夫,IfKnowDebtor,0
他是我姨爹,IfKnowDebtor,0
他是我工友,IfKnowDebtor,0
他是我弟弟,IfKnowDebtor,0
他是我弟弟，你说什么事,IfKnowDebtor,0
他是我房东,IfKnowDebtor,0
他是我朋友,IfKnowDebtor,0
他是我朋友。,IfKnowDebtor,0
他是我朋友我帮你问问,IfKnowDebtor,0
他是我爷爷,IfKnowDebtor,0
他是我爸,IfKnowDebtor,0
他是我爸爸,IfKnowDebtor,0
他是我男朋友,IfKnowDebtor,0
他是我的上司,IfKnowDebtor,0
他是我的二舅,IfKnowDebtor,0
他是我的亲戚,IfKnowDebtor,0
他是我的前女友,IfKnowDebtor,0
他是我的前妻,IfKnowDebtor,0
他是我的前男友,IfKnowDebtor,0
他是我的同事,IfKnowDebtor,0
他是我的同学,IfKnowDebtor,0
他是我的同窗,IfKnowDebtor,0
他是我的大爷,IfKnowDebtor,0
他是我的女朋友,IfKnowDebtor,0
他是我的奶奶,IfKnowDebtor,0
他是我的妈,IfKnowDebtor,0
他是我的妈妈,IfKnowDebtor,0
他是我的姑,IfKnowDebtor,0
他是我的姑姑,IfKnowDebtor,0
他是我的姨夫,IfKnowDebtor,0
他是我的姨爹,IfKnowDebtor,0
他是我的工友,IfKnowDebtor,0
他是我的房东,IfKnowDebtor,0
他是我的朋友,IfKnowDebtor,0
他是我的爷爷,IfKnowDebtor,0
他是我的爸,IfKnowDebtor,0
他是我的爸爸,IfKnowDebtor,0
他是我的男朋友,IfKnowDebtor,0
他是我的老板,IfKnowDebtor,0
他是我的舅,IfKnowDebtor,0
他是我的舅舅,IfKnowDebtor,0
他是我的邻居,IfKnowDebtor,0
他是我老乡,IfKnowDebtor,0
他是我老板,IfKnowDebtor,0
他是我舅,IfKnowDebtor,0
他是我舅舅,IfKnowDebtor,0
他是我邻居,IfKnowDebtor,0
他是老赖,IfKnowDebtor,0
他是谁,IfKnowDebtor,1
他是谁,IfKnowDebtor,1
他是谁呀,IfKnowDebtor,1
他是谁呀,IfKnowDebtor,1
他是谁啊,IfKnowDebtor,1
他是谁啊,IfKnowDebtor,1
他是谁啊一点也不知道,IfKnowDebtor,1
他是谁？,IfKnowDebtor,1
他是谁？,IfKnowDebtor,1
他有事出去了,IfKnowDebtor,0
他本人不在我帮你问一下吧,IfKnowDebtor,0
他欠很多钱跑掉了,IfKnowDebtor,0
他欠我钱,IfKnowDebtor,0
他欠我钱没还了，我都找不到,IfKnowDebtor,0
他正在忙，怎么了,IfKnowDebtor,0
他死了,IfKnowDebtor,1
他死了,IfKnowDebtor,1
他死了！,IfKnowDebtor,1
他死掉了,IfKnowDebtor,1
他死掉了,IfKnowDebtor,1
他没在，待会我让他联系你,IfKnowDebtor,0
他没带手机,IfKnowDebtor,0
他没有上班,IfKnowDebtor,0
他没空,IfKnowDebtor,0
他洗澡去了,IfKnowDebtor,0
他现在不在,IfKnowDebtor,0
他现在不在家,IfKnowDebtor,0
他现在不在，你有事吗,IfKnowDebtor,0
他现在不在，你有事吗,IfKnowDebtor,0
他现在不在，去厕所了,IfKnowDebtor,0
他现在不在，回来跟他讲一下,IfKnowDebtor,0
他生病了,IfKnowDebtor,0
他生病了，在重症监护室,IfKnowDebtor,0
他的事管我什么事,IfKnowDebtor,0
他离开这个城市了,IfKnowDebtor,0
他离职了,IfKnowDebtor,0
他等会就回来,IfKnowDebtor,0
他被抓了,IfKnowDebtor,0
他被抓了,IfKnowDebtor,0
他认识,IfKnowDebtor,0
他谁啊,IfKnowDebtor,1
他谁啊,IfKnowDebtor,1
他跑路了,IfKnowDebtor,0
他躲起来了,IfKnowDebtor,0
他还欠我钱呢,IfKnowDebtor,0
他还欠我钱没有还,IfKnowDebtor,0
他还欠我钱，现在找不到他,IfKnowDebtor,0
他还没回来,IfKnowDebtor,0
他这号码不用给我用了,IfKnowDebtor,0
他送人去了,IfKnowDebtor,0
他马上过来,IfKnowDebtor,0
他高考去了，晚点再打来,IfKnowDebtor,0
以前同事,IfKnowDebtor,0
以前同事不联系了,IfKnowDebtor,0
以前同事，怎么了,IfKnowDebtor,0
以前同事，怎么了,IfKnowDebtor,0
以前同事，联系不上。,IfKnowDebtor,0
以前同学,IfKnowDebtor,0
以前好像以前打过牌，不认识,IfKnowDebtor,1
以前认识,IfKnowDebtor,0
以前认识的，不怎么熟,IfKnowDebtor,0
以前认识，我也找不到他,IfKnowDebtor,0
以前认识，现在不认识了,IfKnowDebtor,1
以前认识，现在不认识了,IfKnowDebtor,0
以后不要再打我电话我不认识,IfKnowDebtor,1
会跟他说的,IfKnowDebtor,0
但愿我能结交到拥有这样美好名字的人,IfKnowDebtor,1
但是现在不联系,IfKnowDebtor,0
你不是找他干嘛,IfKnowDebtor,0
你不是找他干嘛,IfKnowDebtor,0
你不要再打给我了我告诉过你我不知道,IfKnowDebtor,1
你不要打我电话，我不认识什么张三李四王二麻的,IfKnowDebtor,1
你也帮帮找找他,IfKnowDebtor,0
你们天天吃饱撑的啊，不都说过了吗,IfKnowDebtor,1
你们找错人了  我不是,IfKnowDebtor,1
你们是不是打错电话了,IfKnowDebtor,1
你们是不是有病啊,IfKnowDebtor,1
你们经常打我电话我不认识他,IfKnowDebtor,1
你们说的是谁啊  没听过,IfKnowDebtor,1
你们都打过几次电话了，不认识,IfKnowDebtor,1
你们骚扰,IfKnowDebtor,1
你再打我电话我要报警了！,IfKnowDebtor,1
你再打我电话我要骂人了！,IfKnowDebtor,1
你再打电话我报警了,IfKnowDebtor,1
你在打电话给别人吧，,IfKnowDebtor,1
你在逗我么我怎么认识,IfKnowDebtor,1
你好我他弟弟,IfKnowDebtor,0
你好我他爸,IfKnowDebtor,0
你好我是他大姨夫,IfKnowDebtor,0
你好我是他朋友,IfKnowDebtor,0
你好我是他母亲,IfKnowDebtor,0
你妹啊，搞错了哇,IfKnowDebtor,1
你就算打10个电话我也不认识,IfKnowDebtor,1
你就算打20个电话我也不认识,IfKnowDebtor,1
你打他电话,IfKnowDebtor,0
你打他的手机吧,IfKnowDebtor,0
你打错了,IfKnowDebtor,1
你打错了吧,IfKnowDebtor,1
你打错了吧，不认识。,IfKnowDebtor,1
你打错了吧？,IfKnowDebtor,1
你打错了，我不认识,IfKnowDebtor,1
你打错电话了,IfKnowDebtor,1
你打错电话了吧,IfKnowDebtor,1
你找他,IfKnowDebtor,0
你找他啊,IfKnowDebtor,0
你找他打她电话,IfKnowDebtor,0
你找他打我电话做什么,IfKnowDebtor,0
你找他有事吗,IfKnowDebtor,0
你找别人问问,IfKnowDebtor,1
你找这个人没印象,IfKnowDebtor,1
你找错,IfKnowDebtor,1
你找错人了,IfKnowDebtor,1
你找错人了吧,IfKnowDebtor,1
你搞错了哇,IfKnowDebtor,1
你是哪个哦？我不晓得这个人是哪个,IfKnowDebtor,1
你有事找他,IfKnowDebtor,0
你有没有搞错,IfKnowDebtor,1
你有病吧，不认识,IfKnowDebtor,1
你查清楚再打电话，我怎么知道谁是张三,IfKnowDebtor,1
你烦不烦啊，我不认识他,IfKnowDebtor,1
你自己去找他,IfKnowDebtor,0
你自己去找他,IfKnowDebtor,0
你自己找他,IfKnowDebtor,0
你自己找他,IfKnowDebtor,0
你要找到他和我说一下,IfKnowDebtor,0
你认识反正我不认识,IfKnowDebtor,1
你说的是张三么嗯,IfKnowDebtor,0
你说的是张三么者,IfKnowDebtor,0
你说的是张三么阿,IfKnowDebtor,0
你说的是张三么，没意思,IfKnowDebtor,0
你说的那个人我都没有听说过,IfKnowDebtor,1
你说谁？？他干嘛的？？,IfKnowDebtor,1
你谁啊不认识,IfKnowDebtor,1
俺不晓得,IfKnowDebtor,1
俺不晓得呢,IfKnowDebtor,1
俺不晓得哟,IfKnowDebtor,1
俺不晓得哩,IfKnowDebtor,1
俺不晓得啊,IfKnowDebtor,1
俺不知道,IfKnowDebtor,1
俺不认识,IfKnowDebtor,1
俺不认识呢,IfKnowDebtor,1
俺不认识哟,IfKnowDebtor,1
俺不认识哩,IfKnowDebtor,1
俺不认识啊,IfKnowDebtor,1
俺是他叔,IfKnowDebtor,0
俺是他哥,IfKnowDebtor,0
俺是他妈,IfKnowDebtor,0
俺是他妹,IfKnowDebtor,0
俺是他姐,IfKnowDebtor,0
俺是他姨,IfKnowDebtor,0
俺是他娘,IfKnowDebtor,0
俺是他弟,IfKnowDebtor,0
俺是他爸,IfKnowDebtor,0
俺是他爹,IfKnowDebtor,0
内谁啊,IfKnowDebtor,1
再打就报警了,IfKnowDebtor,1
再打我就报警了,IfKnowDebtor,1
再打我投诉了,IfKnowDebtor,1
再打我投诉你,IfKnowDebtor,1
再打我要投诉,IfKnowDebtor,1
再打我要投诉了,IfKnowDebtor,1
再打我要骂人了,IfKnowDebtor,1
再打投诉,IfKnowDebtor,1
再打报警,IfKnowDebtor,1
再打电话我报警啦,IfKnowDebtor,1
再打电话报警,IfKnowDebtor,1
再打电话来我报警了,IfKnowDebtor,1
再打要报警,IfKnowDebtor,1
几年了还在打电话给我,IfKnowDebtor,0
出事情被抓起来了,IfKnowDebtor,0
出国了,IfKnowDebtor,0
刚买的号码,IfKnowDebtor,1
刚刚认识。,IfKnowDebtor,0
刚换手机号,IfKnowDebtor,1
刚换的号码,IfKnowDebtor,1
刚来不清楚,IfKnowDebtor,1
刚还看见他,IfKnowDebtor,0
别打了不认识,IfKnowDebtor,1
别打电话烦我，不认识,IfKnowDebtor,1
别瞎说了，别打骚扰电话不认识,IfKnowDebtor,1
别给我打电话,IfKnowDebtor,1
别给我打电话了  我不认识他,IfKnowDebtor,1
别给我打电话了，我不认识他,IfKnowDebtor,1
别骚扰了,IfKnowDebtor,1
前同事,IfKnowDebtor,0
印象不太深,IfKnowDebtor,0
印象里没认识过这个人,IfKnowDebtor,1
压根就不认识。,IfKnowDebtor,1
压根没听说过,IfKnowDebtor,1
去世了,IfKnowDebtor,1
去世了,IfKnowDebtor,1
去外地了,IfKnowDebtor,0
去外地了，换号码了,IfKnowDebtor,0
发错了,IfKnowDebtor,1
发错了吧,IfKnowDebtor,1
只是朋友,IfKnowDebtor,0
只是见过一面，不熟,IfKnowDebtor,0
只见过几次面,IfKnowDebtor,0
号码我刚换的不认识,IfKnowDebtor,1
号码才买的不认识,IfKnowDebtor,1
号码用了几年了，不知道,IfKnowDebtor,1
同事,IfKnowDebtor,0
同事，借了钱跑路了,IfKnowDebtor,0
同学,IfKnowDebtor,0
名字太奇怪，不认识,IfKnowDebtor,1
名字太难听,IfKnowDebtor,1
名字太难听了,IfKnowDebtor,1
名字挺好听的，但是没听过,IfKnowDebtor,1
名字都没听过,IfKnowDebtor,1
听名字不错,IfKnowDebtor,1
听说他去世了,IfKnowDebtor,1
听说他去世了,IfKnowDebtor,1
听说他坐牢了,IfKnowDebtor,1
听说他坐牢了,IfKnowDebtor,0
听说过,IfKnowDebtor,0
听说过这个人,IfKnowDebtor,0
听说过，没见过面。,IfKnowDebtor,0
听过，好像不认识,IfKnowDebtor,1
听都没听过,IfKnowDebtor,1
听都没听过。,IfKnowDebtor,1
听都没听过这个名字，更不用说认识了,IfKnowDebtor,1
听都没听过！,IfKnowDebtor,1
咋可能不认识他龟儿子哦，是不是有惹啥子事情了,IfKnowDebtor,0
咋可能不认识他龟儿子哦，是不是有惹啥子事情了,IfKnowDebtor,0
和他只是普通朋友,IfKnowDebtor,0
和他父母说一下,IfKnowDebtor,0
和我有关系吗,IfKnowDebtor,1
和我朋友名字很像，但是不是,IfKnowDebtor,1
哈哈，打错了,IfKnowDebtor,1
"哦, 认识啊",IfKnowDebtor,0
哦，我认识,IfKnowDebtor,0
哦，晓得,IfKnowDebtor,0
哪个哟，没意思,IfKnowDebtor,1
哪个哦，认不倒。,IfKnowDebtor,1
哪个哦，认不倒。,IfKnowDebtor,1
哪个张三,IfKnowDebtor,1
哪个瓜娃子取这个名字哦，不晓得,IfKnowDebtor,1
哪个瓜娃子取这个名字哦，不晓得,IfKnowDebtor,1
哪个瓜娃子取这个名字哦，不认识,IfKnowDebtor,1
哪个？认不到,IfKnowDebtor,1
哪门认不得喃。,IfKnowDebtor,1
啊,IfKnowDebtor,0
啥子嘛，不认识,IfKnowDebtor,1
喝酒认识的，没联系,IfKnowDebtor,0
嗯,IfKnowDebtor,0
嗯,IfKnowDebtor,0
嗯.认识,IfKnowDebtor,0
嗯。认识,IfKnowDebtor,0
嗯哼,IfKnowDebtor,0
嗯哼，啥事,IfKnowDebtor,0
嗯我是她爸爸,IfKnowDebtor,0
嗯我认识,IfKnowDebtor,0
嗯知道,IfKnowDebtor,0
嗯知道啊,IfKnowDebtor,0
嗯认识,IfKnowDebtor,0
嗯认识我在忙,IfKnowDebtor,0
嗯认识有什么事么？,IfKnowDebtor,0
嗯，不认识,IfKnowDebtor,1
嗯，他呀？我认识啊,IfKnowDebtor,0
嗯，他是我朋友,IfKnowDebtor,0
嗯，可以让他回电话,IfKnowDebtor,0
嗯，在楼上的，我待会叫他,IfKnowDebtor,0
嗯，我们是xxx,IfKnowDebtor,0
嗯，我是他朋友,IfKnowDebtor,0
嗯，我是他朋友，我待会让他联系你,IfKnowDebtor,0
嗯，我是他的远方亲戚,IfKnowDebtor,0
嗯，我晓得这个人,IfKnowDebtor,0
嗯，我晓得这个人，住我楼脚,IfKnowDebtor,0
嗯，我晓得这个人，我隔壁,IfKnowDebtor,0
嗯，我认识,IfKnowDebtor,0
嗯，我认识呢,IfKnowDebtor,0
嗯，我认识哈哈哈,IfKnowDebtor,0
嗯，我认识唉,IfKnowDebtor,0
嗯，我认识嗯,IfKnowDebtor,0
嗯，我认识这个人,IfKnowDebtor,0
嗯，我认识阿,IfKnowDebtor,0
嗯，早不联系,IfKnowDebtor,0
嗯，有事吗,IfKnowDebtor,0
嗯，认得很多年了。,IfKnowDebtor,0
嗯，认识,IfKnowDebtor,0
嗯，认识。你们自己找他去啊？,IfKnowDebtor,0
嗯？,IfKnowDebtor,0
在打就投诉,IfKnowDebtor,1
在打我投诉你,IfKnowDebtor,1
大学同学，很久不联系了。,IfKnowDebtor,0
天天打电话找这个人,IfKnowDebtor,1
天知道这个人是谁啊,IfKnowDebtor,1
太难听了,IfKnowDebtor,1
太难听的名字了,IfKnowDebtor,1
失踪了,IfKnowDebtor,0
她在冰箱里,IfKnowDebtor,0
她在冰箱里,IfKnowDebtor,0
她在唱歌,IfKnowDebtor,0
她在我家呢,IfKnowDebtor,0
她在我家呢,IfKnowDebtor,0
她在我车里,IfKnowDebtor,0
她在我车里,IfKnowDebtor,0
她在洗澡,IfKnowDebtor,0
她好像最近电话停机了,IfKnowDebtor,0
她就住我旁边,IfKnowDebtor,0
她就在我旁边,IfKnowDebtor,0
她就在我旁边,IfKnowDebtor,0
她是我上司,IfKnowDebtor,0
她是我二舅,IfKnowDebtor,0
她是我亲戚,IfKnowDebtor,0
她是我前女友,IfKnowDebtor,0
她是我前男友,IfKnowDebtor,0
她是我同事,IfKnowDebtor,0
她是我同学,IfKnowDebtor,0
她是我同窗,IfKnowDebtor,0
她是我大爷,IfKnowDebtor,0
她是我女朋友,IfKnowDebtor,0
她是我奶奶,IfKnowDebtor,0
她是我妈,IfKnowDebtor,0
她是我妈妈,IfKnowDebtor,0
她是我姑,IfKnowDebtor,0
她是我姑姑,IfKnowDebtor,0
她是我姨夫,IfKnowDebtor,0
她是我姨爹,IfKnowDebtor,0
她是我工友,IfKnowDebtor,0
她是我房东,IfKnowDebtor,0
她是我朋友,IfKnowDebtor,0
她是我熟人,IfKnowDebtor,0
她是我爷爷,IfKnowDebtor,0
她是我爸,IfKnowDebtor,0
她是我爸爸,IfKnowDebtor,0
她是我男朋友,IfKnowDebtor,0
她是我的上司,IfKnowDebtor,0
她是我的二舅,IfKnowDebtor,0
她是我的亲戚,IfKnowDebtor,0
她是我的前女友,IfKnowDebtor,0
她是我的前男友,IfKnowDebtor,0
她是我的同事,IfKnowDebtor,0
她是我的同学,IfKnowDebtor,0
她是我的同窗,IfKnowDebtor,0
她是我的大爷,IfKnowDebtor,0
她是我的女朋友,IfKnowDebtor,0
她是我的奶奶,IfKnowDebtor,0
她是我的妈,IfKnowDebtor,0
她是我的妈妈,IfKnowDebtor,0
她是我的姑,IfKnowDebtor,0
她是我的姑姑,IfKnowDebtor,0
她是我的姨夫,IfKnowDebtor,0
她是我的姨爹,IfKnowDebtor,0
她是我的工友,IfKnowDebtor,0
她是我的房东,IfKnowDebtor,0
她是我的朋友,IfKnowDebtor,0
她是我的爷爷,IfKnowDebtor,0
她是我的爸,IfKnowDebtor,0
她是我的爸爸,IfKnowDebtor,0
她是我的男朋友,IfKnowDebtor,0
她是我的老板,IfKnowDebtor,0
她是我的舅,IfKnowDebtor,0
她是我的舅舅,IfKnowDebtor,0
她是我的邻居,IfKnowDebtor,0
她是我老板,IfKnowDebtor,0
她是我舅,IfKnowDebtor,0
