from,label,original_label,original_text,new_label,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,你烦不烦,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,搞错了,1,
IfKnowDebtor,1,,你谁啊不认识,1,
IfKnowDebtor,0,,我可以帮你转告,0,
请求等下打来,2,104,我旁边有人,2,
IfKnowDebtor,0,,一起打过牌不熟。,0,
回问身份,2,107,已经有人联系过我了,0,
IfKnowDebtor,1,,没接过这样电话,1,
IfKnowDebtor,1,,自己去查,1,
IfKnowDebtor,1,,你们在和我说什么,103,
IfKnowDebtor,1,,我应该认识他吗,1,
请求等下打来,2,104,好多人啊,109,
故意岔开话题,2,109,这人是干什么的,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,0,,哪门认不得喃。,0,
IfKnowDebtor,0,,现在在忙,104,
说出目的,2,101,我是他哥，有什么事情告诉我？,0,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,他是干什么的,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,雨下太大，没法去处理,109,
IfKnowDebtor,1,,你有没有搞错,1,
故意岔开话题,2,109,不清楚,1,
请求重复,2,103,今天多少处理？,109,
IfKnowDebtor,1,,不要问我,1,
IfKnowDebtor,1,,不认识唉,1,
说出目的,2,101,请问找他干嘛,2,
IfKnowDebtor,1,,我也不知道,1,
IfKnowDebtor,1,,男的女的,1,
故意岔开话题,2,109,可能啊,2,
故意岔开话题,2,109,滚，你们再打我就，信不信我让你们吃不了兜着走,1,
IfKnowDebtor,1,,怎么又打过来,1,
故意岔开话题,2,109,这明显是不可能的,1,
IfKnowDebtor,1,,不知道了,1,
故意岔开话题,2,109,不认识,1,
请求等下打来,2,104,他有事出去了,0,
IfKnowDebtor,1,,和我有关系吗,1,
故意岔开话题,2,109,不知道啊,1,
IfKnowDebtor,0,,你找他什么事,101,
IfKnowDebtor,0,,了解,0,
回问身份,2,107,嗯嗯，你谁啊,2,
说出目的,2,101,怎么了？,2,
故意岔开话题,2,109,我不知道,1,
IfKnowDebtor,0,,我联系看看,0,
IfKnowDebtor,0,,我二叔,0,
故意岔开话题,2,109,哈哈嗯,0,
说出目的,2,101,是，怎么了,2,
回问身份,2,107,内谁啊,1,
IfKnowDebtor,1,,什么啊,1,
故意岔开话题,2,109,你有病啊,2,
故意岔开话题,2,109,不认识,1,
回问身份,2,107,俺不认识你,2,
IfKnowDebtor,0,,咋可能不认识他龟儿子哦，是不是有惹啥子事情了,0,
故意岔开话题,2,109,不认识,1,
请求等下打来,2,104,等我下班就去还,109,
回问身份,2,107,谁？,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,你认识他啊,2,
IfKnowDebtor,0,,打了好多电话，不认识，不知道，,1,
IfKnowDebtor,0,,见过面,0,
IfKnowDebtor,1,,不认识填你名字电话,107,
IfKnowDebtor,0,,当然认得。,0,
IfKnowDebtor,1,,明天没钱,109,
故意岔开话题,2,109,我认不到你说的那个人,1,
IfKnowDebtor,0,,我是他老公，你找她什么事,0,
IfKnowDebtor,1,,听不懂,103,
IfKnowDebtor,1,,在忙,1,
故意岔开话题,2,109,不说话,1,
故意岔开话题,2,109,你是不是打错了哦,1,
回问身份,2,107,哪个哟,2,
IfKnowDebtor,1,,你说的是张三么没意思,103,
故意岔开话题,2,109,不认识,1,
回问身份,2,107,鬼大爷晓得你不是债务公司的人啊,2,
IfKnowDebtor,0,,有什么事,101,
故意岔开话题,2,109,别打我电话,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,滚，你们再打我就，信不信我让你们吃不了兜着走,1,
故意岔开话题,2,109,我这里不是你要找的人,1,
IfKnowDebtor,1,,别给我打电话,1,
故意岔开话题,2,109,不认识,1,
说出目的,2,101,咦，咋个还有人找他也？你找他咋个事情？,101,
故意岔开话题,2,109,不认识,1,
请求等下打来,2,104,待还再打,2,
IfKnowDebtor,1,,他是你哥吗,1,
故意岔开话题,2,109,你说的我不懂,103,
IfKnowDebtor,0,,我待你去找,0,
IfKnowDebtor,1,,不管我的事,1,
IfKnowDebtor,0,,知道了会告诉,0,
请求等下打来,2,104,待还再打,2,
IfKnowDebtor,0,,算是吧,0,
IfKnowDebtor,0,,他等会就回来,0,
说出目的,2,101,你们是不是打错电话了,1,
IfKnowDebtor,1,,怎么会认识他,1,
IfKnowDebtor,1,,我帮朋友接的电话不知道你说的谁,1,
IfKnowDebtor,1,,他是男的，我是女的，你觉得呢,1,
IfKnowDebtor,0,,他在开会不方便接电话,0,
IfKnowDebtor,1,,打电话给我干什么,101,
IfKnowDebtor,1,,不认识，咋个？他有啥子问题吗？,1,
故意岔开话题,2,109,你找他什么事,101,
故意岔开话题,2,109,小溪向东去,2,
IfKnowDebtor,1,,我不认识你吧,107,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,0,,是，怎么了,0,
IfKnowDebtor,0,,有,0,
IfKnowDebtor,1,,没有联系,1,
IfKnowDebtor,1,,看号码对吗,1,
故意岔开话题,2,109,不知道,1,
说出目的,2,101,你找他什么事,2,
IfKnowDebtor,1,,自己找他,1,
IfKnowDebtor,1,,不知,1,
IfKnowDebtor,1,,我讲了多少次,109,
IfKnowDebtor,0,,貌似记得这个人,0,
故意岔开话题,2,109,再见,1,
说出目的,2,101,我认识，你找他咋子,2,
故意岔开话题,2,109,你去找他呀,1,
故意岔开话题,2,109,我朋友借一下，抓紧把事情处理掉。,2,
IfKnowDebtor,1,,神经病啊,1,
IfKnowDebtor,1,,怎么莫名其妙的电话打过来,1,
IfKnowDebtor,1,,再打要报警,1,
故意岔开话题,2,109,不了解,1,
IfKnowDebtor,0,,他现在不在，你有事吗,0,
IfKnowDebtor,0,,我哥哥,0,
故意岔开话题,2,109,人血馒头不好吃,2,
说出目的,2,101,什么事情？他现在不在，要不要我转告他？,2,
故意岔开话题,2,109,早干嘛去了,2,
故意岔开话题,2,109,你们把之前打我通讯录的人找出来,2,
IfKnowDebtor,1,,不要给家打电话,109,
IfKnowDebtor,1,,你们自己不能查啊,1,
故意岔开话题,2,109,你们真烦,2,
IfKnowDebtor,1,,自己找他,1,
IfKnowDebtor,0,,他人疯了,1,
故意岔开话题,2,109,别打我电话，烦不烦？,1,
回问身份,2,107,这个号码显示骚扰啦？,2,
IfKnowDebtor,1,,没见过,1,
故意岔开话题,2,109,认识与否，我就在这里，你还能那我咋地,2,
IfKnowDebtor,1,,好多人啊,109,
IfKnowDebtor,0,,我表弟,0,
故意岔开话题,2,109,不晓得,1,
说出目的,2,101,找他做什么,2,
IfKnowDebtor,0,,有什么事,101,
IfKnowDebtor,0,,我联系一下,0,
故意岔开话题,2,109,这个保证不了,2,
故意岔开话题,2,109,你去问他,1,
IfKnowDebtor,1,,能不能别打我电话,1,
故意岔开话题,2,109,我不知道这是,1,
IfKnowDebtor,1,,不打错电话了哇,1,
IfKnowDebtor,1,,你找错,1,
故意岔开话题,2,109,我愿意认识就认识，不愿意就不认识,1,
IfKnowDebtor,0,,认识啊，你找他有啥子事情吗？,101,
故意岔开话题,2,109,不认识,1,
请求等下打来,2,104,现在有事，没办法处理,-1,
说出目的,2,101,是的，有事吗,0,
IfKnowDebtor,1,,他是哪里人啊,1,
IfKnowDebtor,0,,你找他什么事,101,
IfKnowDebtor,1,,我也在找他,101,
故意岔开话题,2,109,了解,0,
IfKnowDebtor,1,,这人是干什么的,1,
IfKnowDebtor,1,,神经病没5天能还？,-1,
IfKnowDebtor,0,,我不一定能联系上,0,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,可以不还吗,-1,
故意岔开话题,2,109,没心情说话，不要打电话给我了,1,
IfKnowDebtor,0,,家人,0,
IfKnowDebtor,1,,才换的电话不认识,1,
IfKnowDebtor,0,,他犯什么事了,101,
IfKnowDebtor,1,,我知道了,-1,
故意岔开话题,2,109,不要骚扰了,1,
回问身份,2,107,谁啊,1,
IfKnowDebtor,1,,这人是干什么的,1,
请求等下打来,2,104,他等会就回来,0,
IfKnowDebtor,1,,怎么都是找他的，别打我电话了！,1,
IfKnowDebtor,1,,你觉得呢,1,
故意岔开话题,2,109,你发工资了没有,-1,
IfKnowDebtor,1,,我朋友在,1,
回问身份,2,107,怎么会这样啊,1,
IfKnowDebtor,1,,再见,1,
IfKnowDebtor,1,,谁？,1,
IfKnowDebtor,0,,有点影响,-1,
故意岔开话题,2,109,昨天给我打电话的是不是你们同事啊,2,
IfKnowDebtor,1,,谁？,1,
IfKnowDebtor,1,,我哪知道,1,
故意岔开话题,2,109,别打电话了,1,
说出目的,2,101,我是他朋友，你找他又什么事,2,
IfKnowDebtor,1,,有病吧你,1,
IfKnowDebtor,0,,我没办法转告,1,
IfKnowDebtor,1,,你们真烦,1,
IfKnowDebtor,0,,他正好不在，找他么子个事情？,101,
IfKnowDebtor,1,,谁啊,1,
IfKnowDebtor,1,,听不懂,103,
请求重复,2,103,没听请，再说一次哈哈哈,103,
IfKnowDebtor,0,,明天可以还是啊吧,-1,
IfKnowDebtor,1,,不好意思，你打错电话了,1,
IfKnowDebtor,1,,不要烦我，再联系我就投诉你,1,
IfKnowDebtor,0,,在工作,0,
故意岔开话题,2,109,征信已接黑了,2,
故意岔开话题,2,109,我是忘记还了，怎么操作,-1,
IfKnowDebtor,1,,想不起来,1,
IfKnowDebtor,0,,嗯嗯，你谁啊,107,
请求等下打来,2,104,等等会处理,-1,
IfKnowDebtor,1,,这有这么个人？,1,
IfKnowDebtor,0,,哪个哟，没意思,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,长头发短头发？,-1,
说出目的,2,101,什么事，你打错了,1,
IfKnowDebtor,1,,打错电话了,1,
故意岔开话题,2,109,有病,2,
IfKnowDebtor,1,,我认识的人没有叫张三的,1,
故意岔开话题,2,109,不认识，不要再打过来了啊,1,
故意岔开话题,2,109,我不清楚你说的什么,1,
故意岔开话题,2,109,我是大帅哥,2,
说出目的,2,101,找他干嘛？,101,
故意岔开话题,2,109,他的事你直接去找他，别找我,1,
IfKnowDebtor,0,,你说的是张三么者,0,
故意岔开话题,2,109,借给朋友用的,-1,
请求重复,2,103,这个是,109,
IfKnowDebtor,1,,我是王二麻,1,
IfKnowDebtor,1,,记不清,1,
IfKnowDebtor,0,,张三是谁,1,
故意岔开话题,2,109,没有人联系,-1,
说出目的,2,101,怎么了找他干嘛,2,
IfKnowDebtor,1,,以前认识，现在不认识了,1,
IfKnowDebtor,1,,打我电话干嘛的,101,
IfKnowDebtor,0,,他本人不在我帮你问一下吧,0,
故意岔开话题,2,109,你妹啊，搞错了哇,1,
IfKnowDebtor,1,,老是骚扰干什么,1,
IfKnowDebtor,0,,现在做牢了，抢劫,1,1
IfKnowDebtor,1,,下个月才有钱,-1,
IfKnowDebtor,0,,我试着联系,0,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,下午3点不行,-1,
说出目的,2,101,嗯哼，啥事,101,
故意岔开话题,2,109,开车了不知道,1,
故意岔开话题,2,109,不知道了,1,
IfKnowDebtor,1,,你再打我电话我要报警了！,1,
IfKnowDebtor,1,,认识？没有。,1,
IfKnowDebtor,1,,怎么老有人找他,1,
IfKnowDebtor,1,,你说的谁呀,1,
IfKnowDebtor,0,,不太熟悉,1,
回问身份,2,107,你是谁，我不认识他。,1,
IfKnowDebtor,1,,别打我电话,1,
说出目的,2,101,你找这个人做什么？,2,
故意岔开话题,2,109,有朋友,0,
说出目的,2,101,我不是，有什么事我可以转告,1,
IfKnowDebtor,0,,认识，你谁啊？,0,
IfKnowDebtor,1,,不要骚扰了,1,
请求等下打来,2,104,去厕所,2,
IfKnowDebtor,1,,他多大,1,
IfKnowDebtor,0,,我认识，你找他咋子,0,
IfKnowDebtor,1,,不认识，再打报警了,1,
故意岔开话题,2,109,股民朋友吗,-1,
故意岔开话题,2,109,我不确定,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,你打错了,1,
IfKnowDebtor,1,,你找张三打我电话干嘛,1,
说出目的,2,101,他怎么了,2,
IfKnowDebtor,0,,等会我告诉我,1,
IfKnowDebtor,1,,别找我,1,
故意岔开话题,2,109,你是不是有病啊！,2,
请求等下打来,2,104,他现在不在，你有事吗,0,
IfKnowDebtor,1,,说不认识还给我打,1,
故意岔开话题,2,109,搞错了,1,
故意岔开话题,2,109,没能力,1,
IfKnowDebtor,0,,认识，那又怎么样,0,
回问身份,2,107,你他妈是谁啊，我欠不欠钱关你屁事,1,
IfKnowDebtor,1,,烦不烦,1,
IfKnowDebtor,1,,你们怎么会打我电话,1,
说出目的,2,101,认识，你找他什么事,0,
IfKnowDebtor,0,,什么事情？他现在不在，要不要我转告他？,0,
IfKnowDebtor,1,,没听请，再说一次呢,103,
IfKnowDebtor,1,,你说谁？？他干嘛的？？,1,
IfKnowDebtor,0,,欠了我钱,0,
IfKnowDebtor,1,,不认识哈哈哈,1,
IfKnowDebtor,1,,听不懂，找谁？,103,
故意岔开话题,2,109,我是她爸爸,0,
回问身份,2,107,这个号码我才换的,1,
IfKnowDebtor,1,,别烦我,1,
IfKnowDebtor,0,,他在忙，你一会在打过来,0,
说出目的,2,101,怎么了,2,
故意岔开话题,2,109,不知道,1,
故意岔开话题,2,109,不会是你搞错了哇,1,
IfKnowDebtor,1,,关你什么事,1,
IfKnowDebtor,1,,不要骚扰我,1,
IfKnowDebtor,0,,这是我爱人电话，,0,
IfKnowDebtor,1,,怎么总是打我电话,1,
IfKnowDebtor,1,,很久以前只见过一面,1,
回问身份,2,107,谁,103,
IfKnowDebtor,1,,没听请，再说一次矣,103,
IfKnowDebtor,0,,我是他哥，有什么事情告诉我？,0,
IfKnowDebtor,0,,嗯哼，啥事,0,
故意岔开话题,2,109,趁着夜还未央,2,
IfKnowDebtor,1,,说了多少遍了，怎么还打啊,1,
说出目的,2,101,你和他是啥子关系,107,
IfKnowDebtor,1,,哪个张三,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,我不知道,1,
回问身份,2,107,谁啊,1,
IfKnowDebtor,1,,滚,1,
故意岔开话题,2,109,有,0,
IfKnowDebtor,1,,我手机卡刚办,1,
IfKnowDebtor,1,,别烦我,1,
IfKnowDebtor,0,,他在忙，待会回电给你吧。,0,
IfKnowDebtor,1,,走开,1,
IfKnowDebtor,0,,出国了,0,
IfKnowDebtor,1,,我没听说过他,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,0,,有什么事吗,101,
故意岔开话题,2,109,你不要打电话过来了,1,
故意岔开话题,2,109,我是天下第一帅,2,
IfKnowDebtor,1,,你再打电话我报警了,1,
故意岔开话题,2,109,不对啊,1,
IfKnowDebtor,1,,明天再谈,-1,
IfKnowDebtor,1,,不好说,1,
IfKnowDebtor,1,,下次不要给我打,1,
IfKnowDebtor,1,,不要在打来了,1,
IfKnowDebtor,1,,没明白,109,
故意岔开话题,2,109,不关我事,1,
IfKnowDebtor,0,,不认识，才怪,0,
IfKnowDebtor,1,,NONONO,1,
故意岔开话题,2,109,失去后才明白当初该好好珍惜她,2,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,开车了不知道,1,
IfKnowDebtor,0,,啊,0,
IfKnowDebtor,1,,关我什么事,1,
IfKnowDebtor,0,,去世了,1,1
IfKnowDebtor,1,,滚，别他么烦我！,1,
IfKnowDebtor,1,,认不认识跟你有关系么,1,
IfKnowDebtor,1,,哪个哟呢,1,
故意岔开话题,2,109,今天我还不了,-1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,0,,最迟3天后,-1,
IfKnowDebtor,0,,有什么事,101,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,即便这功劳尽舍弃,2,
IfKnowDebtor,1,,不好意思，不认识,1,
故意岔开话题,2,109,不要打电话了,1,
故意岔开话题,2,109,没听他说过么～,1,
IfKnowDebtor,0,,认识啊干嘛跟你说！你谁啊？,0,
IfKnowDebtor,1,,不要打扰我,1,
IfKnowDebtor,1,,长头发短头发？,109,
IfKnowDebtor,1,,你是谁，我不认识他。,1,
IfKnowDebtor,0,,啥子事,101,
IfKnowDebtor,1,,干嘛老给我打,1,
故意岔开话题,2,109,别打我电话了,1,
故意岔开话题,2,109,不知,1,
故意岔开话题,2,109,哈哈，打错了,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,0,,我认识他你找他又什么事情？,101,
IfKnowDebtor,0,,有印象，没聊过。,0,
IfKnowDebtor,0,,是我儿子，咋个喃,0,
故意岔开话题,2,109,自己去查,1,
故意岔开话题,2,109,不打错电话了哇,1,
IfKnowDebtor,0,,生病了，一直在医院,0,-1
故意岔开话题,2,109,别打我电话了,1,
IfKnowDebtor,0,,你说的是张三么，没意思,1,
故意岔开话题,2,109,今天一分不处理的，是不可能的。,-1,
故意岔开话题,2,109,不要骚扰我,1,
请求重复,2,103,能不能说大点,2,
IfKnowDebtor,1,,不认识，挂了，我很忙,1,
IfKnowDebtor,1,,疯了,109,
故意岔开话题,2,109,汽车还多啊,2,
故意岔开话题,2,109,我都已经说了不认识了,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,0,,有什么事,101,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,什么事，你打错了,1,
故意岔开话题,2,109,你是不是找错人了,1,
IfKnowDebtor,0,,2天内可以,-1,
IfKnowDebtor,0,,他在开车，什么事你说,0,
IfKnowDebtor,1,,不认识，你故意打给我的吧？,1,
故意岔开话题,2,109,我挺你口音不是成都的哇？哪里人啊,2,
说出目的,2,101,怎么了？,2,
IfKnowDebtor,1,,不认识，不要再打过来了啊,1,
IfKnowDebtor,1,,现在有事，没办法处理,-1,
IfKnowDebtor,1,,谁？,1,
IfKnowDebtor,1,,认不认识跟你有毛关系啊,1,
故意岔开话题,2,109,不认识,1,
说出目的,2,101,他正好不在，找他么子个事情？,2,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,不会吧,1,
IfKnowDebtor,1,,已经有人联系过我了,1,
故意岔开话题,2,109,不要给家打电话,2,
说出目的,2,101,他去外地了，找他什么事情？,2,
IfKnowDebtor,1,,不方便接听,104,
故意岔开话题,2,109,大家联系,2,
说出目的,2,101,嗯？,2,
故意岔开话题,2,109,谁在乎蝴蝶的匆忙,2,
说出目的,2,101,他在办事，我可以转告,0,
故意岔开话题,2,109,大家都是靠运气吃饭，你们就去找下一个倒霉鬼吧,2,
故意岔开话题,2,109,管不到了,2,
故意岔开话题,2,109,失踪了,2,
IfKnowDebtor,1,,这边是公安局办公电话,109,
故意岔开话题,2,109,不要给我说土味情话,2,
IfKnowDebtor,1,,刚用新号,109,
故意岔开话题,2,109,自己找他,1,
IfKnowDebtor,1,,你是不是找错人了,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,你不要给讲这些东西,109,
IfKnowDebtor,1,,你哪里拿的电话,107,
故意岔开话题,2,109,再打报警,1,
IfKnowDebtor,1,,你们是不是打错电话了,1,
IfKnowDebtor,0,,我叫他等会给你回过来,0,
IfKnowDebtor,0,,听说过这个人,0,
IfKnowDebtor,1,,别打我电话,1,
IfKnowDebtor,1,,打电话给我做什么,1,
故意岔开话题,2,109,撞人了,2,
请求等下打来,2,104,他在忙,0,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,你有病哇,2,
IfKnowDebtor,0,,有,0,
IfKnowDebtor,1,,有点困难，我下个月才发工资,-1,
IfKnowDebtor,1,,跟我没关系,1,
IfKnowDebtor,1,,你找别人问问,1,
故意岔开话题,2,109,不好意思，你打错电话了,1,
请求等下打来,2,104,我待还联系你,2,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,你怎么不去问他认不认识我啊？,1,
IfKnowDebtor,1,,神经病啊,1,
故意岔开话题,2,109,再打电话我报警啦,1,
IfKnowDebtor,0,,认识，兄弟，你想做微商吗？,0,
IfKnowDebtor,0,,有事吗,1,
IfKnowDebtor,1,,三天时间太少了，至少得要七天才有钱,-1,
故意岔开话题,2,109,不要总觉得你们了不起，一天到晚打个不停，讨债的了不起啊,1,
IfKnowDebtor,1,,听名字不错,1,
故意岔开话题,2,109,不晓得,1,
故意岔开话题,2,109,不认识,1,
回问身份,2,107,哪个哟呢,107,
IfKnowDebtor,1,,三天之内不行,-1,
故意岔开话题,2,109,没办法,1,
故意岔开话题,2,109,不要再打了,1,
IfKnowDebtor,1,,认识个球,1,
IfKnowDebtor,0,,有事和我说,101,
故意岔开话题,2,109,整不来关键是,2,
IfKnowDebtor,1,,不知道你在说什么,1,
IfKnowDebtor,1,,忘记了,-1,
说出目的,2,101,他欠了你们好多钱嘛,101,
故意岔开话题,2,109,三天时间太短了，多给我三天肯定能处理,-1,
回问身份,2,107,谁？,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,你生的儿子没屁眼儿,2,
故意岔开话题,2,109,吓死恩,2,
IfKnowDebtor,1,,你们是不是有病啊,1,
故意岔开话题,2,109,我想要的是无话不说,2,
故意岔开话题,2,109,我朋友,0,
IfKnowDebtor,1,,你找张三打我干嘛,1,
IfKnowDebtor,0,,一个村子的,0,
IfKnowDebtor,1,,认识他的人还没有出生呢。,1,
IfKnowDebtor,1,,你现在严重骚扰我了,1,
IfKnowDebtor,0,,认识，你来我带你去他家啊,0,
IfKnowDebtor,1,,不记得了,1,
故意岔开话题,2,109,我以前还别的都还多少,2,
回问身份,2,107,我是欠钱，但是只欠公司的钱，不欠一个随便打电话来的陌生人的钱,-1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,我怎么不记得了,1,
IfKnowDebtor,1,,找到给你发红包,109,
请求等下打来,2,104,等等就处理,-1,
IfKnowDebtor,0,,你自己找他,1,
IfKnowDebtor,0,,一个村的,0,
IfKnowDebtor,0,,他出什么事了,101,
故意岔开话题,2,109,能不能别打我电话,1,
IfKnowDebtor,0,,他不是那样的人啊,0,
故意岔开话题,2,109,打错了,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,记不起,1,
IfKnowDebtor,0,,找他做什么啊,101,
IfKnowDebtor,1,,再打电话我报警啦,1,
IfKnowDebtor,1,,别打我电话,1,
说出目的,2,101,对，干嘛,0,
IfKnowDebtor,1,,别打了不认识,1,
IfKnowDebtor,1,,我旁边有人,104,
故意岔开话题,2,109,哦，今天好像地震了，广元，你晓得不？,2,
请求等下打来,2,104,我哪知道啊，钱是朋友帮我借的！,109,
IfKnowDebtor,0,,他在上班，等下班回复你,0,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,能不能分期,-1,
说出目的,2,101,找他有什么事,2,
IfKnowDebtor,1,,不认识哇,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,不认识,1,
IfKnowDebtor,1,,不确定是不是你说的,109,
故意岔开话题,2,109,家里人可以还吧,2,
故意岔开话题,2,109,最近他有没有和你联系啊,2,
回问身份,2,107,谁,1,
故意岔开话题,2,109,会打电话吗！,1,
故意岔开话题,2,109,我没有义务告知你,1,
请求等下打来,2,104,他在开车,0,
故意岔开话题,2,109,我应该认识他吗,1,
IfKnowDebtor,1,,不知,1,
IfKnowDebtor,1,,你是不是有病,109,
IfKnowDebtor,0,,是的，有事吗,0,
IfKnowDebtor,0,,我姐,0,
故意岔开话题,2,109,神经病没5天能还？,2,
IfKnowDebtor,1,,你一天要打多少边？,109,
IfKnowDebtor,1,,谁呀,1,
故意岔开话题,2,109,我是天下无敌超级无敌非常帅,2,
IfKnowDebtor,1,,我没这个朋友啊,1,
故意岔开话题,2,109,不认识,1,
故意岔开话题,2,109,三天内可能不得行,2,
IfKnowDebtor,1,,不管我的事,1,
IfKnowDebtor,1,,哪个哦，认不倒。,1,
IfKnowDebtor,1,,晓不得,1,
故意岔开话题,2,109,人都不好了,2,
说出目的,2,101,怎么了？,2,
故意岔开话题,2,109,你找他什么事,101,
IfKnowDebtor,1,,我干嘛要是认识他啊,1,
IfKnowDebtor,0,,他在办事，我可以转告,0,
IfKnowDebtor,1,,别骚扰了,1,
IfKnowDebtor,0,,失踪了,0,
IfKnowDebtor,0,,你找他打我电话做什么,1,
故意岔开话题,2,109,转告不了,1,
IfKnowDebtor,1,,我刚买的号码,1,
IfKnowDebtor,1,,没得啥子记忆,1,
