split_text,classifier,label
别人借我钱,ConfirmLoan,0
别人钱我钱，正在要钱,ConfirmLoan,0
别人欠我的钱也没还，我拿不出钱来,ConfirmLoan,0
别人欠我的钱一直要不回来，我手里也没有钱啊,ConfirmLoan,0
别人也欠我的钱，我手里现在没有一分钱了,ConfirmLoan,0
别问我,ConfirmLoan,0
病了几个月，老板整准备开了我,ConfirmLoan,0
不差钱,ConfirmLoan,0
不发红包不说,ConfirmLoan,0
不方便出去,ConfirmLoan,0
不关你事,ConfirmLoan,0
不还,ConfirmLoan,0
不还，怎么了？,ConfirmLoan,0
不还没事吧,ConfirmLoan,0
不还钱你还能来咬我？,ConfirmLoan,0
不好意思，我换电话了，然后把这个事情搞忘记了,ConfirmLoan,0
不好意思，最近忙，忘记了,ConfirmLoan,0
不清楚,ConfirmLoan,0
不确定是不是你说的,ConfirmLoan,0
不是不想还，其实是没钱,ConfirmLoan,0
不是不想还，是的确现在没有钱了,ConfirmLoan,0
不是恶意拖欠，有钱就还了,ConfirmLoan,0
不是还没到还款日期吗？,ConfirmLoan,0
不太懂,ConfirmLoan,0
不太清楚,ConfirmLoan,0
不想还,ConfirmLoan,0
不想还,ConfirmLoan,0
不想还，可以吧？,ConfirmLoan,0
不想还，没有钱,ConfirmLoan,0
不想还了,ConfirmLoan,0
不想还了,ConfirmLoan,0
不晓得好久才还得起哦,ConfirmLoan,0
不要的,ConfirmLoan,0
不要急,ConfirmLoan,0
"不要闹。啦,本打算还的，结果钱包被人抢了。",ConfirmLoan,0
不要总觉得你们了不起，一天到晚打个不停，讨债的了不起啊,ConfirmLoan,0
不要总觉得你们了不起，一天到晚打个不停，讨债的了不起啊,ConfirmLoan,0
不用你们催,ConfirmLoan,0
不知道,ConfirmLoan,0
不知道啊,ConfirmLoan,0
不知道了,ConfirmLoan,0
猜猜看,ConfirmLoan,0
才想起来，我马上还,ConfirmLoan,0
炒股爆仓了，欠了一屁股债都还不起,ConfirmLoan,0
炒股跌惨了,ConfirmLoan,0
车子卖了还,ConfirmLoan,0
吃不起饭了,ConfirmLoan,0
出差呢,ConfirmLoan,0
出车祸了,ConfirmLoan,0
出车祸了，医疗费几十万我还愁着呢，你那点钱算什么,ConfirmLoan,0
出国留学花掉了,ConfirmLoan,0
出国旅游刚回来，忘记这笔贷款了，钱都花在旅游上了,ConfirmLoan,0
出国旅游了，刚回来，还没来得及处理这个事情,ConfirmLoan,0
出去 happy,ConfirmLoan,0
出去了,ConfirmLoan,0
出去了,ConfirmLoan,0
出事了,ConfirmLoan,0
除非你带你闺蜜来我家,ConfirmLoan,0
除非你晚上来我家,ConfirmLoan,0
除了钱，我什么都没了,ConfirmLoan,0
处理不了我先还别家了！,ConfirmLoan,0
从楼梯上摔下来了，在医院呢,ConfirmLoan,0
打打打，我明天就把这张卡注销了，看你们还怎么打,ConfirmLoan,0
打打打，我明天就把这张卡注销了，看你们还怎么打,ConfirmLoan,0
打得来电话吗！,ConfirmLoan,0
打麻将输了，没钱还,ConfirmLoan,0
打死我都不还,ConfirmLoan,0
打死我嘛,ConfirmLoan,0
大家都是靠运气吃饭，你们就去找下一个倒霉鬼吧,ConfirmLoan,0
单位效益不好,ConfirmLoan,0
耽搁了还款日期,ConfirmLoan,0
当初借的时候没说有滞纳金的嘛,ConfirmLoan,0
当时借的时候，都不是这样说的,ConfirmLoan,0
当时没借那么多啊,ConfirmLoan,0
当时着急贷款不知道你们这么高的利息，早知道就不管你们贷款了,ConfirmLoan,0
得癌症了都快死了你还管我要钱,ConfirmLoan,0
等他还了我就还,ConfirmLoan,0
等我把货款收回来才有钱还,ConfirmLoan,0
等我彩票中奖了就还,ConfirmLoan,0
等我当老板了就能还上了，我一个打工妹哪有那么多钱啊，再说你们这个滞纳金怎么涨了这么多，之前我也没收到通知啊，你们这样不违法吗？,ConfirmLoan,0
等我跟老板商量能预支工资不,ConfirmLoan,0
等我下班就去还,ConfirmLoan,0
等我赚钱了肯定就能还上了，但是现在没有这么多,ConfirmLoan,0
等有空还,ConfirmLoan,0
地震了，房子都震没了，都没地方住了,ConfirmLoan,0
都没钱打车上班了，怎么还？,ConfirmLoan,0
都没人提醒我要还,ConfirmLoan,0
都尿血了,ConfirmLoan,0
都是假象,ConfirmLoan,0
都要吃土了，哪里有钱还,ConfirmLoan,0
都逾期了还还什么钱呢,ConfirmLoan,0
读书了,ConfirmLoan,0
赌博输完了,ConfirmLoan,0
赌钱输了，你能不能再借我点,ConfirmLoan,0
赌球赌输了，我都准备上天台了,ConfirmLoan,0
赌球输了,ConfirmLoan,0
短时间还不上,ConfirmLoan,0
对不起，我不方便这么做,ConfirmLoan,0
对不起，我不方便这么做啊,ConfirmLoan,0
对不起，我不方便这么做按,ConfirmLoan,0
对不起，我不方便这么做呗,ConfirmLoan,0
对不起，我不方便这么做呀,ConfirmLoan,0
多久的事情啊哪个平台,ConfirmLoan,0
嗯，最近有点特殊情况,ConfirmLoan,0
嗯呢,ConfirmLoan,0
发给我也没用,ConfirmLoan,0
烦死人，你们怎么总是阴魂不散,ConfirmLoan,0
饭都吃不起，哪还有钱还哦,ConfirmLoan,0
饭都吃不起了，还啥子钱,ConfirmLoan,0
饭碗都丢了,ConfirmLoan,0
房贷、车贷都在催债，早就没钱了,ConfirmLoan,0
房贷压力太大了，确实没有多的钱,ConfirmLoan,0
房子抵押给银行了,ConfirmLoan,0
父亲住院没钱,ConfirmLoan,0
感觉有点坑，这么点时间就这么多利息,ConfirmLoan,0
刚被骗了50万，还哪有钱还啊,ConfirmLoan,0
刚刚大病一场，钱都交个医院了。,ConfirmLoan,0
刚给女朋友买了礼物，没钱了,ConfirmLoan,0
刚交房租了，手头紧,ConfirmLoan,0
刚买了车，最近手头紧,ConfirmLoan,0
刚买了房，没钱哦,ConfirmLoan,0
刚买了婚房，没钱了,ConfirmLoan,0
刚上班，还没发工资。,ConfirmLoan,0
刚失业,ConfirmLoan,0
刚失业了，没钱,ConfirmLoan,0
刚提了车，最近没钱,ConfirmLoan,0
刚下岗,ConfirmLoan,0
刚下岗，哪有钱,ConfirmLoan,0
刚装了房子，还欠一屁股债，哪里去找钱还你？,ConfirmLoan,0
高利贷吧,ConfirmLoan,0
搞不醒活。,ConfirmLoan,0
搞什么搞,ConfirmLoan,0
搞忘了,ConfirmLoan,0
搞忘了，确实是搞忘了，不好意思,ConfirmLoan,0
隔壁老王车子撞了人，现在还在理赔阶段，找我借了一笔，现在手里没钱了，下个月才能决定还款,ConfirmLoan,0
给你发点红包,ConfirmLoan,0
给我发红包就告诉你,ConfirmLoan,0
给丈母娘买房了,ConfirmLoan,0
"跟你有啥关系。你们看着办,本打算还的，结果钱包被人抢了。",ConfirmLoan,0
工地几个月才发工资,ConfirmLoan,0
工地上还没有发工资,ConfirmLoan,0
工资还没发,ConfirmLoan,0
工作丢了,ConfirmLoan,0
工作丢了，没有钱,ConfirmLoan,0
工作都丢了,ConfirmLoan,0
工作人员态度不好,ConfirmLoan,0
公司被人骗了，没有资金,ConfirmLoan,0
公司倒闭了，工作不好找，没上班没工资咋还啊,ConfirmLoan,0
公司还没发工资，现在没钱,ConfirmLoan,0
公司欠了银行大笔贷款，钱都还给银行了,ConfirmLoan,0
公司已经几个月没法工资了，等等吧,ConfirmLoan,0
股票跌了,ConfirmLoan,0
股市跌得太惨了，钱都在股市里面的，没得钱了,ConfirmLoan,0
关你屁事,ConfirmLoan,0
关你什么事,ConfirmLoan,0
管得宽,ConfirmLoan,0
"管得宽。吧,我家人出事了，我都吃不起饭了，确实拿不出这个钱。",ConfirmLoan,0
管你毛事！,ConfirmLoan,0
管你屁事,ConfirmLoan,0
管你求事,ConfirmLoan,0
管你啥事,ConfirmLoan,0
滚，我不想还,ConfirmLoan,0
滚蛋，老子就不还，找人来弄我啊,ConfirmLoan,0
滚一边去，还毛。,ConfirmLoan,0
过几天就还了,ConfirmLoan,0
哈哈,ConfirmLoan,0
哈哈，你菜,ConfirmLoan,0
哈哈，你好搞笑,ConfirmLoan,0
哈哈？,ConfirmLoan,0
哈哈阿,ConfirmLoan,0
哈哈嗯,ConfirmLoan,0
哈哈哈,ConfirmLoan,0
哈哈哈不还,ConfirmLoan,0
哈哈哈哈哈,ConfirmLoan,0
哈哈哈哈哈你们真搞笑,ConfirmLoan,0
哈哈了,ConfirmLoan,0
哈哈呢,ConfirmLoan,0
哈哈哇,ConfirmLoan,0
还不来啊,ConfirmLoan,0
还不了,ConfirmLoan,0
还不了，还不了，还不了,ConfirmLoan,0
还不了，就是还不了，你们打多少电话都没有用，没钱怎么还,ConfirmLoan,0
还不起,ConfirmLoan,0
还不起了,ConfirmLoan,0
还不起你又能把我怎样,ConfirmLoan,0
还不起你又能把我怎样,ConfirmLoan,0
还不起哦,ConfirmLoan,0
还不上,ConfirmLoan,0
还不上了,ConfirmLoan,0
还个屁,ConfirmLoan,0
还还还。过100年再说。,ConfirmLoan,0
还毛线,ConfirmLoan,0
还没发工资,ConfirmLoan,0
还没发工资，等工资发了马上给你,ConfirmLoan,0
还没收到欠款,ConfirmLoan,0
还能不能再少一点了,ConfirmLoan,0
还你个机枪,ConfirmLoan,0
还你妹,ConfirmLoan,0
还钱给你，不可能,ConfirmLoan,0
还钱恐怕要等下辈子了，今生无缘还你们钱。,ConfirmLoan,0
还钱没兴趣，可以抵押不,ConfirmLoan,0
还钱是不可能还的，这辈子都不可能,ConfirmLoan,0
还什么，别想,ConfirmLoan,0
还什么？,ConfirmLoan,0
还有这事？我都忘记了。,ConfirmLoan,0
还早吧,ConfirmLoan,0
孩子不能不吃啊,ConfirmLoan,0
孩子不能不吃啊,ConfirmLoan,0
孩子出国留学，最近忙着办手续，忙忘了,ConfirmLoan,0
孩子的老婆住院了,ConfirmLoan,0
孩子的叔叔住院了,ConfirmLoan,0
孩子上学没钱,ConfirmLoan,0
孩子生病了,ConfirmLoan,0
孩子生病了,ConfirmLoan,0
孩子要读书,ConfirmLoan,0
孩子在医院,ConfirmLoan,0
"好好，我听到起在, 我想起来了，是我借的。之前工程欠款，没钱还。",ConfirmLoan,0
好几个月没发工资没钱,ConfirmLoan,0
好久还清？,ConfirmLoan,0
好忙,ConfirmLoan,0
呵呵,ConfirmLoan,0
呵呵,ConfirmLoan,0
呵呵，没意思,ConfirmLoan,0
呵呵吧,ConfirmLoan,0
呵呵哈,ConfirmLoan,0
呵呵呵呵,ConfirmLoan,0
呵呵没意思,ConfirmLoan,0
呵呵哇,ConfirmLoan,0
和你有关系吗,ConfirmLoan,0
嘿嘿,ConfirmLoan,0
嘿嘿嘿,ConfirmLoan,0
嘿嘿嘿，没意思,ConfirmLoan,0
嘿嘿嘿啊,ConfirmLoan,0
嘿嘿嘿吧,ConfirmLoan,0
嘿嘿嘿嗯,ConfirmLoan,0
嘿嘿嘿哈哈哈,ConfirmLoan,0
很多人都催我，不想还了,ConfirmLoan,0
哼,ConfirmLoan,0
哼，你别扰我,ConfirmLoan,0
哼哼,ConfirmLoan,0
"哼哼, 要得, 我想起来了，是我借的。之前工程欠款，没钱还。",ConfirmLoan,0
哼哼，没意思,ConfirmLoan,0
"哼哼。呀,我凭本事借的钱，为什么要还 。",ConfirmLoan,0
哼哼阿,ConfirmLoan,0
哼哼唉,ConfirmLoan,0
哼哼嗯,ConfirmLoan,0
哼哼哈哈哈,ConfirmLoan,0
哼哼啦,ConfirmLoan,0
哼哼了,ConfirmLoan,0
哼哼呢,ConfirmLoan,0
后年再说,ConfirmLoan,0
后天,ConfirmLoan,0
换工作，没钱了,ConfirmLoan,0
换工作空窗期，下月才有钱,ConfirmLoan,0
换手机号码了，没收到信息,ConfirmLoan,0
回不去,ConfirmLoan,0
会处理，但现在没钱,ConfirmLoan,0
会打电话吗！,ConfirmLoan,0
混不起走了,ConfirmLoan,0
货还没卖出去,ConfirmLoan,0
继续猜,ConfirmLoan,0
家里被贼偷了，现金全没了,ConfirmLoan,0
家里出事了,ConfirmLoan,0
家里出事了，还不了,ConfirmLoan,0
家里出事没钱,ConfirmLoan,0
家里还是困难,ConfirmLoan,0
家里没没粮食了,ConfirmLoan,0
家里没钱啊，怎么还嘛,ConfirmLoan,0
家里面有人生病了，要花巨资，现在我也没有钱,ConfirmLoan,0
家里面有人生病了，要花巨资，现在我也是一贫如洗,ConfirmLoan,0
家里穷,ConfirmLoan,0
家里人都联系不到,ConfirmLoan,0
家里人可以还吧,ConfirmLoan,0
家里实在没钱,ConfirmLoan,0
家里实在没钱，各种事情多啊,ConfirmLoan,0
家里实在没钱，老板跑路了,ConfirmLoan,0
家里实在没钱，老板跑路了，她欠我一堆钱,ConfirmLoan,0
家里实在没钱，老板跑路了，现在不知去向,ConfirmLoan,0
家里实在没钱，老板跑路了，现在躲在日本,ConfirmLoan,0
家里实在没钱，您接济接济哇,ConfirmLoan,0
家里实在没钱，穷的叮当响啊,ConfirmLoan,0
家里实在没钱，我又开了个公司,ConfirmLoan,0
家里实在是揭不开锅了，没米吃了都,ConfirmLoan,0
家里有急事需要用钱,ConfirmLoan,0
家里有人生病,ConfirmLoan,0
家里有事，暂时没钱。,ConfirmLoan,0
家里着火了，一分钱都没了,ConfirmLoan,0
家人不知道帮不帮我,ConfirmLoan,0
家人出事了，回了趟老家，没来得及处理,ConfirmLoan,0
家人生病了,ConfirmLoan,0
家中遇到小偷了,ConfirmLoan,0
简直就是高利贷，还不起,ConfirmLoan,0
江南皮革厂倒闭了，老板带着小姨子跑路了，我拿什么还？,ConfirmLoan,0
借给别人了,ConfirmLoan,0
借给朋友用的,ConfirmLoan,0
借钱的时候就没想过还要还的,ConfirmLoan,0
借钱容易还钱难，难道你们不知道吗？,ConfirmLoan,0
借钱再去还,ConfirmLoan,0
借钱重来不还,ConfirmLoan,0
借太多了，忘记了,ConfirmLoan,0
今年干旱收成不好，真没钱,ConfirmLoan,0
今年果园的果都卖不出去，我哪什么还钱啊,ConfirmLoan,0
今年老天爷不下雨，庄家都旱死了，没有收成饭都吃不起了,ConfirmLoan,0
今年庄家都被洪水淹了，没有收成啊,ConfirmLoan,0
今天几号啊,ConfirmLoan,0
今天几号了,ConfirmLoan,0
今天没得空,ConfirmLoan,0
今天是几号,ConfirmLoan,0
今天天气好晴朗，处处好风光。等我出差回来再说,ConfirmLoan,0
"今天天气好晴朗，处处好风光。嗯嗯恩,本打算还的，结果钱包被人抢了。",ConfirmLoan,0
今天天气好晴朗，处处好风光。方案给我发到微信嘛,ConfirmLoan,0
"今天天气很好。行，知道了,我凭本事借的钱，为什么要还 。",ConfirmLoan,0
"今天天气很好。呀,我凭本事借的钱，为什么要还 。",ConfirmLoan,0
今天心情不好哈,ConfirmLoan,0
今天星期几,ConfirmLoan,0
今天一分不处理的，是不可能的。,ConfirmLoan,0
金融危机，工作都快没了,ConfirmLoan,0
尽量快点,ConfirmLoan,0
进传销了,ConfirmLoan,0
进监狱了,ConfirmLoan,0
就不告诉你,ConfirmLoan,0
就不告诉你，就不告诉你~,ConfirmLoan,0
就不还，你能把我怎么样,ConfirmLoan,0
就不还了，你们看着办吧,ConfirmLoan,0
就是没钱了啊,ConfirmLoan,0
就是死,ConfirmLoan,0
就算是我借的，我凭本事借的，凭什么还,ConfirmLoan,0
就这么跟你说吧，算了，我不想跟你说。能不能换个长点儿的还款周期呢,ConfirmLoan,0
"就这么跟你说吧，算了，我不想跟你说。说多了都累, 你们利息太高了。",ConfirmLoan,0
具体欠款情况能说说嘛,ConfirmLoan,0
卡掉了,ConfirmLoan,0
卡掉了，现在正在补办,ConfirmLoan,0
开车了不知道,ConfirmLoan,0
看你把我咋样,ConfirmLoan,0
可不可以请我吃饭,ConfirmLoan,0
可以延期不，我今天不还,ConfirmLoan,0
可以用其他东西抵押不,ConfirmLoan,0
客服骂人,ConfirmLoan,0
肯定没钱还啊,ConfirmLoan,0
快活不下去了,ConfirmLoan,0
宽容宽容哈～,ConfirmLoan,0
困难,ConfirmLoan,0
啦啦,ConfirmLoan,0
啦啦啦,ConfirmLoan,0
来了,ConfirmLoan,0
来上门,ConfirmLoan,0
来抓我啊,ConfirmLoan,0
"懒得理你。行嘛，继续,我家人出事了，我都吃不起饭了，确实拿不出这个钱。",ConfirmLoan,0
"懒得理你。者, 你们利息太高了。",ConfirmLoan,0
劳资就是不想说,ConfirmLoan,0
老板不发工资，拖欠,ConfirmLoan,0
老板没发工资，没钱还,ConfirmLoan,0
老板没发工资啊，我也没办法,ConfirmLoan,0
老板跑了,ConfirmLoan,0
老板跑路了,ConfirmLoan,0
老板跑路了，拖欠我的工资还没发，我们还在告老板呢,ConfirmLoan,0
老板钱没拿到，不确定什么发工资,ConfirmLoan,0
老板拖欠N个月工资，后天就发了，肯定还！,ConfirmLoan,0
老板也不给我涨工资我拿什么还啊,ConfirmLoan,0
老家有事情，急事，才回来，没来得及处理,ConfirmLoan,0
老母亲，大病一场，家里面的钱都拿出去看病了,ConfirmLoan,0
老母亲生病了，大病一场，家里面的钱都拿出去看病了,ConfirmLoan,0
老婆带着我的钱跑了,ConfirmLoan,0
老婆跑了，把钱也卷走了,ConfirmLoan,0
老婆生病了，必须要一大坨钱,ConfirmLoan,0
老婆生了，小孩黄疸，钱都给进去了,ConfirmLoan,0
老婆生小孩，没钱了,ConfirmLoan,0
老子不还你要咋地,ConfirmLoan,0
了解,ConfirmLoan,0
了解,ConfirmLoan,0
离婚了，没钱,ConfirmLoan,0
离职了,ConfirmLoan,0
利息不合理,ConfirmLoan,0
利息不可能那么多哦，你们算错没有呢？,ConfirmLoan,0
利息都能免,ConfirmLoan,0
利息太高了,ConfirmLoan,0
利息太高了，还不起。,ConfirmLoan,0
利息太高了，抢劫啊,ConfirmLoan,0
另外的贷款还没下来，拿什么还？,ConfirmLoan,0
妈妈住院了需要用钱,ConfirmLoan,0
马上还，我给忘了,ConfirmLoan,0
买车了,ConfirmLoan,0
买车了，手头紧,ConfirmLoan,0
买车了。最近没钱,ConfirmLoan,0
买房了,ConfirmLoan,0
买房了，手头紧,ConfirmLoan,0
买房了，最近没钱了,ConfirmLoan,0
买股票被套牢了,ConfirmLoan,0
买世界杯彩票亏了,ConfirmLoan,0
卖保险,ConfirmLoan,0
卖房子,ConfirmLoan,0
没办法,ConfirmLoan,0
没得,ConfirmLoan,0
没得电了！,ConfirmLoan,0
没得电了！,ConfirmLoan,0
没得钱还得，饭都吃不起老,ConfirmLoan,0
没得钱了,ConfirmLoan,0
没得钱咋办喃,ConfirmLoan,0
没得钱咋办喃阿,ConfirmLoan,0
没得钱咋办喃啊,ConfirmLoan,0
没得钱咋办喃哈,ConfirmLoan,0
没得钱咋办喃乎,ConfirmLoan,0
没得钱咋办喃没意思,ConfirmLoan,0
没得啥子钱啊，钱都用完了,ConfirmLoan,0
没得什么好说的,ConfirmLoan,0
没电了,ConfirmLoan,0
没发工资,ConfirmLoan,0
没法还,ConfirmLoan,0
没工作了,ConfirmLoan,0
没借那么多,ConfirmLoan,0
没拿到工资,ConfirmLoan,0
没那么多钱还,ConfirmLoan,0
没能力,ConfirmLoan,0
没钱,ConfirmLoan,0
没钱，不想还了,ConfirmLoan,0
没钱，打麻将输完了。,ConfirmLoan,0
没钱，饭都吃不起了,ConfirmLoan,0
没钱，还不了,ConfirmLoan,0
没钱，没钱,ConfirmLoan,0
没钱，你去告我吧,ConfirmLoan,0
没钱，小孩花钱,ConfirmLoan,0
没钱啊,ConfirmLoan,0
没钱啊，还能有什么原因,ConfirmLoan,0
没钱啊，还能有什么原因,ConfirmLoan,0
没钱还,ConfirmLoan,0
没钱还啊,ConfirmLoan,0
没钱就是没钱，哪儿那么多为什么,ConfirmLoan,0
没钱了，吃不起饭了,ConfirmLoan,0
没钱了，都被别人骗完了,ConfirmLoan,0
没钱了，最近手头紧张,ConfirmLoan,0
没钱了啊,ConfirmLoan,0
没钱拿什么还,ConfirmLoan,0
没钱钱,ConfirmLoan,0
没钱怎么还？你教教我,ConfirmLoan,0
没欠那么多吧,ConfirmLoan,0
没求得钱啥，你是不是傻,ConfirmLoan,0
没求得钱啥，你是不是傻,ConfirmLoan,0
没求得钱啥，你是不是傻，没意思,ConfirmLoan,0
没求得钱啥，你是不是傻阿,ConfirmLoan,0
没求得钱啥，你是不是傻哈,ConfirmLoan,0
没求得钱啥，你是不是傻哈哈哈,ConfirmLoan,0
没求得钱啥，你是不是傻哇,ConfirmLoan,0
没时间,ConfirmLoan,0
没兴趣还钱,ConfirmLoan,0
没有的事,ConfirmLoan,0
没有那么多吧,ConfirmLoan,0
没有钱,ConfirmLoan,0
没有钱／,ConfirmLoan,0
没有钱还,ConfirmLoan,0
"没有我不认识的人。行，我会想办法的,我凭本事借的钱，为什么要还 。",ConfirmLoan,0
"没有我不认识的人。哦，收到,我家人出事了，我都吃不起饭了，确实拿不出这个钱。",ConfirmLoan,0
没有原因，就是不想还,ConfirmLoan,0
没有周转过来,ConfirmLoan,0
没原因，就会死不还了,ConfirmLoan,0
没这个人。,ConfirmLoan,0
没这么多吧？,ConfirmLoan,0
明年的今天再打电话来吧，我现在要去南极做义工，帮肥胖的企鹅减肥，未来的一年都不会用手机了。,ConfirmLoan,0
明年说,ConfirmLoan,0
明说，我其实就是不想还,ConfirmLoan,0
明天朋友就换我钱了,ConfirmLoan,0
母亲住院没钱,ConfirmLoan,0
拿不出来,ConfirmLoan,0
拿不出来，没得为什么,ConfirmLoan,0
拿不出来钱,ConfirmLoan,0
哪个变这么多了,ConfirmLoan,0
哪个变这么多了，没意思,ConfirmLoan,0
哪个变这么多了哈,ConfirmLoan,0
哪个变这么多了乎,ConfirmLoan,0
哪个变这么多了没意思,ConfirmLoan,0
哪个变这么多了呢,ConfirmLoan,0
哪个来帮哈我嘛,ConfirmLoan,0
哪们变这么多了,ConfirmLoan,0
哪们变这么多了，没意思,ConfirmLoan,0
哪们变这么多了嗯,ConfirmLoan,0
哪们变这么多了哈哈哈,ConfirmLoan,0
哪们变这么多了呢,ConfirmLoan,0
哪们变这么多了哇,ConfirmLoan,0
哪有这么多哦,ConfirmLoan,0
那么多XXX，你说的是哪一个,ConfirmLoan,0
那么多XXX，你说的是哪一个,ConfirmLoan,0
"那么多XXX，你说的是哪一个, 再说, 本打算还的，结果钱包被人抢了。",ConfirmLoan,0
那么多XXX，你说的是哪一个。行，我会想办法的,ConfirmLoan,0
"那么多XXX，你说的是哪一个。行嘛，继续,我凭本事借的钱，为什么要还 。",ConfirmLoan,0
能不能缓缓？现在家里也急需用钱,ConfirmLoan,0
能不能换个女的来,ConfirmLoan,0
能请我看一场电影吗,ConfirmLoan,0
能详细说说嘛,ConfirmLoan,0
你帮我处理,ConfirmLoan,0
你不清楚你们是高利贷么？还敢给我打电话,ConfirmLoan,0
你猜,ConfirmLoan,0
"你猜。哦，明白,本打算还的，结果钱包被人抢了。",ConfirmLoan,0
"你猜。呀,本打算还的，结果钱包被人抢了。",ConfirmLoan,0
"你猜。优惠力度大不大,本打算还的，结果钱包被人抢了。",ConfirmLoan,0
你猜吧,ConfirmLoan,0
你猜猜看,ConfirmLoan,0
你猜嘛,ConfirmLoan,0
你猜呢,ConfirmLoan,0
你猜呢。嗯嗯，再说吧,ConfirmLoan,0
"你猜呢。行，我会想办法的,我凭本事借的钱，为什么要还 。",ConfirmLoan,0
"你猜我是不是呀。我晓得,我凭本事借的钱，为什么要还 。",ConfirmLoan,0
你催什么催啊,ConfirmLoan,0
你打死我啊,ConfirmLoan,0
你打我啊,ConfirmLoan,0
你的利息不对,ConfirmLoan,0
你等我这个月来还吧,ConfirmLoan,0
你放高利贷啊，这么多,ConfirmLoan,0
你放高利贷的哇，我去揭发你,ConfirmLoan,0
你敢来见我么？,ConfirmLoan,0
你给高利贷打工小心警察抓你,ConfirmLoan,0
你给我发红包,ConfirmLoan,0
你给我发红包我就告诉你,ConfirmLoan,0
你给我好处我就告诉你,ConfirmLoan,0
你给我一个凭证，我找家里人要钱,ConfirmLoan,0
你管求得我的,ConfirmLoan,0
"你管求得我的, 也,  你们利息太高了。",ConfirmLoan,0
"你管求得我的。嗯嗯，再说吧,我家人出事了，我都吃不起饭了，确实拿不出这个钱。",ConfirmLoan,0
"你管求得我的。再说,我凭本事借的钱，为什么要还 。",ConfirmLoan,0
你管我啊,ConfirmLoan,0
你管我还不还,ConfirmLoan,0
你管我啥子原因,ConfirmLoan,0
你管我啥子原因阿,ConfirmLoan,0
你管我啥子原因哈,ConfirmLoan,0
你管我啥子原因了,ConfirmLoan,0
你管我啥子原因没意思,ConfirmLoan,0
你管我啥子原因矣,ConfirmLoan,0
"你管我是不是。呢,我家人出事了，我都吃不起饭了，确实拿不出这个钱。",ConfirmLoan,0
你过来我还给你,ConfirmLoan,0
你很闲是吧？,ConfirmLoan,0
你急啥啊,ConfirmLoan,0
你觉得啦。,ConfirmLoan,0
你觉得呢,ConfirmLoan,0
你看我咋样,ConfirmLoan,0
你来拿吧,ConfirmLoan,0
你来下我这，我给你,ConfirmLoan,0
你来找我啊,ConfirmLoan,0
你慢慢打吧，这个钱我是不还了,ConfirmLoan,0
你们报警吧,ConfirmLoan,0
你们别再打了，我有钱会你们的,ConfirmLoan,0
你们不说就差点忘了，多谢提醒啊。,ConfirmLoan,0
你们打暴我通信录,ConfirmLoan,0
你们的app被我卸载了,ConfirmLoan,0
你们的利息不合理,ConfirmLoan,0
