split_text,classifier,label
嗯啊,PTPConfirm,0
嗯嗯,PTPConfirm,0
嗯嗯,PTPConfirm,0
嗯嗯嗯，还,PTPConfirm,0
嗯那,PTPConfirm,0
嗯呢,PTPConfirm,0
放宽心。,PTPConfirm,0
放心，到时一定准时还款,PTPConfirm,0
放心，我说出来的话，言出必行,PTPConfirm,0
放心，我说出来的话，一言九鼎,PTPConfirm,0
放心，我说出来的话，一言九鼎，言出必行,PTPConfirm,0
放心吧基本没问题,PTPConfirm,0
放一百个心吧，这个时间肯定是没问题的,PTPConfirm,0
"跟你有啥关系。要得,仔细参考问题进行回答。确认",PTPConfirm,0
"哈哈, 乎, 你们这还挺谨慎的，是的啊",PTPConfirm,0
"哈哈。好嘛，我知道了,是的，我说的是明天下午就能还！",PTPConfirm,0
还还还,PTPConfirm,0
还款时间没问题哈,PTPConfirm,0
还嘛还嘛,PTPConfirm,0
行,PTPConfirm,0
行行行,PTPConfirm,0
好,PTPConfirm,0
好，到时我给你们打过去,PTPConfirm,0
好，我倒时候会还清的,PTPConfirm,0
好，我到时给你打过来,PTPConfirm,0
好的,PTPConfirm,0
好的,PTPConfirm,0
好的,PTPConfirm,0
好的,PTPConfirm,0
好的，会还清的,PTPConfirm,0
好的，没问题，今天下午马上去就办,PTPConfirm,0
好的，没问题。,PTPConfirm,0
好的，我承诺的事情一定做到,PTPConfirm,0
好的，我会还的,PTPConfirm,0
好的，我会提前给你们打过来,PTPConfirm,0
好的，我会在规定时间内换上,PTPConfirm,0
好好好,PTPConfirm,0
好了，你放心，我会还的,PTPConfirm,0
"哼哼, 哇, 你们这还挺谨慎的，是的啊",PTPConfirm,0
"哼哼。阿,是的，我说的是明天下午就能还！",PTPConfirm,0
会还的,PTPConfirm,0
简单,PTPConfirm,0
"今天天气好晴朗，处处好风光。把方案发到我手机上嘛,你们这还挺谨慎的，是的啊",PTPConfirm,0
"今天天气好晴朗，处处好风光。明显还可以再优惠点儿,你们这还挺谨慎的，是的啊",PTPConfirm,0
"今天天气好晴朗，处处好风光。这个考虑下,仔细参考问题进行回答。确认",PTPConfirm,0
"今天天气很好, 明显还可以再优惠点儿, 仔细参考问题进行回答。确认",PTPConfirm,0
"今天天气很好。好嘛,对啊",PTPConfirm,0
"今天天气很好。要得，晓得了,仔细参考问题进行回答。确认",PTPConfirm,0
今天下午就能还,PTPConfirm,0
就是就是,PTPConfirm,0
就是你说的这样,PTPConfirm,0
就是这样,PTPConfirm,0
"就这么跟你说吧，算了，我不想跟你说。你们看着办,仔细参考问题进行回答。确认",PTPConfirm,0
"就这么跟你说吧，算了，我不想跟你说。焉,是的",PTPConfirm,0
就这样吧,PTPConfirm,0
就这样嘛,PTPConfirm,0
君子一言九鼎,PTPConfirm,0
看在你们这个工作态度上，这钱我一定还。,PTPConfirm,0
可以,PTPConfirm,0
可以,PTPConfirm,0
可以,PTPConfirm,0
可以，到时我一定准时还款,PTPConfirm,0
可以的,PTPConfirm,0
可以的。,PTPConfirm,0
可以呢,PTPConfirm,0
可以哇,PTPConfirm,0
肯定以及确定保证能换,PTPConfirm,0
"懒得理你。啊,仔细参考问题进行回答。确认",PTPConfirm,0
"懒得理你。行，我会想办法的,是的",PTPConfirm,0
马上都能还,PTPConfirm,0
马上还,PTPConfirm,0
没得问题。,PTPConfirm,0
没问题,PTPConfirm,0
没问题,PTPConfirm,0
没问题,PTPConfirm,0
没问题,PTPConfirm,0
没问题,PTPConfirm,0
没问题,PTPConfirm,0
没问题,PTPConfirm,0
没问题，到时间一定还，这两天正在筹钱呢。,PTPConfirm,0
"没有我不认识的人。好好，我听到起在,是的，我说的是明天下午就能还！",PTPConfirm,0
"没有我不认识的人。哦，收到,是的，我说的是明天下午就能还！",PTPConfirm,0
"你猜。嗯嗯，再说吧,仔细参考问题进行回答。确认",PTPConfirm,0
"你猜。利息怎么算,仔细参考问题进行回答。确认",PTPConfirm,0
"你猜。我想想办法吧,你们这还挺谨慎的，是的啊",PTPConfirm,0
"你猜呢, 这个考虑下, 仔细参考问题进行回答。确认",PTPConfirm,0
"你猜我是不是呀。好嘛，我知道了,是的，我说的是明天下午就能还！",PTPConfirm,0
"你猜我是不是呀。哇,你们这还挺谨慎的，是的啊",PTPConfirm,0
"你猜我是不是呀。我晓得,对啊",PTPConfirm,0
你放心，我按时还款的,PTPConfirm,0
你放心，一定的。,PTPConfirm,0
你放心吧，我会还的,PTPConfirm,0
"你管我是不是, 哦，收到, 是的，在这个时间之前我就能把钱还清了。",PTPConfirm,0
"你管我是不是。好好，我听到起在,你们这还挺谨慎的，是的啊",PTPConfirm,0
"你管我是不是。矣,对啊",PTPConfirm,0
你就把心揣肚子里吧，说了到时还就会还的。,PTPConfirm,0
你们就放一百个心吧，这点钱还怕我不还啊，打几次电话来，电话费不要钱吗？,PTPConfirm,0
你们这还挺谨慎的,PTPConfirm,0
你们这还挺谨慎的，是的啊,PTPConfirm,0
"你哪个。好好，我听到起在,仔细参考问题进行回答。确认",PTPConfirm,0
"你是不是有病呀。把方案发到我手机上嘛,是的，在这个时间之前我就能把钱还清了。",PTPConfirm,0
你说得很对,PTPConfirm,0
你说的没错,PTPConfirm,0
"你说的是哪一个XXX。明显还可以再优惠点儿,是的，在这个时间之前我就能把钱还清了。",PTPConfirm,0
"你说的是哪一个XXX。我晓得,仔细参考问题进行回答。确认",PTPConfirm,0
你我约定之日，也就是你收款之时。这是我们的约定。,PTPConfirm,0
"你先说你是哪个。得不得影响个人征信,是的，在这个时间之前我就能把钱还清了。",PTPConfirm,0
"你先说你是哪个。明显还可以再优惠点儿,是的，在这个时间之前我就能把钱还清了。",PTPConfirm,0
"你先说你是哪个。能不能换个长点儿的还款周期呢,仔细参考问题进行回答。确认",PTPConfirm,0
"你先说有什么事, 行，我会想办法的, 你们这还挺谨慎的，是的啊",PTPConfirm,0
"你要请我看电影吗。哦，收到,是的，在这个时间之前我就能把钱还清了。",PTPConfirm,0
"你有点儿讨厌, 利息怎么算, 仔细参考问题进行回答。确认",PTPConfirm,0
"你有点儿讨厌。我想想办法吧,对啊",PTPConfirm,0
"你又是老几，你不说我为啥要说。呀,是的",PTPConfirm,0
"你又是老几，你不说我为啥要说。这个考虑下,对啊",PTPConfirm,0
"你又是谁。要得,是的，我说的是明天下午就能还！",PTPConfirm,0
"你又是谁。要得，我知道,对啊",PTPConfirm,0
哦，答应的事情，我不会赖掉的,PTPConfirm,0
哦，放心，我一项谨言慎行，答应的事情，不会赖掉的,PTPConfirm,0
拍了胸脯的。,PTPConfirm,0
确定,PTPConfirm,0
确定的事情,PTPConfirm,0
确认,PTPConfirm,0
确实,PTPConfirm,0
确实是,PTPConfirm,0
时间上没问题,PTPConfirm,0
时间上确定没问题,PTPConfirm,0
是,PTPConfirm,0
是,PTPConfirm,0
是,PTPConfirm,0
是,PTPConfirm,0
是,PTPConfirm,0
是,PTPConfirm,0
是，还嘛,PTPConfirm,0
是啊,PTPConfirm,0
是啊,PTPConfirm,0
是啊，你们这还挺谨慎的,PTPConfirm,0
是啊，一定还清,PTPConfirm,0
"是不是和你有关系吗。还有没有更低的方案,是的",PTPConfirm,0
是的,PTPConfirm,0
是的,PTPConfirm,0
是的,PTPConfirm,0
是的，还得到,PTPConfirm,0
是的，还得起,PTPConfirm,0
是的，还能骗你啊,PTPConfirm,0
是的，还要确认一下啊,PTPConfirm,0
是的，后天肯定能还,PTPConfirm,0
是的，就是这个时间，这个数目。,PTPConfirm,0
是的，可以还,PTPConfirm,0
是的，没问题，今天下午马上去就办,PTPConfirm,0
是的，我说的是明天下午就能还！,PTPConfirm,0
是的，现在就可以还,PTPConfirm,0
是的，月底钱就到账了，放心吧,PTPConfirm,0
是的，在这个时间之前我会还的,PTPConfirm,0
是的，在这个时间之前我就能把钱还清了,PTPConfirm,0
是的，这是我承诺的，,PTPConfirm,0
是的，这下放心了吧,PTPConfirm,0
是的，这样就可以。,PTPConfirm,0
是的，之前已经你们确认过了。,PTPConfirm,0
是的啊,PTPConfirm,0
是的啊,PTPConfirm,0
是的啊，这么较真,PTPConfirm,0
是的是的 放心吧,PTPConfirm,0
是的呀，有什么问题,PTPConfirm,0
是是是,PTPConfirm,0
是我说的,PTPConfirm,0
说到做到。,PTPConfirm,0
说了要还就要还嘛，大不了到时候把我这个电马儿拿去卖了也会还你们的。,PTPConfirm,0
"听不懂你说的什么, 方案给我发到微信嘛, 是的，我说的是明天下午就能还！",PTPConfirm,0
问了几遍了，我知道还,PTPConfirm,0
我不轻易承诺，但是一旦承诺，就会办到,PTPConfirm,0
我不喜欢赖账的人，所以我答应的事情一定做到,PTPConfirm,0
我不喜欢赖账的人，所以一旦承诺，就会办到,PTPConfirm,0
"我不想说。啊,对啊",PTPConfirm,0
"我不想说。好好，我听到起在,是的，在这个时间之前我就能把钱还清了。",PTPConfirm,0
"我不想说话，不要烦我, 得不得影响个人征信, 是的，在这个时间之前我就能把钱还清了。",PTPConfirm,0
我定会信守承诺。,PTPConfirm,0
"我都已经说了不认识了。啊,对啊",PTPConfirm,0
我会还的,PTPConfirm,0
我会及时还的,PTPConfirm,0
我会在规定的时间给你们换上的,PTPConfirm,0
我明天3点钱准时还钱,PTPConfirm,0
我明天准时还,PTPConfirm,0
我确认,PTPConfirm,0
"我认不到你说的那个人, 要得, 是的，我说的是明天下午就能还！",PTPConfirm,0
我说的能还怎么还不相信啊，放心吧，肯定能还,PTPConfirm,0
"我现在忙得很, 能不能换个长点儿的还款周期呢, 是的",PTPConfirm,0
我一项谨言慎行，承诺的事情一定做到,PTPConfirm,0
我一项谨言慎行，答应的事情，不会赖掉的,PTPConfirm,0
我再说一遍，是的，是的，是的,PTPConfirm,0
我知道，已经协商好了,PTPConfirm,0
我知道了，我会还的,PTPConfirm,0
我知道了，这周之内就能还,PTPConfirm,0
我准备好了，等会就去。你们别急,PTPConfirm,0
我准时还,PTPConfirm,0
下班回去就还，放心了吧,PTPConfirm,0
"先来一首五环之歌吧。吧,是的",PTPConfirm,0
要得，马上还,PTPConfirm,0
要得，我找人办,PTPConfirm,0
要得要得要得,PTPConfirm,0
要还要还,PTPConfirm,0
一定还,PTPConfirm,0
一言既出驷马难追,PTPConfirm,0
一言九鼎,PTPConfirm,0
一言为定！,PTPConfirm,0
一直记得这个事情,PTPConfirm,0
应该没问题。,PTPConfirm,0
有钱还,PTPConfirm,0
有这回事，会还的,PTPConfirm,0
在这个时间之前我就能把钱还清了,PTPConfirm,0
"这电话有毒。乎,对啊",PTPConfirm,0
"这电话有毒。呀,仔细参考问题进行回答。确认",PTPConfirm,0
知道了，你不说我差点又忘记了，到时候一定记得还款。,PTPConfirm,0
知道了，这个时间之前我会还的,PTPConfirm,0
准时还,PTPConfirm,0
"最后警告一次不要打了, 嗯嗯，再说吧, 是的，我说的是明天下午就能还！",PTPConfirm,0
"最后警告一次不要打了。得不得影响个人征信,对啊",PTPConfirm,0
3点？不是说的6点吗,PTPConfirm,1
啊，不是承诺的这个时间,PTPConfirm,1
啊，不是承诺的这个时间，是下个月 31 号还清,PTPConfirm,1
啊，上次你们听错了吧，说好的时间应该比这个再晚一个月啊。,PTPConfirm,1
啊，我记得当时不是承诺的这个时间，是下个月 31 号还清的嘛,PTPConfirm,1
"啊，五环，你不六环少一环。要得，我知道,是，我说了我后天下午才能还清！",PTPConfirm,1
安？不是说多两天么？,PTPConfirm,1
按现在的情况来说是不行的,PTPConfirm,1
抱歉，现在情况有变，不能兑现了,PTPConfirm,1
本来是可以的，谁知道我买那股票停牌了啊，钱拿不出来了。,PTPConfirm,1
不得行,PTPConfirm,1
不得行了，现在情况有变，家里面出了事情,PTPConfirm,1
不得行哦,PTPConfirm,1
不得行哦，还不了啊,PTPConfirm,1
不得行哦，那时还没钱,PTPConfirm,1
不得哦。,PTPConfirm,1
不对，我说的200元,PTPConfirm,1
不对啊,PTPConfirm,1
不对哦，刚才不是这么说的。,PTPConfirm,1
不行,PTPConfirm,1
不行,PTPConfirm,1
不行,PTPConfirm,1
不行，别打了，还不了钱,PTPConfirm,1
不行，还不了,PTPConfirm,1
不行，我还不了,PTPConfirm,1
不行，我拿不出这么多钱,PTPConfirm,1
不行，要在等两天,PTPConfirm,1
不行啊,PTPConfirm,1
不行啊，还不了,PTPConfirm,1
不行哦,PTPConfirm,1
不行哦，那时还不了,PTPConfirm,1
不好说，现在可能还不上了,PTPConfirm,1
不好意思啊，中间发生了点意外，钱又不够了。,PTPConfirm,1
不好意思哈，没钱,PTPConfirm,1
不好意思上次给的这个时间有点仓促，再多给点时间好吗？,PTPConfirm,1
不记得这回事了,PTPConfirm,1
不能,PTPConfirm,1
不确定啊,PTPConfirm,1
不确定嘛,PTPConfirm,1
不上，我是说年底才能还清,PTPConfirm,1
不是,PTPConfirm,1
不是,PTPConfirm,1
不是,PTPConfirm,1
不是，我说了我后天下午才能还清！,PTPConfirm,1
不是啊,PTPConfirm,1
不是啊，我现在没有钱,PTPConfirm,1
不是吧,PTPConfirm,1
不是的,PTPConfirm,1
不是的，你说错了,PTPConfirm,1
不是哦,PTPConfirm,1
不是哦，不是说等一个月就还上吗,PTPConfirm,1
不是撒,PTPConfirm,1
不是说的分期吗？,PTPConfirm,1
"不想跟你说话。阿,我过两个月才能把还清",PTPConfirm,1
"不要闹。啊，啥,不行哦，那时还不了。",PTPConfirm,1
不要闹。再说，我说了我后天下午才能还清！,PTPConfirm,1
不知道撒,PTPConfirm,1
的确还不太方便,PTPConfirm,1
第二天才有钱,PTPConfirm,1
逗你玩的,PTPConfirm,1
嗯嗯，可以,PTPConfirm,0
"风太大，没听清。我晓得,我过两个月才能把还清",PTPConfirm,1
刚才说了下个月才可以。,PTPConfirm,1
刚刚承诺不算,PTPConfirm,1
跟你说这个时间还不了，两个月之后才能还,PTPConfirm,1
"跟你有啥关系, 乎, 不行哦，那时还不了。",PTPConfirm,1
工资没发还不了,PTPConfirm,1
估计不行，我的意思是下个月能还清,PTPConfirm,1
估计那是在国外，看情况吧,PTPConfirm,1
"管得宽。嗯嗯恩,不行哦，那时还不了。",PTPConfirm,1
"管得宽。我晓得,不行哦，那时还不了。",PTPConfirm,1
过段时间行吧，现在手头紧张,PTPConfirm,1
"哈哈, 啊, 是，我说了我后天下午才能还清！",PTPConfirm,0
"哈哈, 唉, 是，我说了我后天下午才能还清！",PTPConfirm,0
"哈哈。啊，啥,是，我说了我后天下午才能还清！",PTPConfirm,0
"哈哈。行，我会想办法的,是，我说了我后天下午才能还清！",PTPConfirm,0
"哈哈。行，我会想办法的,我过两个月才能把还清",PTPConfirm,0
"哈哈。好好，我听到起在,不行哦，那时还不了。",PTPConfirm,1
"哈哈。再说,不行哦，那时还不了。",PTPConfirm,1
还不到,PTPConfirm,1
还不到哦,PTPConfirm,1
还不了,PTPConfirm,1
还不了,PTPConfirm,1
还不了,PTPConfirm,1
还不了,PTPConfirm,1
还不了，还不了,PTPConfirm,1
还不了，我没有说,PTPConfirm,1
还不了还不了,PTPConfirm,1
还不上,PTPConfirm,1
还不上哦,PTPConfirm,1
还得考虑下,PTPConfirm,1
还能宽限点时间不,PTPConfirm,1
还你妹妹的,PTPConfirm,1
还要等几天哈,PTPConfirm,1
好像不行，需要在等几天,PTPConfirm,1
很难，现在很难说，多半不能兑现了,PTPConfirm,1
"哼哼, 我想想办法吧, 不行哦，那时还不了。",PTPConfirm,1
后面再说吧,PTPConfirm,1
后天吧,PTPConfirm,1
后天之后才可以，说的时间不对,PTPConfirm,1
"今天天气好晴朗，处处好风光。矣,我过两个月才能把还清",PTPConfirm,1
"今天天气很好。你们看着办,不行哦，那时还不了。",PTPConfirm,1
"今天天气很好。再说,我过两个月才能把还清",PTPConfirm,1
"就这么跟你说吧，算了，我不想跟你说, 方案给我发到微信嘛, 不行哦，那时还不了。",PTPConfirm,1
"就这么跟你说吧，算了，我不想跟你说。我晓得,我过两个月才能把还清",PTPConfirm,1
可以在多给点时间不,PTPConfirm,1
恐怕不得行，要在等两天,PTPConfirm,1
恐怕不行哦,PTPConfirm,1
"懒得理你。嗯嗯恩,我过两个月才能把还清",PTPConfirm,1
"懒得理你。好嘛，我知道了,不行哦，那时还不了。",PTPConfirm,1
没那么快啦,PTPConfirm,1
没那么快能还,PTPConfirm,1
没钱,PTPConfirm,1
没钱还,PTPConfirm,1
没说哦？,PTPConfirm,1
没有,PTPConfirm,1
没有，我还不了,PTPConfirm,1
没有哦，我说了下个月才能还清,PTPConfirm,1
没有这么答应哦？,PTPConfirm,1
明年吧,PTPConfirm,1
明天吧,PTPConfirm,1
明天就还,PTPConfirm,1
哪有那么多钱嘛，没钱还,PTPConfirm,1
哪有那么多钱嘛，现在缺钱,PTPConfirm,1
哪有说还那么多,PTPConfirm,1
那不行哦，我要出差,PTPConfirm,1
那个，出了些状况还不了这个钱了,PTPConfirm,1
那个时候莫得钱,PTPConfirm,1
那时不行，要等段时间才行,PTPConfirm,1
那时还不起,PTPConfirm,1
那时还不上,PTPConfirm,1
那时可能我还不了,PTPConfirm,1
那时恐怕还不上,PTPConfirm,1
那时确实没有钱,PTPConfirm,1
那时我还不了,PTPConfirm,1
那时我还没钱,PTPConfirm,1
那时我没钱,PTPConfirm,1
那时我没钱,PTPConfirm,1
能缓两天嘛,PTPConfirm,1
"你猜呢。哦，晓得了,不行哦，那时还不了。",PTPConfirm,1
你搞错了，是下个月,PTPConfirm,1
"你管我是不是, 哇, 不行哦，那时还不了。",PTPConfirm,1
"你管我是不是。呀,我过两个月才能把还清",PTPConfirm,1
你记错啦时间,PTPConfirm,1
你可以打死吗,PTPConfirm,1
"你是不是有病呀, 还有没有更低的方案, 不行哦，那时还不了。",PTPConfirm,1
"你说的是哪一个XXX。唉,我过两个月才能把还清",PTPConfirm,1
"你说的是哪一个XXX。得不得影响个人征信,我过两个月才能把还清",PTPConfirm,1
你听不懂我的话吗？我说了我还不了,PTPConfirm,1
你听错了,PTPConfirm,1
你听过了，我没有说过,PTPConfirm,1
"你先说你是哪个, 好嘛，我知道了, 不行哦，那时还不了。",PTPConfirm,1
怕是不得行哦,PTPConfirm,1
怕是不能及时还上了,PTPConfirm,1
怕是还不了,PTPConfirm,1
怕是需要等几天才能还,PTPConfirm,1
怕是要等段时间才行,PTPConfirm,1
钱被输完了，还不了,PTPConfirm,1
钱不够了,PTPConfirm,1
钱都被我那二娃偷出去赌了，就算再给我一年时间也还不上了,PTPConfirm,1
钱都被用完了，没法还,PTPConfirm,1
钱多，时间短，卖血都不够！,PTPConfirm,1
钱问题不大就是要缓几天,PTPConfirm,1
去你妈的吧,PTPConfirm,1
确实还不了,PTPConfirm,1
确实有困难,PTPConfirm,1
"认识怎么样不认识又怎么样。我想想办法吧,我过两个月才能把还清",PTPConfirm,1
如果是明年就可以。,PTPConfirm,1
傻逼吧你,PTPConfirm,1
神经吧,PTPConfirm,1
时间不对,PTPConfirm,1
时间不对吧,PTPConfirm,1
时间不够,PTPConfirm,1
时间不允许,PTPConfirm,1
时间很急，还不了,PTPConfirm,1
时间可能有差异啦,PTPConfirm,1
时间太仓促了，没那么多钱的。,PTPConfirm,1
谁和你们说过我要明天还钱的啊,PTPConfirm,1
太仓促,PTPConfirm,1
完全不清楚,PTPConfirm,1
晚些哇,PTPConfirm,1
我不是，我没有，你别瞎说,PTPConfirm,1
"我不想说话，不要烦我, 这个考虑下, 不行哦，那时还不了。",PTPConfirm,1
我不知道,PTPConfirm,1
我不知道你们是真的吗,PTPConfirm,1
我干脆去抢？,PTPConfirm,1
我刚才说的是我还不了,PTPConfirm,1
我估计等一段时间才能还上了，之前约定的时间可能不能兑现了,PTPConfirm,1
我过两个月才能把还清,PTPConfirm,1
我过两个月才有钱还,PTPConfirm,1
我好久说的我能还？,PTPConfirm,1
我喝醉了，不算,PTPConfirm,1
我记得当时不是承诺的这个时间，你们多半搞错了,PTPConfirm,1
我就是不想还,PTPConfirm,1
我就是我，我不还,PTPConfirm,1
我开玩笑的,PTPConfirm,1
我开玩笑的。,PTPConfirm,1
我看你们都是傻逼,PTPConfirm,1
我乱说的，别当真哈,PTPConfirm,1
我没承诺吧，因为我还不上,PTPConfirm,1
我没承诺呀,PTPConfirm,1
我没钱还了,PTPConfirm,1
我没说过,PTPConfirm,1
我没有说过,PTPConfirm,1
我没有说过,PTPConfirm,1
我没有说过，我说的是下个月,PTPConfirm,1
我没有说过啊，你听错了,PTPConfirm,1
我没有说过能还清，我没钱,PTPConfirm,1
我钱被偷了,PTPConfirm,1
我什么说过,PTPConfirm,1
我说的是9月份才能还,PTPConfirm,1
我说的是明天下午就能还,PTPConfirm,1
我说的是下个月,PTPConfirm,1
我说的是下个月 31 号还清,PTPConfirm,1
我说过了要明年才能还的，你们怎么随便记录时间呢，太不负责了。,PTPConfirm,1
我说起耍的,PTPConfirm,1
我现在没有请，还不了，过两个月再说,PTPConfirm,1
我现在莫得钱，你是不是听错了,PTPConfirm,1
我要等一段时间才能还上了，之前约定的，不能兑现了,PTPConfirm,1
我又要报警了,PTPConfirm,1
下个月才有钱还,PTPConfirm,1
下午下班才有钱,PTPConfirm,1
"先来一首五环之歌吧。明显还可以再优惠点儿,我过两个月才能把还清",PTPConfirm,1
现在还不了啊,PTPConfirm,1
现在没钱了,PTPConfirm,1
现在钱都在股市套上了,PTPConfirm,1
现在情况有变，不能兑现了,PTPConfirm,1
现在情况有变，家里面出了事情,PTPConfirm,1
现在情况有变，家里面出了事情，不能兑现了,PTPConfirm,1
现在手头紧，之前约定的，不能兑现了,PTPConfirm,1
现在我没有那么多钱了,PTPConfirm,1
现在一分钱都没了，我还拿什么还啊。,PTPConfirm,1
现在资金周转有点问题,PTPConfirm,1
需要几个月时间去凑钱,PTPConfirm,1
因为没钱所以你承诺没用,PTPConfirm,1
有点恼火哟,PTPConfirm,1
有点悬啊,PTPConfirm,1
杂啦,PTPConfirm,1
再多给点时间吧，按照目前的筹钱进度，恐怕到时候还不上了。,PTPConfirm,1
再多给两个月吧，要不真的还不了。,PTPConfirm,1
再宽限两天怎么样,PTPConfirm,1
再商量下时间吧,PTPConfirm,1
再推迟几天嘛,PTPConfirm,1
在这个是时间之后是可以的,PTPConfirm,1
怎么可能，你太天真了,PTPConfirm,1
这个时间不得行哦,PTPConfirm,1
这个时间还不确定,PTPConfirm,1
这个时间肯定不行哦，钱还没到账呢,PTPConfirm,1
这个时间确实没钱，还不了的。,PTPConfirm,1
这个做不到。,PTPConfirm,1
这钱，还不了。,PTPConfirm,1
这时间，没办法还。,PTPConfirm,1
"最后警告一次不要打了, 方案给我发到微信嘛, 不行哦，那时还不了。",PTPConfirm,1
"最后警告一次不要打了, 者, 我过两个月才能把还清",PTPConfirm,1
"最后警告一次不要打了。焉,不行哦，那时还不了。",PTPConfirm,1
最近手头紧，那时没钱,PTPConfirm,1
做不到啊！,PTPConfirm,1
